label,n,a,b,radius,batch,counter_first,counter_last_exclusive,samples,primal_pivotal,matching_pivotal,primal_h4,matching_h4,h4_plus,h4_minus
n425_first,425,16,13,7,99,15000099000,15000100000,1000,25,24,0,1,1,-1
n425_first,425,16,13,8,99,15000099000,15000100000,1000,25,24,1,-2,-1,3
n425_second,425,19,8,2,99,15000099000,15000100000,1000,24,23,-3,-4,-7,1
n425_second,425,19,8,4,99,15000099000,15000100000,1000,24,23,-3,8,5,-11
n425_second,425,19,8,7,99,15000099000,15000100000,1000,24,23,6,7,13,-1
n425_second,425,19,8,8,99,15000099000,15000100000,1000,24,23,2,-1,1,3
n325_first,325,17,6,2,100,15000100000,15000101000,1000,26,18,-7,-4,-11,-3
n325_first,325,17,6,4,100,15000100000,15000101000,1000,26,18,4,5,9,-1
n325_first,325,17,6,7,100,15000100000,15000101000,1000,26,18,3,0,3,3
n325_first,325,17,6,8,100,15000100000,15000101000,1000,26,18,0,-3,-3,3
n325_second,325,18,1,2,100,15000100000,15000101000,1000,29,22,-2,0,-2,-2
n325_second,325,18,1,4,100,15000100000,15000101000,1000,29,22,5,3,8,2
n325_second,325,18,1,7,100,15000100000,15000101000,1000,29,22,5,6,11,-1
n325_second,325,18,1,8,100,15000100000,15000101000,1000,29,22,-2,1,-1,-3
n425_first,425,16,13,2,100,15000100000,15000101000,1000,18,21,-3,-4,-7,1
n425_first,425,16,13,4,100,15000100000,15000101000,1000,18,21,4,3,7,1
n425_first,425,16,13,7,100,15000100000,15000101000,1000,18,21,3,3,6,0
n425_first,425,16,13,8,100,15000100000,15000101000,1000,18,21,-4,-1,-5,-3
n425_second,425,19,8,2,100,15000100000,15000101000,1000,12,20,2,-1,1,3
n425_second,425,19,8,4,100,15000100000,15000101000,1000,12,20,2,-1,1,3
n425_second,425,19,8,7,100,15000100000,15000101000,1000,12,20,4,-1,3,5
n425_second,425,19,8,8,100,15000100000,15000101000,1000,12,20,-1,-1,-2,0
n325_first,325,17,6,2,101,15000101000,15000102000,1000,15,19,0,-1,-1,1
n325_first,325,17,6,4,101,15000101000,15000102000,1000,15,19,5,2,7,3
n325_first,325,17,6,7,101,15000101000,15000102000,1000,15,19,1,-2,-1,3
n325_first,325,17,6,8,101,15000101000,15000102000,1000,15,19,-1,-7,-8,6
n325_second,325,18,1,2,101,15000101000,15000102000,1000,23,22,-6,-10,-16,4
n325_second,325,18,1,4,101,15000101000,15000102000,1000,23,22,0,7,7,-7
n325_second,325,18,1,7,101,15000101000,15000102000,1000,23,22,3,4,7,-1
n325_second,325,18,1,8,101,15000101000,15000102000,1000,23,22,-5,-5,-10,0
n425_first,425,16,13,2,101,15000101000,15000102000,1000,12,22,-3,0,-3,-3
n425_first,425,16,13,4,101,15000101000,15000102000,1000,12,22,-1,1,0,-2
n425_first,425,16,13,7,101,15000101000,15000102000,1000,12,22,3,6,9,-3
n425_first,425,16,13,8,101,15000101000,15000102000,1000,12,22,-2,-5,-7,3
n425_second,425,19,8,2,101,15000101000,15000102000,1000,16,24,0,-1,-1,1
n425_second,425,19,8,4,101,15000101000,15000102000,1000,16,24,-1,7,6,-8
n425_second,425,19,8,7,101,15000101000,15000102000,1000,16,24,1,0,1,1
n425_second,425,19,8,8,101,15000101000,15000102000,1000,16,24,-4,1,-3,-5
n325_first,325,17,6,2,102,15000102000,15000103000,1000,25,35,-4,-8,-12,4
n325_first,325,17,6,4,102,15000102000,15000103000,1000,25,35,5,9,14,-4
n325_first,325,17,6,7,102,15000102000,15000103000,1000,25,35,-2,5,3,-7
n325_first,325,17,6,8,102,15000102000,15000103000,1000,25,35,-2,-3,-5,1
n325_second,325,18,1,2,102,15000102000,15000103000,1000,23,18,-6,-1,-7,-5
n325_second,325,18,1,4,102,15000102000,15000103000,1000,23,18,7,5,12,2
n325_second,325,18,1,7,102,15000102000,15000103000,1000,23,18,4,-1,3,5
n325_second,325,18,1,8,102,15000102000,15000103000,1000,23,18,-2,1,-1,-3
n425_first,425,16,13,2,102,15000102000,15000103000,1000,10,16,-2,-1,-3,-1
n425_first,425,16,13,4,102,15000102000,15000103000,1000,10,16,2,6,8,-4
n425_first,425,16,13,7,102,15000102000,15000103000,1000,10,16,0,4,4,-4
n425_first,425,16,13,8,102,15000102000,15000103000,1000,10,16,-2,-2,-4,0
n425_second,425,19,8,2,102,15000102000,15000103000,1000,21,16,-1,-3,-4,2
n425_second,425,19,8,4,102,15000102000,15000103000,1000,21,16,7,6,13,1
n425_second,425,19,8,7,102,15000102000,15000103000,1000,21,16,1,3,4,-2
n425_second,425,19,8,8,102,15000102000,15000103000,1000,21,16,-1,-5,-6,4
n325_first,325,17,6,2,103,15000103000,15000104000,1000,20,33,-1,0,-1,-1
n325_first,325,17,6,4,103,15000103000,15000104000,1000,20,33,7,2,9,5
n325_first,325,17,6,7,103,15000103000,15000104000,1000,20,33,2,8,10,-6
n325_first,325,17,6,8,103,15000103000,15000104000,1000,20,33,1,-1,0,2
n325_second,325,18,1,2,103,15000103000,15000104000,1000,40,22,-3,-3,-6,0
n325_second,325,18,1,4,103,15000103000,15000104000,1000,40,22,10,1,11,9
n325_second,325,18,1,7,103,15000103000,15000104000,1000,40,22,7,1,8,6
n325_second,325,18,1,8,103,15000103000,15000104000,1000,40,22,0,-1,-1,1
n425_first,425,16,13,2,103,15000103000,15000104000,1000,21,22,0,-3,-3,3
n425_first,425,16,13,4,103,15000103000,15000104000,1000,21,22,6,1,7,5
n425_first,425,16,13,7,103,15000103000,15000104000,1000,21,22,6,3,9,3
n425_first,425,16,13,8,103,15000103000,15000104000,1000,21,22,2,-2,0,4
n425_second,425,19,8,2,103,15000103000,15000104000,1000,26,30,-5,-2,-7,-3
n425_second,425,19,8,4,103,15000103000,15000104000,1000,26,30,2,2,4,0
n425_second,425,19,8,7,103,15000103000,15000104000,1000,26,30,3,8,11,-5
n425_second,425,19,8,8,103,15000103000,15000104000,1000,26,30,-2,4,2,-6
n325_first,325,17,6,2,104,15000104000,15000105000,1000,19,18,-3,1,-2,-4
n325_first,325,17,6,4,104,15000104000,15000105000,1000,19,18,6,0,6,6
n325_first,325,17,6,7,104,15000104000,15000105000,1000,19,18,7,2,9,5
n325_first,325,17,6,8,104,15000104000,15000105000,1000,19,18,-2,0,-2,-2
n325_second,325,18,1,2,104,15000104000,15000105000,1000,20,26,-5,-3,-8,-2
n325_second,325,18,1,4,104,15000104000,15000105000,1000,20,26,8,6,14,2
n325_second,325,18,1,7,104,15000104000,15000105000,1000,20,26,6,3,9,3
n325_second,325,18,1,8,104,15000104000,15000105000,1000,20,26,-1,-2,-3,1
n425_first,425,16,13,2,104,15000104000,15000105000,1000,24,17,0,0,0,0
n425_first,425,16,13,4,104,15000104000,15000105000,1000,24,17,4,2,6,2
n425_first,425,16,13,7,104,15000104000,15000105000,1000,24,17,-6,2,-4,-8
n425_first,425,16,13,8,104,15000104000,15000105000,1000,24,17,-2,-5,-7,3
n425_second,425,19,8,2,104,15000104000,15000105000,1000,18,10,-1,1,0,-2
n425_second,425,19,8,4,104,15000104000,15000105000,1000,18,10,3,6,9,-3
n425_second,425,19,8,7,104,15000104000,15000105000,1000,18,10,1,3,4,-2
n425_second,425,19,8,8,104,15000104000,15000105000,1000,18,10,-1,2,1,-3
n325_first,325,17,6,2,105,15000105000,15000106000,1000,14,20,0,0,0,0
n325_first,325,17,6,4,105,15000105000,15000106000,1000,14,20,4,3,7,1
n325_first,325,17,6,7,105,15000105000,15000106000,1000,14,20,3,6,9,-3
n325_first,325,17,6,8,105,15000105000,15000106000,1000,14,20,-5,3,-2,-8
n325_second,325,18,1,2,105,15000105000,15000106000,1000,21,17,-3,-2,-5,-1
n325_second,325,18,1,4,105,15000105000,15000106000,1000,21,17,5,3,8,2
n325_second,325,18,1,7,105,15000105000,15000106000,1000,21,17,7,3,10,4
n325_second,325,18,1,8,105,15000105000,15000106000,1000,21,17,4,3,7,1
n425_first,425,16,13,2,105,15000105000,15000106000,1000,22,20,-3,-2,-5,-1
n425_first,425,16,13,4,105,15000105000,15000106000,1000,22,20,5,3,8,2
n425_first,425,16,13,7,105,15000105000,15000106000,1000,22,20,-1,2,1,-3
n425_first,425,16,13,8,105,15000105000,15000106000,1000,22,20,-1,-6,-7,5
n425_second,425,19,8,2,105,15000105000,15000106000,1000,13,14,0,-4,-4,4
n425_second,425,19,8,4,105,15000105000,15000106000,1000,13,14,2,7,9,-5
n425_second,425,19,8,7,105,15000105000,15000106000,1000,13,14,5,6,11,-1
n425_second,425,19,8,8,105,15000105000,15000106000,1000,13,14,1,0,1,1
n325_first,325,17,6,2,106,15000106000,15000107000,1000,17,20,-4,-3,-7,-1
n325_first,325,17,6,4,106,15000106000,15000107000,1000,17,20,6,3,9,3
n325_first,325,17,6,7,106,15000106000,15000107000,1000,17,20,2,9,11,-7
n325_first,325,17,6,8,106,15000106000,15000107000,1000,17,20,-5,3,-2,-8
n325_second,325,18,1,2,106,15000106000,15000107000,1000,28,25,-6,-3,-9,-3
n325_second,325,18,1,4,106,15000106000,15000107000,1000,28,25,7,3,10,4
n325_second,325,18,1,7,106,15000106000,15000107000,1000,28,25,3,8,11,-5
n325_second,325,18,1,8,106,15000106000,15000107000,1000,28,25,-5,0,-5,-5
n425_first,425,16,13,2,106,15000106000,15000107000,1000,26,25,-3,-3,-6,0
n425_first,425,16,13,4,106,15000106000,15000107000,1000,26,25,5,8,13,-3
n425_first,425,16,13,7,106,15000106000,15000107000,1000,26,25,-4,0,-4,-4
n425_first,425,16,13,8,106,15000106000,15000107000,1000,26,25,-4,-8,-12,4
n425_second,425,19,8,2,106,15000106000,15000107000,1000,13,20,-4,-4,-8,0
n425_second,425,19,8,4,106,15000106000,15000107000,1000,13,20,4,4,8,0
n425_second,425,19,8,7,106,15000106000,15000107000,1000,13,20,1,0,1,1
n425_second,425,19,8,8,106,15000106000,15000107000,1000,13,20,-2,-4,-6,2
n325_first,325,17,6,2,107,15000107000,15000108000,1000,22,14,-4,-3,-7,-1
n325_first,325,17,6,4,107,15000107000,15000108000,1000,22,14,3,0,3,3
n325_first,325,17,6,7,107,15000107000,15000108000,1000,22,14,-2,1,-1,-3
n325_first,325,17,6,8,107,15000107000,15000108000,1000,22,14,-3,-1,-4,-2
n325_second,325,18,1,2,107,15000107000,15000108000,1000,28,27,-6,-3,-9,-3
n325_second,325,18,1,4,107,15000107000,15000108000,1000,28,27,6,8,14,-2
n325_second,325,18,1,7,107,15000107000,15000108000,1000,28,27,0,7,7,-7
n325_second,325,18,1,8,107,15000107000,15000108000,1000,28,27,2,-1,1,3
n425_first,425,16,13,2,107,15000107000,15000108000,1000,24,15,0,3,3,-3
n425_first,425,16,13,4,107,15000107000,15000108000,1000,24,15,2,9,11,-7
n425_first,425,16,13,7,107,15000107000,15000108000,1000,24,15,0,4,4,-4
n425_first,425,16,13,8,107,15000107000,15000108000,1000,24,15,0,-2,-2,2
n425_second,425,19,8,2,107,15000107000,15000108000,1000,21,20,-4,0,-4,-4
n425_second,425,19,8,4,107,15000107000,15000108000,1000,21,20,0,2,2,-2
n425_second,425,19,8,7,107,15000107000,15000108000,1000,21,20,7,-2,5,9
n425_second,425,19,8,8,107,15000107000,15000108000,1000,21,20,-1,-4,-5,3
n325_first,325,17,6,2,108,15000108000,15000109000,1000,27,34,-6,-3,-9,-3
n325_first,325,17,6,4,108,15000108000,15000109000,1000,27,34,1,7,8,-6
n325_first,325,17,6,7,108,15000108000,15000109000,1000,27,34,-3,3,0,-6
n325_first,325,17,6,8,108,15000108000,15000109000,1000,27,34,-7,-4,-11,-3
n325_second,325,18,1,2,108,15000108000,15000109000,1000,21,26,-1,-6,-7,5
n325_second,325,18,1,4,108,15000108000,15000109000,1000,21,26,10,3,13,7
n325_second,325,18,1,7,108,15000108000,15000109000,1000,21,26,6,-4,2,10
n325_second,325,18,1,8,108,15000108000,15000109000,1000,21,26,0,-2,-2,2
n425_first,425,16,13,2,108,15000108000,15000109000,1000,24,22,-2,-2,-4,0
n425_first,425,16,13,4,108,15000108000,15000109000,1000,24,22,3,3,6,0
n425_first,425,16,13,7,108,15000108000,15000109000,1000,24,22,-3,4,1,-7
n425_first,425,16,13,8,108,15000108000,15000109000,1000,24,22,-6,-1,-7,-5
n425_second,425,19,8,2,108,15000108000,15000109000,1000,22,14,-5,-1,-6,-4
n425_second,425,19,8,4,108,15000108000,15000109000,1000,22,14,2,2,4,0
n425_second,425,19,8,7,108,15000108000,15000109000,1000,22,14,0,1,1,-1
n425_second,425,19,8,8,108,15000108000,15000109000,1000,22,14,2,-2,0,4
n325_first,325,17,6,2,109,15000109000,15000110000,1000,28,24,-1,-5,-6,4
n325_first,325,17,6,4,109,15000109000,15000110000,1000,28,24,3,0,3,3
n325_first,325,17,6,7,109,15000109000,15000110000,1000,28,24,0,2,2,-2
n325_first,325,17,6,8,109,15000109000,15000110000,1000,28,24,-3,0,-3,-3
n325_second,325,18,1,2,109,15000109000,15000110000,1000,27,22,0,-4,-4,4
n325_second,325,18,1,4,109,15000109000,15000110000,1000,27,22,1,7,8,-6
n325_second,325,18,1,7,109,15000109000,15000110000,1000,27,22,7,6,13,1
n325_second,325,18,1,8,109,15000109000,15000110000,1000,27,22,-4,2,-2,-6
n425_first,425,16,13,2,109,15000109000,15000110000,1000,20,21,-1,-4,-5,3
n425_first,425,16,13,4,109,15000109000,15000110000,1000,20,21,7,5,12,2
n425_first,425,16,13,7,109,15000109000,15000110000,1000,20,21,4,1,5,3
n425_first,425,16,13,8,109,15000109000,15000110000,1000,20,21,0,-1,-1,1
n425_second,425,19,8,2,109,15000109000,15000110000,1000,22,23,0,-3,-3,3
n425_second,425,19,8,4,109,15000109000,15000110000,1000,22,23,6,8,14,-2
n425_second,425,19,8,7,109,15000109000,15000110000,1000,22,23,2,4,6,-2
n425_second,425,19,8,8,109,15000109000,15000110000,1000,22,23,-3,-3,-6,0
n325_first,325,17,6,2,110,15000110000,15000111000,1000,28,17,-2,-2,-4,0
n325_first,325,17,6,4,110,15000110000,15000111000,1000,28,17,10,2,12,8
n325_first,325,17,6,7,110,15000110000,15000111000,1000,28,17,9,1,10,8
n325_first,325,17,6,8,110,15000110000,15000111000,1000,28,17,-1,0,-1,-1
n325_second,325,18,1,2,110,15000110000,15000111000,1000,26,33,-1,-4,-5,3
n325_second,325,18,1,4,110,15000110000,15000111000,1000,26,33,3,3,6,0
n325_second,325,18,1,7,110,15000110000,15000111000,1000,26,33,5,5,10,0
n325_second,325,18,1,8,110,15000110000,15000111000,1000,26,33,-1,-1,-2,0
n425_first,425,16,13,2,110,15000110000,15000111000,1000,17,22,-5,-5,-10,0
n425_first,425,16,13,4,110,15000110000,15000111000,1000,17,22,7,2,9,5
n425_first,425,16,13,7,110,15000110000,15000111000,1000,17,22,5,1,6,4
n425_first,425,16,13,8,110,15000110000,15000111000,1000,17,22,0,-1,-1,1
n425_second,425,19,8,2,110,15000110000,15000111000,1000,18,21,-2,-2,-4,0
n425_second,425,19,8,4,110,15000110000,15000111000,1000,18,21,4,3,7,1
n425_second,425,19,8,7,110,15000110000,15000111000,1000,18,21,5,8,13,-3
n425_second,425,19,8,8,110,15000110000,15000111000,1000,18,21,-5,3,-2,-8
n325_first,325,17,6,2,111,15000111000,15000112000,1000,23,27,2,-5,-3,7
n325_first,325,17,6,4,111,15000111000,15000112000,1000,23,27,5,5,10,0
n325_first,325,17,6,7,111,15000111000,15000112000,1000,23,27,-2,-2,-4,0
n325_first,325,17,6,8,111,15000111000,15000112000,1000,23,27,-6,-3,-9,-3
n325_second,325,18,1,2,111,15000111000,15000112000,1000,29,22,-2,-1,-3,-1
n325_second,325,18,1,4,111,15000111000,15000112000,1000,29,22,11,0,11,11
n325_second,325,18,1,7,111,15000111000,15000112000,1000,29,22,8,6,14,2
n325_second,325,18,1,8,111,15000111000,15000112000,1000,29,22,0,2,2,-2
n425_first,425,16,13,2,111,15000111000,15000112000,1000,27,25,0,-2,-2,2
n425_first,425,16,13,4,111,15000111000,15000112000,1000,27,25,3,5,8,-2
n425_first,425,16,13,7,111,15000111000,15000112000,1000,27,25,4,2,6,2
n425_first,425,16,13,8,111,15000111000,15000112000,1000,27,25,-2,-8,-10,6
n425_second,425,19,8,2,111,15000111000,15000112000,1000,19,22,0,-2,-2,2
n425_second,425,19,8,4,111,15000111000,15000112000,1000,19,22,9,5,14,4
n425_second,425,19,8,7,111,15000111000,15000112000,1000,19,22,7,-1,6,8
n425_second,425,19,8,8,111,15000111000,15000112000,1000,19,22,-2,-4,-6,2
n325_first,325,17,6,2,112,15000112000,15000113000,1000,26,35,-6,-2,-8,-4
n325_first,325,17,6,4,112,15000112000,15000113000,1000,26,35,4,10,14,-6
n325_first,325,17,6,7,112,15000112000,15000113000,1000,26,35,2,1,3,1
n325_first,325,17,6,8,112,15000112000,15000113000,1000,26,35,-1,-5,-6,4
n325_second,325,18,1,2,112,15000112000,15000113000,1000,25,26,-3,0,-3,-3
n325_second,325,18,1,4,112,15000112000,15000113000,1000,25,26,6,2,8,4
n325_second,325,18,1,7,112,15000112000,15000113000,1000,25,26,3,3,6,0
n325_second,325,18,1,8,112,15000112000,15000113000,1000,25,26,3,1,4,2
n425_first,425,16,13,2,112,15000112000,15000113000,1000,20,13,0,0,0,0
n425_first,425,16,13,4,112,15000112000,15000113000,1000,20,13,-3,-1,-4,-2
n425_first,425,16,13,7,112,15000112000,15000113000,1000,20,13,-4,-1,-5,-3
n425_first,425,16,13,8,112,15000112000,15000113000,1000,20,13,-6,-2,-8,-4
n425_second,425,19,8,2,112,15000112000,15000113000,1000,14,26,1,-2,-1,3
n425_second,425,19,8,4,112,15000112000,15000113000,1000,14,26,7,1,8,6
n425_second,425,19,8,7,112,15000112000,15000113000,1000,14,26,2,5,7,-3
n425_second,425,19,8,8,112,15000112000,15000113000,1000,14,26,-1,-6,-7,5
n325_first,325,17,6,2,113,15000113000,15000114000,1000,29,30,-1,-6,-7,5
n325_first,325,17,6,4,113,15000113000,15000114000,1000,29,30,10,1,11,9
n325_first,325,17,6,7,113,15000113000,15000114000,1000,29,30,3,-1,2,4
n325_first,325,17,6,8,113,15000113000,15000114000,1000,29,30,-5,-8,-13,3
n325_second,325,18,1,2,113,15000113000,15000114000,1000,23,32,-5,-7,-12,2
n325_second,325,18,1,4,113,15000113000,15000114000,1000,23,32,2,7,9,-5
n325_second,325,18,1,7,113,15000113000,15000114000,1000,23,32,2,4,6,-2
n325_second,325,18,1,8,113,15000113000,15000114000,1000,23,32,3,-2,1,5
n425_first,425,16,13,2,113,15000113000,15000114000,1000,17,16,3,-3,0,6
n425_first,425,16,13,4,113,15000113000,15000114000,1000,17,16,4,0,4,4
n425_first,425,16,13,7,113,15000113000,15000114000,1000,17,16,2,-1,1,3
n425_first,425,16,13,8,113,15000113000,15000114000,1000,17,16,4,-3,1,7
n425_second,425,19,8,2,113,15000113000,15000114000,1000,14,14,-2,-1,-3,-1
n425_second,425,19,8,4,113,15000113000,15000114000,1000,14,14,3,5,8,-2
n425_second,425,19,8,7,113,15000113000,15000114000,1000,14,14,2,0,2,2
n425_second,425,19,8,8,113,15000113000,15000114000,1000,14,14,-1,-1,-2,0
n325_first,325,17,6,2,114,15000114000,15000115000,1000,30,23,-2,-2,-4,0
n325_first,325,17,6,4,114,15000114000,15000115000,1000,30,23,1,5,6,-4
n325_first,325,17,6,7,114,15000114000,15000115000,1000,30,23,4,6,10,-2
n325_first,325,17,6,8,114,15000114000,15000115000,1000,30,23,-7,2,-5,-9
n325_second,325,18,1,2,114,15000114000,15000115000,1000,22,21,-5,-4,-9,-1
n325_second,325,18,1,4,114,15000114000,15000115000,1000,22,21,0,-2,-2,2
n325_second,325,18,1,7,114,15000114000,15000115000,1000,22,21,1,6,7,-5
n325_second,325,18,1,8,114,15000114000,15000115000,1000,22,21,-5,7,2,-12
n425_first,425,16,13,2,114,15000114000,15000115000,1000,17,19,-2,-2,-4,0
n425_first,425,16,13,4,114,15000114000,15000115000,1000,17,19,-1,-2,-3,1
n425_first,425,16,13,7,114,15000114000,15000115000,1000,17,19,1,1,2,0
n425_first,425,16,13,8,114,15000114000,15000115000,1000,17,19,-4,-2,-6,-2
n425_second,425,19,8,2,114,15000114000,15000115000,1000,23,5,0,-2,-2,2
n425_second,425,19,8,4,114,15000114000,15000115000,1000,23,5,5,3,8,2
n425_second,425,19,8,7,114,15000114000,15000115000,1000,23,5,1,3,4,-2
n425_second,425,19,8,8,114,15000114000,15000115000,1000,23,5,0,1,1,-1
n325_first,325,17,6,2,115,15000115000,15000116000,1000,24,22,-3,-8,-11,5
n325_first,325,17,6,4,115,15000115000,15000116000,1000,24,22,1,3,4,-2
n325_first,325,17,6,7,115,15000115000,15000116000,1000,24,22,11,2,13,9
n325_first,325,17,6,8,115,15000115000,15000116000,1000,24,22,-2,3,1,-5
n325_second,325,18,1,2,115,15000115000,15000116000,1000,12,31,1,-7,-6,8
n325_second,325,18,1,4,115,15000115000,15000116000,1000,12,31,2,9,11,-7
n325_second,325,18,1,7,115,15000115000,15000116000,1000,12,31,-2,0,-2,-2
n325_second,325,18,1,8,115,15000115000,15000116000,1000,12,31,-1,-4,-5,3
n425_first,425,16,13,2,115,15000115000,15000116000,1000,14,27,0,-7,-7,7
n425_first,425,16,13,4,115,15000115000,15000116000,1000,14,27,3,6,9,-3
n425_first,425,16,13,7,115,15000115000,15000116000,1000,14,27,3,0,3,3
n425_first,425,16,13,8,115,15000115000,15000116000,1000,14,27,-3,-3,-6,0
n425_second,425,19,8,2,115,15000115000,15000116000,1000,16,30,0,-6,-6,6
n425_second,425,19,8,4,115,15000115000,15000116000,1000,16,30,1,6,7,-5
n425_second,425,19,8,7,115,15000115000,15000116000,1000,16,30,6,2,8,4
n425_second,425,19,8,8,115,15000115000,15000116000,1000,16,30,4,-13,-9,17
n325_first,325,17,6,2,116,15000116000,15000117000,1000,21,22,-4,-5,-9,1
n325_first,325,17,6,4,116,15000116000,15000117000,1000,21,22,1,5,6,-4
n325_first,325,17,6,7,116,15000116000,15000117000,1000,21,22,3,3,6,0
n325_first,325,17,6,8,116,15000116000,15000117000,1000,21,22,-1,-1,-2,0
n325_second,325,18,1,2,116,15000116000,15000117000,1000,27,22,-3,0,-3,-3
n325_second,325,18,1,4,116,15000116000,15000117000,1000,27,22,5,6,11,-1
n325_second,325,18,1,7,116,15000116000,15000117000,1000,27,22,3,2,5,1
n325_second,325,18,1,8,116,15000116000,15000117000,1000,27,22,1,0,1,1
n425_first,425,16,13,2,116,15000116000,15000117000,1000,22,24,-5,-1,-6,-4
n425_first,425,16,13,4,116,15000116000,15000117000,1000,22,24,0,5,5,-5
n425_first,425,16,13,7,116,15000116000,15000117000,1000,22,24,2,5,7,-3
n425_first,425,16,13,8,116,15000116000,15000117000,1000,22,24,-4,-2,-6,-2
n425_second,425,19,8,2,116,15000116000,15000117000,1000,16,16,-3,-1,-4,-2
n425_second,425,19,8,4,116,15000116000,15000117000,1000,16,16,1,-2,-1,3
n425_second,425,19,8,7,116,15000116000,15000117000,1000,16,16,0,-1,-1,1
n425_second,425,19,8,8,116,15000116000,15000117000,1000,16,16,-1,-8,-9,7
n325_first,325,17,6,2,117,15000117000,15000118000,1000,19,25,-2,-4,-6,2
n325_first,325,17,6,4,117,15000117000,15000118000,1000,19,25,3,8,11,-5
n325_first,325,17,6,7,117,15000117000,15000118000,1000,19,25,5,4,9,1
n325_first,325,17,6,8,117,15000117000,15000118000,1000,19,25,-4,-5,-9,1
n325_second,325,18,1,2,117,15000117000,15000118000,1000,27,28,-2,-10,-12,8
n325_second,325,18,1,4,117,15000117000,15000118000,1000,27,28,-2,1,-1,-3
n325_second,325,18,1,7,117,15000117000,15000118000,1000,27,28,0,-3,-3,3
n325_second,325,18,1,8,117,15000117000,15000118000,1000,27,28,1,-7,-6,8
n425_first,425,16,13,2,117,15000117000,15000118000,1000,20,11,0,0,0,0
n425_first,425,16,13,4,117,15000117000,15000118000,1000,20,11,7,2,9,5
n425_first,425,16,13,7,117,15000117000,15000118000,1000,20,11,-1,0,-1,-1
n425_first,425,16,13,8,117,15000117000,15000118000,1000,20,11,-5,-3,-8,-2
n425_second,425,19,8,2,117,15000117000,15000118000,1000,16,31,-6,0,-6,-6
n425_second,425,19,8,4,117,15000117000,15000118000,1000,16,31,2,5,7,-3
n425_second,425,19,8,7,117,15000117000,15000118000,1000,16,31,-4,8,4,-12
n425_second,425,19,8,8,117,15000117000,15000118000,1000,16,31,-4,-3,-7,-1
n325_first,325,17,6,2,118,15000118000,15000119000,1000,15,29,-5,-3,-8,-2
n325_first,325,17,6,4,118,15000118000,15000119000,1000,15,29,2,3,5,-1
n325_first,325,17,6,7,118,15000118000,15000119000,1000,15,29,2,0,2,2
n325_first,325,17,6,8,118,15000118000,15000119000,1000,15,29,3,-4,-1,7
n325_second,325,18,1,2,118,15000118000,15000119000,1000,16,27,-4,-8,-12,4
n325_second,325,18,1,4,118,15000118000,15000119000,1000,16,27,5,7,12,-2
n325_second,325,18,1,7,118,15000118000,15000119000,1000,16,27,3,4,7,-1
n325_second,325,18,1,8,118,15000118000,15000119000,1000,16,27,1,-3,-2,4
n425_first,425,16,13,2,118,15000118000,15000119000,1000,17,26,1,-4,-3,5
n425_first,425,16,13,4,118,15000118000,15000119000,1000,17,26,2,7,9,-5
n425_first,425,16,13,7,118,15000118000,15000119000,1000,17,26,2,5,7,-3
n425_first,425,16,13,8,118,15000118000,15000119000,1000,17,26,-3,-2,-5,-1
n425_second,425,19,8,2,118,15000118000,15000119000,1000,25,21,0,-1,-1,1
n425_second,425,19,8,4,118,15000118000,15000119000,1000,25,21,1,4,5,-3
n425_second,425,19,8,7,118,15000118000,15000119000,1000,25,21,-3,-4,-7,1
n425_second,425,19,8,8,118,15000118000,15000119000,1000,25,21,-3,-4,-7,1
n325_first,325,17,6,2,119,15000119000,15000120000,1000,20,24,3,-2,1,5
n325_first,325,17,6,4,119,15000119000,15000120000,1000,20,24,5,5,10,0
n325_first,325,17,6,7,119,15000119000,15000120000,1000,20,24,1,0,1,1
n325_first,325,17,6,8,119,15000119000,15000120000,1000,20,24,-1,-3,-4,2
n325_second,325,18,1,2,119,15000119000,15000120000,1000,26,26,2,-3,-1,5
n325_second,325,18,1,4,119,15000119000,15000120000,1000,26,26,4,9,13,-5
n325_second,325,18,1,7,119,15000119000,15000120000,1000,26,26,3,5,8,-2
n325_second,325,18,1,8,119,15000119000,15000120000,1000,26,26,-5,-1,-6,-4
n425_first,425,16,13,2,119,15000119000,15000120000,1000,10,33,-3,-7,-10,4
n425_first,425,16,13,4,119,15000119000,15000120000,1000,10,33,3,3,6,0
n425_first,425,16,13,7,119,15000119000,15000120000,1000,10,33,1,0,1,1
n425_first,425,16,13,8,119,15000119000,15000120000,1000,10,33,-1,-7,-8,6
n425_second,425,19,8,2,119,15000119000,15000120000,1000,24,18,-12,-2,-14,-10
n425_second,425,19,8,4,119,15000119000,15000120000,1000,24,18,0,-1,-1,1
n425_second,425,19,8,7,119,15000119000,15000120000,1000,24,18,3,3,6,0
n425_second,425,19,8,8,119,15000119000,15000120000,1000,24,18,2,6,8,-4
n325_first,325,17,6,2,120,15000120000,15000121000,1000,26,23,-3,-1,-4,-2
n325_first,325,17,6,4,120,15000120000,15000121000,1000,26,23,2,2,4,0
n325_first,325,17,6,7,120,15000120000,15000121000,1000,26,23,0,1,1,-1
n325_first,325,17,6,8,120,15000120000,15000121000,1000,26,23,-2,-4,-6,2
n325_second,325,18,1,2,120,15000120000,15000121000,1000,20,18,-3,-4,-7,1
n325_second,325,18,1,4,120,15000120000,15000121000,1000,20,18,5,5,10,0
n325_second,325,18,1,7,120,15000120000,15000121000,1000,20,18,2,2,4,0
