batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
49,1000,8005315,8005315,5296317,5296317,64111197965,42482811139,42482811139,28488811093,1739906,1150205,1150205,765482
50,1000,8004425,8004425,5285957,5285957,64098018975,42395233975,42395233975,28395005041,1736878,1151439,1151439,763342
51,1000,7999102,7999102,5277722,5277722,64010019088,42291335010,42291335010,28267116096,1736212,1145862,1145862,760410
52,1000,8009617,8009617,5299807,5299807,64180815895,42533684350,42533684350,28536370323,1741734,1152753,1152753,767302
53,1000,8003899,8003899,5275871,5275871,64090069347,42318524168,42318524168,28292314699,1738164,1145844,1145844,759084
54,1000,8000363,8000363,5255266,5255266,64032502571,42127030160,42127030160,28050727280,1735848,1139814,1139814,753754
55,1000,8000904,8000904,5280074,5280074,64042570976,42335055051,42335055051,28332042872,1736918,1147582,1147582,758630
56,1000,8003706,8003706,5281120,5281120,64086042970,42354941198,42354941198,28357456740,1736492,1146410,1146410,760060
57,1000,8004186,8004186,5275256,5275256,64093725456,42309585956,42309585956,28271930276,1739658,1146203,1146203,759970
58,1000,8005192,8005192,5288846,5288846,64110860158,42427234749,42427234749,28420900786,1737476,1148420,1148420,762156
59,1000,8008137,8008137,5288103,5288103,64157997205,42439898006,42439898006,28444824353,1738528,1148275,1148275,760500
60,1000,8009948,8009948,5283854,5283854,64186173854,42404606894,42404606894,28343407570,1739074,1147424,1147424,759470
61,1000,8010524,8010524,5303775,5303775,64196028836,42575864953,42575864953,28604282863,1740012,1152038,1152038,766238
62,1000,8006330,8006330,5299774,5299774,64128094366,42516855240,42516855240,28524336514,1737762,1151665,1151665,764740
63,1000,8015021,8015021,5308384,5308384,64266820467,42630310999,42630310999,28620720644,1741410,1154808,1154808,768144
64,1000,8005324,8005324,5279656,5279656,64113211122,42353806963,42353806963,28321272054,1739126,1146687,1146687,758242
65,1000,8005402,8005402,5310429,5310429,64113968826,42597289971,42597289971,28634808201,1737700,1151778,1151778,766880
66,1000,8006616,8006616,5293985,5293985,64134672778,42476422502,42476422502,28483586569,1741176,1150209,1150209,762902
67,1000,8010933,8010933,5297665,5297665,64201705931,42523401560,42523401560,28492994461,1738098,1151722,1151722,761904
68,1000,8001336,8001336,5255119,5255119,64049864682,42141157385,42141157385,28105352087,1735152,1139998,1139998,751846
69,1000,8000942,8000942,5259603,5259603,64042930692,42168693804,42168693804,28131732641,1737272,1144520,1144520,758420
70,1000,8006547,8006547,5273177,5273177,64131796013,42307069686,42307069686,28268431679,1741286,1144214,1144214,756458
71,1000,8007389,8007389,5302394,5302394,64145623321,42547325578,42547325578,28571867054,1739650,1153559,1153559,767772
72,1000,8012220,8012220,5323461,5323461,64221669716,42733114527,42733114527,28782416799,1742200,1158442,1158442,773604
73,1000,8010512,8010512,5277257,5277257,64197147626,42369939272,42369939272,28345078107,1739316,1149121,1149121,759660
74,1000,7998173,7998173,5249867,5249867,63997162259,42074178890,42074178890,28018125529,1736688,1139701,1139701,750142
75,1000,7991120,7991120,5241120,5241120,63884668780,41970266001,41970266001,27922317360,1732148,1136784,1136784,748774
76,1000,8005103,8005103,5266764,5266764,64109918137,42253573191,42253573191,28231765778,1738970,1145268,1145268,756698
77,1000,7998417,7998417,5262521,5262521,64001066619,42176962712,42176962712,28145154395,1734598,1141300,1141300,755992
78,1000,8000553,8000553,5248004,5248004,64036213279,42074627329,42074627329,28007787228,1737706,1138779,1138779,748744
79,1000,8004798,8004798,5263066,5263066,64105697198,42219828101,42219828101,28174916022,1738864,1141708,1141708,754162
80,1000,7995569,7995569,5255214,5255214,63954846209,42099925037,42099925037,28059700596,1735660,1141246,1141246,752160
81,1000,8012730,8012730,5297731,5297731,64229672980,42529780527,42529780527,28504663203,1741332,1153492,1153492,764744
82,1000,8001019,8001019,5271192,5271192,64044707801,42263670282,42263670282,28254384290,1738976,1145199,1145199,759162
83,1000,7999817,7999817,5261669,5261669,64025504481,42181322687,42181322687,28153403535,1738918,1140601,1140601,757726
84,1000,7995360,7995360,5226464,5226464,63953511330,41874061579,41874061579,27774657316,1731084,1133734,1133734,742906
85,1000,8010572,8010572,5293707,5293707,64195358660,42487040062,42487040062,28469428153,1739036,1150171,1150171,762292
86,1000,8001721,8001721,5274791,5274791,64056087225,42301140979,42301140979,28316416949,1736164,1144316,1144316,760352
87,1000,8003392,8003392,5285629,5285629,64081062332,42387743122,42387743122,28368739801,1735834,1147251,1147251,760986
88,1000,8007723,8007723,5307230,5307230,64149099777,42581500461,42581500461,28613577182,1738480,1151559,1151559,767836
89,1000,8001164,8001164,5268775,5268775,64045362852,42243889076,42243889076,28226436697,1736138,1144424,1144424,755120
90,1000,8010026,8010026,5313737,5313737,64187867032,42650264333,42650264333,28680144141,1739706,1155168,1155168,768138
91,1000,8002308,8002308,5257546,5257546,64062374436,42155498556,42155498556,28095007032,1739124,1140875,1140875,754342
92,1000,8006519,8006519,5292029,5292029,64132549307,42459592815,42459592815,28467631725,1738486,1150033,1150033,763620
93,1000,8004693,8004693,5277965,5277965,64101187243,42330488158,42330488158,28297980185,1738962,1146077,1146077,758526
94,1000,8011257,8011257,5305990,5305990,64208444575,42600025483,42600025483,28632333558,1738794,1155001,1155001,765998
95,1000,8002486,8002486,5267486,5267486,64067633394,42239018357,42239018357,28195080204,1738246,1143327,1143327,755690
96,1000,8000767,8000767,5260220,5260220,64038624181,42165138192,42165138192,28097999196,1738058,1140112,1140112,751484
97,1000,8003622,8003622,5269387,5269387,64084853448,42260398384,42260398384,28229279497,1737862,1146218,1146218,757932
98,1000,7996487,7996487,5261695,5261695,63971567241,42163169050,42163169050,28140036831,1732722,1141155,1141155,752328
99,1000,8007630,8007630,5270280,5270280,64150036134,42289475753,42289475753,28232716170,1738820,1144682,1144682,755628
