batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
35,1000,890139,890139,719088,719088,795076941,644826224,644826224,527873252,193332,156037,156037,127512
36,1000,892279,892279,721588,721588,798794539,648501459,648501459,531507210,194126,157641,157641,128172
37,1000,892675,892675,720529,720529,799663083,647928028,647928028,529658063,194880,157591,157591,127478
38,1000,894212,894212,726118,726118,802338606,653972778,653972778,537614596,195264,159127,159127,129876
39,1000,893206,893206,721181,721181,800476618,648705124,648705124,530523455,193760,157247,157247,127224
40,1000,890194,890194,717839,717839,795251442,643853349,643853349,526086689,193276,156377,156377,127094
41,1000,893023,893023,721885,721885,800090001,649211601,649211601,531567123,194428,157341,157341,127898
42,1000,894220,894220,723072,723072,802283134,651267447,651267447,533639800,195250,157488,157488,127586
43,1000,891421,891421,720269,720269,797536845,646963619,646963619,529494291,193968,157607,157607,127082
44,1000,891481,891481,721912,721912,797445677,648415364,648415364,532230580,194552,158092,158092,128936
45,1000,891445,891445,719303,719303,797359809,645891295,645891295,527984189,194708,156645,156645,127142
46,1000,892333,892333,721866,721866,798966241,648941469,648941469,531984944,193980,157728,157728,127142
47,1000,890792,890792,721408,721408,796233972,647265848,647265848,530727468,193418,156860,156860,127248
48,1000,890022,890022,718900,718900,795016140,644801182,644801182,527805166,193754,156440,156440,126946
49,1000,887834,887834,710585,710585,790918852,635579164,635579164,515848457,192336,153654,153654,124066
50,1000,891425,891425,719965,719965,797464925,646676310,646676310,529354493,194012,157013,157013,127970
51,1000,891918,891918,722795,722795,798298952,649499993,649499993,533283699,193990,158206,158206,128100
52,1000,889330,889330,717253,717253,793725986,642739523,642739523,525088847,194044,156410,156410,126154
53,1000,891293,891293,722225,722225,797223965,648497113,648497113,532189317,195006,157456,157456,128478
54,1000,889875,889875,717769,717769,794629681,643544549,643544549,526226253,192752,155868,155868,126970
55,1000,889242,889242,716909,716909,793496586,642222461,642222461,524758187,192032,155214,155214,125834
56,1000,893210,893210,724085,724085,800709838,651822799,651822799,535572795,194652,157432,157432,128930
57,1000,888543,888543,715143,715143,792324083,640310570,640310570,522453141,192270,154926,154926,126420
58,1000,891068,891068,720334,720334,796617902,646318878,646318878,528954306,193582,157306,157306,128142
59,1000,891352,891352,719866,719866,797116384,646240201,646240201,528968432,193624,157109,157109,127316
60,1000,890167,890167,721295,721295,795176073,646847782,646847782,530623157,193880,156945,156945,127970
61,1000,890176,890176,716535,716535,795345670,643034554,643034554,525122753,194666,156305,156305,126778
62,1000,891385,891385,718794,718794,797521715,645790019,645790019,527938000,194422,157339,157339,126830
63,1000,890406,890406,718361,718361,795528508,644204695,644204695,526260805,192588,155564,155564,126616
64,1000,889620,889620,716870,716870,794311066,642799088,642799088,525222112,193284,156774,156774,126606
65,1000,893065,893065,723536,723536,800223531,650914656,650914656,534449046,195442,157870,157870,129288
66,1000,891491,891491,720682,720682,797479901,647179120,647179120,530048230,194236,157282,157282,128754
67,1000,892173,892173,723797,723797,798740049,650483809,650483809,534344025,194788,157734,157734,128992
68,1000,892535,892535,723967,723967,799319485,650876599,650876599,534939237,194702,157904,157904,128546
69,1000,891996,891996,723634,723634,798341064,650076448,650076448,534116328,194798,158564,158564,129504
70,1000,888820,888820,715376,715376,792820618,640873925,640873925,523391366,192802,155764,155764,125978
71,1000,889764,889764,717143,717143,794471220,642849891,642849891,524904451,192768,155323,155323,126778
72,1000,891915,891915,723920,723920,798323853,650539651,650539651,534964030,193484,157853,157853,128528
73,1000,890042,890042,718912,718912,795042318,644717611,644717611,527630754,192928,156282,156282,127264
74,1000,891345,891345,720291,720291,797178527,646620356,646620356,529305107,194132,157244,157244,126624
75,1000,893390,893390,725533,725533,800729546,652591170,652591170,536412329,194484,159225,159225,129066
76,1000,890007,890007,717448,717448,794971841,643442466,643442466,525674180,194054,156178,156178,126838
77,1000,890001,890001,717374,717374,794951053,643414648,643414648,525719648,193910,156327,156327,126628
78,1000,890229,890229,716729,716729,795350053,642997414,642997414,524984027,194072,155881,155881,126422
79,1000,891531,891531,721455,721455,797421879,647741072,647741072,530772409,194144,157240,157240,127536
80,1000,889525,889525,719881,719881,793964631,645124827,645124827,529109967,192438,156749,156749,127296
81,1000,890912,890912,718337,718337,796530574,644824845,644824845,526845483,193578,156328,156328,126702
82,1000,892045,892045,720332,720332,798587301,647514877,647514877,529890834,194460,156923,156923,127264
83,1000,892084,892084,722457,722457,798696002,649622388,649622388,533518341,193388,158312,158312,128356
84,1000,890906,890906,719791,719791,796476740,645922846,645922846,528404983,193604,155295,155295,127382
85,1000,889185,889185,717058,717058,793455863,642366840,642366840,524882788,192438,155049,155049,126324
86,1000,892538,892538,719758,719758,799375820,647171394,647171394,528830772,193960,156835,156835,127764
87,1000,891168,891168,719786,719786,797007546,646324028,646324028,528878346,193928,156294,156294,126794
88,1000,893165,893165,723799,723799,800729295,651474446,651474446,534727313,195598,157885,157885,128962
89,1000,892516,892516,724972,724972,799366802,651985292,651985292,536791822,194324,158568,158568,128792
90,1000,890088,890088,718184,718184,794997766,643930038,643930038,526503148,192906,155957,155957,125966
91,1000,891307,891307,721841,721841,797130597,648087229,648087229,531855105,194260,158342,158342,129018
92,1000,890311,890311,717980,717980,795476829,644054533,644054533,526192258,193346,155844,155844,126010
93,1000,892445,892445,723982,723982,799014401,650568670,650568670,534343790,194550,157633,157633,128114
94,1000,894768,894768,727471,727471,803455236,655717403,655717403,539976637,195058,158807,158807,129846
95,1000,893611,893611,724432,724432,801499309,652395407,652395407,535877100,194800,158077,158077,128874
96,1000,891727,891727,716885,716885,797826241,643810093,643810093,524292479,193794,156391,156391,126180
97,1000,889167,889167,714767,714767,793587393,640706082,640706082,522327403,192396,155921,155921,125268
98,1000,891868,891868,723299,723299,797903548,649332856,649332856,532984141,193958,158319,158319,128344
99,1000,890856,890856,720339,720339,796376424,646386299,646386299,529316093,193576,156817,156817,127204
