n,a,b,orientation,batch,samples,tau1,tau2,kind,ell_x,ell_y,count
85,9,2,first,0,10000,36,42,LINE,1,0,1
85,9,2,first,0,10000,36,44,LINE,0,1,1
85,9,2,first,0,10000,36,44,LINE,1,-1,1
85,9,2,first,0,10000,36,44,LINE,1,0,1
85,9,2,first,0,10000,36,45,LINE,0,1,2
85,9,2,first,0,10000,36,45,LINE,1,0,2
85,9,2,first,0,10000,36,46,LINE,0,1,2
85,9,2,first,0,10000,36,46,LINE,1,0,2
85,9,2,first,0,10000,36,47,LINE,0,1,1
85,9,2,first,0,10000,36,48,LINE,0,1,7
85,9,2,first,0,10000,36,48,LINE,1,0,1
85,9,2,first,0,10000,36,49,LINE,0,1,4
85,9,2,first,0,10000,36,49,LINE,1,0,4
85,9,2,first,0,10000,36,50,LINE,0,1,3
85,9,2,first,0,10000,36,50,LINE,1,0,1
85,9,2,first,0,10000,36,51,LINE,0,1,3
85,9,2,first,0,10000,36,51,LINE,1,0,7
85,9,2,first,0,10000,36,52,LINE,0,1,1
85,9,2,first,0,10000,36,52,LINE,1,1,1
85,9,2,first,0,10000,36,53,LINE,0,1,3
85,9,2,first,0,10000,36,53,LINE,1,0,2
85,9,2,first,0,10000,36,54,LINE,0,1,2
85,9,2,first,0,10000,36,54,LINE,1,0,1
85,9,2,first,0,10000,36,55,LINE,1,0,3
85,9,2,first,0,10000,36,56,LINE,0,1,1
85,9,2,first,0,10000,36,56,LINE,1,0,4
85,9,2,first,0,10000,36,57,LINE,0,1,1
85,9,2,first,0,10000,36,58,LINE,0,1,4
85,9,2,first,0,10000,36,58,LINE,1,0,3
85,9,2,first,0,10000,36,59,LINE,1,0,1
85,9,2,first,0,10000,36,60,LINE,0,1,1
85,9,2,first,0,10000,36,60,LINE,1,0,1
85,9,2,first,0,10000,36,61,LINE,0,1,1
85,9,2,first,0,10000,36,61,LINE,1,0,2
85,9,2,first,0,10000,36,63,LINE,0,1,2
85,9,2,first,0,10000,36,64,LINE,1,0,1
85,9,2,first,0,10000,36,69,LINE,1,0,1
85,9,2,first,0,10000,37,40,LINE,1,1,1
85,9,2,first,0,10000,37,41,LINE,0,1,1
85,9,2,first,0,10000,37,41,LINE,1,0,1
85,9,2,first,0,10000,37,42,LINE,0,1,1
85,9,2,first,0,10000,37,42,LINE,1,0,5
85,9,2,first,0,10000,37,43,LINE,0,1,1
85,9,2,first,0,10000,37,43,LINE,1,0,2
85,9,2,first,0,10000,37,44,LINE,0,1,5
85,9,2,first,0,10000,37,44,LINE,1,-1,1
85,9,2,first,0,10000,37,44,LINE,1,0,3
85,9,2,first,0,10000,37,45,LINE,0,1,1
85,9,2,first,0,10000,37,45,LINE,1,0,1
85,9,2,first,0,10000,37,46,LINE,0,1,3
85,9,2,first,0,10000,37,46,LINE,1,0,3
85,9,2,first,0,10000,37,47,LINE,0,1,3
85,9,2,first,0,10000,37,47,LINE,1,0,6
85,9,2,first,0,10000,37,48,LINE,0,1,1
85,9,2,first,0,10000,37,48,LINE,1,0,1
85,9,2,first,0,10000,37,49,LINE,0,1,2
85,9,2,first,0,10000,37,49,LINE,1,0,2
85,9,2,first,0,10000,37,50,LINE,0,1,3
85,9,2,first,0,10000,37,50,LINE,1,0,2
85,9,2,first,0,10000,37,51,LINE,0,1,8
85,9,2,first,0,10000,37,51,LINE,1,0,2
85,9,2,first,0,10000,37,52,LINE,0,1,3
85,9,2,first,0,10000,37,52,LINE,1,0,2
85,9,2,first,0,10000,37,53,LINE,0,1,5
85,9,2,first,0,10000,37,53,LINE,1,0,4
85,9,2,first,0,10000,37,54,LINE,0,1,3
85,9,2,first,0,10000,37,54,LINE,1,0,1
85,9,2,first,0,10000,37,55,LINE,0,1,3
85,9,2,first,0,10000,37,56,LINE,0,1,4
85,9,2,first,0,10000,37,56,LINE,1,0,2
85,9,2,first,0,10000,37,57,LINE,0,1,1
85,9,2,first,0,10000,37,57,LINE,1,0,2
85,9,2,first,0,10000,37,58,LINE,0,1,3
85,9,2,first,0,10000,37,58,LINE,1,0,5
85,9,2,first,0,10000,37,59,LINE,0,1,3
85,9,2,first,0,10000,37,59,LINE,1,0,1
85,9,2,first,0,10000,37,60,LINE,0,1,3
85,9,2,first,0,10000,37,60,LINE,1,-1,1
85,9,2,first,0,10000,37,60,LINE,1,0,3
85,9,2,first,0,10000,37,61,LINE,0,1,1
85,9,2,first,0,10000,37,61,LINE,1,0,1
85,9,2,first,0,10000,37,62,LINE,0,1,1
85,9,2,first,0,10000,37,63,LINE,1,0,2
85,9,2,first,0,10000,37,64,LINE,0,1,1
85,9,2,first,0,10000,37,66,LINE,0,1,1
85,9,2,first,0,10000,38,39,LINE,1,0,1
85,9,2,first,0,10000,38,39,LINE,1,1,1
85,9,2,first,0,10000,38,41,LINE,0,1,1
85,9,2,first,0,10000,38,42,LINE,0,1,1
85,9,2,first,0,10000,38,42,LINE,1,0,4
85,9,2,first,0,10000,38,42,LINE,1,1,1
85,9,2,first,0,10000,38,43,LINE,0,1,4
85,9,2,first,0,10000,38,43,LINE,1,0,2
85,9,2,first,0,10000,38,44,LINE,0,1,2
85,9,2,first,0,10000,38,44,LINE,1,-1,1
85,9,2,first,0,10000,38,44,LINE,1,0,3
85,9,2,first,0,10000,38,45,LINE,0,1,7
85,9,2,first,0,10000,38,45,LINE,1,0,3
85,9,2,first,0,10000,38,45,LINE,1,1,2
85,9,2,first,0,10000,38,46,LINE,0,1,6
85,9,2,first,0,10000,38,46,LINE,1,0,4
85,9,2,first,0,10000,38,47,LINE,0,1,4
85,9,2,first,0,10000,38,47,LINE,1,0,1
85,9,2,first,0,10000,38,48,LINE,0,1,5
85,9,2,first,0,10000,38,48,LINE,1,0,3
85,9,2,first,0,10000,38,48,LINE,1,1,2
85,9,2,first,0,10000,38,49,LINE,0,1,1
85,9,2,first,0,10000,38,49,LINE,1,-1,1
85,9,2,first,0,10000,38,49,LINE,1,0,4
85,9,2,first,0,10000,38,50,LINE,0,1,2
85,9,2,first,0,10000,38,50,LINE,1,0,5
85,9,2,first,0,10000,38,51,LINE,0,1,5
85,9,2,first,0,10000,38,51,LINE,1,0,4
85,9,2,first,0,10000,38,52,LINE,0,1,4
85,9,2,first,0,10000,38,52,LINE,1,-1,1
85,9,2,first,0,10000,38,52,LINE,1,0,8
85,9,2,first,0,10000,38,53,LINE,0,1,1
85,9,2,first,0,10000,38,53,LINE,1,0,3
85,9,2,first,0,10000,38,54,LINE,0,1,4
85,9,2,first,0,10000,38,54,LINE,1,0,2
85,9,2,first,0,10000,38,55,LINE,0,1,4
85,9,2,first,0,10000,38,55,LINE,1,0,4
85,9,2,first,0,10000,38,55,LINE,1,1,1
85,9,2,first,0,10000,38,56,LINE,0,1,4
85,9,2,first,0,10000,38,56,LINE,1,0,2
85,9,2,first,0,10000,38,57,LINE,0,1,3
85,9,2,first,0,10000,38,57,LINE,1,0,2
85,9,2,first,0,10000,38,58,LINE,0,1,1
85,9,2,first,0,10000,38,58,LINE,1,0,3
85,9,2,first,0,10000,38,58,LINE,1,1,1
85,9,2,first,0,10000,38,59,LINE,0,1,3
85,9,2,first,0,10000,38,59,LINE,1,0,2
85,9,2,first,0,10000,38,60,LINE,0,1,2
85,9,2,first,0,10000,38,60,LINE,1,0,2
85,9,2,first,0,10000,38,61,LINE,0,1,1
85,9,2,first,0,10000,38,61,LINE,1,-1,1
85,9,2,first,0,10000,38,61,LINE,1,0,1
85,9,2,first,0,10000,38,62,LINE,0,1,1
85,9,2,first,0,10000,38,62,LINE,1,0,1
85,9,2,first,0,10000,38,63,LINE,0,1,2
85,9,2,first,0,10000,38,64,LINE,0,1,1
85,9,2,first,0,10000,39,39,DIRECT_RANK2,0,0,1
85,9,2,first,0,10000,39,40,LINE,0,1,2
85,9,2,first,0,10000,39,40,LINE,1,-1,1
85,9,2,first,0,10000,39,40,LINE,1,0,1
85,9,2,first,0,10000,39,41,LINE,0,1,1
85,9,2,first,0,10000,39,41,LINE,1,-1,1
85,9,2,first,0,10000,39,41,LINE,1,0,1
85,9,2,first,0,10000,39,42,LINE,0,1,3
85,9,2,first,0,10000,39,42,LINE,1,0,1
85,9,2,first,0,10000,39,42,LINE,1,1,2
85,9,2,first,0,10000,39,43,LINE,0,1,2
85,9,2,first,0,10000,39,43,LINE,1,0,1
85,9,2,first,0,10000,39,44,LINE,0,1,1
85,9,2,first,0,10000,39,44,LINE,1,0,3
85,9,2,first,0,10000,39,45,LINE,0,1,2
85,9,2,first,0,10000,39,46,LINE,0,1,2
85,9,2,first,0,10000,39,46,LINE,1,-1,1
85,9,2,first,0,10000,39,46,LINE,1,0,7
85,9,2,first,0,10000,39,47,LINE,0,1,1
85,9,2,first,0,10000,39,47,LINE,1,0,2
85,9,2,first,0,10000,39,48,LINE,0,1,9
85,9,2,first,0,10000,39,48,LINE,1,0,3
85,9,2,first,0,10000,39,49,LINE,0,1,2
85,9,2,first,0,10000,39,49,LINE,1,0,3
85,9,2,first,0,10000,39,50,LINE,0,1,1
85,9,2,first,0,10000,39,50,LINE,1,-1,1
85,9,2,first,0,10000,39,50,LINE,1,0,7
85,9,2,first,0,10000,39,51,LINE,0,1,4
85,9,2,first,0,10000,39,51,LINE,1,-1,1
85,9,2,first,0,10000,39,51,LINE,1,0,9
85,9,2,first,0,10000,39,52,LINE,0,1,4
85,9,2,first,0,10000,39,52,LINE,1,0,4
85,9,2,first,0,10000,39,53,LINE,0,1,7
85,9,2,first,0,10000,39,53,LINE,1,0,8
85,9,2,first,0,10000,39,54,LINE,0,1,7
85,9,2,first,0,10000,39,54,LINE,1,-1,2
85,9,2,first,0,10000,39,54,LINE,1,0,3
85,9,2,first,0,10000,39,54,LINE,1,1,1
85,9,2,first,0,10000,39,55,LINE,0,1,7
85,9,2,first,0,10000,39,55,LINE,1,0,7
85,9,2,first,0,10000,39,56,LINE,0,1,6
85,9,2,first,0,10000,39,56,LINE,1,0,4
85,9,2,first,0,10000,39,57,LINE,0,1,6
85,9,2,first,0,10000,39,57,LINE,1,0,5
85,9,2,first,0,10000,39,58,LINE,1,0,6
85,9,2,first,0,10000,39,59,LINE,0,1,1
85,9,2,first,0,10000,39,59,LINE,1,0,1
85,9,2,first,0,10000,39,59,LINE,1,1,1
85,9,2,first,0,10000,39,61,LINE,0,1,1
85,9,2,first,0,10000,39,61,LINE,1,0,3
85,9,2,first,0,10000,39,62,LINE,0,1,2
85,9,2,first,0,10000,39,62,LINE,1,0,1
85,9,2,first,0,10000,39,63,LINE,1,0,2
85,9,2,first,0,10000,39,66,LINE,1,0,1
85,9,2,first,0,10000,40,41,LINE,0,1,2
85,9,2,first,0,10000,40,41,LINE,1,0,5
85,9,2,first,0,10000,40,41,LINE,1,1,1
85,9,2,first,0,10000,40,42,LINE,1,0,2
85,9,2,first,0,10000,40,43,LINE,0,1,2
85,9,2,first,0,10000,40,43,LINE,1,-1,1
85,9,2,first,0,10000,40,43,LINE,1,0,3
85,9,2,first,0,10000,40,44,LINE,0,1,2
85,9,2,first,0,10000,40,44,LINE,1,0,3
85,9,2,first,0,10000,40,44,LINE,1,1,1
85,9,2,first,0,10000,40,45,LINE,0,1,1
85,9,2,first,0,10000,40,45,LINE,1,0,8
85,9,2,first,0,10000,40,45,LINE,1,1,1
85,9,2,first,0,10000,40,46,LINE,0,1,8
85,9,2,first,0,10000,40,46,LINE,1,-1,1
85,9,2,first,0,10000,40,46,LINE,1,0,3
85,9,2,first,0,10000,40,46,LINE,1,1,1
85,9,2,first,0,10000,40,47,LINE,0,1,2
85,9,2,first,0,10000,40,47,LINE,1,-1,1
85,9,2,first,0,10000,40,47,LINE,1,0,5
85,9,2,first,0,10000,40,47,LINE,1,1,1
85,9,2,first,0,10000,40,48,LINE,0,1,11
85,9,2,first,0,10000,40,48,LINE,1,0,6
85,9,2,first,0,10000,40,48,LINE,1,1,1
85,9,2,first,0,10000,40,49,LINE,0,1,7
85,9,2,first,0,10000,40,49,LINE,1,0,11
85,9,2,first,0,10000,40,49,LINE,1,1,2
85,9,2,first,0,10000,40,50,LINE,0,1,6
85,9,2,first,0,10000,40,50,LINE,1,0,5
85,9,2,first,0,10000,40,51,LINE,0,1,9
85,9,2,first,0,10000,40,51,LINE,1,0,6
85,9,2,first,0,10000,40,51,LINE,1,1,4
85,9,2,first,0,10000,40,52,LINE,0,1,3
85,9,2,first,0,10000,40,52,LINE,1,0,11
85,9,2,first,0,10000,40,53,LINE,0,1,10
85,9,2,first,0,10000,40,53,LINE,1,0,9
85,9,2,first,0,10000,40,54,LINE,0,1,4
85,9,2,first,0,10000,40,54,LINE,1,0,8
85,9,2,first,0,10000,40,55,LINE,0,1,6
85,9,2,first,0,10000,40,55,LINE,1,0,9
85,9,2,first,0,10000,40,56,LINE,0,1,6
85,9,2,first,0,10000,40,56,LINE,1,0,6
85,9,2,first,0,10000,40,57,LINE,0,1,4
85,9,2,first,0,10000,40,57,LINE,1,0,3
85,9,2,first,0,10000,40,58,LINE,0,1,4
85,9,2,first,0,10000,40,58,LINE,1,0,3
85,9,2,first,0,10000,40,59,LINE,0,1,6
85,9,2,first,0,10000,40,59,LINE,1,0,2
85,9,2,first,0,10000,40,60,LINE,0,1,4
85,9,2,first,0,10000,40,60,LINE,1,0,3
85,9,2,first,0,10000,40,61,LINE,1,0,3
85,9,2,first,0,10000,40,62,LINE,0,1,4
85,9,2,first,0,10000,40,62,LINE,1,0,1
85,9,2,first,0,10000,40,63,LINE,0,1,1
85,9,2,first,0,10000,40,64,LINE,0,1,3
85,9,2,first,0,10000,40,64,LINE,1,0,1
85,9,2,first,0,10000,40,65,LINE,1,0,1
85,9,2,first,0,10000,40,70,LINE,0,1,1
85,9,2,first,0,10000,40,71,LINE,0,1,1
85,9,2,first,0,10000,41,41,DIRECT_RANK2,0,0,1
85,9,2,first,0,10000,41,42,LINE,0,1,5
85,9,2,first,0,10000,41,42,LINE,1,0,1
85,9,2,first,0,10000,41,42,LINE,1,1,1
85,9,2,first,0,10000,41,43,LINE,0,1,4
85,9,2,first,0,10000,41,43,LINE,1,-1,1
85,9,2,first,0,10000,41,43,LINE,1,0,9
85,9,2,first,0,10000,41,43,LINE,1,1,1
85,9,2,first,0,10000,41,44,LINE,0,1,4
85,9,2,first,0,10000,41,44,LINE,1,-1,1
85,9,2,first,0,10000,41,44,LINE,1,0,3
85,9,2,first,0,10000,41,44,LINE,1,1,2
85,9,2,first,0,10000,41,45,LINE,0,1,6
85,9,2,first,0,10000,41,45,LINE,1,-1,2
85,9,2,first,0,10000,41,45,LINE,1,0,7
85,9,2,first,0,10000,41,45,LINE,1,1,1
85,9,2,first,0,10000,41,46,LINE,0,1,9
85,9,2,first,0,10000,41,46,LINE,1,-1,2
85,9,2,first,0,10000,41,46,LINE,1,0,7
85,9,2,first,0,10000,41,46,LINE,1,1,1
85,9,2,first,0,10000,41,47,LINE,0,1,9
85,9,2,first,0,10000,41,47,LINE,1,0,9
85,9,2,first,0,10000,41,48,LINE,0,1,11
85,9,2,first,0,10000,41,48,LINE,1,0,8
85,9,2,first,0,10000,41,49,LINE,0,1,9
85,9,2,first,0,10000,41,49,LINE,1,-1,2
85,9,2,first,0,10000,41,49,LINE,1,0,12
85,9,2,first,0,10000,41,49,LINE,1,1,2
85,9,2,first,0,10000,41,50,LINE,0,1,11
85,9,2,first,0,10000,41,50,LINE,1,-1,3
85,9,2,first,0,10000,41,50,LINE,1,0,14
85,9,2,first,0,10000,41,50,LINE,1,1,2
85,9,2,first,0,10000,41,51,LINE,0,1,6
85,9,2,first,0,10000,41,51,LINE,1,-1,2
85,9,2,first,0,10000,41,51,LINE,1,0,8
85,9,2,first,0,10000,41,51,LINE,1,1,1
85,9,2,first,0,10000,41,52,LINE,0,1,3
85,9,2,first,0,10000,41,52,LINE,1,-1,1
85,9,2,first,0,10000,41,52,LINE,1,0,11
85,9,2,first,0,10000,41,53,LINE,0,1,12
85,9,2,first,0,10000,41,53,LINE,1,-1,1
85,9,2,first,0,10000,41,53,LINE,1,0,9
85,9,2,first,0,10000,41,53,LINE,1,1,1
85,9,2,first,0,10000,41,54,LINE,0,1,12
85,9,2,first,0,10000,41,54,LINE,1,-1,1
85,9,2,first,0,10000,41,54,LINE,1,0,10
85,9,2,first,0,10000,41,55,LINE,0,1,5
85,9,2,first,0,10000,41,55,LINE,1,0,7
85,9,2,first,0,10000,41,55,LINE,1,1,1
85,9,2,first,0,10000,41,56,LINE,0,1,11
85,9,2,first,0,10000,41,56,LINE,1,0,8
85,9,2,first,0,10000,41,57,LINE,0,1,5
85,9,2,first,0,10000,41,57,LINE,1,0,4
85,9,2,first,0,10000,41,58,LINE,0,1,2
85,9,2,first,0,10000,41,58,LINE,1,0,10
85,9,2,first,0,10000,41,59,LINE,0,1,7
85,9,2,first,0,10000,41,59,LINE,1,0,3
85,9,2,first,0,10000,41,59,LINE,1,1,1
85,9,2,first,0,10000,41,60,LINE,0,1,3
85,9,2,first,0,10000,41,61,LINE,0,1,2
85,9,2,first,0,10000,41,61,LINE,1,0,5
85,9,2,first,0,10000,41,62,LINE,1,0,5
85,9,2,first,0,10000,41,63,LINE,1,0,1
85,9,2,first,0,10000,41,64,LINE,1,0,2
85,9,2,first,0,10000,41,68,LINE,0,1,1
85,9,2,first,0,10000,42,42,DIRECT_RANK2,0,0,1
85,9,2,first,0,10000,42,43,LINE,0,1,6
85,9,2,first,0,10000,42,43,LINE,1,0,8
85,9,2,first,0,10000,42,43,LINE,1,1,4
85,9,2,first,0,10000,42,44,LINE,0,1,10
85,9,2,first,0,10000,42,44,LINE,1,-1,3
85,9,2,first,0,10000,42,44,LINE,1,0,6
85,9,2,first,0,10000,42,44,LINE,1,1,6
85,9,2,first,0,10000,42,45,LINE,0,1,7
85,9,2,first,0,10000,42,45,LINE,1,-1,2
85,9,2,first,0,10000,42,45,LINE,1,0,8
85,9,2,first,0,10000,42,45,LINE,1,1,1
85,9,2,first,0,10000,42,46,LINE,0,1,12
85,9,2,first,0,10000,42,46,LINE,1,-1,1
85,9,2,first,0,10000,42,46,LINE,1,0,7
85,9,2,first,0,10000,42,46,LINE,1,1,2
85,9,2,first,0,10000,42,47,LINE,0,1,13
85,9,2,first,0,10000,42,47,LINE,1,-1,2
85,9,2,first,0,10000,42,47,LINE,1,0,14
85,9,2,first,0,10000,42,47,LINE,1,1,1
85,9,2,first,0,10000,42,48,LINE,0,1,9
85,9,2,first,0,10000,42,48,LINE,1,-1,1
85,9,2,first,0,10000,42,48,LINE,1,0,11
85,9,2,first,0,10000,42,48,LINE,1,1,2
85,9,2,first,0,10000,42,49,LINE,0,1,11
85,9,2,first,0,10000,42,49,LINE,1,-1,1
85,9,2,first,0,10000,42,49,LINE,1,0,18
85,9,2,first,0,10000,42,49,LINE,1,1,2
85,9,2,first,0,10000,42,50,LINE,0,1,10
85,9,2,first,0,10000,42,50,LINE,1,0,12
85,9,2,first,0,10000,42,50,LINE,1,1,1
85,9,2,first,0,10000,42,51,LINE,0,1,14
85,9,2,first,0,10000,42,51,LINE,1,-1,3
85,9,2,first,0,10000,42,51,LINE,1,0,10
85,9,2,first,0,10000,42,51,LINE,1,1,3
85,9,2,first,0,10000,42,52,LINE,0,1,4
85,9,2,first,0,10000,42,52,LINE,1,-1,1
85,9,2,first,0,10000,42,52,LINE,1,0,13
85,9,2,first,0,10000,42,52,LINE,1,1,2
85,9,2,first,0,10000,42,53,LINE,0,1,18
85,9,2,first,0,10000,42,53,LINE,1,-1,1
85,9,2,first,0,10000,42,53,LINE,1,0,11
85,9,2,first,0,10000,42,54,LINE,0,1,9
85,9,2,first,0,10000,42,54,LINE,1,0,12
85,9,2,first,0,10000,42,55,LINE,0,1,5
85,9,2,first,0,10000,42,55,LINE,1,0,12
85,9,2,first,0,10000,42,55,LINE,1,1,1
85,9,2,first,0,10000,42,56,LINE,0,1,16
85,9,2,first,0,10000,42,56,LINE,1,0,8
85,9,2,first,0,10000,42,56,LINE,1,1,1
85,9,2,first,0,10000,42,57,LINE,0,1,12
85,9,2,first,0,10000,42,57,LINE,1,-1,2
85,9,2,first,0,10000,42,57,LINE,1,0,13
85,9,2,first,0,10000,42,57,LINE,1,1,1
85,9,2,first,0,10000,42,58,LINE,0,1,3
85,9,2,first,0,10000,42,58,LINE,1,-1,1
85,9,2,first,0,10000,42,58,LINE,1,0,4
85,9,2,first,0,10000,42,59,LINE,0,1,2
85,9,2,first,0,10000,42,59,LINE,1,0,6
85,9,2,first,0,10000,42,60,LINE,0,1,4
85,9,2,first,0,10000,42,60,LINE,1,0,5
85,9,2,first,0,10000,42,60,LINE,1,1,1
85,9,2,first,0,10000,42,61,LINE,0,1,4
85,9,2,first,0,10000,42,61,LINE,1,0,2
85,9,2,first,0,10000,42,62,LINE,1,-1,1
85,9,2,first,0,10000,42,62,LINE,1,0,1
85,9,2,first,0,10000,42,63,LINE,0,1,3
