geometry,tau,alpha,source_component,k_minus,count,sum_q0,sum_q1,sum_e0,sum_e1,sum_a0,sum_a1,sum_q0a0,sum_q1a1,sum_e0a0,sum_e1a1
tilted,__GLOBAL__,__SOURCE__,diag1,21,253,252,253,252,253,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,diag1,22,23,23,23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,diag1,23,1,1,1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,0,1,-1,-1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,1,23,-23,-23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,2,253,-253,-253,253,253,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,3,1771,-1771,-1771,1771,1771,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,4,8855,-8855,-8855,8855,8855,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,5,33649,-33649,-33649,33649,33649,12,12,-12,-12,12,12
tilted,__GLOBAL__,__SOURCE__,far,6,100947,-100947,-100912,100947,100912,176,188,-176,-188,176,188
tilted,__GLOBAL__,__SOURCE__,far,7,245157,-245012,-244479,245012,244479,1212,1458,-1212,-1458,1212,1458
tilted,__GLOBAL__,__SOURCE__,far,8,490314,-488238,-484427,488238,484427,5250,7144,-5250,-7140,5250,7140
tilted,__GLOBAL__,__SOURCE__,far,9,817190,-803301,-786282,803301,786354,15992,23736,-15984,-23616,15984,23616
tilted,__GLOBAL__,__SOURCE__,far,10,1144066,-1086414,-1033629,1086582,1035371,35740,53746,-35540,-52648,35540,52648
tilted,__GLOBAL__,__SOURCE__,far,11,1352078,-1186715,-1067765,1189901,1083169,58698,80247,-57320,-75325,57320,75325
tilted,__GLOBAL__,__SOURCE__,far,12,1352078,-1007607,-809976,1029695,882198,68574,73252,-63656,-61059,63656,61171
tilted,__GLOBAL__,__SOURCE__,far,13,1144066,-611040,-370556,692466,575296,53134,36578,-42938,-21435,43042,22387
tilted,__GLOBAL__,__SOURCE__,far,14,817190,-200036,10106,381484,355730,25164,9720,-13992,-1818,14864,3490
tilted,__GLOBAL__,__SOURCE__,far,15,490314,44454,173227,210430,247655,6880,1441,-1022,339,2494,485
tilted,__GLOBAL__,__SOURCE__,far,16,245157,101570,155778,128968,164044,1040,105,366,68,402,68
tilted,__GLOBAL__,__SOURCE__,far,17,100947,67798,83285,70092,83661,72,0,60,0,60,0
tilted,__GLOBAL__,__SOURCE__,far,18,33649,28295,31287,28367,31287,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,19,8855,8277,8662,8277,8662,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,20,1771,1734,1764,1734,1764,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,21,253,252,253,252,253,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,22,23,23,23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,far,23,1,1,1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,0,1,-1,-1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,1,23,-23,-23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,2,253,-253,-253,253,253,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,3,1771,-1771,-1771,1771,1771,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,4,8855,-8855,-8855,8855,8855,0,8,0,-8,0,8
tilted,__GLOBAL__,__SOURCE__,knight_a,5,33649,-33649,-33649,33649,33649,12,140,-12,-140,12,140
tilted,__GLOBAL__,__SOURCE__,knight_a,6,100947,-100947,-100912,100947,100912,176,1146,-176,-1146,176,1146
tilted,__GLOBAL__,__SOURCE__,knight_a,7,245157,-245012,-244479,245012,244479,1198,5808,-1198,-5808,1198,5808
tilted,__GLOBAL__,__SOURCE__,knight_a,8,490314,-488238,-484427,488238,484427,5044,20385,-5044,-20385,5044,20385
tilted,__GLOBAL__,__SOURCE__,knight_a,9,817190,-803301,-786282,803301,786354,14720,52120,-14708,-51920,14708,51920
tilted,__GLOBAL__,__SOURCE__,knight_a,10,1144066,-1086414,-1033629,1086582,1035371,31378,98161,-31162,-96181,31162,96181
tilted,__GLOBAL__,__SOURCE__,knight_a,11,1352078,-1186715,-1067765,1189901,1083169,49592,132599,-48272,-123885,48272,123885
tilted,__GLOBAL__,__SOURCE__,knight_a,12,1352078,-1007607,-809976,1029695,882198,56980,120042,-52508,-98702,52508,98902
tilted,__GLOBAL__,__SOURCE__,knight_a,13,1144066,-611040,-370556,692466,575296,45256,66981,-36000,-38833,36104,40833
tilted,__GLOBAL__,__SOURCE__,knight_a,14,817190,-200036,10106,381484,355730,23416,22324,-12574,-3638,13534,8078
tilted,__GLOBAL__,__SOURCE__,knight_a,15,490314,44454,173227,210430,247655,7780,4971,-1004,1422,2916,1954
tilted,__GLOBAL__,__SOURCE__,knight_a,16,245157,101570,155778,128968,164044,1714,822,580,533,724,549
tilted,__GLOBAL__,__SOURCE__,knight_a,17,100947,67798,83285,70092,83661,240,88,176,76,176,76
tilted,__GLOBAL__,__SOURCE__,knight_a,18,33649,28295,31287,28367,31287,16,4,16,4,16,4
tilted,__GLOBAL__,__SOURCE__,knight_a,19,8855,8277,8662,8277,8662,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,20,1771,1734,1764,1734,1764,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,21,253,252,253,252,253,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,22,23,23,23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_a,23,1,1,1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,0,1,-1,-1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,1,23,-23,-23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,2,253,-253,-253,253,253,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,3,1771,-1771,-1771,1771,1771,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,4,8855,-8855,-8855,8855,8855,0,4,0,-4,0,4
tilted,__GLOBAL__,__SOURCE__,knight_b,5,33649,-33649,-33649,33649,33649,12,76,-12,-76,12,76
tilted,__GLOBAL__,__SOURCE__,knight_b,6,100947,-100947,-100912,100947,100912,176,654,-176,-654,176,654
tilted,__GLOBAL__,__SOURCE__,knight_b,7,245157,-245012,-244479,245012,244479,1202,3496,-1202,-3496,1202,3496
tilted,__GLOBAL__,__SOURCE__,knight_b,8,490314,-488238,-484427,488238,484427,5088,13044,-5088,-13028,5088,13028
tilted,__GLOBAL__,__SOURCE__,knight_b,9,817190,-803301,-786282,803301,786354,14912,35423,-14904,-35151,14904,35151
tilted,__GLOBAL__,__SOURCE__,knight_b,10,1144066,-1086414,-1033629,1086582,1035371,31810,69967,-31610,-68121,31610,68121
tilted,__GLOBAL__,__SOURCE__,knight_b,11,1352078,-1186715,-1067765,1189901,1083169,50148,97298,-48806,-90219,48806,90219
tilted,__GLOBAL__,__SOURCE__,knight_b,12,1352078,-1007607,-809976,1029695,882198,57554,89550,-52932,-72928,52932,73144
tilted,__GLOBAL__,__SOURCE__,knight_b,13,1144066,-611040,-370556,692466,575296,45972,51202,-36604,-29123,36652,30875
tilted,__GLOBAL__,__SOURCE__,knight_b,14,817190,-200036,10106,381484,355730,24084,18528,-13360,-3121,14104,6873
tilted,__GLOBAL__,__SOURCE__,knight_b,15,490314,44454,173227,210430,247655,8022,4686,-1530,1100,3018,1836
tilted,__GLOBAL__,__SOURCE__,knight_b,16,245157,101570,155778,128968,164044,1694,814,372,478,628,494
tilted,__GLOBAL__,__SOURCE__,knight_b,17,100947,67798,83285,70092,83661,214,84,134,72,134,72
tilted,__GLOBAL__,__SOURCE__,knight_b,18,33649,28295,31287,28367,31287,12,4,12,4,12,4
tilted,__GLOBAL__,__SOURCE__,knight_b,19,8855,8277,8662,8277,8662,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,20,1771,1734,1764,1734,1764,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,21,253,252,253,252,253,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,22,23,23,23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,knight_b,23,1,1,1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,nn_other,0,1,-1,-1,1,1,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,nn_other,1,23,-23,-23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,nn_other,2,253,-253,-253,253,253,8,8,-8,-8,8,8
tilted,__GLOBAL__,__SOURCE__,nn_other,3,1771,-1771,-1771,1771,1771,160,160,-160,-160,160,160
tilted,__GLOBAL__,__SOURCE__,nn_other,4,8855,-8855,-8855,8855,8855,1520,1524,-1520,-1524,1520,1524
tilted,__GLOBAL__,__SOURCE__,nn_other,5,33649,-33649,-33649,33649,33649,9164,9224,-9164,-9224,9164,9224
tilted,__GLOBAL__,__SOURCE__,nn_other,6,100947,-100947,-100912,100947,100912,39464,39824,-39464,-39784,39464,39784
tilted,__GLOBAL__,__SOURCE__,nn_other,7,245157,-245012,-244479,245012,244479,129352,130112,-129272,-129448,129272,129448
tilted,__GLOBAL__,__SOURCE__,nn_other,8,490314,-488238,-484427,488238,484427,335354,332189,-334138,-326861,334138,326861
tilted,__GLOBAL__,__SOURCE__,nn_other,9,817190,-803301,-786282,803301,786354,704324,672991,-694868,-645093,694868,645237
tilted,__GLOBAL__,__SOURCE__,nn_other,10,1144066,-1086414,-1033629,1086582,1035371,1213334,1083106,-1165212,-979344,1165420,981880
tilted,__GLOBAL__,__SOURCE__,nn_other,11,1352078,-1186715,-1067765,1189901,1083169,1715936,1369045,-1545636,-1091907,1549164,1110207
tilted,__GLOBAL__,__SOURCE__,nn_other,12,1352078,-1007607,-809976,1029695,882198,1971378,1335799,-1544686,-809941,1569322,883793
tilted,__GLOBAL__,__SOURCE__,nn_other,13,1144066,-611040,-370556,692466,575296,1807778,999280,-1051488,-308262,1150572,492902
tilted,__GLOBAL__,__SOURCE__,nn_other,14,817190,-200036,10106,381484,355730,1305006,581790,-373320,35070,618680,242350
tilted,__GLOBAL__,__SOURCE__,nn_other,15,490314,44454,173227,210430,247655,739120,267733,49226,108852,305202,135580
tilted,__GLOBAL__,__SOURCE__,nn_other,16,245157,101570,155778,128968,164044,327914,96094,132622,63816,166378,65328
tilted,__GLOBAL__,__SOURCE__,nn_other,17,100947,67798,83285,70092,83661,112344,25844,75320,21384,77096,21408
tilted,__GLOBAL__,__SOURCE__,nn_other,18,33649,28295,31287,28367,31287,28780,4880,24336,4512,24352,4512
tilted,__GLOBAL__,__SOURCE__,nn_other,19,8855,8277,8662,8277,8662,5200,576,4900,564,4900,564
tilted,__GLOBAL__,__SOURCE__,nn_other,20,1771,1734,1764,1734,1764,592,32,584,32,584,32
tilted,__GLOBAL__,__SOURCE__,nn_other,21,253,252,253,252,253,32,0,32,0,32,0
tilted,__GLOBAL__,__SOURCE__,nn_other,22,23,23,23,23,23,0,0,0,0,0,0
tilted,__GLOBAL__,__SOURCE__,nn_other,23,1,1,1,1,1,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,6,8,-8,0,8,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,7,158,-158,0,158,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,8,1389,-1389,0,1389,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,7323,-7323,0,7323,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,25685,-25685,0,25685,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,61955,-61955,0,61955,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,102082,-102082,0,102082,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,109950,-109950,0,109950,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,72191,-72191,0,72191,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,26608,-26608,0,26608,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,5031,-5031,0,5031,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,17,416,-416,0,416,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,18,8,-8,0,8,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,6,12,-12,0,12,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,7,164,-164,0,164,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,8,1025,-1025,0,1025,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,9,3897,-3897,0,3897,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,10,9879,-9879,0,9879,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,11,17038,-17038,0,17038,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,12,19532,-19532,0,19532,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,13,13713,-13713,0,13713,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,14,5327,-5327,0,5327,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,15,1026,-1026,0,1026,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,16,83,-83,0,83,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,17,2,-2,0,2,0,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,9,29,0,29,0,29,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,10,566,0,566,0,566,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,4407,0,4407,0,4407,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,18584,0,18584,0,18584,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,46807,0,46807,0,46807,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,70469,0,70469,0,70469,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,62270,0,62270,0,62270,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,32074,0,32074,0,32074,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,9747,0,9747,0,9747,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,18,1763,0,1763,0,1763,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,19,183,0,183,0,183,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,20,9,0,9,0,9,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,9,20,0,20,0,20,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,10,249,0,249,0,249,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,11,1291,0,1291,0,1291,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,12,3692,0,3692,0,3692,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,13,6306,0,6306,0,6306,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,14,5972,0,5972,0,5972,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,15,3025,0,3025,0,3025,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,16,813,0,813,0,813,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,17,110,0,110,0,110,0,0,0,0,0,0
tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,18,6,0,6,0,6,0,0,0,0,0,0
