label,n,m00,m01,m10,m11,radius,batch,counter_first,counter_last_exclusive,samples,sum_score_t,sum_score_lambda,sum_score_t2,sum_score_lambda2,sum_score_cross,sum_global_twice,global_twice_score_t,global_twice_score_lambda,sum_epsilon_sign,epsilon_sign_score_t,epsilon_sign_score_lambda,sum_local_twice,local_twice_score_t,local_twice_score_lambda
N340_18_4,340,18,-4,4,18,8,93,15500018600,15500018800,200,352,-360,302688,260576,14912,6,3220,1516,-2,512,-400,5,-76,36
N260_16_2,260,16,-2,2,16,2,94,15500018800,15500019000,200,460,356,208848,205968,5520,4,2620,1612,40,416,-896,-5,-176,-144
N260_16_2,260,16,-2,2,16,4,94,15500018800,15500019000,200,460,356,208848,205968,5520,4,2620,1612,40,416,-896,-1,32,64
N260_16_2,260,16,-2,2,16,8,94,15500018800,15500019000,200,460,356,208848,205968,5520,4,2620,1612,40,416,-896,2,-56,-136
N340_18_4,340,18,-4,4,18,2,94,15500018800,15500019000,200,728,120,292128,281568,28736,20,3244,2156,40,520,-56,1,-112,-104
N340_18_4,340,18,-4,4,18,4,94,15500018800,15500019000,200,728,120,292128,281568,28736,20,3244,2156,40,520,-56,-3,8,32
N340_18_4,340,18,-4,4,18,8,94,15500018800,15500019000,200,728,120,292128,281568,28736,20,3244,2156,40,520,-56,1,-64,-48
N260_16_2,260,16,-2,2,16,2,95,15500019000,15500019200,200,172,300,171888,213488,1904,4,2220,2340,-32,672,1408,-1,-56,-56
N260_16_2,260,16,-2,2,16,4,95,15500019000,15500019200,200,172,300,171888,213488,1904,4,2220,2340,-32,672,1408,1,80,104
N260_16_2,260,16,-2,2,16,8,95,15500019000,15500019200,200,172,300,171888,213488,1904,4,2220,2340,-32,672,1408,1,56,0
N340_18_4,340,18,-4,4,18,2,95,15500019000,15500019200,200,-280,312,268992,264832,-4768,-6,2512,1912,-32,1288,-40,-1,20,148
N340_18_4,340,18,-4,4,18,4,95,15500019000,15500019200,200,-280,312,268992,264832,-4768,-6,2512,1912,-32,1288,-40,-7,152,160
N340_18_4,340,18,-4,4,18,8,95,15500019000,15500019200,200,-280,312,268992,264832,-4768,-6,2512,1912,-32,1288,-40,-2,128,80
N260_16_2,260,16,-2,2,16,2,96,15500019200,15500019400,200,-344,96,189216,198368,224,0,2224,1152,14,1048,56,-3,92,4
N260_16_2,260,16,-2,2,16,4,96,15500019200,15500019400,200,-344,96,189216,198368,224,0,2224,1152,14,1048,56,-3,128,-96
N260_16_2,260,16,-2,2,16,8,96,15500019200,15500019400,200,-344,96,189216,198368,224,0,2224,1152,14,1048,56,-1,-76,-100
N340_18_4,340,18,-4,4,18,2,96,15500019200,15500019400,200,-412,-76,255888,267600,4720,-6,2832,1120,14,1104,-1648,-1,60,-4
N340_18_4,340,18,-4,4,18,4,96,15500019200,15500019400,200,-412,-76,255888,267600,4720,-6,2832,1120,14,1104,-1648,-1,48,-32
N340_18_4,340,18,-4,4,18,8,96,15500019200,15500019400,200,-412,-76,255888,267600,4720,-6,2832,1120,14,1104,-1648,-1,8,-16
N260_16_2,260,16,-2,2,16,2,97,15500019400,15500019600,200,-412,-636,214128,157552,-3664,2,2668,1252,-4,600,664,0,-64,-72
N260_16_2,260,16,-2,2,16,4,97,15500019400,15500019600,200,-412,-636,214128,157552,-3664,2,2668,1252,-4,600,664,1,16,80
N260_16_2,260,16,-2,2,16,8,97,15500019400,15500019600,200,-412,-636,214128,157552,-3664,2,2668,1252,-4,600,664,2,-44,44
N340_18_4,340,18,-4,4,18,2,97,15500019400,15500019600,200,-228,84,308752,223952,20368,-21,2952,1368,-4,992,816,-1,-44,52
N340_18_4,340,18,-4,4,18,4,97,15500019400,15500019600,200,-228,84,308752,223952,20368,-21,2952,1368,-4,992,816,-1,48,-64
N340_18_4,340,18,-4,4,18,8,97,15500019400,15500019600,200,-228,84,308752,223952,20368,-21,2952,1368,-4,992,816,-2,-92,-44
N260_16_2,260,16,-2,2,16,2,98,15500019600,15500019800,200,-192,-88,235424,225440,30080,-4,2864,1960,16,1032,-24,-1,-16,8
N260_16_2,260,16,-2,2,16,4,98,15500019600,15500019800,200,-192,-88,235424,225440,30080,-4,2864,1960,16,1032,-24,-1,60,68
N260_16_2,260,16,-2,2,16,8,98,15500019600,15500019800,200,-192,-88,235424,225440,30080,-4,2864,1960,16,1032,-24,3,20,-36
N340_18_4,340,18,-4,4,18,2,98,15500019600,15500019800,200,-192,-472,304224,247904,-12032,1,2644,1492,16,848,192,-4,120,-64
N340_18_4,340,18,-4,4,18,4,98,15500019600,15500019800,200,-192,-472,304224,247904,-12032,1,2644,1492,16,848,192,2,24,264
N340_18_4,340,18,-4,4,18,8,98,15500019600,15500019800,200,-192,-472,304224,247904,-12032,1,2644,1492,16,848,192,1,-72,168
N260_16_2,260,16,-2,2,16,2,99,15500019800,15500020000,200,632,-224,221824,186176,-17344,5,2532,1388,10,976,-960,1,-24,-32
N260_16_2,260,16,-2,2,16,4,99,15500019800,15500020000,200,632,-224,221824,186176,-17344,5,2532,1388,10,976,-960,-5,12,-4
N260_16_2,260,16,-2,2,16,8,99,15500019800,15500020000,200,632,-224,221824,186176,-17344,5,2532,1388,10,976,-960,2,-36,44
N340_18_4,340,18,-4,4,18,2,99,15500019800,15500020000,200,372,-564,274224,263792,30320,2,3180,1420,10,960,352,0,-8,-120
N340_18_4,340,18,-4,4,18,4,99,15500019800,15500020000,200,372,-564,274224,263792,30320,2,3180,1420,10,960,352,-4,76,-60
N340_18_4,340,18,-4,4,18,8,99,15500019800,15500020000,200,372,-564,274224,263792,30320,2,3180,1420,10,960,352,-5,-40,-112
