N,batch_deleted,first_primary,first_iota_pair,first_smith_site_pair,second_primary,second_iota_pair,second_smith_site_pair
425,83,-0.06911581578328233,-0.06911581578328233,-0.06899107048643512,-0.06613914812466515,-0.06613914812466515,-0.06606157869273262
425,84,-0.06906009228855885,-0.06906009228855885,-0.0689438804621792,-0.06640639398634211,-0.06640639398634211,-0.06632124162516448
425,85,-0.06869328847363919,-0.06869328847363919,-0.06857613162246806,-0.06592957985476003,-0.06592957985476003,-0.06585901574893907
425,86,-0.07012760196196814,-0.07012760196196814,-0.07000167060783093,-0.06588604456796675,-0.06588604456796675,-0.06580781105678306
425,87,-0.06870137258717798,-0.06870137258717798,-0.06858375329607143,-0.06648931771248047,-0.06648931771248047,-0.06641772105624741
425,88,-0.06853595415307315,-0.06853595415307315,-0.06841994554463407,-0.0670654970586204,-0.0670654970586204,-0.06698653429573627
425,89,-0.06898929787049954,-0.06898929787049954,-0.06887286394556008,-0.06779905173685383,-0.06779905173685383,-0.06772747414145118
425,90,-0.07023978856091655,-0.07023978856091655,-0.070116563254105,-0.06705105754262701,-0.06705105754262701,-0.06697013181469282
425,91,-0.06864937467886621,-0.06864937467886621,-0.06853057226759697,-0.06813743643431718,-0.06813743643431718,-0.06805396702398585
425,92,-0.06995576513396337,-0.06995576513396337,-0.06983273318680878,-0.06752166720912331,-0.06752166720912331,-0.06744614472802316
425,93,-0.06999626967072163,-0.06999626967072163,-0.06988192641133902,-0.06681024513038218,-0.06681024513038218,-0.06673056620724818
425,94,-0.06799358059063713,-0.06799358059063713,-0.06786175658138133,-0.06655707487947692,-0.06655707487947692,-0.06648045120575242
425,95,-0.07054807251944044,-0.07054807251944044,-0.07043027189611736,-0.06590683447276334,-0.06590683447276334,-0.06582734863771239
425,96,-0.06837196605894924,-0.06837196605894924,-0.06826282555086663,-0.06611654587708175,-0.06611654587708175,-0.06604103056665948
425,97,-0.07038589267358138,-0.07038589267358138,-0.07026355627631053,-0.06672078934214876,-0.06672078934214876,-0.06664819786058317
425,98,-0.06851912959961745,-0.06851912959961745,-0.0683978295486356,-0.0682722859084748,-0.0682722859084748,-0.06819606826502737
425,99,-0.06946219670672679,-0.06946219670672679,-0.0693381491598998,-0.06850593868393735,-0.06850593868393735,-0.06843478805318559
