n,a,b,orientation,batch,k,samples,sum_q,sum_e,sum_s,sum_qs,sum_es
65,7,4,second,0,42,1000,521,617,4046,2184,2560
65,7,4,second,0,43,1000,652,698,4180,2835,3015
65,7,4,second,0,44,1000,753,769,4345,3372,3442
65,7,4,second,0,45,1000,833,837,4532,3854,3872
65,7,4,second,0,46,1000,887,889,4774,4322,4332
65,7,4,second,0,47,1000,927,929,5023,4723,4731
65,7,4,second,0,48,1000,952,952,5273,5067,5067
65,7,4,second,0,49,1000,970,970,5498,5368,5368
65,7,4,second,0,50,1000,984,984,5716,5650,5650
65,7,4,second,0,51,1000,993,993,5913,5886,5886
65,7,4,second,0,52,1000,995,995,6055,6039,6039
65,7,4,second,0,53,1000,998,998,6153,6146,6146
65,7,4,second,0,54,1000,998,998,6212,6205,6205
65,7,4,second,0,55,1000,998,998,6178,6172,6172
65,7,4,second,0,56,1000,1000,1000,6059,6059,6059
65,7,4,second,0,57,1000,1000,1000,5874,5874,5874
65,7,4,second,0,58,1000,1000,1000,5629,5629,5629
65,7,4,second,0,59,1000,1000,1000,5249,5249,5249
65,7,4,second,0,60,1000,1000,1000,4793,4793,4793
65,7,4,second,0,61,1000,1000,1000,4245,4245,4245
65,7,4,second,0,62,1000,1000,1000,3592,3592,3592
65,7,4,second,0,63,1000,1000,1000,2847,2847,2847
65,7,4,second,0,64,1000,1000,1000,2000,2000,2000
65,7,4,second,0,65,1000,1000,1000,1000,1000,1000
65,8,1,first,1,0,1000,-1000,1000,1000,-1000,1000
65,8,1,first,1,1,1000,-1000,1000,2000,-2000,2000
65,8,1,first,1,2,1000,-1000,1000,2928,-2928,2928
65,8,1,first,1,3,1000,-1000,1000,3779,-3779,3779
65,8,1,first,1,4,1000,-1000,1000,4614,-4614,4614
65,8,1,first,1,5,1000,-1000,1000,5388,-5388,5388
65,8,1,first,1,6,1000,-1000,1000,6063,-6063,6063
65,8,1,first,1,7,1000,-1000,1000,6668,-6668,6668
65,8,1,first,1,8,1000,-1000,1000,7219,-7219,7219
65,8,1,first,1,9,1000,-1000,1000,7754,-7754,7754
65,8,1,first,1,10,1000,-1000,1000,8222,-8222,8222
65,8,1,first,1,11,1000,-1000,1000,8587,-8587,8587
65,8,1,first,1,12,1000,-1000,1000,8940,-8940,8940
65,8,1,first,1,13,1000,-1000,1000,9248,-9248,9248
65,8,1,first,1,14,1000,-1000,1000,9471,-9471,9471
65,8,1,first,1,15,1000,-1000,1000,9607,-9607,9607
65,8,1,first,1,16,1000,-1000,1000,9705,-9705,9705
65,8,1,first,1,17,1000,-1000,1000,9764,-9764,9764
65,8,1,first,1,18,1000,-1000,1000,9782,-9782,9782
65,8,1,first,1,19,1000,-1000,1000,9768,-9768,9768
65,8,1,first,1,20,1000,-999,999,9607,-9599,9599
65,8,1,first,1,21,1000,-999,999,9512,-9504,9504
65,8,1,first,1,22,1000,-998,998,9369,-9356,9356
65,8,1,first,1,23,1000,-995,995,9136,-9100,9100
65,8,1,first,1,24,1000,-993,993,8857,-8807,8807
65,8,1,first,1,25,1000,-987,987,8580,-8494,8494
65,8,1,first,1,26,1000,-979,979,8183,-8052,8052
65,8,1,first,1,27,1000,-969,969,7861,-7675,7675
65,8,1,first,1,28,1000,-954,954,7520,-7239,7239
65,8,1,first,1,29,1000,-927,927,7156,-6731,6731
65,8,1,first,1,30,1000,-899,903,6788,-6212,6226
65,8,1,first,1,31,1000,-851,859,6371,-5530,5564
65,8,1,first,1,32,1000,-794,806,5922,-4831,4875
65,8,1,first,1,33,1000,-741,761,5551,-4234,4316
65,8,1,first,1,34,1000,-640,692,5189,-3481,3701
65,8,1,first,1,35,1000,-542,630,4864,-2808,3160
65,8,1,first,1,36,1000,-409,565,4597,-2028,2672
65,8,1,first,1,37,1000,-266,518,4324,-1280,2278
65,8,1,first,1,38,1000,-126,510,4171,-586,2126
65,8,1,first,1,39,1000,32,482,4034,127,1927
65,8,1,first,1,40,1000,229,509,3993,920,2042
65,8,1,first,1,41,1000,395,549,3992,1599,2185
65,8,1,first,1,42,1000,525,633,4076,2171,2577
65,8,1,first,1,43,1000,649,715,4230,2797,3031
65,8,1,first,1,44,1000,750,780,4370,3343,3441
65,8,1,first,1,45,1000,820,834,4589,3828,3878
65,8,1,first,1,46,1000,878,884,4806,4268,4288
65,8,1,first,1,47,1000,923,923,5097,4747,4747
65,8,1,first,1,48,1000,958,958,5325,5132,5132
65,8,1,first,1,49,1000,976,976,5509,5388,5388
65,8,1,first,1,50,1000,987,987,5703,5639,5639
65,8,1,first,1,51,1000,994,994,5873,5845,5845
65,8,1,first,1,52,1000,998,998,5977,5968,5968
65,8,1,first,1,53,1000,998,998,6099,6090,6090
65,8,1,first,1,54,1000,1000,1000,6139,6139,6139
65,8,1,first,1,55,1000,1000,1000,6090,6090,6090
65,8,1,first,1,56,1000,1000,1000,5976,5976,5976
65,8,1,first,1,57,1000,1000,1000,5846,5846,5846
65,8,1,first,1,58,1000,1000,1000,5574,5574,5574
65,8,1,first,1,59,1000,1000,1000,5251,5251,5251
65,8,1,first,1,60,1000,1000,1000,4822,4822,4822
65,8,1,first,1,61,1000,1000,1000,4293,4293,4293
65,8,1,first,1,62,1000,1000,1000,3643,3643,3643
65,8,1,first,1,63,1000,1000,1000,2885,2885,2885
65,8,1,first,1,64,1000,1000,1000,2000,2000,2000
65,8,1,first,1,65,1000,1000,1000,1000,1000,1000
65,7,4,second,1,0,1000,-1000,1000,1000,-1000,1000
65,7,4,second,1,1,1000,-1000,1000,2000,-2000,2000
65,7,4,second,1,2,1000,-1000,1000,2943,-2943,2943
65,7,4,second,1,3,1000,-1000,1000,3806,-3806,3806
65,7,4,second,1,4,1000,-1000,1000,4614,-4614,4614
65,7,4,second,1,5,1000,-1000,1000,5386,-5386,5386
65,7,4,second,1,6,1000,-1000,1000,6079,-6079,6079
65,7,4,second,1,7,1000,-1000,1000,6678,-6678,6678
65,7,4,second,1,8,1000,-1000,1000,7239,-7239,7239
65,7,4,second,1,9,1000,-1000,1000,7754,-7754,7754
65,7,4,second,1,10,1000,-1000,1000,8220,-8220,8220
65,7,4,second,1,11,1000,-1000,1000,8618,-8618,8618
65,7,4,second,1,12,1000,-1000,1000,8900,-8900,8900
65,7,4,second,1,13,1000,-1000,1000,9183,-9183,9183
65,7,4,second,1,14,1000,-1000,1000,9418,-9418,9418
65,7,4,second,1,15,1000,-1000,1000,9556,-9556,9556
65,7,4,second,1,16,1000,-1000,1000,9614,-9614,9614
65,7,4,second,1,17,1000,-1000,1000,9657,-9657,9657
65,7,4,second,1,18,1000,-1000,1000,9673,-9673,9673
65,7,4,second,1,19,1000,-1000,1000,9587,-9587,9587
65,7,4,second,1,20,1000,-1000,1000,9524,-9524,9524
65,7,4,second,1,21,1000,-999,999,9377,-9370,9370
65,7,4,second,1,22,1000,-998,998,9190,-9178,9178
65,7,4,second,1,23,1000,-997,997,8944,-8925,8925
65,7,4,second,1,24,1000,-993,993,8699,-8657,8657
65,7,4,second,1,25,1000,-988,988,8336,-8262,8262
65,7,4,second,1,26,1000,-980,980,7999,-7878,7878
65,7,4,second,1,27,1000,-973,973,7628,-7468,7468
65,7,4,second,1,28,1000,-953,955,7281,-7000,7014
65,7,4,second,1,29,1000,-934,938,6899,-6506,6524
65,7,4,second,1,30,1000,-899,907,6540,-5940,5978
65,7,4,second,1,31,1000,-873,887,6170,-5446,5508
65,7,4,second,1,32,1000,-814,838,5779,-4800,4904
65,7,4,second,1,33,1000,-752,786,5418,-4196,4342
65,7,4,second,1,34,1000,-644,716,5090,-3431,3733
65,7,4,second,1,35,1000,-543,655,4746,-2712,3182
65,7,4,second,1,36,1000,-405,591,4505,-1934,2706
65,7,4,second,1,37,1000,-250,534,4303,-1173,2331
65,7,4,second,1,38,1000,-75,493,4140,-373,2041
65,7,4,second,1,39,1000,96,498,4031,406,1956
65,7,4,second,1,40,1000,265,541,3969,1117,2137
65,7,4,second,1,41,1000,410,584,4003,1716,2354
65,7,4,second,1,42,1000,550,642,4101,2314,2670
65,7,4,second,1,43,1000,655,707,4203,2856,3026
65,7,4,second,1,44,1000,756,786,4357,3396,3494
65,7,4,second,1,45,1000,833,847,4549,3876,3918
65,7,4,second,1,46,1000,889,897,4746,4300,4326
65,7,4,second,1,47,1000,932,934,4973,4687,4695
65,7,4,second,1,48,1000,965,967,5240,5095,5103
65,7,4,second,1,49,1000,979,981,5488,5403,5409
65,7,4,second,1,50,1000,993,993,5651,5623,5623
65,7,4,second,1,51,1000,996,996,5835,5817,5817
65,7,4,second,1,52,1000,999,999,6013,6009,6009
65,7,4,second,1,53,1000,999,999,6132,6128,6128
65,7,4,second,1,54,1000,1000,1000,6125,6125,6125
65,7,4,second,1,55,1000,1000,1000,6062,6062,6062
65,7,4,second,1,56,1000,1000,1000,5974,5974,5974
65,7,4,second,1,57,1000,1000,1000,5801,5801,5801
65,7,4,second,1,58,1000,1000,1000,5539,5539,5539
65,7,4,second,1,59,1000,1000,1000,5216,5216,5216
65,7,4,second,1,60,1000,1000,1000,4795,4795,4795
65,7,4,second,1,61,1000,1000,1000,4250,4250,4250
65,7,4,second,1,62,1000,1000,1000,3624,3624,3624
65,7,4,second,1,63,1000,1000,1000,2864,2864,2864
65,7,4,second,1,64,1000,1000,1000,2000,2000,2000
65,7,4,second,1,65,1000,1000,1000,1000,1000,1000
65,8,1,first,2,0,1000,-1000,1000,1000,-1000,1000
65,8,1,first,2,1,1000,-1000,1000,2000,-2000,2000
65,8,1,first,2,2,1000,-1000,1000,2935,-2935,2935
65,8,1,first,2,3,1000,-1000,1000,3814,-3814,3814
65,8,1,first,2,4,1000,-1000,1000,4627,-4627,4627
65,8,1,first,2,5,1000,-1000,1000,5382,-5382,5382
65,8,1,first,2,6,1000,-1000,1000,6042,-6042,6042
65,8,1,first,2,7,1000,-1000,1000,6666,-6666,6666
65,8,1,first,2,8,1000,-1000,1000,7229,-7229,7229
65,8,1,first,2,9,1000,-1000,1000,7710,-7710,7710
65,8,1,first,2,10,1000,-1000,1000,8149,-8149,8149
65,8,1,first,2,11,1000,-1000,1000,8566,-8566,8566
65,8,1,first,2,12,1000,-1000,1000,8910,-8910,8910
65,8,1,first,2,13,1000,-1000,1000,9151,-9151,9151
65,8,1,first,2,14,1000,-1000,1000,9369,-9369,9369
65,8,1,first,2,15,1000,-1000,1000,9509,-9509,9509
65,8,1,first,2,16,1000,-1000,1000,9582,-9582,9582
65,8,1,first,2,17,1000,-1000,1000,9617,-9617,9617
65,8,1,first,2,18,1000,-1000,1000,9667,-9667,9667
65,8,1,first,2,19,1000,-1000,1000,9644,-9644,9644
65,8,1,first,2,20,1000,-1000,1000,9537,-9537,9537
65,8,1,first,2,21,1000,-997,997,9388,-9366,9366
65,8,1,first,2,22,1000,-995,995,9171,-9135,9135
65,8,1,first,2,23,1000,-994,994,8924,-8883,8883
65,8,1,first,2,24,1000,-992,992,8649,-8598,8598
65,8,1,first,2,25,1000,-990,990,8341,-8275,8275
65,8,1,first,2,26,1000,-980,980,8040,-7908,7908
65,8,1,first,2,27,1000,-969,969,7728,-7531,7531
65,8,1,first,2,28,1000,-955,957,7355,-7091,7103
65,8,1,first,2,29,1000,-936,940,6929,-6570,6588
65,8,1,first,2,30,1000,-912,916,6533,-6028,6046
65,8,1,first,2,31,1000,-876,880,6136,-5479,5495
65,8,1,first,2,32,1000,-818,832,5779,-4852,4920
65,8,1,first,2,33,1000,-758,784,5382,-4222,4330
65,8,1,first,2,34,1000,-678,728,5048,-3582,3786
65,8,1,first,2,35,1000,-560,658,4723,-2781,3191
65,8,1,first,2,36,1000,-445,589,4483,-2096,2708
65,8,1,first,2,37,1000,-315,551,4283,-1430,2398
65,8,1,first,2,38,1000,-155,507,4101,-723,2101
65,8,1,first,2,39,1000,7,473,3974,3,1879
65,8,1,first,2,40,1000,186,480,3920,715,1895
65,8,1,first,2,41,1000,369,545,3911,1432,2134
65,8,1,first,2,42,1000,509,599,4004,2059,2429
65,8,1,first,2,43,1000,644,688,4132,2704,2876
65,8,1,first,2,44,1000,747,773,4284,3240,3344
65,8,1,first,2,45,1000,828,840,4514,3801,3837
65,8,1,first,2,46,1000,880,882,4754,4245,4253
65,8,1,first,2,47,1000,925,925,4980,4655,4655
65,8,1,first,2,48,1000,950,950,5207,4995,4995
65,8,1,first,2,49,1000,973,973,5458,5342,5342
65,8,1,first,2,50,1000,985,985,5687,5622,5622
65,8,1,first,2,51,1000,995,995,5848,5829,5829
65,8,1,first,2,52,1000,996,996,5988,5972,5972
65,8,1,first,2,53,1000,997,997,6058,6045,6045
65,8,1,first,2,54,1000,998,998,6098,6091,6091
65,8,1,first,2,55,1000,1000,1000,6077,6077,6077
65,8,1,first,2,56,1000,1000,1000,5985,5985,5985
65,8,1,first,2,57,1000,1000,1000,5824,5824,5824
65,8,1,first,2,58,1000,1000,1000,5575,5575,5575
65,8,1,first,2,59,1000,1000,1000,5245,5245,5245
65,8,1,first,2,60,1000,1000,1000,4795,4795,4795
65,8,1,first,2,61,1000,1000,1000,4251,4251,4251
65,8,1,first,2,62,1000,1000,1000,3609,3609,3609
65,8,1,first,2,63,1000,1000,1000,2854,2854,2854
65,8,1,first,2,64,1000,1000,1000,2000,2000,2000
65,8,1,first,2,65,1000,1000,1000,1000,1000,1000
65,7,4,second,2,0,1000,-1000,1000,1000,-1000,1000
65,7,4,second,2,1,1000,-1000,1000,2000,-2000,2000
65,7,4,second,2,2,1000,-1000,1000,2937,-2937,2937
65,7,4,second,2,3,1000,-1000,1000,3816,-3816,3816
65,7,4,second,2,4,1000,-1000,1000,4626,-4626,4626
65,7,4,second,2,5,1000,-1000,1000,5377,-5377,5377
65,7,4,second,2,6,1000,-1000,1000,6059,-6059,6059
65,7,4,second,2,7,1000,-1000,1000,6689,-6689,6689
65,7,4,second,2,8,1000,-1000,1000,7274,-7274,7274
65,7,4,second,2,9,1000,-1000,1000,7761,-7761,7761
65,7,4,second,2,10,1000,-1000,1000,8222,-8222,8222
65,7,4,second,2,11,1000,-1000,1000,8584,-8584,8584
65,7,4,second,2,12,1000,-1000,1000,8915,-8915,8915
65,7,4,second,2,13,1000,-1000,1000,9190,-9190,9190
65,7,4,second,2,14,1000,-1000,1000,9385,-9385,9385
65,7,4,second,2,15,1000,-1000,1000,9499,-9499,9499
65,7,4,second,2,16,1000,-1000,1000,9622,-9622,9622
65,7,4,second,2,17,1000,-1000,1000,9630,-9630,9630
65,7,4,second,2,18,1000,-1000,1000,9616,-9616,9616
65,7,4,second,2,19,1000,-1000,1000,9585,-9585,9585
65,7,4,second,2,20,1000,-1000,1000,9504,-9504,9504
65,7,4,second,2,21,1000,-1000,1000,9378,-9378,9378
65,7,4,second,2,22,1000,-998,998,9210,-9196,9196
65,7,4,second,2,23,1000,-998,998,8986,-8971,8971
65,7,4,second,2,24,1000,-994,994,8706,-8669,8669
65,7,4,second,2,25,1000,-989,989,8406,-8343,8343
65,7,4,second,2,26,1000,-984,984,8104,-8010,8010
65,7,4,second,2,27,1000,-975,975,7749,-7601,7601
65,7,4,second,2,28,1000,-965,965,7353,-7148,7148
65,7,4,second,2,29,1000,-944,948,6955,-6645,6659
65,7,4,second,2,30,1000,-910,916,6568,-6092,6114
65,7,4,second,2,31,1000,-876,882,6147,-5513,5537
65,7,4,second,2,32,1000,-831,849,5752,-4892,4976
65,7,4,second,2,33,1000,-750,782,5338,-4144,4290
65,7,4,second,2,34,1000,-649,701,4976,-3335,3561
65,7,4,second,2,35,1000,-554,628,4653,-2677,2967
65,7,4,second,2,36,1000,-406,572,4380,-1890,2510
65,7,4,second,2,37,1000,-259,517,4192,-1176,2166
65,7,4,second,2,38,1000,-61,481,4054,-334,1922
65,7,4,second,2,39,1000,108,508,3953,370,1956
65,7,4,second,2,40,1000,262,550,3962,1045,2153
65,7,4,second,2,41,1000,411,575,4000,1653,2301
65,7,4,second,2,42,1000,547,639,4070,2253,2617
65,7,4,second,2,43,1000,654,704,4226,2836,3026
65,7,4,second,2,44,1000,744,778,4381,3350,3470
65,7,4,second,2,45,1000,832,846,4591,3907,3955
65,7,4,second,2,46,1000,897,907,4809,4386,4424
65,7,4,second,2,47,1000,933,937,5040,4764,4784
65,7,4,second,2,48,1000,962,962,5293,5134,5134
65,7,4,second,2,49,1000,975,975,5528,5423,5423
65,7,4,second,2,50,1000,986,986,5747,5683,5683
65,7,4,second,2,51,1000,992,992,5913,5881,5881
65,7,4,second,2,52,1000,997,997,6080,6069,6069
65,7,4,second,2,53,1000,998,998,6135,6127,6127
65,7,4,second,2,54,1000,1000,1000,6176,6176,6176
65,7,4,second,2,55,1000,1000,1000,6105,6105,6105
65,7,4,second,2,56,1000,1000,1000,6054,6054,6054
65,7,4,second,2,57,1000,1000,1000,5879,5879,5879
65,7,4,second,2,58,1000,1000,1000,5590,5590,5590
65,7,4,second,2,59,1000,1000,1000,5247,5247,5247
65,7,4,second,2,60,1000,1000,1000,4790,4790,4790
65,7,4,second,2,61,1000,1000,1000,4262,4262,4262
65,7,4,second,2,62,1000,1000,1000,3641,3641,3641
65,7,4,second,2,63,1000,1000,1000,2867,2867,2867
65,7,4,second,2,64,1000,1000,1000,2000,2000,2000
65,7,4,second,2,65,1000,1000,1000,1000,1000,1000
65,8,1,first,3,0,1000,-1000,1000,1000,-1000,1000
65,8,1,first,3,1,1000,-1000,1000,2000,-2000,2000
65,8,1,first,3,2,1000,-1000,1000,2948,-2948,2948
65,8,1,first,3,3,1000,-1000,1000,3822,-3822,3822
65,8,1,first,3,4,1000,-1000,1000,4627,-4627,4627
65,8,1,first,3,5,1000,-1000,1000,5339,-5339,5339
65,8,1,first,3,6,1000,-1000,1000,6035,-6035,6035
65,8,1,first,3,7,1000,-1000,1000,6675,-6675,6675
65,8,1,first,3,8,1000,-1000,1000,7210,-7210,7210
65,8,1,first,3,9,1000,-1000,1000,7692,-7692,7692
65,8,1,first,3,10,1000,-1000,1000,8154,-8154,8154
65,8,1,first,3,11,1000,-1000,1000,8523,-8523,8523
65,8,1,first,3,12,1000,-1000,1000,8872,-8872,8872
65,8,1,first,3,13,1000,-1000,1000,9116,-9116,9116
65,8,1,first,3,14,1000,-1000,1000,9304,-9304,9304
65,8,1,first,3,15,1000,-1000,1000,9457,-9457,9457
65,8,1,first,3,16,1000,-1000,1000,9586,-9586,9586
65,8,1,first,3,17,1000,-1000,1000,9655,-9655,9655
65,8,1,first,3,18,1000,-1000,1000,9656,-9656,9656
65,8,1,first,3,19,1000,-1000,1000,9658,-9658,9658
65,8,1,first,3,20,1000,-1000,1000,9486,-9486,9486
65,8,1,first,3,21,1000,-1000,1000,9329,-9329,9329
65,8,1,first,3,22,1000,-999,999,9160,-9151,9151
65,8,1,first,3,23,1000,-998,998,8934,-8920,8920
65,8,1,first,3,24,1000,-997,997,8717,-8699,8699
65,8,1,first,3,25,1000,-993,993,8428,-8378,8378
65,8,1,first,3,26,1000,-986,986,8141,-8040,8040
65,8,1,first,3,27,1000,-977,977,7811,-7656,7656
65,8,1,first,3,28,1000,-957,957,7435,-7161,7161
65,8,1,first,3,29,1000,-938,938,7048,-6669,6669
65,8,1,first,3,30,1000,-910,912,6637,-6115,6127
65,8,1,first,3,31,1000,-871,875,6248,-5513,5531
65,8,1,first,3,32,1000,-810,820,5876,-4860,4910
65,8,1,first,3,33,1000,-737,765,5481,-4177,4301
65,8,1,first,3,34,1000,-653,695,5141,-3465,3645
65,8,1,first,3,35,1000,-533,625,4840,-2687,3081
65,8,1,first,3,36,1000,-415,563,4519,-1999,2581
65,8,1,first,3,37,1000,-269,521,4276,-1215,2239
65,8,1,first,3,38,1000,-118,492,4101,-535,2015
65,8,1,first,3,39,1000,48,490,4010,164,1976
65,8,1,first,3,40,1000,208,520,3947,853,2057
65,8,1,first,3,41,1000,365,563,3935,1508,2228
65,8,1,first,3,42,1000,524,644,4012,2176,2610
65,8,1,first,3,43,1000,662,718,4173,2864,3066
65,8,1,first,3,44,1000,750,782,4349,3358,3474
65,8,1,first,3,45,1000,825,835,4558,3867,3899
65,8,1,first,3,46,1000,879,885,4761,4263,4283
65,8,1,first,3,47,1000,932,934,5014,4726,4732
65,8,1,first,3,48,1000,960,960,5251,5077,5077
65,8,1,first,3,49,1000,975,975,5458,5345,5345
65,8,1,first,3,50,1000,990,990,5673,5627,5627
65,8,1,first,3,51,1000,998,998,5847,5835,5835
65,8,1,first,3,52,1000,999,999,6001,5994,5994
65,8,1,first,3,53,1000,1000,1000,6121,6121,6121
65,8,1,first,3,54,1000,1000,1000,6147,6147,6147
65,8,1,first,3,55,1000,1000,1000,6109,6109,6109
65,8,1,first,3,56,1000,1000,1000,6026,6026,6026
65,8,1,first,3,57,1000,1000,1000,5832,5832,5832
65,8,1,first,3,58,1000,1000,1000,5581,5581,5581
65,8,1,first,3,59,1000,1000,1000,5243,5243,5243
65,8,1,first,3,60,1000,1000,1000,4817,4817,4817
65,8,1,first,3,61,1000,1000,1000,4253,4253,4253
65,8,1,first,3,62,1000,1000,1000,3636,3636,3636
65,8,1,first,3,63,1000,1000,1000,2880,2880,2880
65,8,1,first,3,64,1000,1000,1000,2000,2000,2000
