lineage,role,design,seed_block,batch,samples,rank0,l0,l1,l2,rank1_other,rank2,invariant_failure
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,80,10000,3186,1272,1186,1191,28,3137,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,81,10000,3175,1277,1226,1117,30,3175,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,82,10000,3121,1237,1205,1210,36,3191,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,83,10000,3126,1238,1210,1216,26,3184,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,84,10000,3199,1264,1160,1179,36,3162,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,85,10000,3179,1216,1215,1231,38,3121,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,86,10000,3160,1242,1221,1230,30,3117,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,87,10000,3177,1231,1194,1196,18,3184,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,88,10000,3180,1222,1157,1250,31,3160,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,89,10000,3084,1215,1201,1238,32,3230,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,90,10000,3079,1254,1194,1245,30,3198,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,91,10000,3119,1290,1227,1170,30,3164,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,92,10000,3142,1219,1142,1209,39,3249,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,93,10000,3128,1266,1195,1185,31,3195,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,94,10000,3091,1221,1214,1259,21,3194,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,95,10000,3131,1236,1251,1203,30,3149,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,96,10000,3150,1193,1301,1229,36,3091,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,97,10000,3176,1247,1177,1159,36,3205,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,98,10000,3194,1191,1217,1223,30,3145,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,99,10000,3187,1220,1211,1196,37,3149,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,100,10000,3151,1263,1206,1208,27,3145,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,101,10000,3147,1281,1195,1227,34,3116,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,102,10000,3112,1248,1217,1260,27,3136,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,103,10000,3133,1248,1174,1240,29,3176,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,104,10000,3149,1266,1182,1248,34,3121,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,105,10000,3119,1230,1173,1229,33,3216,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,106,10000,3170,1236,1207,1180,28,3179,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,107,10000,3124,1244,1221,1180,40,3191,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,108,10000,3142,1221,1258,1206,31,3142,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,109,10000,3085,1301,1274,1202,40,3098,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,110,10000,3150,1253,1241,1173,33,3150,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,111,10000,3155,1224,1274,1243,23,3081,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,112,10000,3061,1243,1270,1233,37,3156,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,113,10000,3167,1232,1208,1198,31,3164,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,114,10000,3142,1290,1183,1217,22,3146,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,115,10000,3084,1248,1207,1248,31,3182,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,116,10000,3090,1221,1270,1219,29,3171,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,117,10000,3143,1222,1192,1243,36,3164,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,118,10000,3115,1219,1148,1266,32,3220,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,119,10000,3209,1254,1146,1154,38,3199,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,120,10000,3197,1278,1149,1237,30,3109,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,121,10000,3126,1242,1231,1221,30,3150,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,122,10000,3178,1186,1189,1258,42,3147,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,123,10000,3169,1136,1255,1205,29,3206,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,124,10000,3273,1221,1126,1227,27,3126,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,125,10000,3136,1216,1215,1196,29,3208,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,126,10000,3088,1259,1177,1263,33,3180,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,127,10000,3103,1279,1215,1157,29,3217,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,128,10000,3136,1221,1270,1170,25,3178,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,129,10000,3215,1173,1202,1193,32,3185,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,130,10000,2998,1310,1246,1238,19,3189,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,131,10000,3201,1159,1221,1209,28,3182,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,132,10000,3183,1227,1230,1194,29,3137,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,133,10000,3225,1224,1236,1201,29,3085,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,134,10000,3274,1207,1151,1174,42,3152,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,135,10000,3155,1191,1237,1235,36,3146,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,136,10000,3200,1222,1220,1207,31,3120,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,137,10000,3104,1234,1214,1197,24,3227,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,138,10000,3116,1284,1186,1208,41,3165,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,139,10000,3111,1248,1203,1264,30,3144,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,140,10000,3120,1269,1234,1208,28,3141,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,141,10000,3146,1248,1193,1270,21,3122,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,142,10000,3126,1245,1182,1229,27,3191,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,143,10000,3217,1238,1154,1211,27,3153,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,144,10000,3294,1240,1170,1244,29,3023,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,145,10000,3196,1196,1170,1191,26,3221,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,146,10000,3158,1186,1197,1239,28,3192,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,147,10000,3201,1235,1238,1209,33,3084,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,148,10000,3090,1238,1221,1210,30,3211,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,149,10000,3231,1216,1235,1117,26,3175,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,150,10000,3150,1203,1228,1172,33,3214,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,151,10000,3137,1260,1213,1208,24,3158,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,152,10000,3198,1239,1173,1183,30,3177,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,153,10000,3215,1291,1240,1130,31,3093,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,154,10000,3090,1199,1257,1214,33,3207,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,155,10000,3159,1244,1223,1210,32,3132,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,156,10000,3119,1211,1310,1241,32,3087,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,157,10000,3162,1216,1175,1202,28,3217,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,158,10000,3148,1221,1215,1228,35,3153,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,159,10000,3177,1241,1212,1244,40,3086,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,160,10000,3211,1203,1175,1160,34,3217,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,161,10000,3155,1258,1231,1154,35,3167,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,162,10000,3164,1240,1218,1119,36,3223,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,163,10000,3151,1226,1197,1167,34,3225,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,164,10000,3124,1217,1211,1207,29,3212,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,165,10000,3187,1207,1212,1185,35,3174,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,166,10000,3143,1228,1206,1198,40,3185,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,167,10000,3142,1231,1232,1205,22,3168,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,168,10000,3173,1206,1248,1211,37,3125,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,169,10000,3183,1226,1222,1224,31,3114,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,170,10000,3176,1227,1188,1227,27,3155,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,171,10000,3088,1171,1234,1224,30,3253,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,172,10000,3112,1252,1213,1225,32,3166,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,173,10000,3171,1247,1195,1213,29,3145,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,174,10000,3172,1246,1194,1194,37,3157,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,175,10000,3070,1232,1252,1208,34,3204,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,176,10000,3113,1281,1222,1203,25,3156,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,177,10000,3239,1209,1169,1184,18,3181,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,178,10000,3140,1183,1219,1237,33,3188,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,179,10000,3099,1234,1216,1238,35,3178,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,180,10000,3209,1262,1213,1196,38,3082,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,181,10000,3072,1255,1215,1246,34,3178,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,182,10000,3185,1237,1248,1213,35,3082,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,183,10000,3203,1255,1207,1132,31,3172,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,184,10000,3160,1209,1197,1237,29,3168,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,185,10000,3156,1274,1172,1233,37,3128,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,186,10000,3187,1213,1206,1228,23,3143,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,187,10000,3147,1317,1202,1219,40,3075,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,188,10000,3171,1194,1266,1224,31,3114,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,189,10000,3138,1217,1189,1235,37,3184,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,190,10000,3139,1204,1160,1262,25,3210,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,191,10000,3149,1280,1184,1222,28,3137,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,192,10000,3133,1259,1214,1260,27,3107,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,193,10000,3204,1170,1179,1226,28,3193,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,194,10000,3145,1208,1230,1269,35,3113,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,195,10000,3254,1292,1192,1174,38,3050,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,196,10000,3201,1205,1189,1198,35,3172,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,197,10000,3086,1241,1190,1185,21,3277,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,198,10000,3230,1234,1233,1186,28,3089,0
pell_Dplus1,child,pell_Dplus1_N112_norm2,15155520681065720096,199,10000,3159,1237,1195,1180,28,3201,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,0,10000,3180,1312,1178,1176,42,3112,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,1,10000,3277,1216,1187,1178,42,3100,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,2,10000,3160,1266,1173,1195,36,3170,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,3,10000,3153,1257,1251,1228,33,3078,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,4,10000,3213,1293,1113,1207,32,3142,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,5,10000,3166,1270,1220,1196,39,3109,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,6,10000,3217,1333,1197,1175,28,3050,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,7,10000,3116,1317,1200,1231,28,3108,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,8,10000,3163,1285,1214,1189,28,3121,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,9,10000,3162,1244,1186,1226,34,3148,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,10,10000,3136,1218,1202,1143,33,3268,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,11,10000,3167,1318,1223,1209,31,3052,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,12,10000,3178,1284,1180,1214,29,3115,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,13,10000,3258,1230,1224,1201,37,3050,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,14,10000,3187,1364,1198,1157,36,3058,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,15,10000,3053,1283,1228,1152,29,3255,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,16,10000,3145,1315,1239,1185,32,3084,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,17,10000,3126,1312,1207,1154,33,3168,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,18,10000,3145,1317,1233,1180,37,3088,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,19,10000,3178,1262,1176,1210,29,3145,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,20,10000,3146,1280,1214,1189,34,3137,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,21,10000,3149,1308,1169,1206,21,3147,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,22,10000,3170,1218,1177,1151,44,3240,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,23,10000,3159,1273,1240,1187,20,3121,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,24,10000,3165,1306,1223,1200,37,3069,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,25,10000,3100,1328,1225,1219,26,3102,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,26,10000,3156,1280,1198,1152,27,3187,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,27,10000,3188,1242,1204,1158,25,3183,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,28,10000,3197,1279,1186,1207,33,3098,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,29,10000,3083,1295,1208,1191,34,3189,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,30,10000,3210,1273,1128,1191,47,3151,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,31,10000,3120,1300,1179,1240,30,3131,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,32,10000,3183,1241,1209,1187,31,3149,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,33,10000,3084,1342,1190,1167,37,3180,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,34,10000,3190,1267,1203,1185,35,3120,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,35,10000,3196,1267,1180,1174,41,3142,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,36,10000,3234,1273,1125,1209,36,3123,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,37,10000,3143,1279,1216,1235,28,3099,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,38,10000,3205,1265,1164,1213,30,3123,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,39,10000,3167,1295,1202,1205,39,3092,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,40,10000,3140,1238,1204,1201,28,3189,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,41,10000,3189,1288,1184,1182,24,3133,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,42,10000,3165,1324,1155,1160,35,3161,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,43,10000,3115,1271,1200,1196,29,3189,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,44,10000,3178,1254,1184,1176,31,3177,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,45,10000,3110,1278,1163,1202,29,3218,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,46,10000,3102,1207,1276,1202,30,3183,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,47,10000,3227,1272,1158,1209,28,3106,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,48,10000,3078,1270,1189,1214,42,3207,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,49,10000,3120,1340,1166,1234,38,3102,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,50,10000,3079,1292,1258,1168,32,3171,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,51,10000,3114,1285,1267,1178,27,3129,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,52,10000,3112,1300,1162,1183,31,3212,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,53,10000,3152,1306,1170,1247,39,3086,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,54,10000,3117,1292,1241,1209,24,3117,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,55,10000,3216,1242,1210,1151,37,3144,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,56,10000,3204,1266,1229,1180,27,3094,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,57,10000,3174,1262,1219,1148,40,3157,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,58,10000,3086,1325,1253,1187,39,3110,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,59,10000,3097,1281,1167,1181,27,3247,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,60,10000,3134,1286,1190,1224,39,3127,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,61,10000,3056,1374,1203,1207,30,3130,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,62,10000,3095,1329,1183,1246,31,3116,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,63,10000,3235,1257,1228,1140,27,3113,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,64,10000,3094,1292,1188,1207,32,3187,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,65,10000,3139,1256,1245,1207,25,3128,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,66,10000,3115,1313,1176,1186,34,3176,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,67,10000,3132,1255,1192,1187,31,3203,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,68,10000,3142,1307,1173,1230,40,3108,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,69,10000,3208,1282,1190,1200,34,3086,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,70,10000,3136,1282,1180,1220,41,3141,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,71,10000,3135,1264,1242,1232,42,3085,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,72,10000,3174,1270,1125,1231,38,3162,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,73,10000,3121,1299,1196,1169,37,3178,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,74,10000,3111,1288,1200,1176,40,3185,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,75,10000,3235,1268,1187,1163,32,3115,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,76,10000,3148,1259,1247,1150,29,3167,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,77,10000,3200,1219,1160,1199,33,3189,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,78,10000,3119,1315,1189,1146,31,3200,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,79,10000,3141,1279,1170,1184,31,3195,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,80,10000,3101,1346,1158,1198,34,3163,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,81,10000,3104,1266,1192,1172,39,3227,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,82,10000,3146,1289,1189,1162,36,3178,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,83,10000,2995,1271,1236,1291,27,3180,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,84,10000,3207,1276,1173,1161,24,3159,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,85,10000,3094,1268,1175,1240,36,3187,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,86,10000,3110,1299,1201,1189,34,3167,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,87,10000,3185,1327,1207,1128,31,3122,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,88,10000,3163,1326,1147,1123,44,3197,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,89,10000,3230,1260,1137,1169,31,3173,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,90,10000,3146,1342,1187,1181,27,3117,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,91,10000,3186,1309,1192,1137,29,3147,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,92,10000,3170,1325,1220,1190,30,3065,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,93,10000,3063,1322,1270,1200,31,3114,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,94,10000,3164,1298,1193,1228,35,3082,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,95,10000,3133,1302,1162,1202,32,3169,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,96,10000,3210,1289,1194,1162,29,3116,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,97,10000,3222,1299,1102,1177,34,3166,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,98,10000,3084,1311,1228,1208,30,3139,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,99,10000,3148,1260,1196,1207,39,3150,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,100,10000,3095,1311,1189,1202,28,3175,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,101,10000,3097,1260,1198,1257,31,3157,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,102,10000,3193,1296,1197,1156,28,3130,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,103,10000,3110,1313,1206,1196,35,3140,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,104,10000,3113,1285,1159,1237,27,3179,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,105,10000,3184,1307,1207,1195,32,3075,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,106,10000,3160,1250,1216,1188,34,3152,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,107,10000,3143,1243,1197,1304,34,3079,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,108,10000,3062,1368,1247,1125,41,3157,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,109,10000,3184,1228,1209,1168,37,3174,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,110,10000,3183,1294,1208,1145,30,3140,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,111,10000,3205,1262,1181,1182,33,3137,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,112,10000,3096,1284,1197,1142,26,3255,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,113,10000,3210,1276,1206,1189,34,3085,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,114,10000,3119,1292,1182,1229,39,3139,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,115,10000,3100,1257,1204,1182,33,3224,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,116,10000,3143,1374,1133,1201,36,3113,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,117,10000,3216,1304,1157,1188,39,3096,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,118,10000,3161,1270,1226,1146,33,3164,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,119,10000,3222,1285,1209,1142,26,3116,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,120,10000,3052,1328,1271,1182,31,3136,0
pell_Dplus1,parent,pell_Dplus1_N56,16026911447777570598,121,10000,3134,1257,1228,1131,31,3219,0
