n,batch,samples,p_ref,channel,a1,b1,a2,b2,first_primal_sum,first_matching_sum,second_primal_sum,second_matching_sum
170,32,1000000,0.59274605078999998,either,13,1,11,7,688713,688516,689059,689455
170,32,1000000,0.59274605078999998,direction_0,13,1,11,7,519860,519663,519686,520082
170,32,1000000,0.59274605078999998,direction_1,13,1,11,7,520686,520489,520390,520786
170,33,1000000,0.59274605078999998,cross,13,1,11,7,311026,310655,311769,311148
170,33,1000000,0.59274605078999998,both,13,1,11,7,350880,350509,351780,351159
170,33,1000000,0.59274605078999998,either,13,1,11,7,689345,688974,688852,688231
170,33,1000000,0.59274605078999998,direction_0,13,1,11,7,520178,519807,520543,519922
170,33,1000000,0.59274605078999998,direction_1,13,1,11,7,520047,519676,520089,519468
170,34,1000000,0.59274605078999998,cross,13,1,11,7,311749,310998,310692,310937
170,34,1000000,0.59274605078999998,both,13,1,11,7,351679,350928,350604,350849
170,34,1000000,0.59274605078999998,either,13,1,11,7,689002,688251,689063,689308
170,34,1000000,0.59274605078999998,direction_0,13,1,11,7,520231,519480,519769,520014
170,34,1000000,0.59274605078999998,direction_1,13,1,11,7,520450,519699,519898,520143
170,35,1000000,0.59274605078999998,cross,13,1,11,7,311965,310251,311548,311228
170,35,1000000,0.59274605078999998,both,13,1,11,7,352078,350364,351694,351374
170,35,1000000,0.59274605078999998,either,13,1,11,7,689749,688035,688772,688452
170,35,1000000,0.59274605078999998,direction_0,13,1,11,7,520888,519174,520176,519856
170,35,1000000,0.59274605078999998,direction_1,13,1,11,7,520939,519225,520290,519970
170,36,1000000,0.59274605078999998,cross,13,1,11,7,311505,310403,311957,310731
170,36,1000000,0.59274605078999998,both,13,1,11,7,351836,350734,351623,350397
170,36,1000000,0.59274605078999998,either,13,1,11,7,689597,688495,689269,688043
170,36,1000000,0.59274605078999998,direction_0,13,1,11,7,520754,519652,520490,519264
170,36,1000000,0.59274605078999998,direction_1,13,1,11,7,520679,519577,520402,519176
170,37,1000000,0.59274605078999998,cross,13,1,11,7,311435,310618,311037,312006
170,37,1000000,0.59274605078999998,both,13,1,11,7,351718,350901,351236,352205
170,37,1000000,0.59274605078999998,either,13,1,11,7,689382,688565,687994,688963
170,37,1000000,0.59274605078999998,direction_0,13,1,11,7,520646,519829,519182,520151
170,37,1000000,0.59274605078999998,direction_1,13,1,11,7,520454,519637,520048,521017
170,38,1000000,0.59274605078999998,cross,13,1,11,7,312077,310357,310495,311216
170,38,1000000,0.59274605078999998,both,13,1,11,7,352191,350471,350462,351183
170,38,1000000,0.59274605078999998,either,13,1,11,7,689643,687923,688784,689505
170,38,1000000,0.59274605078999998,direction_0,13,1,11,7,520740,519020,519806,520527
