n,a,b,orientation,batch,samples,sum_k1,sum_k2,sum_i0,sum_i1,sum_i2,sum_k,sum_kk,sum_edges,sum_i0k,sum_i2k,sum_i0kk,sum_i2kk,sum_i0edges,sum_i2edges,sum_q,sum_e,sum_s,sum_chi,sum_cb,sum_cw,sum_faces,sum_i0s,sum_i2s,sum_q_q,sum_q_e,sum_q_k,sum_q_kk,sum_q_edges,sum_q_s,sum_q_chi,sum_q_cb,sum_q_cw,sum_e_e,sum_e_k,sum_e_kk,sum_e_edges,sum_e_s,sum_e_chi,sum_e_cb,sum_e_cw,sum_k_k,sum_k_kk,sum_k_edges,sum_k_s,sum_k_chi,sum_k_cb,sum_k_cw,sum_kk_kk,sum_kk_edges,sum_kk_s,sum_kk_chi,sum_kk_cb,sum_kk_cw,sum_edges_edges,sum_edges_s,sum_edges_chi,sum_edges_cb,sum_edges_cw,sum_s_s,sum_s_chi,sum_s_cb,sum_s_cw,sum_chi_chi,sum_chi_cb,sum_chi_cw,sum_cb_cb,sum_cb_cw,sum_cw_cw
65,8,1,first,21,200,7179,8345,57,78,65,7683,290722,9066,1966,2700,66452,109978,2029,3478,8,122,904,178,545,359,1561,310,272,122,8,734,43526,1449,-38,-330,-123,85,122,4666,176430,5507,582,120,355,227,298405,11411498,356045,34308,4998,20020,14288,440850020,13761424,1285602,121860,725494,560108,431150,39727,3266,22221,17506,4684,1266,2956,1728,1802,1369,-103,2101,855,873
65,7,4,second,21,200,7112,8260,58,76,66,7683,290722,9056,2017,2737,68850,111296,2098,3489,8,124,927,173,554,373,1546,310,294,124,8,720,42446,1391,-16,-326,-109,93,124,4754,180146,5587,604,114,363,241,298405,11411498,355548,35223,4845,20394,14829,440850020,13738314,1320684,117114,740122,580562,429596,40757,3092,22620,18137,4833,1231,3024,1809,1737,1321,-90,2118,906,903
65,8,1,first,22,200,7256,8379,59,93,48,7661,288524,9074,2108,2009,73666,82648,2289,2636,-11,107,894,217,550,344,1630,289,194,107,-11,-99,8982,347,-95,-284,-136,41,107,4117,156314,4925,483,116,294,189,296185,11263054,354107,34087,6872,20430,13657,432658360,13599422,1279472,201174,744814,534658,428800,39961,6008,23158,16803,4424,1233,2781,1643,1529,1239,-6,1942,839,804
65,7,4,second,22,200,7313,8364,72,77,51,7661,288524,9023,2569,2128,89568,87262,2773,2742,-21,123,884,229,546,338,1591,338,223,123,-21,-441,-2306,-31,-115,-290,-141,26,123,4697,176830,5515,561,154,347,214,296185,11263054,352259,33637,7382,20289,13348,432658360,13533188,1260148,223478,740660,519488,424709,39146,6589,22852,16294,4332,1323,2770,1562,1509,1271,52,1950,820,742
65,8,1,first,23,200,7199,8333,56,73,71,7760,296150,9232,1982,2950,68666,120230,2119,3768,15,127,900,121,518,382,1593,279,309,127,15,968,51564,1649,30,-333,-88,118,127,4932,188896,5887,588,61,332,256,303910,11705980,364810,34692,3082,19371,15321,455045476,14177868,1317296,56212,712536,604760,443022,40771,1290,21855,18916,4492,852,2687,1805,1659,1089,-237,1844,843,962
65,7,4,second,23,200,7241,8339,57,83,60,7760,296150,9165,2046,2486,71950,101080,2180,3143,3,117,862,183,524,338,1588,269,246,117,3,440,29130,963,-23,-270,-88,65,117,4532,173030,5323,515,90,304,211,303910,11705980,362393,33075,5617,19566,13509,455045476,14090792,1250784,158742,719328,531456,437639,38365,4480,21904,16461,4202,1165,2672,1530,1545,1220,-55,1902,770,760
65,8,1,first,24,200,7217,8379,60,83,57,7666,288840,9078,2128,2346,73804,94660,2270,3002,-3,117,864,173,517,347,1585,294,222,117,-3,218,20856,732,-72,-283,-119,47,117,4474,168464,5272,516,113,313,203,296506,11271240,354145,32818,5230,19133,13685,432191520,13576424,1226504,144516,695938,530566,427936,38354,4176,21631,16723,4116,1104,2574,1542,1465,1143,-39,1799,775,767
65,7,4,second,24,200,7344,8365,67,77,56,7666,288840,9000,2378,2299,82656,92504,2533,2919,-11,123,887,224,550,337,1558,320,236,123,-11,-79,9848,386,-84,-283,-122,38,123,4677,175160,5452,556,155,350,206,296506,11271240,350999,33779,7278,20489,13290,432191520,13452196,1265290,224662,749900,515390,420076,39184,6624,23097,16087,4329,1309,2777,1552,1464,1245,64,1950,827,725
65,8,1,first,25,200,7267,8334,68,76,56,7633,287016,8960,2404,2338,83336,95940,2551,3029,-12,124,911,197,548,363,1524,350,253,124,-12,-66,12604,478,-97,-341,-157,60,124,4742,179276,5580,603,111,351,252,294649,11207910,349992,34428,5672,20017,14411,431351640,13474042,1284852,142512,719984,564868,422318,39780,3810,22034,17746,4655,1284,2921,1734,1873,1408,-124,2086,835,899
65,7,4,second,25,200,7341,8430,72,72,56,7633,287016,9012,2559,2346,89042,96610,2740,3026,-16,128,902,182,534,368,1561,359,242,128,-16,-213,7568,286,-117,-355,-172,55,128,4905,185652,5766,601,119,352,249,294649,11207910,351700,34171,5138,19548,14623,431351640,13527690,1277680,122936,704092,573588,425604,39773,3531,21795,17978,4568,1119,2785,1783,1786,1275,-156,1944,841,942
65,8,1,first,26,200,7176,8369,53,74,73,7763,296736,9310,1895,3036,66448,123890,2059,3899,20,126,887,141,524,363,1688,256,312,126,20,1141,57442,1840,56,-260,-39,95,126,4931,190338,5958,568,66,327,241,304499,11755326,368652,34173,3984,19649,14524,458130960,14362396,1298794,96664,726450,572344,451658,40406,2656,22451,17955,4473,973,2751,1722,1455,1084,-111,1898,853,869
65,7,4,second,26,200,7214,8243,50,78,72,7763,296736,9298,1729,3015,58660,123788,1819,3905,22,122,913,117,526,387,1652,254,317,122,22,1286,65128,2086,63,-309,-62,125,122,4744,182448,5724,571,51,322,249,304499,11755326,368189,35185,2827,19649,15536,458130960,14344452,1337284,44700,723556,613728,450598,41659,973,22359,19300,4631,834,2764,1867,1679,1102,-268,1902,862,1005
65,8,1,first,27,200,7318,8410,59,80,61,7759,296444,9172,2093,2545,72780,104274,2203,3234,2,120,855,149,503,352,1562,284,255,120,2,452,31494,1031,-29,-293,-101,72,120,4638,177054,5437,539,105,323,216,304203,11743408,363232,32914,4196,18781,14133,457987648,14161452,1250250,100540,691142,559108,439418,38259,2646,20968,17291,4183,1014,2584,1599,1557,1139,-125,1811,773,826
65,7,4,second,27,200,7207,8358,53,84,63,7759,296444,9148,1872,2651,64850,109490,1968,3407,10,116,886,172,534,352,1561,275,270,116,10,779,44640,1439,-5,-295,-92,87,116,4523,174340,5375,545,97,326,219,304203,11743408,362489,33961,4928,19834,14127,457987648,14139898,1285126,122218,725992,559134,437956,39410,3397,22123,17287,4414,1093,2751,1663,1580,1189,-96,1924,827,836
65,8,1,first,28,200,7268,8385,61,78,61,7698,291842,9099,2151,2568,74142,106232,2260,3330,0,122,910,208,559,351,1609,320,260,122,0,417,32090,1070,-60,-350,-144,84,122,4719,180374,5590,580,128,354,226,299540,11483644,358197,34768,6075,20630,14138,445334236,13897278,1311240,153650,748490,562750,435103,40460,4252,22891,17569,4750,1348,3019,1731,1968,1483,-135,2179,840,891
65,7,4,second,28,200,7301,8379,70,65,65,7698,291842,9082,2477,2729,85668,112640,2611,3549,-5,135,893,202,545,348,1586,354,265,135,-5,252,26972,938,-89,-340,-147,58,135,5206,198308,6160,619,124,369,250,299540,11483644,357407,34050,6100,20201,13849,445334236,13863462,1280076,165644,736346,543730,433320,39499,4507,22472,17027,4459,1304,2837,1622,1732,1348,-44,2019,818,804
65,8,1,first,29,200,7269,8341,60,72,68,7727,293788,9184,2121,2839,73464,116138,2255,3649,8,128,895,163,533,362,1620,313,286,128,8,718,42674,1394,-27,-331,-115,88,128,4960,189602,5904,599,111,359,240,301515,11575118,361671,34246,4592,19778,14468,448551656,14007382,1291802,110964,722720,569082,438704,40068,3164,22313,17755,4555,1104,2816,1739,1669,1221,-117,1961,855,884
65,7,4,second,29,200,7414,8408,70,61,69,7727,293788,9169,2470,2875,85344,117392,2613,3694,-1,139,854,189,521,333,1631,348,274,139,-1,405,32048,1081,-74,-327,-131,57,139,5345,202736,6307,622,145,383,239,301515,11575118,361385,32484,5733,19311,13173,448551656,14007888,1217738,160578,705182,512556,438581,37756,4595,21716,16040,4148,1264,2669,1479,1663,1300,-36,1919,750,729
65,8,1,first,30,200,7184,8324,56,65,79,7811,300360,9376,1960,3331,67030,137652,2054,4330,23,135,912,129,532,380,1694,280,341,135,23,1371,70622,2276,61,-360,-82,143,135,5291,204682,6384,621,52,348,273,308171,11969502,373807,35405,3276,20026,15379,469509408,14669742,1354934,58440,741998,612936,459722,41996,1322,22797,19199,4646,903,2805,1841,1787,1165,-262,1944,861,980
65,7,4,second,30,200,7239,8396,56,81,63,7811,300360,9365,1980,2659,68414,110134,2096,3469,7,119,859,124,495,364,1678,266,252,119,7,679,41720,1373,-14,-321,-108,94,119,4639,178548,5565,518,59,292,226,308171,11969502,373246,33449,3222,18675,14774,469509408,14643292,1283910,60734,693182,590728,458061,39746,1455,21287,18459,4141,783,2455,1686,1584,1023,-240,1685,770,916
65,8,1,first,31,200,7306,8378,71,78,51,7657,288596,8946,2515,2140,87324,88146,2669,2761,-20,122,919,211,555,364,1500,365,233,122,-20,-375,822,92,-132,-352,-181,49,122,4655,175470,5430,598,148,363,235,296253,11283280,349638,34873,6338,20418,14455,434221816,13451220,1305100,172990,739456,565644,417908,40203,4953,22624,17579,4745,1349,2981,1764,1863,1430,-81,2115,866,898
65,7,4,second,31,200,7320,8421,74,72,54,7657,288596,8933,2637,2265,92234,93184,2780,2921,-20,128,907,221,554,353,1497,378,217,128,-20,-372,950,141,-161,-371,-202,41,128,4902,185418,5701,595,149,362,233,296253,11283280,349263,34352,6746,20363,13989,434221816,13441240,1283322,190064,737168,546154,417633,39370,5241,22376,16994,4627,1510,2988,1639,1889,1514,-4,2150,838,801
65,8,1,first,32,200,7202,8380,60,79,61,7659,288560,8982,2098,2531,71684,103084,2169,3229,1,121,935,204,570,365,1527,324,266,121,1,433,31400,1060,-58,-345,-141,83,121,4629,174768,5398,590,119,355,235,296219,11272732,351020,35416,6099,20974,14442,433348696,13499152,1321156,164280,758418,562738,421832,40888,4634,23291,17597,4875,1367,3092,1783,1852,1437,-70,2194,898,885
