n,a,b,batch,samples,sum_score_t,sum_score_lambda,sum_score_t2,sum_score_lambda2,sum_score_cross,cross_wraps,cross_score_t,cross_score_lambda,both_wraps,both_score_t,both_score_lambda,either_wraps,either_score_t,either_score_lambda,direction_0_wraps,direction_0_score_t,direction_0_score_lambda,direction_1_wraps,direction_1_score_t,direction_1_score_lambda
170,13,1,34,100000,-972,-564,68209808,67745584,140448,31164,524764,349156,35021,523744,348084,68759,527480,348700,51977,522412,349312,51803,528812,347472
170,13,1,35,100000,-10900,8980,68006960,67812496,273568,31256,522400,358456,35140,522832,358776,68885,513204,359600,52026,516008,364112,51999,520028,354264
170,13,1,36,100000,-12352,-7784,67984416,68198816,-300704,30902,525136,340688,34847,522920,341036,68723,515656,344220,51733,520292,342568,51837,518284,342688
170,13,1,37,100000,6180,-6460,67394704,67771760,-12160,31024,517420,354404,34925,518520,352220,68816,522176,346424,51750,518484,348124,51991,522212,350520
170,13,1,38,100000,15092,3644,68023952,67794992,13344,31319,531176,349444,35108,530116,346668,69025,536668,347424,51990,533068,347916,52143,533716,346176
170,13,1,39,100000,-14740,13628,67985488,67837808,372256,31258,517788,366196,35086,515980,364836,68941,515144,360260,52004,514104,366208,52023,517020,358888
170,13,1,40,100000,-8564,-2148,68522384,68195824,-270528,31314,527156,348428,35177,524396,348808,68728,519844,350780,52180,524076,349932,51725,520164,349656
170,13,1,41,100000,-5932,1108,67609072,68100944,-227616,31063,514960,348684,34996,513692,350348,68760,517704,348448,52037,513244,350040,51719,518152,348756
170,13,1,42,100000,2544,-6616,67618112,67978880,9184,31043,522820,354264,34856,521436,356180,69070,521636,350748,52044,520080,352200,51882,522992,354728
170,13,1,43,100000,2296,1048,67427840,68284928,-26496,31261,523664,363588,35130,524504,361872,68748,519312,353088,52029,523368,352420,51849,520448,362540
170,13,1,44,100000,1268,12084,67783248,68630448,256640,31293,526160,365684,35176,525852,365516,68994,524092,367980,52098,522696,366808,52072,527248,366688
170,13,1,45,100000,-1312,-19304,67853376,68086464,33792,30881,519624,344484,34775,519816,345140,68577,522268,340464,51792,521420,343860,51560,520664,341744
170,13,1,46,100000,668,1748,68183632,68477488,-118016,31247,523508,355872,35057,523968,354668,68726,529532,353652,52022,526948,356276,51761,526552,352044
170,13,1,47,100000,2028,-11276,68322224,67688080,173728,31041,525116,349832,35028,525268,347268,68825,527636,337648,51812,529620,342380,52041,523284,342536
170,13,1,48,100000,-4456,-4648,68093856,68527136,50080,30929,519932,348272,34830,521660,347652,68772,522660,353084,51710,523860,352084,51892,520460,348652
170,13,1,49,100000,4160,9504,68259264,67934400,-138624,31255,522772,355992,35205,520616,354388,69113,526836,352816,52045,521696,354540,52273,525756,352664
170,13,1,50,100000,7736,-2552,68123776,67883328,33696,31174,524352,352632,34933,523804,351432,68790,526484,351364,52029,524148,350840,51694,526140,351956
170,13,1,51,100000,-6164,-11980,67680944,67884880,-39104,30976,519916,346188,34858,519592,347352,68785,515912,344916,52049,519504,343420,51594,516000,348848
170,13,1,52,100000,-7776,2984,68272512,67771840,138272,30950,525524,345092,34792,524836,346460,68750,520980,352668,51836,523676,350204,51706,522140,348924
170,13,1,53,100000,-556,4828,67862384,68069520,17344,31140,519572,351428,34886,519284,350796,68811,520896,355020,51842,524576,350648,51855,515604,355168
170,13,1,54,100000,-3784,-2800,68071712,68211168,-294336,31258,523524,349540,35063,522904,352020,68947,517368,351860,51889,518068,350360,52121,522204,353520
170,13,1,55,100000,9648,-736,68489024,67722496,-18656,31220,531636,351796,35113,532652,349552,68914,529672,351240,51902,536096,348992,52125,526228,351800
170,13,1,56,100000,5408,3392,67665920,67482176,-34016,30956,520476,350324,34829,522324,349560,68932,525108,348676,51795,523308,350896,51966,524124,347340
170,13,1,57,100000,7328,6208,67927424,68628864,-385344,31188,526228,353412,35070,528140,355076,68729,527640,357212,51918,528660,359036,51881,527120,353252
170,13,1,58,100000,1676,-11940,68133264,68091120,-156416,31093,522996,349872,34978,523184,352152,68873,528132,343032,51847,520848,347172,52004,530468,348012
170,13,1,59,100000,-7876,-9548,67882896,68138480,218816,30944,521480,356168,34742,522096,354888,68391,523916,351720,51645,523412,351784,51488,522600,354824
170,13,1,60,100000,1072,-4984,67900832,68204960,71712,31257,525068,352928,35127,524420,353952,68851,527024,347188,51968,523908,351852,52010,527536,349288
170,13,1,61,100000,-5136,-912,67504448,67889600,341120,31047,521520,354996,34771,521504,355252,68430,519608,356760,51688,521680,354024,51513,519432,357988
170,13,1,62,100000,-7564,-15012,67759984,67964112,-242528,30866,511600,348320,34679,509704,347620,68535,513032,346204,51636,510284,347524,51578,512452,346300
170,13,1,63,100000,-7272,3840,67762688,68656704,-64992,31176,521692,355716,35146,521188,356924,68905,516640,355940,51911,517196,353816,52140,520632,359048
170,13,1,64,100000,-15412,5324,67637648,68208240,-39232,30985,519336,352244,34928,517288,353792,68778,508392,355384,51858,511680,353336,51848,514000,355840
170,13,1,65,100000,-48,4040,68008128,67916544,-111264,31066,523088,350456,34935,522116,349664,69154,520532,349604,52048,524556,346084,52041,518092,353184
170,13,1,66,100000,-6384,3992,67976000,68514304,370592,31138,521216,353048,35082,520600,352248,68897,521316,357712,51964,522528,356312,52015,519388,353648
170,13,1,67,100000,-6572,-9596,67771728,68010608,85344,30889,519640,347892,34822,519568,345504,68653,518304,345348,51568,520016,342560,51907,517856,348292
170,13,1,68,100000,-5676,12652,67778960,67646768,-23136,31131,523264,352516,35017,523584,354492,68759,519272,360532,51856,521416,358512,51920,521440,356512
170,13,1,69,100000,-1228,-2500,68004720,68377552,-53664,31098,521856,352240,34898,520796,352380,68683,518800,351396,51763,521224,353156,51818,518372,350620
170,13,1,70,100000,-192,-5496,67950400,68184640,45184,31275,522728,352980,35155,522884,354656,68838,520520,349344,51981,522768,352524,52012,520636,351476
170,13,1,71,100000,-20816,1392,68052352,68293760,-166016,30959,514600,359244,34842,515176,358264,68582,507316,358788,51756,511848,362128,51668,510644,354924
170,13,1,72,100000,1952,-1256,68285952,67832192,-247680,31263,524188,353152,35154,523952,351944,69009,524876,349784,52091,525636,347704,52072,523192,354024
170,13,1,73,100000,-16828,-8692,68050384,67942576,139136,30792,514392,348096,34728,514056,348688,68598,516424,344896,51667,513416,345476,51659,517064,348108
170,13,1,74,100000,-10144,15624,68106272,67738144,-125536,31204,519040,353984,35149,518452,353680,68944,514544,359912,51937,514648,360100,52156,518348,353492
170,13,1,75,100000,1284,8244,67797872,68101072,55712,31212,527308,352004,35080,524624,349416,68944,524784,360928,51940,527112,352928,52084,522296,357416
170,13,1,76,100000,-7752,-10384,68337984,68542720,514848,31161,524280,352364,35036,523280,353440,68489,525016,347204,51759,519088,350612,51766,529208,350032
170,13,1,77,100000,-11188,-12484,67835152,67902000,-10848,31144,515964,346564,35021,516240,343388,68966,511420,340300,52068,513648,340672,51919,514012,343016
170,13,1,78,100000,-4044,-348,68092784,68404880,14336,30815,520044,349240,34769,520176,350452,68714,524144,355864,51707,522120,352996,51776,522200,353320
170,13,1,79,100000,2980,4,68350256,68522000,174624,31278,521584,362096,35231,522084,362512,68742,527652,357268,51991,525072,359140,51982,524664,360640
170,13,1,80,100000,-3616,12040,67781504,68029760,279008,31099,518204,360928,34926,520040,359864,68933,519640,364044,51901,519336,360628,51958,520344,363280
170,13,1,81,100000,-3408,-7784,67277312,68439872,-241120,30890,513404,347916,34684,511740,349548,68707,514248,346540,51692,513016,348504,51699,512972,347584
170,13,1,82,100000,2332,-52,67471472,68195216,13312,31040,519452,351316,34956,519460,350972,68990,519704,349176,52043,519900,351440,51903,519264,348708
170,13,1,83,100000,1140,5620,67691056,67750928,264864,31160,523016,351504,34952,523044,351076,68811,524744,349148,52107,524840,353196,51656,522948,347028
170,13,1,84,100000,-16912,-18024,68064224,68516000,-68672,30929,511276,349512,34698,514404,348908,68292,511612,345372,51635,514488,347868,51355,511528,346412
170,13,1,85,100000,-10140,7876,67990608,67830000,56992,31282,520512,354168,35208,519820,353548,68821,516808,360772,52062,518432,355816,51967,518196,358504
170,13,1,86,100000,18232,576,67795936,67728224,-59296,31266,527208,348840,35149,527092,347304,69085,532156,350680,52152,524848,353080,52082,534400,344904
170,13,1,87,100000,-7760,-13928,67829728,68128480,-190304,31186,521232,348720,34976,522580,347180,68687,518460,345160,51815,516280,344900,51848,524760,347440
170,13,1,88,100000,-1332,14476,67397648,68305008,172992,31254,523992,355560,35171,523572,358288,68986,514880,364712,52005,520096,360908,52152,518356,362092
170,13,1,89,100000,-6496,-16544,67858240,68587648,145952,31242,521440,352776,35140,522420,350772,68671,522516,336312,52051,525360,340412,51760,519576,346672
170,13,1,90,100000,1176,-11032,67832160,67595232,-81760,30997,520620,341512,34875,521268,344280,68850,521160,338616,51820,520580,337356,51905,521848,345540
170,13,1,91,100000,-1244,15436,68292912,67245904,400640,31211,528180,354424,35047,527572,355344,69068,522632,362248,52013,525884,363744,52102,524320,353848
170,13,1,92,100000,5172,1844,67927568,68373296,89504,31372,529068,354588,35247,527404,354472,68876,526808,355336,51857,527072,353228,52266,527140,356580
170,13,1,93,100000,1504,4216,67843168,67426144,-63136,31266,522976,348816,35191,523024,349004,68840,519600,352032,52081,521180,349776,51950,521444,351260
170,13,1,94,100000,-7716,-6404,68217776,68615632,-141504,31192,523040,350096,35020,522172,349636,68801,519220,343248,51846,521044,343916,51975,520348,348968
170,13,1,95,100000,-4200,-3024,68259552,68108640,-37536,31192,526320,354368,34955,527684,354488,68647,528192,345268,51804,526456,351216,51798,529420,348540
170,13,1,96,100000,-3184,21528,68257792,68513792,445184,31001,523544,359660,34817,522356,362264,68762,524376,369840,51773,522292,367328,51806,524440,364776
170,13,1,97,100000,5824,3232,67895872,67834560,287808,31178,522824,358360,35076,523120,356568,68932,523284,350540,52108,524680,355440,51900,521724,351668
170,13,1,98,100000,-3520,4008,67678976,67516608,-487520,30946,518512,349664,34872,516952,351744,68945,516492,353048,52004,520216,356088,51813,513228,348704
170,13,1,99,100000,-10732,-6724,68242672,67820688,-22976,30991,519680,343100,34900,520556,342740,68633,518584,347596,51792,522964,343860,51741,516176,346476
