# schema=matching-one/p537-aggregate-wedge-mc-combined/v1
# L=8
# N=64
# samples=100000000
# shard_index=0
# shard_count=1
# batches=100
# proposal_p=0.59260000000000002
batch	kind	transition	k	count	sum_q0	sum_q1	sum_source16_0	sum_source16_1	signed_count	signed_source_mid16	unsigned_count
2	landing	01	7	0	0	0	0	0	0	0	0
2	landing	12	7	0	0	0	0	0	0	0	0
2	global	-	8	0	0	0	0	0	0	0	0
2	landing	01	8	0	0	0	0	0	0	0	0
2	landing	12	8	0	0	0	0	0	0	0	0
2	global	-	9	0	0	0	0	0	0	0	0
2	landing	01	9	0	0	0	0	0	0	0	0
2	landing	12	9	0	0	0	0	0	0	0	0
2	global	-	10	0	0	0	0	0	0	0	0
2	landing	01	10	0	0	0	0	0	0	0	0
2	landing	12	10	0	0	0	0	0	0	0	0
2	global	-	11	0	0	0	0	0	0	0	0
2	landing	01	11	0	0	0	0	0	0	0	0
2	landing	12	11	0	0	0	0	0	0	0	0
2	global	-	12	0	0	0	0	0	0	0	0
2	landing	01	12	0	0	0	0	0	0	0	0
2	landing	12	12	0	0	0	0	0	0	0	0
2	global	-	13	0	0	0	0	0	0	0	0
2	landing	01	13	0	0	0	0	0	0	0	0
2	landing	12	13	0	0	0	0	0	0	0	0
2	global	-	14	0	0	0	0	0	0	0	0
2	landing	01	14	0	0	0	0	0	0	0	0
2	landing	12	14	0	0	0	0	0	0	0	0
2	global	-	15	0	0	0	0	0	0	0	0
2	landing	01	15	0	0	0	0	0	0	0	0
2	landing	12	15	0	0	0	0	0	0	0	0
2	global	-	16	0	0	0	0	0	0	0	0
2	landing	01	16	0	0	0	0	0	0	0	0
2	landing	12	16	0	0	0	0	0	0	0	0
2	global	-	17	0	0	0	0	0	0	0	0
2	landing	01	17	0	0	0	0	0	0	0	0
2	landing	12	17	0	0	0	0	0	0	0	0
2	global	-	18	1	-1	-1	0	0	0	0	0
2	landing	01	18	0	0	0	0	0	0	0	0
2	landing	12	18	0	0	0	0	0	0	0	0
2	global	-	19	2	-2	-2	0	0	0	0	0
2	landing	01	19	0	0	0	0	0	0	0	0
2	landing	12	19	0	0	0	0	0	0	0	0
2	global	-	20	7	-7	-7	1280	1280	0	0	0
2	landing	01	20	0	0	0	0	0	0	0	0
2	landing	12	20	0	0	0	0	0	0	0	0
2	global	-	21	17	-16	-16	3072	3584	0	0	0
2	landing	01	21	0	0	0	0	0	0	0	0
2	landing	12	21	0	0	0	0	0	0	0	0
2	global	-	22	59	-58	-58	8576	10368	0	0	0
2	landing	01	22	0	0	0	0	0	0	0	0
2	landing	12	22	0	0	0	0	0	0	0	0
2	global	-	23	158	-157	-157	22528	22016	0	0	0
2	landing	01	23	0	0	0	0	0	0	0	0
2	landing	12	23	0	0	0	0	0	0	0	0
2	global	-	24	344	-340	-337	67072	71616	0	0	0
2	landing	01	24	0	0	0	0	0	0	0	0
2	landing	12	24	0	0	0	0	0	0	0	0
2	global	-	25	766	-754	-746	160320	163392	0	0	0
2	landing	01	25	0	0	0	0	0	3	1208	3
2	landing	12	25	0	0	0	0	0	0	0	0
2	global	-	26	1619	-1567	-1540	292288	302528	0	0	0
2	landing	01	26	0	0	0	0	0	2	856	10
2	landing	12	26	0	0	0	0	0	0	0	0
2	global	-	27	3300	-3177	-3124	696192	699008	0	0	0
2	landing	01	27	0	0	0	0	0	11	4028	21
2	landing	12	27	0	0	0	0	0	1	168	1
2	global	-	28	6041	-5719	-5562	1255680	1285120	0	0	0
2	landing	01	28	0	0	0	0	0	15	6696	59
2	landing	12	28	0	0	0	0	0	0	-80	2
2	global	-	29	10830	-10012	-9644	2277568	2319424	0	0	0
2	landing	01	29	0	0	0	0	0	40	17880	150
2	landing	12	29	0	0	0	0	0	2	632	6
2	global	-	30	17921	-15879	-15040	3896192	3992256	0	0	0
2	landing	01	30	0	0	0	0	0	91	43692	341
2	landing	12	30	0	0	0	0	0	10	3848	16
2	global	-	31	27263	-22868	-21174	6053568	6059328	0	0	0
2	landing	01	31	0	0	0	0	0	173	78008	627
2	landing	12	31	0	0	0	0	0	23	8612	55
2	global	-	32	40245	-31259	-27972	8905664	8892928	0	0	0
2	landing	01	32	0	0	0	0	0	279	129948	1143
2	landing	12	32	0	0	0	0	0	49	20892	153
2	global	-	33	54298	-37887	-32392	11964288	11748480	0	0	0
2	landing	01	33	0	0	0	0	0	234	130138	1734
2	landing	12	33	0	0	0	0	0	70	34920	398
2	global	-	34	69625	-41473	-32859	15330816	14677120	0	0	0
2	landing	01	34	0	0	0	0	0	369	202338	2519
2	landing	12	34	0	0	0	0	0	195	81048	781
2	global	-	35	84736	-39990	-27945	17790784	16584128	0	0	0
