joint_sector,geometry,tau,alpha,source_component,k_minus,count,sum_q0,sum_q1,sum_e0,sum_e1,sum_a0,sum_a1,sum_q0a0,sum_q1a1,sum_e0a0,sum_e1a1
650ec8a93c4b4b2daaba,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,1,-1,0,1,0,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,10,-10,0,10,0,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,41,-41,0,41,0,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,85,-85,0,85,0,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,86,-86,0,86,0,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,35,-35,0,35,0,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,4,-4,0,4,0,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,1,0,1,0,1,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,9,0,9,0,9,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,28,0,28,0,28,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,34,0,34,0,34,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,15,0,15,0,15,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,2,0,2,0,2,0,0,0,0,0,0
65290e3a6e4da0778fae,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
6530dfdd4bbed36bdfa4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,8,1,-1,0,1,0,0,0,0,0,0,0
6530dfdd4bbed36bdfa4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,10,-10,0,10,0,0,0,0,0,0,0
6530dfdd4bbed36bdfa4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,44,-44,0,44,0,0,0,0,0,0,0
6530dfdd4bbed36bdfa4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,107,-107,0,107,0,0,0,0,0,0,0
6530dfdd4bbed36bdfa4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,152,-152,0,152,0,0,0,0,0,0,0
6530dfdd4bbed36bdfa4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,124,-124,0,124,0,0,0,0,0,0,0
6530dfdd4bbed36bdfa4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,53,-53,0,53,0,0,0,0,0,0,0
6530dfdd4bbed36bdfa4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,9,-9,0,9,0,0,0,0,0,0,0
6530dfdd4bbed36bdfa4,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
6530dfdd4bbed36bdfa4,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
6530dfdd4bbed36bdfa4,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
653483f0de362c706e96,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,1,-1,0,1,0,0,0,0,0,0,0
653483f0de362c706e96,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,8,-8,0,8,0,0,0,0,0,0,0
653483f0de362c706e96,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,26,-26,0,26,0,0,0,0,0,0,0
653483f0de362c706e96,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,42,-42,0,42,0,0,0,0,0,0,0
653483f0de362c706e96,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,26,-26,0,26,0,0,0,0,0,0,0
653483f0de362c706e96,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,2,-2,0,2,0,0,0,0,0,0,0
653483f0de362c706e96,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
653483f0de362c706e96,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,4,0,4,0,4,0,0,0,0,0,0
653483f0de362c706e96,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,4,0,4,0,4,0,0,0,0,0,0
653483f0de362c706e96,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,2,-2,0,2,0,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,20,-20,0,20,0,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,81,-81,0,81,0,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,154,-154,0,154,0,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,136,-136,0,136,0,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,46,-46,0,46,0,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,17,4,-4,0,4,0,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,1,0,1,0,1,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,10,0,10,0,10,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,40,0,40,0,40,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,75,0,75,0,75,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,65,0,65,0,65,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,22,0,22,0,22,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,18,2,0,2,0,2,0,0,0,0,0,0
653d8e29daa9627cffb1,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,2,-2,0,2,0,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,20,-20,0,20,0,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,89,-89,0,89,0,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,220,-220,0,220,0,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,268,-268,0,268,0,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,153,-153,0,153,0,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,41,-41,0,41,0,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,4,-4,0,4,0,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,2,0,2,0,2,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,23,0,23,0,23,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,39,0,39,0,39,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,21,0,21,0,21,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,4,0,4,0,4,0,0,0,0,0,0
654886fc26685d1ec5ce,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,5,-5,0,5,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,37,-37,0,37,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,111,-111,0,111,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,180,-180,0,180,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,165,-165,0,165,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,69,-69,0,69,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,9,-9,0,9,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,8,5,-5,0,5,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,9,37,-37,0,37,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,10,111,-111,0,111,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,11,180,-180,0,180,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,12,165,-165,0,165,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,13,69,-69,0,69,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,14,9,-9,0,9,0,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,6,0,6,0,6,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,19,0,19,0,19,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,13,0,13,0,13,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,2,0,2,0,2,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,12,6,0,6,0,6,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,13,19,0,19,0,19,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,14,13,0,13,0,13,0,0,0,0,0,0
6549a9701230703b03a0,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,15,2,0,2,0,2,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,8,2,-2,0,2,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,14,-14,0,14,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,41,-41,0,41,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,62,-62,0,62,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,49,-49,0,49,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,18,-18,0,18,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,2,-2,0,2,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,7,2,-2,0,2,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,8,14,-14,0,14,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,9,41,-41,0,41,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,10,62,-62,0,62,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,11,49,-49,0,49,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,12,18,-18,0,18,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,13,2,-2,0,2,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
65a001ec06faeb5b2805,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
65b85deea0f403370bc4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,2,-2,0,2,0,0,0,0,0,0,0
65b85deea0f403370bc4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,13,-13,0,13,0,0,0,0,0,0,0
65b85deea0f403370bc4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,27,-27,0,27,0,0,0,0,0,0,0
65b85deea0f403370bc4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,19,-19,0,19,0,0,0,0,0,0,0
65b85deea0f403370bc4,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,3,-3,0,3,0,0,0,0,0,0,0
65b85deea0f403370bc4,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
65b85deea0f403370bc4,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,1,0,1,0,1,0,0,0,0,0,0
65b85deea0f403370bc4,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,6,0,6,0,6,0,0,0,0,0,0
65b85deea0f403370bc4,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,10,0,10,0,10,0,0,0,0,0,0
65b85deea0f403370bc4,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,6,0,6,0,6,0,0,0,0,0,0
65b85deea0f403370bc4,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,1,0,1,0,1,0,0,0,0,0,0
65b85deea0f403370bc4,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,1,-1,0,1,0,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,8,-8,0,8,0,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,31,-31,0,31,0,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,67,-67,0,67,0,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,71,-71,0,71,0,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,30,-30,0,30,0,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,17,4,-4,0,4,0,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,2,0,2,0,2,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,23,0,23,0,23,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,61,0,61,0,61,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,71,0,71,0,71,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,39,0,39,0,39,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,18,10,0,10,0,10,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,19,1,0,1,0,1,0,0,0,0,0,0
65e8713ceeb888bc1314,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
6623484f279a1f13c286,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,3,-3,0,3,0,0,0,0,0,0,0
6623484f279a1f13c286,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,14,-14,0,14,0,0,0,0,0,0,0
6623484f279a1f13c286,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,20,-20,0,20,0,0,0,0,0,0,0
6623484f279a1f13c286,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,8,-8,0,8,0,0,0,0,0,0,0
6623484f279a1f13c286,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
6623484f279a1f13c286,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,1,0,1,0,1,0,0,0,0,0,0
6623484f279a1f13c286,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,2,0,2,0,2,0,0,0,0,0,0
6623484f279a1f13c286,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,1,0,1,0,1,0,0,0,0,0,0
6623484f279a1f13c286,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
668cfee15ae3233cf7e8,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
668cfee15ae3233cf7e8,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
668cfee15ae3233cf7e8,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
668cfee15ae3233cf7e8,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,4,-4,0,4,0,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,15,-15,0,15,0,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,16,-16,0,16,0,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,7,-7,0,7,0,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,1,-1,0,1,0,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,9,2,0,2,0,2,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,10,24,0,24,0,24,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,124,0,124,0,124,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,355,0,355,0,355,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,604,0,604,0,604,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,581,0,581,0,581,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,306,0,306,0,306,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,89,0,89,0,89,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,14,0,14,0,14,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,18,1,0,1,0,1,0,0,0,0,0,0
66a48dfd24f70565e751,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
66ffbabc4b1d4a40d703,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,2,-2,0,2,0,0,0,0,0,0,0
66ffbabc4b1d4a40d703,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,8,-8,0,8,0,0,0,0,0,0,0
66ffbabc4b1d4a40d703,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,7,-7,0,7,0,0,0,0,0,0,0
66ffbabc4b1d4a40d703,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,1,-1,0,1,0,0,0,0,0,0,0
66ffbabc4b1d4a40d703,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,10,2,-2,0,2,0,0,0,0,0,0,0
66ffbabc4b1d4a40d703,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,11,8,-8,0,8,0,0,0,0,0,0,0
66ffbabc4b1d4a40d703,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,12,7,-7,0,7,0,0,0,0,0,0,0
66ffbabc4b1d4a40d703,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,13,1,-1,0,1,0,0,0,0,0,0,0
66ffbabc4b1d4a40d703,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
66ffbabc4b1d4a40d703,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,1,-1,0,1,0,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,12,-12,0,12,0,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,55,-55,0,55,0,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,114,-114,0,114,0,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,84,-84,0,84,0,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,18,-18,0,18,0,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,10,5,0,5,0,5,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,47,0,47,0,47,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,190,0,190,0,190,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,420,0,420,0,420,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,472,0,472,0,472,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,265,0,265,0,265,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,70,0,70,0,70,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,7,0,7,0,7,0,0,0,0,0,0
6712305cfbd4df23e10d,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
6766f4bd6b6c447f9c1f,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,4,-4,0,4,0,0,0,0,0,0,0
6766f4bd6b6c447f9c1f,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,24,-24,0,24,0,0,0,0,0,0,0
6766f4bd6b6c447f9c1f,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,59,-59,0,59,0,0,0,0,0,0,0
6766f4bd6b6c447f9c1f,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,70,-70,0,70,0,0,0,0,0,0,0
6766f4bd6b6c447f9c1f,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,32,-32,0,32,0,0,0,0,0,0,0
6766f4bd6b6c447f9c1f,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,4,-4,0,4,0,0,0,0,0,0,0
6766f4bd6b6c447f9c1f,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
6766f4bd6b6c447f9c1f,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,2,0,2,0,2,0,0,0,0,0,0
6766f4bd6b6c447f9c1f,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,8,0,8,0,8,0,0,0,0,0,0
6766f4bd6b6c447f9c1f,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,6,0,6,0,6,0,0,0,0,0,0
6766f4bd6b6c447f9c1f,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,1,0,1,0,1,0,0,0,0,0,0
