n,a,b,orientation,batch,k,samples,sum_rank1,sum_rank1_s,sum_line4_re,sum_line4_im,sum_line4_s_re,sum_line4_s_im
170,13,1,first,0,53,1000,0,0,0,0,0,0
170,13,1,first,0,54,1000,0,0,0,0,0,0
170,13,1,first,0,55,1000,0,0,0,0,0,0
170,13,1,first,0,56,1000,0,0,0,0,0,0
170,13,1,first,0,57,1000,0,0,0,0,0,0
170,13,1,first,0,58,1000,0,0,0,0,0,0
170,13,1,first,0,59,1000,0,0,0,0,0,0
170,13,1,first,0,60,1000,0,0,0,0,0,0
170,13,1,first,0,61,1000,0,0,0,0,0,0
170,13,1,first,0,62,1000,0,0,0,0,0,0
170,13,1,first,0,63,1000,0,0,0,0,0,0
170,13,1,first,0,64,1000,0,0,0,0,0,0
170,13,1,first,0,65,1000,0,0,0,0,0,0
170,13,1,first,0,66,1000,0,0,0,0,0,0
170,13,1,first,0,67,1000,2,37,1.90643598615916953776,0.60456747404844290994,35.2690657439446368926,11.1844982698961938894
170,13,1,first,0,68,1000,2,38,1.90643598615916953776,0.60456747404844290994,36.2222837370242203292,11.4867820069204142897
170,13,1,first,0,69,1000,2,37,1.90643598615916953776,0.60456747404844290994,35.2690657439446368926,11.1844982698961938894
170,13,1,first,0,70,1000,2,38,1.90643598615916953776,0.60456747404844290994,36.2222837370242203292,11.4867820069204142897
170,13,1,first,0,71,1000,4,69,3.81287197231833907551,1.20913494809688581988,65.7720415224913494967,20.8575778546712804484
170,13,1,first,0,72,1000,4,68,3.81287197231833907551,1.20913494809688581988,64.8188235294117731655,20.5552941176470582718
170,13,1,first,0,73,1000,5,81,4.76608996539792428848,1.51141868512110733036,77.2106574394463649469,24.4849826989619359097
170,13,1,first,0,74,1000,8,113,7.62574394463667992738,2.41826989619377163976,107.713633217993077551,34.1580622837370242451
170,13,1,first,0,75,1000,9,122,8.57896193771626514035,2.72055363321799292819,116.292595155709349797,36.8786159169550202819
170,13,1,first,0,76,1000,16,212,15.2514878892733616311,4.83653979238754239134,202.082214532871972779,64.0841522491349593338
170,13,1,first,0,77,1000,20,260,19.0643598615916971539,6.04567474048442754508,247.836678200692006158,78.5937716262975811787
170,13,1,first,0,78,1000,26,341,24.7836678200691977736,7.8593771626297552757,325.047335640138442159,103.078754325259538405
170,13,1,first,0,79,1000,34,443,28.59653979238753152,9.06851211072664398216,376.521107266435990368,119.402076124567457782
170,13,1,first,0,80,1000,38,489,32.4094117647058652665,10.2776470588235326886,420.369134948096814242,133.307128027681670801
170,13,1,first,0,81,1000,52,668,43.8480276816608665058,13.905051903114198808,564.305051903114076595,178.951972318339016965
170,13,1,first,0,82,1000,61,765,50.5205536332179505621,16.0210380622837540443,626.264221453287291297,198.600415224913461998
170,13,1,first,0,83,1000,74,905,59.0995155709342014916,18.7415916955017536338,725.398892733563911861,230.037923875432511522
170,13,1,first,0,84,1000,84,1009,64.8188235294117021112,20.5552941176470866935,792.124152249135136117,251.197785467128028358
170,13,1,first,0,85,1000,99,1167,77.2106574394463791577,24.4849826989619749895,916.0424913494808834,290.494671280276804737
170,13,1,first,0,86,1000,117,1358,92.4621453287198278304,29.3215224913495298154,1092.38782006920359891,346.417162629757910963
170,13,1,first,0,87,1000,139,1570,109.620069204152457587,34.76262975778549702,1260.15418685121130693,399.619100346020843517
170,13,1,first,0,88,1000,162,1811,129.63764705882385897,41.1105882352940881219,1470.81536332179962301,466.423806228373905469
170,13,1,first,0,89,1000,184,2037,144.889134948097307642,45.9471280276815861043,1621.4238062283727686,514.184636678200831739
170,13,1,first,0,90,1000,223,2406,172.532456747405433362,54.7133564013839261975,1881.65231833909956549,596.708096885813347399
170,13,1,first,0,91,1000,254,2664,190.64359861591765366,60.4567474048440800516,2026.54145328719596364,642.655224913494748762
170,13,1,first,0,92,1000,285,2895,216.380484429066598295,68.6184083044980894783,2216.23183391003385623,702.809688581314617295
170,13,1,first,0,93,1000,326,3235,240.210934256056361846,76.1755017301037327115,2408.78186851211285102,763.871003460207361968
170,13,1,first,0,94,1000,342,3340,245.930242214533905099,77.9892041522490870875,2430.70588235294189872,770.823529411764752695
170,13,1,first,0,95,1000,369,3507,265.947820069205306481,84.3371626297578274034,2559.39031141868372288,811.631833910034629298
170,13,1,first,0,96,1000,404,3732,287.871833910035888948,91.289688581315019178,2720.48415224913469501,862.717785467128464916
170,13,1,first,0,97,1000,424,3766,297.404013840831794369,94.3125259515572764712,2699.51335640138586314,856.06754325259532834
170,13,1,first,0,98,1000,436,3814,303.123321799309337621,96.1262283737026308472,2684.26186851211332396,851.23100346020737561
170,13,1,first,0,99,1000,455,3905,319.328027681662376835,101.265051903114468246,2791.97550173010722574,885.389065743944570386
170,13,1,first,0,100,1000,466,3923,324.094117647060329546,102.776470588235596892,2740.50173010380922278,869.065743944637574714
170,13,1,first,0,101,1000,479,3976,328.860207612458282256,104.287889273356725539,2768.14505190311638216,877.831972318340490347
170,13,1,first,0,102,1000,468,3865,339.345605536333778218,107.613010380623208562,2833.91709342560716323,898.689550173010616163
170,13,1,first,0,103,1000,472,3845,331.719861591697053882,105.194740484429402727,2732.87598615917295319,866.647474048442404637
170,13,1,first,0,104,1000,447,3595,313.608719723184833583,99.4513494809691138698,2561.296747404846883,812.23640138408279654
170,13,1,first,0,105,1000,411,3306,292.637923875433841658,92.8011072664361478246,2379.23211072664435051,754.500207612456733841
170,13,1,first,0,106,1000,364,2944,268.807474048444078107,85.2440138408305045914,2188.5885121107262421,694.043460207613065904
170,13,1,first,0,107,1000,344,2750,244.023806228374724014,77.3846366782006356289,1965.53550173010376056,623.309065743945325266
170,13,1,first,0,108,1000,307,2448,218.286920415225779379,69.222975778546540937,1750.10823529411709387,554.992941176471049403
170,13,1,first,0,109,1000,283,2327,191.596816608997244202,60.7590311418682986755,1594.73370242214514292,505.720692041522113414
170,13,1,first,0,110,1000,250,2103,177.298546712803386072,56.224775086505019317,1495.59903114186818129,474.283183391003547058
170,13,1,first,0,111,1000,208,1758,162.047058823529937399,51.3882352941175213346,1361.19529411764665383,431.661176470588429765
170,13,1,first,0,112,1000,188,1635,144.889134948097307642,45.9471280276815861043,1243.94948096885741506,394.48027681660903454
170,13,1,first,0,113,1000,166,1456,127.731211072664677886,40.5060207612456508741,1111.45217993079563712,352.462837370242198176
170,13,1,first,0,114,1000,137,1219,111.526505190311638671,35.3671972318339342678,984.674186851210265559,312.259100346020716188
170,13,1,first,0,115,1000,116,1057,95.3217993079585994565,30.2283737024221963452,858.849411764705564565,272.357647058823431507
170,13,1,first,0,116,1000,101,939,82.92996539792392241,26.2986851211073080492,761.621176470587897711,241.524705882352861863
170,13,1,first,0,117,1000,82,780,68.6316955017300642794,21.7644290657439754,655.813979238753859136,207.97121107266434592
170,13,1,first,0,118,1000,69,645,56.2398615916954511817,17.834740484429087104,523.31667820069174013,165.953771626297566399
170,13,1,first,0,119,1000,57,538,46.7076816608996168156,14.8119031141868653378,436.573840830449739769,138.445951557093451356
170,13,1,first,0,120,1000,47,452,37.1755017301037824495,11.7890657439446435717,358.4099653979239406,113.658685121107268401
170,13,1,first,0,121,1000,41,401,33.3626297577854487031,10.5799307958477548652,330.766643598615928568,104.892456747404850148
170,13,1,first,0,122,1000,33,324,27.6433217993079480834,8.76622837370242180555,280.246089965397914057,88.8714186851211138674
170,13,1,first,0,123,1000,27,265,23.830449826989614337,7.55709342560553398727,243.070588235294195556,77.0823529411764951647
170,13,1,first,0,124,1000,19,187,16.2047058823529468441,5.13882352941176367978,168.719584775086531181,53.5042214532871938104
170,13,1,first,0,125,1000,15,154,14.2982698961937764182,4.5342560553633211029,146.795570934256062401,46.5516955017301015118
170,13,1,first,0,126,1000,11,113,10.4853979238754355663,3.32512110726643550507,107.713633217993091762,34.1580622837370242451
170,13,1,first,0,127,1000,7,73,6.67252595155709471442,2.11598615916955035132,69.584913494809697454,22.0667128027681691549
170,13,1,first,0,128,1000,6,67,5.71930795847750950145,1.81370242214532884084,63.8656055363321755181,20.2530103806228396479
170,13,1,first,0,129,1000,5,54,4.76608996539792428848,1.51141868512110733036,51.4737716262975766313,16.3233217993079584573
170,13,1,first,0,130,1000,3,32,2.85965397923875430664,0.906851211072664309398,30.5029757785467126041,9.67307958477508655903
170,13,1,first,0,131,1000,2,20,1.90643598615916953776,0.60456747404844290994,19.0643598615916971539,6.04567474048442932144
170,13,1,first,0,132,1000,2,20,1.90643598615916953776,0.60456747404844290994,19.0643598615916971539,6.04567474048442932144
170,13,1,first,0,133,1000,1,10,0.953217993079584768878,0.30228373702422145497,9.53217993079584857696,3.02283737024221466072
170,13,1,first,0,134,1000,1,11,0.953217993079584768878,0.30228373702422145497,10.4853979238754320136,3.32512110726643594916
170,13,1,first,0,135,1000,1,10,0.953217993079584768878,0.30228373702422145497,9.53217993079584857696,3.02283737024221466072
170,13,1,first,0,136,1000,0,0,0,0,0,0
170,13,1,first,0,137,1000,0,0,0,0,0,0
170,13,1,first,0,138,1000,0,0,0,0,0,0
170,13,1,first,0,139,1000,0,0,0,0,0,0
170,13,1,first,0,140,1000,0,0,0,0,0,0
170,13,1,first,0,141,1000,0,0,0,0,0,0
170,13,1,first,0,142,1000,0,0,0,0,0,0
170,13,1,first,0,143,1000,0,0,0,0,0,0
170,13,1,first,0,144,1000,0,0,0,0,0,0
170,13,1,first,0,145,1000,0,0,0,0,0,0
170,13,1,first,0,146,1000,0,0,0,0,0,0
170,13,1,first,0,147,1000,0,0,0,0,0,0
170,13,1,first,0,148,1000,0,0,0,0,0,0
170,13,1,first,0,149,1000,0,0,0,0,0,0
170,13,1,first,0,150,1000,0,0,0,0,0,0
170,13,1,first,0,151,1000,0,0,0,0,0,0
170,13,1,first,0,152,1000,0,0,0,0,0,0
170,13,1,first,0,153,1000,0,0,0,0,0,0
170,13,1,first,0,154,1000,0,0,0,0,0,0
170,13,1,first,0,155,1000,0,0,0,0,0,0
170,13,1,first,0,156,1000,0,0,0,0,0,0
170,13,1,first,0,157,1000,0,0,0,0,0,0
170,13,1,first,0,158,1000,0,0,0,0,0,0
170,13,1,first,0,159,1000,0,0,0,0,0,0
170,13,1,first,0,160,1000,0,0,0,0,0,0
170,13,1,first,0,161,1000,0,0,0,0,0,0
170,13,1,first,0,162,1000,0,0,0,0,0,0
170,13,1,first,0,163,1000,0,0,0,0,0,0
170,13,1,first,0,164,1000,0,0,0,0,0,0
170,13,1,first,0,165,1000,0,0,0,0,0,0
170,13,1,first,0,166,1000,0,0,0,0,0,0
170,13,1,first,0,167,1000,0,0,0,0,0,0
170,13,1,first,0,168,1000,0,0,0,0,0,0
170,13,1,first,0,169,1000,0,0,0,0,0,0
170,13,1,first,0,170,1000,0,0,0,0,0,0
170,11,7,second,0,0,1000,0,0,0,0,0,0
170,11,7,second,0,1,1000,0,0,0,0,0,0
170,11,7,second,0,2,1000,0,0,0,0,0,0
170,11,7,second,0,3,1000,0,0,0,0,0,0
170,11,7,second,0,4,1000,0,0,0,0,0,0
170,11,7,second,0,5,1000,0,0,0,0,0,0
170,11,7,second,0,6,1000,0,0,0,0,0,0
170,11,7,second,0,7,1000,0,0,0,0,0,0
170,11,7,second,0,8,1000,0,0,0,0,0,0
170,11,7,second,0,9,1000,0,0,0,0,0,0
170,11,7,second,0,10,1000,0,0,0,0,0,0
170,11,7,second,0,11,1000,0,0,0,0,0,0
170,11,7,second,0,12,1000,0,0,0,0,0,0
170,11,7,second,0,13,1000,0,0,0,0,0,0
170,11,7,second,0,14,1000,0,0,0,0,0,0
170,11,7,second,0,15,1000,0,0,0,0,0,0
170,11,7,second,0,16,1000,0,0,0,0,0,0
170,11,7,second,0,17,1000,0,0,0,0,0,0
170,11,7,second,0,18,1000,0,0,0,0,0,0
170,11,7,second,0,19,1000,0,0,0,0,0,0
170,11,7,second,0,20,1000,0,0,0,0,0,0
170,11,7,second,0,21,1000,0,0,0,0,0,0
170,11,7,second,0,22,1000,0,0,0,0,0,0
170,11,7,second,0,23,1000,0,0,0,0,0,0
170,11,7,second,0,24,1000,0,0,0,0,0,0
170,11,7,second,0,25,1000,0,0,0,0,0,0
170,11,7,second,0,26,1000,0,0,0,0,0,0
170,11,7,second,0,27,1000,0,0,0,0,0,0
170,11,7,second,0,28,1000,0,0,0,0,0,0
170,11,7,second,0,29,1000,0,0,0,0,0,0
170,11,7,second,0,30,1000,0,0,0,0,0,0
170,11,7,second,0,31,1000,0,0,0,0,0,0
170,11,7,second,0,32,1000,0,0,0,0,0,0
170,11,7,second,0,33,1000,0,0,0,0,0,0
170,11,7,second,0,34,1000,0,0,0,0,0,0
170,11,7,second,0,35,1000,0,0,0,0,0,0
170,11,7,second,0,36,1000,0,0,0,0,0,0
170,11,7,second,0,37,1000,0,0,0,0,0,0
170,11,7,second,0,38,1000,0,0,0,0,0,0
170,11,7,second,0,39,1000,0,0,0,0,0,0
170,11,7,second,0,40,1000,0,0,0,0,0,0
170,11,7,second,0,41,1000,0,0,0,0,0,0
170,11,7,second,0,42,1000,0,0,0,0,0,0
170,11,7,second,0,43,1000,0,0,0,0,0,0
170,11,7,second,0,44,1000,0,0,0,0,0,0
170,11,7,second,0,45,1000,0,0,0,0,0,0
170,11,7,second,0,46,1000,0,0,0,0,0,0
170,11,7,second,0,47,1000,0,0,0,0,0,0
170,11,7,second,0,48,1000,0,0,0,0,0,0
170,11,7,second,0,49,1000,0,0,0,0,0,0
170,11,7,second,0,50,1000,0,0,0,0,0,0
170,11,7,second,0,51,1000,0,0,0,0,0,0
170,11,7,second,0,52,1000,0,0,0,0,0,0
170,11,7,second,0,53,1000,0,0,0,0,0,0
170,11,7,second,0,54,1000,0,0,0,0,0,0
170,11,7,second,0,55,1000,0,0,0,0,0,0
170,11,7,second,0,56,1000,0,0,0,0,0,0
170,11,7,second,0,57,1000,0,0,0,0,0,0
170,11,7,second,0,58,1000,0,0,0,0,0,0
170,11,7,second,0,59,1000,0,0,0,0,0,0
170,11,7,second,0,60,1000,0,0,0,0,0,0
170,11,7,second,0,61,1000,0,0,0,0,0,0
170,11,7,second,0,62,1000,0,0,0,0,0,0
170,11,7,second,0,63,1000,0,0,0,0,0,0
170,11,7,second,0,64,1000,0,0,0,0,0,0
170,11,7,second,0,65,1000,1,15,-0.641245674740484439269,0.767335640138408270339,-9.61868512110726570086,11.5100346020761232779
170,11,7,second,0,66,1000,1,15,-0.641245674740484439269,0.767335640138408270339,-9.61868512110726570086,11.5100346020761232779
170,11,7,second,0,67,1000,1,14,-0.641245674740484439269,0.767335640138408270339,-8.97743944636678214977,10.7426989619377160068
170,11,7,second,0,68,1000,1,14,-0.641245674740484439269,0.767335640138408270339,-8.97743944636678214977,10.7426989619377160068
170,11,7,second,0,69,1000,2,27,0,0,-0.641245674740483551091,0.76733564013840882545
170,11,7,second,0,70,1000,3,48,-0.641245674740484439269,0.767335640138408270339,-12.8249134948096887854,15.3467128027681649627
170,11,7,second,0,71,1000,5,75,-1.92373702422145331781,2.30200692041522492204,-31.4210380622837384124,37.5994463667820042474
170,11,7,second,0,72,1000,6,90,-2.56498269896193775708,3.06934256055363308135,-41.0397231833910041132,49.1094809688581293017
170,11,7,second,0,73,1000,7,108,-3.20622837370242219635,3.83667820069204124067,-53.8646366782006964513,64.4561937716262889353
170,11,7,second,0,74,1000,10,152,-5.12996539792387551415,6.13868512110726616271,-82.0794463667820082264,98.2189619377162443925
170,11,7,second,0,75,1000,12,179,-6.41245674740484439269,7.67335640138408248134,-100.675570934256057853,120.471695501730096112
170,11,7,second,0,76,1000,12,176,-6.41245674740484439269,7.67335640138408248134,-100.034325259515583184,119.704359861591697722
170,11,7,second,0,77,1000,15,216,-8.33619377162629859868,9.97536332179930873565,-126.96664359861593141,151.932456747404813768
170,11,7,second,0,78,1000,18,266,-8.97743944636678392612,10.7426989619377177831,-138.509065743944660198,165.74449826989621215
170,11,7,second,0,79,1000,24,339,-12.8249134948096958908,15.3467128027681720681,-186.602491349480942517,223.294671280276816105
170,11,7,second,0,80,1000,30,418,-15.3898961937716372006,18.4160553633218064817,-228.283460207612449722,273.171487889273350902
170,11,7,second,0,81,1000,39,518,-21.1611072664360051476,25.3220761245674879092,-292.408027681660826147,349.905051903114099332
170,11,7,second,0,82,1000,50,630,-28.2148096885813437495,33.7627681660899767735,-365.510034602076018473,437.381314878892624165
170,11,7,second,0,83,1000,64,801,-35.9097577854671428099,42.9707958477508427109,-457.208166089965345691,547.110311418685455465
170,11,7,second,0,84,1000,78,945,-43.6047058823529241067,52.1788235294117086482,-535.440138408304505901,640.725259515571224256
170,11,7,second,0,85,1000,96,1126,-52.582145328719668953,62.9215224913493855752,-630.985743944636396918,755.058269896193905879
170,11,7,second,0,86,1000,106,1227,-58.9946020761244867003,70.5948788927335044718,-691.904083044982598949,827.955155709343216586
170,11,7,second,0,87,1000,134,1520,-73.1020069204151923259,87.4762629757785816764,-842.596816608996505238,1008.27903114186995026
170,11,7,second,0,88,1000,150,1673,-84.6444290657439921688,101.28830449827000848,-956.097301038062369116,1144.09743944636829838
170,11,7,second,0,89,1000,174,1867,-93.621868512110836491,112.031003460207784883,-1021.50435986159220647,1222.36567474048524673
170,11,7,second,0,90,1000,203,2118,-108.370519031142080735,129.679723183391274688,-1151.67723183391012753,1378.13480968858152664
170,11,7,second,0,91,1000,239,2431,-123.485469896194089756,149.26385605536370349,-1278.64299515570860422,1540.54581591695659881
170,11,7,second,0,92,1000,272,2736,-142.081594463667954642,171.516589619377668896,-1443.71807889273281944,1736.58299792387583693
170,11,7,second,0,93,1000,310,3031,-157.471490657439346705,189.932644982699571301,-1564.63856608996388786,1882.77751141868589002
170,11,7,second,0,94,1000,345,3313,-169.655158477508365422,204.512022145329410705,-1642.87053840830276386,1976.39245951556995351
170,11,7,second,0,95,1000,374,3499,-183.39626297577805758,219.457993079585548912,-1740.98200692041314142,2083.31626297577895457
170,11,7,second,0,96,1000,396,3651,-189.808719723182804273,227.131349480969674914,-1779.45674740484219001,2129.35640138408143685
170,11,7,second,0,97,1000,425,3830,-199.427404844289924313,238.641384083045863918,-1832.68013840830280969,2193.0452595155702511
170,11,7,second,0,98,1000,444,3881,-211.61107266435894303,253.220761245675703321,-1891.03349480968631724,2262.87280276816500191
170,11,7,second,0,99,1000,470,4023,-221.871003460206537738,265.498131487890304925,-1953.87557093425243693,2338.07169550172875461
170,11,7,second,0,100,1000,483,4066,-218.664775086504164392,261.661453287198241924,-1885.26228373702201679,2255.9667820069184927
170,11,7,second,0,101,1000,471,3861,-217.382283737023215053,260.126782006921416723,-1829.47391003460188585,2189.2085813148755733
170,11,7,second,0,102,1000,462,3749,-218.023529411763689723,260.894117647059829324,-1820.49647058823370571,2178.46588235293984326
170,11,7,second,0,103,1000,436,3539,-209.046089965397044352,250.151418685122052921,-1735.85204152248866194,2077.17757785466983478
170,11,7,second,0,104,1000,423,3451,-196.862422145328025636,235.572041522492213517,-1651.20761245674634665,1975.88927335640005367
170,11,7,second,0,105,1000,400,3229,-188.526228373701854935,225.596678200692849714,-1552.45577854671137175,1857.71958477508633223
170,11,7,second,0,106,1000,375,3015,-178.907543252594734895,214.086643598616660711,-1458.83391003460201318,1745.68858131487831997
170,11,7,second,0,107,1000,346,2749,-161.593910034601918824,193.368581314879520505,-1303.65245674740549475,1559.99335640138519921
170,11,7,second,0,108,1000,319,2557,-151.975224913494798784,181.858546712803331502,-1233.11543252595242848,1475.58643598616004056
170,11,7,second,0,109,1000,300,2399,-146.20401384083052676,174.9525259515576181,-1192.07570934256159489,1426.47695501730277101
170,11,7,second,0,110,1000,269,2191,-136.585328719723406721,163.442491349481429097,-1135.64608996539845975,1358.95141868512246219
170,11,7,second,0,111,1000,227,1871,-118.630449826989902817,141.957093425605876291,-992.007058823529860092,1187.06823529411917661
170,11,7,second,0,112,1000,200,1670,-103.881799307958658574,124.308373702422386486,-877.224083044982990032,1049.71515570934411699
170,11,7,second,0,113,1000,169,1412,-89.1331487889274143299,106.659653979238896682,-751.539930795848135858,899.317370242215929466
170,11,7,second,0,114,1000,137,1171,-69.8957785467127479251,83.6395847750865186754,-609.824636678200818096,729.736193771626972193
170,11,7,second,0,115,1000,112,962,-61.5595847750864137993,73.6642214532871548727,-538.646366782006680296,644.56193771626317357
170,11,7,second,0,116,1000,97,838,-54.5058823529411142772,65.2235294117646162704,-483.499238754325062928,578.571072664359803639
170,11,7,second,0,117,1000,87,771,-48.0934256055362965299,57.5501730103805471117,-436.688304498269474152,522.555570934255570137
170,11,7,second,0,118,1000,67,605,-37.8334948096885881341,45.2728027681660591952,-346.913910034602054111,415.128581314878715602
170,11,7,second,0,119,1000,47,437,-27.5735640138408584221,32.9954325259515712787,-255.857024221453201562,306.166920415224865337
170,11,7,second,0,120,1000,38,363,-23.08484429065746113,27.6240830449827150517,-218.664775086505102308,261.661453287197275586
170,11,7,second,0,121,1000,26,248,-15.3898961937716372006,18.4160553633218064817,-144.921522491349435313,173.417854671280252887
170,11,7,second,0,122,1000,22,205,-14.1074048442906665457,16.8813840830449883867,-131.455363321799325149,157.303806228373673548
170,11,7,second,0,123,1000,15,134,-9.61868512110726925357,11.5100346020761268306,-85.9269204152249130857,102.822975778546705783
170,11,7,second,0,124,1000,8,68,-5.12996539792387551415,6.13868512110726616271,-43.6047058823529383176,52.1788235294117583862
170,11,7,second,0,125,1000,8,73,-5.12996539792387551415,6.13868512110726616271,-46.8109342560553614021,56.0155017301038071764
170,11,7,second,0,126,1000,5,52,-3.20622837370242219635,3.83667820069204124067,-33.3447750865051872893,39.9014532871972278372
170,11,7,second,0,127,1000,4,41,-2.56498269896193775708,3.06934256055363308135,-26.2910726643598628982,31.4607612456747389729
170,11,7,second,0,128,1000,3,25,-1.92373702422145331781,2.30200692041522492204,-16.0311418685121118699,19.1833910034602048711
170,11,7,second,0,129,1000,3,25,-1.92373702422145331781,2.30200692041522492204,-16.0311418685121118699,19.1833910034602048711
170,11,7,second,0,130,1000,2,17,-1.28249134948096887854,1.53467128027681654068,-10.9011764705882363558,13.0447058823529395966
170,11,7,second,0,131,1000,1,10,-0.641245674740484439269,0.767335640138408270339,-6.41245674740484439269,7.67335640138408248134
170,11,7,second,0,132,1000,1,9,-0.641245674740484439269,0.767335640138408270339,-5.77121107266435995342,6.90602076124567432203
170,11,7,second,0,133,1000,1,9,-0.641245674740484439269,0.767335640138408270339,-5.77121107266435995342,6.90602076124567432203
170,11,7,second,0,134,1000,1,9,-0.641245674740484439269,0.767335640138408270339,-5.77121107266435995342,6.90602076124567432203
170,11,7,second,0,135,1000,1,10,-0.641245674740484439269,0.767335640138408270339,-6.41245674740484439269,7.67335640138408248134
170,11,7,second,0,136,1000,1,10,-0.641245674740484439269,0.767335640138408270339,-6.41245674740484439269,7.67335640138408248134
170,11,7,second,0,137,1000,1,10,-0.641245674740484439269,0.767335640138408270339,-6.41245674740484439269,7.67335640138408248134
170,11,7,second,0,138,1000,0,0,0,0,0,0
170,11,7,second,0,139,1000,0,0,0,0,0,0
170,11,7,second,0,140,1000,0,0,0,0,0,0
170,11,7,second,0,141,1000,0,0,0,0,0,0
170,11,7,second,0,142,1000,0,0,0,0,0,0
170,11,7,second,0,143,1000,0,0,0,0,0,0
170,11,7,second,0,144,1000,0,0,0,0,0,0
170,11,7,second,0,145,1000,0,0,0,0,0,0
170,11,7,second,0,146,1000,0,0,0,0,0,0
170,11,7,second,0,147,1000,0,0,0,0,0,0
170,11,7,second,0,148,1000,0,0,0,0,0,0
170,11,7,second,0,149,1000,0,0,0,0,0,0
170,11,7,second,0,150,1000,0,0,0,0,0,0
170,11,7,second,0,151,1000,0,0,0,0,0,0
170,11,7,second,0,152,1000,0,0,0,0,0,0
170,11,7,second,0,153,1000,0,0,0,0,0,0
170,11,7,second,0,154,1000,0,0,0,0,0,0
170,11,7,second,0,155,1000,0,0,0,0,0,0
170,11,7,second,0,156,1000,0,0,0,0,0,0
170,11,7,second,0,157,1000,0,0,0,0,0,0
170,11,7,second,0,158,1000,0,0,0,0,0,0
170,11,7,second,0,159,1000,0,0,0,0,0,0
170,11,7,second,0,160,1000,0,0,0,0,0,0
170,11,7,second,0,161,1000,0,0,0,0,0,0
170,11,7,second,0,162,1000,0,0,0,0,0,0
170,11,7,second,0,163,1000,0,0,0,0,0,0
170,11,7,second,0,164,1000,0,0,0,0,0,0
170,11,7,second,0,165,1000,0,0,0,0,0,0
170,11,7,second,0,166,1000,0,0,0,0,0,0
170,11,7,second,0,167,1000,0,0,0,0,0,0
170,11,7,second,0,168,1000,0,0,0,0,0,0
170,11,7,second,0,169,1000,0,0,0,0,0,0
170,11,7,second,0,170,1000,0,0,0,0,0,0
170,13,1,first,1,0,1000,0,0,0,0,0,0
170,13,1,first,1,1,1000,0,0,0,0,0,0
170,13,1,first,1,2,1000,0,0,0,0,0,0
