n,a,b,orientation,batch,k,samples,sum_rank1,sum_rank1_s,sum_line4_re,sum_line4_im,sum_line4_s_re,sum_line4_s_im
130,11,3,first,0,104,1000,0,0,0,0,0,0
130,11,3,first,0,105,1000,0,0,0,0,0,0
130,11,3,first,0,106,1000,0,0,0,0,0,0
130,11,3,first,0,107,1000,0,0,0,0,0,0
130,11,3,first,0,108,1000,0,0,0,0,0,0
130,11,3,first,0,109,1000,0,0,0,0,0,0
130,11,3,first,0,110,1000,0,0,0,0,0,0
130,11,3,first,0,111,1000,0,0,0,0,0,0
130,11,3,first,0,112,1000,0,0,0,0,0,0
130,11,3,first,0,113,1000,0,0,0,0,0,0
130,11,3,first,0,114,1000,0,0,0,0,0,0
130,11,3,first,0,115,1000,0,0,0,0,0,0
130,11,3,first,0,116,1000,0,0,0,0,0,0
130,11,3,first,0,117,1000,0,0,0,0,0,0
130,11,3,first,0,118,1000,0,0,0,0,0,0
130,11,3,first,0,119,1000,0,0,0,0,0,0
130,11,3,first,0,120,1000,0,0,0,0,0,0
130,11,3,first,0,121,1000,0,0,0,0,0,0
130,11,3,first,0,122,1000,0,0,0,0,0,0
130,11,3,first,0,123,1000,0,0,0,0,0,0
130,11,3,first,0,124,1000,0,0,0,0,0,0
130,11,3,first,0,125,1000,0,0,0,0,0,0
130,11,3,first,0,126,1000,0,0,0,0,0,0
130,11,3,first,0,127,1000,0,0,0,0,0,0
130,11,3,first,0,128,1000,0,0,0,0,0,0
130,11,3,first,0,129,1000,0,0,0,0,0,0
130,11,3,first,0,130,1000,0,0,0,0,0,0
130,9,7,second,0,0,1000,0,0,0,0,0,0
130,9,7,second,0,1,1000,0,0,0,0,0,0
130,9,7,second,0,2,1000,0,0,0,0,0,0
130,9,7,second,0,3,1000,0,0,0,0,0,0
130,9,7,second,0,4,1000,0,0,0,0,0,0
130,9,7,second,0,5,1000,0,0,0,0,0,0
130,9,7,second,0,6,1000,0,0,0,0,0,0
130,9,7,second,0,7,1000,0,0,0,0,0,0
130,9,7,second,0,8,1000,0,0,0,0,0,0
130,9,7,second,0,9,1000,0,0,0,0,0,0
130,9,7,second,0,10,1000,0,0,0,0,0,0
130,9,7,second,0,11,1000,0,0,0,0,0,0
130,9,7,second,0,12,1000,0,0,0,0,0,0
130,9,7,second,0,13,1000,0,0,0,0,0,0
130,9,7,second,0,14,1000,0,0,0,0,0,0
130,9,7,second,0,15,1000,0,0,0,0,0,0
130,9,7,second,0,16,1000,0,0,0,0,0,0
130,9,7,second,0,17,1000,0,0,0,0,0,0
130,9,7,second,0,18,1000,0,0,0,0,0,0
130,9,7,second,0,19,1000,0,0,0,0,0,0
130,9,7,second,0,20,1000,0,0,0,0,0,0
130,9,7,second,0,21,1000,0,0,0,0,0,0
130,9,7,second,0,22,1000,0,0,0,0,0,0
130,9,7,second,0,23,1000,0,0,0,0,0,0
130,9,7,second,0,24,1000,0,0,0,0,0,0
130,9,7,second,0,25,1000,0,0,0,0,0,0
130,9,7,second,0,26,1000,0,0,0,0,0,0
130,9,7,second,0,27,1000,0,0,0,0,0,0
130,9,7,second,0,28,1000,0,0,0,0,0,0
130,9,7,second,0,29,1000,0,0,0,0,0,0
130,9,7,second,0,30,1000,0,0,0,0,0,0
130,9,7,second,0,31,1000,0,0,0,0,0,0
130,9,7,second,0,32,1000,0,0,0,0,0,0
130,9,7,second,0,33,1000,0,0,0,0,0,0
130,9,7,second,0,34,1000,0,0,0,0,0,0
130,9,7,second,0,35,1000,0,0,0,0,0,0
130,9,7,second,0,36,1000,0,0,0,0,0,0
130,9,7,second,0,37,1000,0,0,0,0,0,0
130,9,7,second,0,38,1000,0,0,0,0,0,0
130,9,7,second,0,39,1000,0,0,0,0,0,0
130,9,7,second,0,40,1000,0,0,0,0,0,0
130,9,7,second,0,41,1000,0,0,0,0,0,0
130,9,7,second,0,42,1000,0,0,0,0,0,0
130,9,7,second,0,43,1000,0,0,0,0,0,0
130,9,7,second,0,44,1000,0,0,0,0,0,0
130,9,7,second,0,45,1000,0,0,0,0,0,0
130,9,7,second,0,46,1000,0,0,0,0,0,0
130,9,7,second,0,47,1000,0,0,0,0,0,0
130,9,7,second,0,48,1000,0,0,0,0,0,0
130,9,7,second,0,49,1000,0,0,0,0,0,0
130,9,7,second,0,50,1000,0,0,0,0,0,0
130,9,7,second,0,51,1000,2,25,-1.75763313609467464183,0.954319526627218972514,-21.9704142011834342441,11.9289940828402372119
130,9,7,second,0,52,1000,4,47,-3.51526627218934928365,1.90863905325443794503,-41.3043786982248519735,22.4265088757396462427
130,9,7,second,0,53,1000,6,76,-5.27289940828402414752,2.86295857988165680652,-66.7900591715976332807,36.2641420118343162926
130,9,7,second,0,54,1000,9,110,-7.90934911242603710946,4.29443786982248543183,-96.6698224852071064106,52.4875739644970451536
130,9,7,second,0,55,1000,11,135,-9.66698224852071241742,5.24875739644970362718,-118.640236686390537102,64.4165680473372788128
130,9,7,second,0,56,1000,12,146,-10.5457988165680500714,5.72591715976331272486,-128.307218934911247743,69.6653254437869833282
130,9,7,second,0,57,1000,17,197,-13.1822485207100630333,7.1573964497041400179,-159.065798816568019447,86.3659171597633275042
130,9,7,second,0,58,1000,22,238,-17.5763313609467495269,9.54319526627218905901,-195.097278106508866813,105.929467455621306726
130,9,7,second,0,59,1000,28,302,-22.8492307692307754508,12.4061538461538489742,-251.341538461538448246,136.467692307692317399
130,9,7,second,0,60,1000,38,392,-29.8797633136094766826,16.223431952662728861,-307.585798816568001257,167.005917159763214386
130,9,7,second,0,61,1000,49,506,-36.0314792899408260496,19.5635502958579863275,-374.375857988165591905,203.270059171597495151
130,9,7,second,0,62,1000,71,712,-55.3654437869821762774,30.0610650887573669365,-553.654437869822459106,300.610650887573854106
130,9,7,second,0,63,1000,87,861,-69.4265088757395716357,37.6956213017750982885,-686.35573964497086763,372.661775147928949536
130,9,7,second,0,64,1000,102,987,-77.3358579881656424959,41.9900591715975721741,-744.357633136095387272,404.154319526627091363
130,9,7,second,0,65,1000,130,1215,-93.1545562130177842164,50.5789349112425199451,-876.180118343196454589,475.728284023668550162
130,9,7,second,0,66,1000,161,1463,-116.882603550295996797,63.4622485207099416016,-1062.48923076923279041,576.886153846153774793
130,9,7,second,0,67,1000,185,1623,-137.974201183432171547,74.914082840236545735,-1211.88804733728102292,658.003313609467795686
130,9,7,second,0,68,1000,215,1851,-153.792899408284313267,83.502958579881493506,-1336.68000000000370164,725.759999999999877218
130,9,7,second,0,69,1000,252,2096,-182.793846153846573088,99.2492307692305644196,-1543.20189349112865784,837.892544378697948559
130,9,7,second,0,70,1000,301,2380,-210.037159763314150496,114.041183431952418914,-1720.72284023669180897,934.278816568047886904
130,9,7,second,0,71,1000,319,2465,-222.340591715976927389,120.721420118342933847,-1762.02721893491684568,956.705325443787501172
130,9,7,second,0,72,1000,349,2624,-238.15928994082906911,129.310295857987881618,-1834.96899408284616584,996.309585798817465729
130,9,7,second,0,73,1000,396,2883,-267.160236686391328931,145.056568047336952532,-1988.76189349113087701,1079.81254437869915819
130,9,7,second,0,74,1000,422,2974,-281.221301775148788238,152.691124260354683884,-2033.58153846154527855,1104.14769230769297792
130,9,7,second,0,75,1000,452,3117,-302.312899408284977198,164.142958579881280912,-2141.67597633136620061,1162.8383431952677256
130,9,7,second,0,76,1000,480,3253,-323.404497041421166159,175.59479289940787794,-2257.67976331361387565,1225.82343195266480507
130,9,7,second,0,77,1000,498,3277,-325.162130177515848573,176.549112426035094359,-2210.22366863905835999,1200.05680473372945016
130,9,7,second,0,78,1000,488,3180,-326.919763313610530986,177.503431952662310778,-2160.13112426036104807,1172.85869822485392433
130,9,7,second,0,79,1000,476,3103,-312.858698224853071679,169.868875739644579426,-2074.88591715977008789,1126.57420118343270588
130,9,7,second,0,80,1000,443,2859,-299.676449704142953578,162.711479289940456283,-1950.09396449704831866,1058.81751479290051066
130,9,7,second,0,81,1000,409,2683,-280.342485207101447031,152.213964497041075674,-1867.48520710059824523,1013.96449704142150949
130,9,7,second,0,82,1000,366,2401,-249.583905325444504797,135.513372781064788342,-1674.14556213018295239,908.989349112426907595
130,9,7,second,0,83,1000,346,2239,-240.79573964497109273,130.741775147928706247,-1591.53680473373287896,864.136331360948020119
130,9,7,second,0,84,1000,307,1979,-222.340591715976927389,120.721420118342933847,-1452.6837869822529683,788.745088757397411428
130,9,7,second,0,85,1000,270,1754,-189.824378698225302742,103.066508875739430096,-1254.95005917160119679,681.384142011834796904
130,9,7,second,0,86,1000,223,1485,-148.520000000000266027,80.639999999999844249,-993.941538461540858407,539.66769230769261867
130,9,7,second,0,87,1000,180,1213,-119.519053254438020417,64.8937278106507733355,-825.208757396451119348,448.053017751479387698
130,9,7,second,0,88,1000,151,1022,-101.063905325443855077,54.8733727810649938306,-694.265088757397393238,376.956213017751451844
130,9,7,second,0,89,1000,118,801,-80.8511242603550073227,43.8986982248520050121,-556.290887573964823787,302.042130177514536626
130,9,7,second,0,90,1000,91,606,-62.3959763313608490876,33.8783431952662326125,-423.589585798816756324,229.991005917159554883
130,9,7,second,0,91,1000,65,435,-43.0620118343194988597,23.3808284023668520035,-294.403550295857996844,159.848520710059091243
130,9,7,second,0,92,1000,53,373,-36.0314792899408260496,19.5635502958579863275,-255.735621301775154279,138.853491124260386869
130,9,7,second,0,93,1000,34,243,-21.0915976331361001428,11.4518343195266290024,-152.035266272189375059,82.5486390532544618281
130,9,7,second,0,94,1000,27,199,-14.9398816568047383413,8.11171597633135910144,-113.367337278106532494,61.5536094674556295558
130,9,7,second,0,95,1000,23,174,-13.1822485207100630333,7.1573964497041400179,-103.700355029585836064,56.3048520710059250405
130,9,7,second,0,96,1000,14,110,-12.3034319526627253794,6.68023668639053092022,-96.6698224852071064106,52.4875739644970451536
130,9,7,second,0,97,1000,8,70,-7.03053254437869945548,3.81727810650887589006,-61.5171597633136144623,33.4011834319526670356
130,9,7,second,0,98,1000,8,74,-7.03053254437869945548,3.81727810650887589006,-65.0324260355029650782,35.3098224852070998736
130,9,7,second,0,99,1000,6,51,-5.27289940828402414752,2.86295857988165680652,-44.8196449704142096948,24.3351479289940861861
130,9,7,second,0,100,1000,5,46,-4.39408284023668649354,2.38579881656804726475,-40.4255621301775178722,21.9493491124260380332
130,9,7,second,0,101,1000,5,46,-4.39408284023668649354,2.38579881656804726475,-40.4255621301775178722,21.9493491124260380332
130,9,7,second,0,102,1000,4,39,-3.51526627218934928365,1.90863905325443794503,-34.2738461538461507416,18.6092307692307699085
130,9,7,second,0,103,1000,2,22,-1.75763313609467464183,0.954319526627218972514,-19.3339644970414212821,10.4975147928994090307
130,9,7,second,0,104,1000,1,11,-0.878816568047337320913,0.477159763313609486257,-9.66698224852071064106,5.24875739644970451536
130,9,7,second,0,105,1000,1,11,-0.878816568047337320913,0.477159763313609486257,-9.66698224852071064106,5.24875739644970451536
130,9,7,second,0,106,1000,1,11,-0.878816568047337320913,0.477159763313609486257,-9.66698224852071064106,5.24875739644970451536
130,9,7,second,0,107,1000,1,10,-0.878816568047337320913,0.477159763313609486257,-8.78816568047337298708,4.7715976331360945295
130,9,7,second,0,108,1000,1,9,-0.878816568047337320913,0.477159763313609486257,-7.90934911242603622128,4.29443786982248543183
130,9,7,second,0,109,1000,0,0,0,0,0,0
130,9,7,second,0,110,1000,0,0,0,0,0,0
130,9,7,second,0,111,1000,0,0,0,0,0,0
130,9,7,second,0,112,1000,0,0,0,0,0,0
130,9,7,second,0,113,1000,0,0,0,0,0,0
130,9,7,second,0,114,1000,0,0,0,0,0,0
130,9,7,second,0,115,1000,0,0,0,0,0,0
130,9,7,second,0,116,1000,0,0,0,0,0,0
130,9,7,second,0,117,1000,0,0,0,0,0,0
130,9,7,second,0,118,1000,0,0,0,0,0,0
130,9,7,second,0,119,1000,0,0,0,0,0,0
130,9,7,second,0,120,1000,0,0,0,0,0,0
130,9,7,second,0,121,1000,0,0,0,0,0,0
130,9,7,second,0,122,1000,0,0,0,0,0,0
130,9,7,second,0,123,1000,0,0,0,0,0,0
130,9,7,second,0,124,1000,0,0,0,0,0,0
130,9,7,second,0,125,1000,0,0,0,0,0,0
130,9,7,second,0,126,1000,0,0,0,0,0,0
130,9,7,second,0,127,1000,0,0,0,0,0,0
130,9,7,second,0,128,1000,0,0,0,0,0,0
130,9,7,second,0,129,1000,0,0,0,0,0,0
130,9,7,second,0,130,1000,0,0,0,0,0,0
130,11,3,first,1,0,1000,0,0,0,0,0,0
130,11,3,first,1,1,1000,0,0,0,0,0,0
130,11,3,first,1,2,1000,0,0,0,0,0,0
130,11,3,first,1,3,1000,0,0,0,0,0,0
130,11,3,first,1,4,1000,0,0,0,0,0,0
130,11,3,first,1,5,1000,0,0,0,0,0,0
130,11,3,first,1,6,1000,0,0,0,0,0,0
130,11,3,first,1,7,1000,0,0,0,0,0,0
130,11,3,first,1,8,1000,0,0,0,0,0,0
130,11,3,first,1,9,1000,0,0,0,0,0,0
130,11,3,first,1,10,1000,0,0,0,0,0,0
130,11,3,first,1,11,1000,0,0,0,0,0,0
130,11,3,first,1,12,1000,0,0,0,0,0,0
130,11,3,first,1,13,1000,0,0,0,0,0,0
130,11,3,first,1,14,1000,0,0,0,0,0,0
130,11,3,first,1,15,1000,0,0,0,0,0,0
130,11,3,first,1,16,1000,0,0,0,0,0,0
130,11,3,first,1,17,1000,0,0,0,0,0,0
130,11,3,first,1,18,1000,0,0,0,0,0,0
130,11,3,first,1,19,1000,0,0,0,0,0,0
130,11,3,first,1,20,1000,0,0,0,0,0,0
130,11,3,first,1,21,1000,0,0,0,0,0,0
130,11,3,first,1,22,1000,0,0,0,0,0,0
130,11,3,first,1,23,1000,0,0,0,0,0,0
130,11,3,first,1,24,1000,0,0,0,0,0,0
130,11,3,first,1,25,1000,0,0,0,0,0,0
130,11,3,first,1,26,1000,0,0,0,0,0,0
130,11,3,first,1,27,1000,0,0,0,0,0,0
130,11,3,first,1,28,1000,0,0,0,0,0,0
130,11,3,first,1,29,1000,0,0,0,0,0,0
130,11,3,first,1,30,1000,0,0,0,0,0,0
130,11,3,first,1,31,1000,0,0,0,0,0,0
130,11,3,first,1,32,1000,0,0,0,0,0,0
130,11,3,first,1,33,1000,0,0,0,0,0,0
130,11,3,first,1,34,1000,0,0,0,0,0,0
130,11,3,first,1,35,1000,0,0,0,0,0,0
130,11,3,first,1,36,1000,0,0,0,0,0,0
130,11,3,first,1,37,1000,0,0,0,0,0,0
130,11,3,first,1,38,1000,0,0,0,0,0,0
130,11,3,first,1,39,1000,0,0,0,0,0,0
130,11,3,first,1,40,1000,0,0,0,0,0,0
130,11,3,first,1,41,1000,0,0,0,0,0,0
130,11,3,first,1,42,1000,1,12,0.484497041420118346178,0.874792899408283974871,5.81396449704141993209,10.4975147928994072544
130,11,3,first,1,43,1000,1,12,0.484497041420118346178,0.874792899408283974871,5.81396449704141993209,10.4975147928994072544
130,11,3,first,1,44,1000,1,12,0.484497041420118346178,0.874792899408283974871,5.81396449704141993209,10.4975147928994072544
130,11,3,first,1,45,1000,2,25,0.968994082840236692356,1.74958579881656794974,12.1124260355029580438,21.8698224852070985946
130,11,3,first,1,46,1000,2,25,0.968994082840236692356,1.74958579881656794974,12.1124260355029580438,21.8698224852070985946
130,11,3,first,1,47,1000,4,55,1.93798816568047338471,3.49917159763313589949,26.6473372781065087622,48.1136094674556176187
130,11,3,first,1,48,1000,5,62,2.4224852071005917864,4.37396449704141954129,30.0388165680473342434,54.23715976331360622
130,11,3,first,1,49,1000,5,60,2.4224852071005917864,4.37396449704141954129,29.0698224852070978841,52.4875739644970380482
130,11,3,first,1,50,1000,6,75,2.90698224852070996604,5.24875739644970362718,36.3372781065088759078,65.6094674556212993366
130,11,3,first,1,51,1000,6,72,2.90698224852070996604,5.24875739644970362718,34.8837869822485160398,62.9850887573964470789
130,11,3,first,1,52,1000,8,91,3.87597633136094632533,6.99834319526627179897,44.0892307692307738876,79.6061538461538305
130,11,3,first,1,53,1000,9,98,4.36047337278106450498,7.87313609467455588486,47.4807100591715993687,85.7297041420118262067
130,11,3,first,1,54,1000,13,146,6.29846153846153722355,11.3723076923076913403,70.7365680473372719916,127.719763313609448119
130,11,3,first,1,55,1000,14,160,6.7829585798816554032,12.2471005917159754262,77.5195266272189371648,139.966863905325425321
130,11,3,first,1,56,1000,16,183,7.75195266272189176249,13.9966863905325435979,88.6629585798816464148,160.087100591715966402
130,11,3,first,1,57,1000,25,282,12.1124260355029562675,21.8698224852070985946,136.628165680473387056,246.691597633136012746
130,11,3,first,1,58,1000,32,362,15.503905325443783525,27.9933727810650871959,175.387928994082813006,316.675029585798768039
130,11,3,first,1,59,1000,40,455,19.3798816568047413966,34.9917159763313563303,220.446153846153833911,398.030769230769237765
130,11,3,first,1,60,1000,49,547,22.7713609467455810886,41.1152662721893449316,254.360946745562159776,459.266272189349081145
130,11,3,first,1,61,1000,66,698,29.0698224852071405166,52.4875739644970380482,309.10911242603555138,558.117869822484976794
130,11,3,first,1,62,1000,83,861,37.3062721893491797687,67.3590532544378390867,387.113136094674359811,698.959526627218679096
130,11,3,first,1,63,1000,106,1056,46.5117159763314589327,83.9801183431951017155,468.024142011834214827,845.04994082840221381
130,11,3,first,1,64,1000,124,1173,53.2946745562131383167,96.2272189349109794421,509.206390532544105554,919.407337278105728728
130,11,3,first,1,65,1000,145,1350,60.5621301775149376567,109.349112426035134149,562.985562130177186191,1016.50934911242529779
130,11,3,first,1,66,1000,173,1578,72.1900591715976958085,130.34414201183378168,658.915976331360411677,1189.71834319526556101
130,11,3,first,1,67,1000,201,1748,81.87999999999995282,147.83999999999932129,713.179644970413164629,1287.69514792899303757
130,11,3,first,1,68,1000,236,1962,91.0854437869820969809,164.461065088756583918,767.443313609466144953,1385.6719526627207415
130,11,3,first,1,69,1000,273,2198,104.166863905325143946,188.080473372780062391,846.900828402365050351,1529.13798816567941685
130,11,3,first,1,70,1000,305,2421,113.856804733727400958,205.576331360945602,916.18390532544162852,1654.2333727810637356
130,11,3,first,1,71,1000,339,2596,127.422721893490560774,230.070532544377357453,987.404970414199283368,1782.82792899408173071
130,11,3,first,1,72,1000,374,2793,138.566153846153468976,250.190769230767728004,1046.99810650887457086,1890.42745562130153303
