design,batch,samples,point,category,count
pell_Dplus1_N56,10,5000,minus,rank2,1319
pell_Dplus1_N56,10,5000,center,rank0,1523
pell_Dplus1_N56,10,5000,center,"rank1:0,1",633
pell_Dplus1_N56,10,5000,center,"rank1:1,-2",3
pell_Dplus1_N56,10,5000,center,"rank1:1,-1",596
pell_Dplus1_N56,10,5000,center,"rank1:1,0",649
pell_Dplus1_N56,10,5000,center,"rank1:1,1",9
pell_Dplus1_N56,10,5000,center,"rank1:2,-1",2
pell_Dplus1_N56,10,5000,center,rank2,1585
pell_Dplus1_N56,10,5000,plus,rank0,1288
pell_Dplus1_N56,10,5000,plus,"rank1:0,1",618
pell_Dplus1_N56,10,5000,plus,"rank1:1,-2",3
pell_Dplus1_N56,10,5000,plus,"rank1:1,-1",582
pell_Dplus1_N56,10,5000,plus,"rank1:1,0",630
pell_Dplus1_N56,10,5000,plus,"rank1:1,1",7
pell_Dplus1_N56,10,5000,plus,"rank1:2,-1",5
pell_Dplus1_N56,10,5000,plus,rank2,1867
pell_Dplus1_N56,11,5000,minus,rank0,1818
pell_Dplus1_N56,11,5000,minus,"rank1:0,1",607
pell_Dplus1_N56,11,5000,minus,"rank1:1,-2",9
pell_Dplus1_N56,11,5000,minus,"rank1:1,-1",602
pell_Dplus1_N56,11,5000,minus,"rank1:1,0",643
pell_Dplus1_N56,11,5000,minus,"rank1:1,1",4
pell_Dplus1_N56,11,5000,minus,"rank1:2,-1",4
pell_Dplus1_N56,11,5000,minus,rank2,1313
pell_Dplus1_N56,11,5000,center,rank0,1552
pell_Dplus1_N56,11,5000,center,"rank1:0,1",591
pell_Dplus1_N56,11,5000,center,"rank1:1,-2",9
pell_Dplus1_N56,11,5000,center,"rank1:1,-1",610
pell_Dplus1_N56,11,5000,center,"rank1:1,0",654
pell_Dplus1_N56,11,5000,center,"rank1:1,1",4
pell_Dplus1_N56,11,5000,center,"rank1:2,-1",2
pell_Dplus1_N56,11,5000,center,rank2,1578
pell_Dplus1_N56,11,5000,plus,rank0,1318
pell_Dplus1_N56,11,5000,plus,"rank1:0,1",595
pell_Dplus1_N56,11,5000,plus,"rank1:1,-2",10
pell_Dplus1_N56,11,5000,plus,"rank1:1,-1",597
pell_Dplus1_N56,11,5000,plus,"rank1:1,0",658
pell_Dplus1_N56,11,5000,plus,"rank1:1,1",5
pell_Dplus1_N56,11,5000,plus,"rank1:2,-1",2
pell_Dplus1_N56,11,5000,plus,rank2,1815
pell_Dplus1_N56,12,5000,minus,rank0,1834
pell_Dplus1_N56,12,5000,minus,"rank1:0,1",558
pell_Dplus1_N56,12,5000,minus,"rank1:1,-2",4
pell_Dplus1_N56,12,5000,minus,"rank1:1,-1",610
pell_Dplus1_N56,12,5000,minus,"rank1:1,0",650
pell_Dplus1_N56,12,5000,minus,"rank1:1,1",6
pell_Dplus1_N56,12,5000,minus,"rank1:2,-1",4
pell_Dplus1_N56,12,5000,minus,rank2,1334
pell_Dplus1_N56,12,5000,center,rank0,1586
pell_Dplus1_N56,12,5000,center,"rank1:0,1",565
pell_Dplus1_N56,12,5000,center,"rank1:1,-2",5
pell_Dplus1_N56,12,5000,center,"rank1:1,-1",608
pell_Dplus1_N56,12,5000,center,"rank1:1,0",665
pell_Dplus1_N56,12,5000,center,"rank1:1,1",5
pell_Dplus1_N56,12,5000,center,"rank1:2,-1",2
pell_Dplus1_N56,12,5000,center,rank2,1564
pell_Dplus1_N56,12,5000,plus,rank0,1327
pell_Dplus1_N56,12,5000,plus,"rank1:0,1",560
pell_Dplus1_N56,12,5000,plus,"rank1:1,-2",5
pell_Dplus1_N56,12,5000,plus,"rank1:1,-1",610
pell_Dplus1_N56,12,5000,plus,"rank1:1,0",660
pell_Dplus1_N56,12,5000,plus,"rank1:1,1",6
pell_Dplus1_N56,12,5000,plus,"rank1:2,-1",3
pell_Dplus1_N56,12,5000,plus,rank2,1829
pell_Dplus1_N56,13,5000,minus,rank0,1851
pell_Dplus1_N56,13,5000,minus,"rank1:0,1",607
pell_Dplus1_N56,13,5000,minus,"rank1:1,-2",7
pell_Dplus1_N56,13,5000,minus,"rank1:1,-1",581
pell_Dplus1_N56,13,5000,minus,"rank1:1,0",636
pell_Dplus1_N56,13,5000,minus,"rank1:1,1",5
pell_Dplus1_N56,13,5000,minus,"rank1:2,-1",4
pell_Dplus1_N56,13,5000,minus,rank2,1309
pell_Dplus1_N56,13,5000,center,rank0,1575
pell_Dplus1_N56,13,5000,center,"rank1:0,1",625
pell_Dplus1_N56,13,5000,center,"rank1:1,-2",10
pell_Dplus1_N56,13,5000,center,"rank1:1,-1",595
pell_Dplus1_N56,13,5000,center,"rank1:1,0",651
pell_Dplus1_N56,13,5000,center,"rank1:1,1",5
pell_Dplus1_N56,13,5000,center,"rank1:2,-1",5
pell_Dplus1_N56,13,5000,center,rank2,1534
pell_Dplus1_N56,13,5000,plus,rank0,1304
pell_Dplus1_N56,13,5000,plus,"rank1:0,1",618
pell_Dplus1_N56,13,5000,plus,"rank1:1,-2",10
pell_Dplus1_N56,13,5000,plus,"rank1:1,-1",591
pell_Dplus1_N56,13,5000,plus,"rank1:1,0",654
pell_Dplus1_N56,13,5000,plus,"rank1:1,1",4
pell_Dplus1_N56,13,5000,plus,"rank1:2,-1",6
pell_Dplus1_N56,13,5000,plus,rank2,1813
pell_Dplus1_N56,14,5000,minus,rank0,1833
pell_Dplus1_N56,14,5000,minus,"rank1:0,1",605
pell_Dplus1_N56,14,5000,minus,"rank1:1,-2",8
pell_Dplus1_N56,14,5000,minus,"rank1:1,-1",615
pell_Dplus1_N56,14,5000,minus,"rank1:1,0",627
pell_Dplus1_N56,14,5000,minus,"rank1:1,1",6
pell_Dplus1_N56,14,5000,minus,"rank1:2,-1",4
pell_Dplus1_N56,14,5000,minus,rank2,1302
pell_Dplus1_N56,14,5000,center,rank0,1570
pell_Dplus1_N56,14,5000,center,"rank1:0,1",623
pell_Dplus1_N56,14,5000,center,"rank1:1,-2",7
pell_Dplus1_N56,14,5000,center,"rank1:1,-1",614
pell_Dplus1_N56,14,5000,center,"rank1:1,0",643
pell_Dplus1_N56,14,5000,center,"rank1:1,1",7
pell_Dplus1_N56,14,5000,center,"rank1:2,-1",8
pell_Dplus1_N56,14,5000,center,rank2,1528
pell_Dplus1_N56,14,5000,plus,rank0,1323
pell_Dplus1_N56,14,5000,plus,"rank1:0,1",608
pell_Dplus1_N56,14,5000,plus,"rank1:1,-2",6
pell_Dplus1_N56,14,5000,plus,"rank1:1,-1",616
pell_Dplus1_N56,14,5000,plus,"rank1:1,0",624
pell_Dplus1_N56,14,5000,plus,"rank1:1,1",8
pell_Dplus1_N56,14,5000,plus,"rank1:2,-1",8
pell_Dplus1_N56,14,5000,plus,rank2,1807
pell_Dplus1_N56,15,5000,minus,rank0,1850
pell_Dplus1_N56,15,5000,minus,"rank1:0,1",620
pell_Dplus1_N56,15,5000,minus,"rank1:1,-2",6
pell_Dplus1_N56,15,5000,minus,"rank1:1,-1",570
pell_Dplus1_N56,15,5000,minus,"rank1:1,0",644
pell_Dplus1_N56,15,5000,minus,"rank1:1,1",5
pell_Dplus1_N56,15,5000,minus,"rank1:2,-1",6
pell_Dplus1_N56,15,5000,minus,rank2,1299
pell_Dplus1_N56,15,5000,center,rank0,1592
pell_Dplus1_N56,15,5000,center,"rank1:0,1",601
pell_Dplus1_N56,15,5000,center,"rank1:1,-2",5
pell_Dplus1_N56,15,5000,center,"rank1:1,-1",571
pell_Dplus1_N56,15,5000,center,"rank1:1,0",658
pell_Dplus1_N56,15,5000,center,"rank1:1,1",6
pell_Dplus1_N56,15,5000,center,"rank1:2,-1",5
pell_Dplus1_N56,15,5000,center,rank2,1562
pell_Dplus1_N56,15,5000,plus,rank0,1331
pell_Dplus1_N56,15,5000,plus,"rank1:0,1",613
pell_Dplus1_N56,15,5000,plus,"rank1:1,-2",7
pell_Dplus1_N56,15,5000,plus,"rank1:1,-1",567
pell_Dplus1_N56,15,5000,plus,"rank1:1,0",661
pell_Dplus1_N56,15,5000,plus,"rank1:1,1",5
pell_Dplus1_N56,15,5000,plus,"rank1:2,-1",4
pell_Dplus1_N56,15,5000,plus,rank2,1812
pell_Dplus1_N56,16,5000,minus,rank0,1817
pell_Dplus1_N56,16,5000,minus,"rank1:0,1",593
pell_Dplus1_N56,16,5000,minus,"rank1:1,-2",5
pell_Dplus1_N56,16,5000,minus,"rank1:1,-1",572
pell_Dplus1_N56,16,5000,minus,"rank1:1,0",630
pell_Dplus1_N56,16,5000,minus,"rank1:1,1",8
pell_Dplus1_N56,16,5000,minus,"rank1:2,-1",1
pell_Dplus1_N56,16,5000,minus,rank2,1374
pell_Dplus1_N56,16,5000,center,rank0,1583
pell_Dplus1_N56,16,5000,center,"rank1:0,1",615
pell_Dplus1_N56,16,5000,center,"rank1:1,-2",4
pell_Dplus1_N56,16,5000,center,"rank1:1,-1",574
pell_Dplus1_N56,16,5000,center,"rank1:1,0",634
pell_Dplus1_N56,16,5000,center,"rank1:1,1",6
pell_Dplus1_N56,16,5000,center,rank2,1584
pell_Dplus1_N56,16,5000,plus,rank0,1343
pell_Dplus1_N56,16,5000,plus,"rank1:0,1",577
pell_Dplus1_N56,16,5000,plus,"rank1:1,-2",6
pell_Dplus1_N56,16,5000,plus,"rank1:1,-1",576
pell_Dplus1_N56,16,5000,plus,"rank1:1,0",630
pell_Dplus1_N56,16,5000,plus,"rank1:1,1",9
pell_Dplus1_N56,16,5000,plus,"rank1:2,-1",2
pell_Dplus1_N56,16,5000,plus,rank2,1857
pell_Dplus1_N56,17,5000,minus,rank0,1906
pell_Dplus1_N56,17,5000,minus,"rank1:0,1",582
pell_Dplus1_N56,17,5000,minus,"rank1:1,-2",5
pell_Dplus1_N56,17,5000,minus,"rank1:1,-1",565
pell_Dplus1_N56,17,5000,minus,"rank1:1,0",623
pell_Dplus1_N56,17,5000,minus,"rank1:1,1",6
pell_Dplus1_N56,17,5000,minus,"rank1:2,-1",3
pell_Dplus1_N56,17,5000,minus,rank2,1310
pell_Dplus1_N56,17,5000,center,rank0,1633
pell_Dplus1_N56,17,5000,center,"rank1:0,1",599
pell_Dplus1_N56,17,5000,center,"rank1:1,-2",5
pell_Dplus1_N56,17,5000,center,"rank1:1,-1",572
pell_Dplus1_N56,17,5000,center,"rank1:1,0",622
pell_Dplus1_N56,17,5000,center,"rank1:1,1",9
pell_Dplus1_N56,17,5000,center,"rank1:2,-1",9
pell_Dplus1_N56,17,5000,center,rank2,1551
pell_Dplus1_N56,17,5000,plus,rank0,1359
pell_Dplus1_N56,17,5000,plus,"rank1:0,1",588
pell_Dplus1_N56,17,5000,plus,"rank1:1,-2",5
pell_Dplus1_N56,17,5000,plus,"rank1:1,-1",577
pell_Dplus1_N56,17,5000,plus,"rank1:1,0",640
pell_Dplus1_N56,17,5000,plus,"rank1:1,1",7
pell_Dplus1_N56,17,5000,plus,"rank1:2,-1",10
pell_Dplus1_N56,17,5000,plus,rank2,1814
pell_Dplus1_N56,18,5000,minus,rank0,1836
pell_Dplus1_N56,18,5000,minus,"rank1:0,1",556
pell_Dplus1_N56,18,5000,minus,"rank1:1,-2",9
pell_Dplus1_N56,18,5000,minus,"rank1:1,-1",620
pell_Dplus1_N56,18,5000,minus,"rank1:1,0",634
pell_Dplus1_N56,18,5000,minus,"rank1:1,1",7
pell_Dplus1_N56,18,5000,minus,"rank1:2,-1",4
pell_Dplus1_N56,18,5000,minus,rank2,1334
pell_Dplus1_N56,18,5000,center,rank0,1604
pell_Dplus1_N56,18,5000,center,"rank1:0,1",559
pell_Dplus1_N56,18,5000,center,"rank1:1,-2",9
pell_Dplus1_N56,18,5000,center,"rank1:1,-1",612
pell_Dplus1_N56,18,5000,center,"rank1:1,0",616
pell_Dplus1_N56,18,5000,center,"rank1:1,1",7
pell_Dplus1_N56,18,5000,center,"rank1:2,-1",5
pell_Dplus1_N56,18,5000,center,rank2,1588
pell_Dplus1_N56,18,5000,plus,rank0,1322
pell_Dplus1_N56,18,5000,plus,"rank1:0,1",572
pell_Dplus1_N56,18,5000,plus,"rank1:1,-2",8
pell_Dplus1_N56,18,5000,plus,"rank1:1,-1",592
pell_Dplus1_N56,18,5000,plus,"rank1:1,0",623
pell_Dplus1_N56,18,5000,plus,"rank1:1,1",3
pell_Dplus1_N56,18,5000,plus,"rank1:2,-1",5
pell_Dplus1_N56,18,5000,plus,rank2,1875
pell_Dplus1_N56,19,5000,minus,rank0,1900
pell_Dplus1_N56,19,5000,minus,"rank1:0,1",574
pell_Dplus1_N56,19,5000,minus,"rank1:1,-2",6
pell_Dplus1_N56,19,5000,minus,"rank1:1,-1",621
pell_Dplus1_N56,19,5000,minus,"rank1:1,0",618
pell_Dplus1_N56,19,5000,minus,"rank1:1,1",3
pell_Dplus1_N56,19,5000,minus,"rank1:2,-1",6
pell_Dplus1_N56,19,5000,minus,rank2,1272
pell_Dplus1_N56,19,5000,center,rank0,1641
pell_Dplus1_N56,19,5000,center,"rank1:0,1",578
pell_Dplus1_N56,19,5000,center,"rank1:1,-2",6
pell_Dplus1_N56,19,5000,center,"rank1:1,-1",618
pell_Dplus1_N56,19,5000,center,"rank1:1,0",635
pell_Dplus1_N56,19,5000,center,"rank1:1,1",4
pell_Dplus1_N56,19,5000,center,"rank1:2,-1",4
pell_Dplus1_N56,19,5000,center,rank2,1514
pell_Dplus1_N56,19,5000,plus,rank0,1381
pell_Dplus1_N56,19,5000,plus,"rank1:0,1",582
pell_Dplus1_N56,19,5000,plus,"rank1:1,-2",3
pell_Dplus1_N56,19,5000,plus,"rank1:1,-1",619
pell_Dplus1_N56,19,5000,plus,"rank1:1,0",625
pell_Dplus1_N56,19,5000,plus,"rank1:1,1",5
pell_Dplus1_N56,19,5000,plus,"rank1:2,-1",6
pell_Dplus1_N56,19,5000,plus,rank2,1779
pell_Dplus1_N56,20,5000,minus,rank0,1864
pell_Dplus1_N56,20,5000,minus,"rank1:0,1",591
pell_Dplus1_N56,20,5000,minus,"rank1:1,-2",8
pell_Dplus1_N56,20,5000,minus,"rank1:1,-1",590
pell_Dplus1_N56,20,5000,minus,"rank1:1,0",626
pell_Dplus1_N56,20,5000,minus,"rank1:1,1",5
pell_Dplus1_N56,20,5000,minus,"rank1:2,-1",5
pell_Dplus1_N56,20,5000,minus,rank2,1311
pell_Dplus1_N56,20,5000,center,rank0,1616
pell_Dplus1_N56,20,5000,center,"rank1:0,1",599
pell_Dplus1_N56,20,5000,center,"rank1:1,-2",6
pell_Dplus1_N56,20,5000,center,"rank1:1,-1",590
pell_Dplus1_N56,20,5000,center,"rank1:1,0",622
pell_Dplus1_N56,20,5000,center,"rank1:1,1",6
pell_Dplus1_N56,20,5000,center,"rank1:2,-1",7
pell_Dplus1_N56,20,5000,center,rank2,1554
pell_Dplus1_N56,20,5000,plus,rank0,1329
pell_Dplus1_N56,20,5000,plus,"rank1:0,1",616
pell_Dplus1_N56,20,5000,plus,"rank1:1,-2",6
pell_Dplus1_N56,20,5000,plus,"rank1:1,-1",615
pell_Dplus1_N56,20,5000,plus,"rank1:1,0",627
pell_Dplus1_N56,20,5000,plus,"rank1:1,1",4
pell_Dplus1_N56,20,5000,plus,"rank1:2,-1",3
pell_Dplus1_N56,20,5000,plus,rank2,1800
pell_Dplus1_N56,21,5000,minus,rank0,1838
pell_Dplus1_N56,21,5000,minus,"rank1:0,1",582
pell_Dplus1_N56,21,5000,minus,"rank1:1,-2",5
pell_Dplus1_N56,21,5000,minus,"rank1:1,-1",595
pell_Dplus1_N56,21,5000,minus,"rank1:1,0",626
pell_Dplus1_N56,21,5000,minus,"rank1:1,1",4
pell_Dplus1_N56,21,5000,minus,"rank1:2,-1",4
pell_Dplus1_N56,21,5000,minus,rank2,1346
pell_Dplus1_N56,21,5000,center,rank0,1588
pell_Dplus1_N56,21,5000,center,"rank1:0,1",573
pell_Dplus1_N56,21,5000,center,"rank1:1,-2",7
pell_Dplus1_N56,21,5000,center,"rank1:1,-1",605
pell_Dplus1_N56,21,5000,center,"rank1:1,0",649
pell_Dplus1_N56,21,5000,center,"rank1:1,1",5
pell_Dplus1_N56,21,5000,center,"rank1:2,-1",4
pell_Dplus1_N56,21,5000,center,rank2,1569
pell_Dplus1_N56,21,5000,plus,rank0,1351
pell_Dplus1_N56,21,5000,plus,"rank1:0,1",566
pell_Dplus1_N56,21,5000,plus,"rank1:1,-2",5
pell_Dplus1_N56,21,5000,plus,"rank1:1,-1",621
pell_Dplus1_N56,21,5000,plus,"rank1:1,0",637
pell_Dplus1_N56,21,5000,plus,"rank1:1,1",5
pell_Dplus1_N56,21,5000,plus,"rank1:2,-1",4
pell_Dplus1_N56,21,5000,plus,rank2,1811
pell_Dplus1_N56,22,5000,minus,rank0,1882
pell_Dplus1_N56,22,5000,minus,"rank1:0,1",600
pell_Dplus1_N56,22,5000,minus,"rank1:1,-2",9
pell_Dplus1_N56,22,5000,minus,"rank1:1,-1",565
pell_Dplus1_N56,22,5000,minus,"rank1:1,0",645
pell_Dplus1_N56,22,5000,minus,"rank1:1,1",4
pell_Dplus1_N56,22,5000,minus,"rank1:2,-1",5
pell_Dplus1_N56,22,5000,minus,rank2,1290
pell_Dplus1_N56,22,5000,center,rank0,1628
pell_Dplus1_N56,22,5000,center,"rank1:0,1",622
pell_Dplus1_N56,22,5000,center,"rank1:1,-2",10
pell_Dplus1_N56,22,5000,center,"rank1:1,-1",572
pell_Dplus1_N56,22,5000,center,"rank1:1,0",634
pell_Dplus1_N56,22,5000,center,"rank1:1,1",4
pell_Dplus1_N56,22,5000,center,"rank1:2,-1",8
pell_Dplus1_N56,22,5000,center,rank2,1522
pell_Dplus1_N56,22,5000,plus,rank0,1359
pell_Dplus1_N56,22,5000,plus,"rank1:0,1",610
pell_Dplus1_N56,22,5000,plus,"rank1:1,-2",8
pell_Dplus1_N56,22,5000,plus,"rank1:1,-1",567
pell_Dplus1_N56,22,5000,plus,"rank1:1,0",644
pell_Dplus1_N56,22,5000,plus,"rank1:1,1",5
pell_Dplus1_N56,22,5000,plus,"rank1:2,-1",12
pell_Dplus1_N56,22,5000,plus,rank2,1795
pell_Dplus1_N56,23,5000,minus,rank0,1851
pell_Dplus1_N56,23,5000,minus,"rank1:0,1",638
pell_Dplus1_N56,23,5000,minus,"rank1:1,-2",8
pell_Dplus1_N56,23,5000,minus,"rank1:1,-1",613
pell_Dplus1_N56,23,5000,minus,"rank1:1,0",619
pell_Dplus1_N56,23,5000,minus,"rank1:1,1",4
pell_Dplus1_N56,23,5000,minus,"rank1:2,-1",2
pell_Dplus1_N56,23,5000,minus,rank2,1265
pell_Dplus1_N56,23,5000,center,rank0,1573
pell_Dplus1_N56,23,5000,center,"rank1:0,1",626
pell_Dplus1_N56,23,5000,center,"rank1:1,-2",7
pell_Dplus1_N56,23,5000,center,"rank1:1,-1",620
pell_Dplus1_N56,23,5000,center,"rank1:1,0",635
pell_Dplus1_N56,23,5000,center,"rank1:1,1",4
pell_Dplus1_N56,23,5000,center,"rank1:2,-1",1
pell_Dplus1_N56,23,5000,center,rank2,1534
pell_Dplus1_N56,23,5000,plus,rank0,1335
pell_Dplus1_N56,23,5000,plus,"rank1:0,1",601
pell_Dplus1_N56,23,5000,plus,"rank1:1,-2",5
pell_Dplus1_N56,23,5000,plus,"rank1:1,-1",604
pell_Dplus1_N56,23,5000,plus,"rank1:1,0",632
pell_Dplus1_N56,23,5000,plus,"rank1:1,1",3
pell_Dplus1_N56,23,5000,plus,"rank1:2,-1",6
pell_Dplus1_N56,23,5000,plus,rank2,1814
pell_Dplus1_N56,24,5000,minus,rank0,1855
pell_Dplus1_N56,24,5000,minus,"rank1:0,1",583
pell_Dplus1_N56,24,5000,minus,"rank1:1,-2",4
pell_Dplus1_N56,24,5000,minus,"rank1:1,-1",538
pell_Dplus1_N56,24,5000,minus,"rank1:1,0",631
pell_Dplus1_N56,24,5000,minus,"rank1:1,1",6
pell_Dplus1_N56,24,5000,minus,"rank1:2,-1",8
pell_Dplus1_N56,24,5000,minus,rank2,1375
pell_Dplus1_N56,24,5000,center,rank0,1594
pell_Dplus1_N56,24,5000,center,"rank1:0,1",594
pell_Dplus1_N56,24,5000,center,"rank1:1,-2",4
pell_Dplus1_N56,24,5000,center,"rank1:1,-1",551
pell_Dplus1_N56,24,5000,center,"rank1:1,0",613
pell_Dplus1_N56,24,5000,center,"rank1:1,1",7
pell_Dplus1_N56,24,5000,center,"rank1:2,-1",6
pell_Dplus1_N56,24,5000,center,rank2,1631
pell_Dplus1_N56,24,5000,plus,rank0,1354
pell_Dplus1_N56,24,5000,plus,"rank1:0,1",593
pell_Dplus1_N56,24,5000,plus,"rank1:1,-2",4
pell_Dplus1_N56,24,5000,plus,"rank1:1,-1",539
pell_Dplus1_N56,24,5000,plus,"rank1:1,0",617
pell_Dplus1_N56,24,5000,plus,"rank1:1,1",7
pell_Dplus1_N56,24,5000,plus,"rank1:2,-1",6
pell_Dplus1_N56,24,5000,plus,rank2,1880
pell_Dplus1_N56,25,5000,minus,rank0,1821
pell_Dplus1_N56,25,5000,minus,"rank1:0,1",563
pell_Dplus1_N56,25,5000,minus,"rank1:1,-2",13
pell_Dplus1_N56,25,5000,minus,"rank1:1,-1",600
pell_Dplus1_N56,25,5000,minus,"rank1:1,0",651
pell_Dplus1_N56,25,5000,minus,"rank1:2,-1",4
pell_Dplus1_N56,25,5000,minus,rank2,1348
pell_Dplus1_N56,25,5000,center,rank0,1568
pell_Dplus1_N56,25,5000,center,"rank1:0,1",566
pell_Dplus1_N56,25,5000,center,"rank1:1,-2",10
pell_Dplus1_N56,25,5000,center,"rank1:1,-1",592
pell_Dplus1_N56,25,5000,center,"rank1:1,0",656
pell_Dplus1_N56,25,5000,center,"rank1:1,1",1
pell_Dplus1_N56,25,5000,center,"rank1:2,-1",5
pell_Dplus1_N56,25,5000,center,rank2,1602
pell_Dplus1_N56,25,5000,plus,rank0,1306
pell_Dplus1_N56,25,5000,plus,"rank1:0,1",578
pell_Dplus1_N56,25,5000,plus,"rank1:1,-2",12
pell_Dplus1_N56,25,5000,plus,"rank1:1,-1",582
pell_Dplus1_N56,25,5000,plus,"rank1:1,0",653
pell_Dplus1_N56,25,5000,plus,"rank1:1,1",2
pell_Dplus1_N56,25,5000,plus,"rank1:2,-1",5
pell_Dplus1_N56,25,5000,plus,rank2,1862
pell_Dplus1_N56,26,5000,minus,rank0,1814
pell_Dplus1_N56,26,5000,minus,"rank1:0,1",564
pell_Dplus1_N56,26,5000,minus,"rank1:1,-2",5
pell_Dplus1_N56,26,5000,minus,"rank1:1,-1",618
pell_Dplus1_N56,26,5000,minus,"rank1:1,0",648
pell_Dplus1_N56,26,5000,minus,"rank1:1,1",7
pell_Dplus1_N56,26,5000,minus,"rank1:2,-1",4
pell_Dplus1_N56,26,5000,minus,rank2,1340
pell_Dplus1_N56,26,5000,center,rank0,1564
pell_Dplus1_N56,26,5000,center,"rank1:0,1",575
pell_Dplus1_N56,26,5000,center,"rank1:1,-2",4
pell_Dplus1_N56,26,5000,center,"rank1:1,-1",630
pell_Dplus1_N56,26,5000,center,"rank1:1,0",641
pell_Dplus1_N56,26,5000,center,"rank1:1,1",6
pell_Dplus1_N56,26,5000,center,"rank1:2,-1",4
pell_Dplus1_N56,26,5000,center,rank2,1576
pell_Dplus1_N56,26,5000,plus,rank0,1281
pell_Dplus1_N56,26,5000,plus,"rank1:0,1",575
pell_Dplus1_N56,26,5000,plus,"rank1:1,-2",6
pell_Dplus1_N56,26,5000,plus,"rank1:1,-1",627
pell_Dplus1_N56,26,5000,plus,"rank1:1,0",672
pell_Dplus1_N56,26,5000,plus,"rank1:1,1",4
pell_Dplus1_N56,26,5000,plus,"rank1:2,-1",4
pell_Dplus1_N56,26,5000,plus,rank2,1831
pell_Dplus1_N56,27,5000,minus,rank0,1860
pell_Dplus1_N56,27,5000,minus,"rank1:0,1",588
pell_Dplus1_N56,27,5000,minus,"rank1:1,-2",7
pell_Dplus1_N56,27,5000,minus,"rank1:1,-1",572
pell_Dplus1_N56,27,5000,minus,"rank1:1,0",633
pell_Dplus1_N56,27,5000,minus,"rank1:1,1",3
pell_Dplus1_N56,27,5000,minus,"rank1:2,-1",7
pell_Dplus1_N56,27,5000,minus,rank2,1330
pell_Dplus1_N56,27,5000,center,rank0,1611
pell_Dplus1_N56,27,5000,center,"rank1:0,1",593
pell_Dplus1_N56,27,5000,center,"rank1:1,-2",8
pell_Dplus1_N56,27,5000,center,"rank1:1,-1",583
pell_Dplus1_N56,27,5000,center,"rank1:1,0",626
pell_Dplus1_N56,27,5000,center,"rank1:1,1",3
pell_Dplus1_N56,27,5000,center,"rank1:2,-1",9
pell_Dplus1_N56,27,5000,center,rank2,1567
pell_Dplus1_N56,27,5000,plus,rank0,1374
pell_Dplus1_N56,27,5000,plus,"rank1:0,1",600
pell_Dplus1_N56,27,5000,plus,"rank1:1,-2",9
pell_Dplus1_N56,27,5000,plus,"rank1:1,-1",565
pell_Dplus1_N56,27,5000,plus,"rank1:1,0",604
pell_Dplus1_N56,27,5000,plus,"rank1:1,1",5
pell_Dplus1_N56,27,5000,plus,"rank1:2,-1",7
pell_Dplus1_N56,27,5000,plus,rank2,1836
pell_Dplus1_N56,28,5000,minus,rank0,1793
pell_Dplus1_N56,28,5000,minus,"rank1:0,1",573
pell_Dplus1_N56,28,5000,minus,"rank1:1,-2",12
pell_Dplus1_N56,28,5000,minus,"rank1:1,-1",611
pell_Dplus1_N56,28,5000,minus,"rank1:1,0",673
pell_Dplus1_N56,28,5000,minus,"rank1:1,1",3
pell_Dplus1_N56,28,5000,minus,"rank1:2,-1",2
pell_Dplus1_N56,28,5000,minus,rank2,1333
pell_Dplus1_N56,28,5000,center,rank0,1540
pell_Dplus1_N56,28,5000,center,"rank1:0,1",564
pell_Dplus1_N56,28,5000,center,"rank1:1,-2",10
pell_Dplus1_N56,28,5000,center,"rank1:1,-1",628
pell_Dplus1_N56,28,5000,center,"rank1:1,0",667
pell_Dplus1_N56,28,5000,center,"rank1:1,1",4
pell_Dplus1_N56,28,5000,center,"rank1:2,-1",2
pell_Dplus1_N56,28,5000,center,rank2,1585
pell_Dplus1_N56,28,5000,plus,rank0,1288
pell_Dplus1_N56,28,5000,plus,"rank1:0,1",580
pell_Dplus1_N56,28,5000,plus,"rank1:1,-2",10
pell_Dplus1_N56,28,5000,plus,"rank1:1,-1",613
pell_Dplus1_N56,28,5000,plus,"rank1:1,0",666
pell_Dplus1_N56,28,5000,plus,"rank1:1,1",2
pell_Dplus1_N56,28,5000,plus,"rank1:2,-1",1
pell_Dplus1_N56,28,5000,plus,rank2,1840
pell_Dplus1_N56,29,5000,minus,rank0,1815
pell_Dplus1_N56,29,5000,minus,"rank1:0,1",624
pell_Dplus1_N56,29,5000,minus,"rank1:1,-2",2
pell_Dplus1_N56,29,5000,minus,"rank1:1,-1",561
pell_Dplus1_N56,29,5000,minus,"rank1:1,0",674
pell_Dplus1_N56,29,5000,minus,"rank1:1,1",3
pell_Dplus1_N56,29,5000,minus,"rank1:2,-1",5
pell_Dplus1_N56,29,5000,minus,rank2,1316
pell_Dplus1_N56,29,5000,center,rank0,1575
pell_Dplus1_N56,29,5000,center,"rank1:0,1",605
pell_Dplus1_N56,29,5000,center,"rank1:1,-2",2
pell_Dplus1_N56,29,5000,center,"rank1:1,-1",556
pell_Dplus1_N56,29,5000,center,"rank1:1,0",671
pell_Dplus1_N56,29,5000,center,"rank1:1,1",1
pell_Dplus1_N56,29,5000,center,"rank1:2,-1",4
pell_Dplus1_N56,29,5000,center,rank2,1586
pell_Dplus1_N56,29,5000,plus,rank0,1326
pell_Dplus1_N56,29,5000,plus,"rank1:0,1",612
