batch,replica,hand,residue,translation,fiber,orientation,anchor_D_field,anchor_J_field,landing_field,L_D,L_J,L_DJ,L_JD,R_plus,R_minus,dual_reason,D0_site_field,D0_source_id,D0_target_id,D0_source_rank,D0_target_rank,D0_source_basis,D0_target_basis,dual_D0_site_field,dual_D0_source_id,dual_D0_target_id,dual_D0_source_rank,dual_D0_target_rank,dual_D0_source_basis,dual_D0_target_basis,J0_site_field,J0_source_id,J0_target_id,J0_source_rank,J0_target_rank,J0_source_basis,J0_target_basis,dual_J0_site_field,dual_J0_source_id,dual_J0_target_id,dual_J0_source_rank,dual_J0_target_rank,dual_J0_source_basis,dual_J0_target_basis,J_after_D_site_field,J_after_D_source_id,J_after_D_target_id,J_after_D_source_rank,J_after_D_target_rank,J_after_D_source_basis,J_after_D_target_basis,dual_J_after_D_site_field,dual_J_after_D_source_id,dual_J_after_D_target_id,dual_J_after_D_source_rank,dual_J_after_D_target_rank,dual_J_after_D_source_basis,dual_J_after_D_target_basis,D_after_J_site_field,D_after_J_source_id,D_after_J_target_id,D_after_J_source_rank,D_after_J_target_rank,D_after_J_source_basis,D_after_J_target_basis,dual_D_after_J_site_field,dual_D_after_J_source_id,dual_D_after_J_target_id,dual_D_after_J_source_rank,dual_D_after_J_target_rank,dual_D_after_J_source_basis,dual_D_after_J_target_basis
0,25050600168,plus,60,88,3,0,443,498,413,0,1,1,0,0,1,defined,413,10,23,1,1,"((1, 0),)","((1, 0),)",463,23,10,1,1,"((1, 0),)","((1, 0),)",463,23,10,1,1,"((1, 0),)","((1, 0),)",413,10,23,1,1,"((1, 0),)","((1, 0),)",413,23,252,2,0,"((0, 1), (1, 0))",(),413,10,23,1,1,"((1, 0),)","((1, 0),)",413,10,23,1,1,"((1, 0),)","((1, 0),)",413,23,252,2,0,"((0, 1), (1, 0))",()
0,25050600169,minus,15,90,4,1,454,409,194,0,0,0,0,0,0,defined,279,1,14,1,1,"((1, 0),)","((1, 0),)",324,14,1,1,1,"((1, 0),)","((1, 0),)",324,14,1,1,1,"((1, 0),)","((1, 0),)",279,1,14,1,1,"((1, 0),)","((1, 0),)",279,14,1,1,1,"((1, 0),)","((1, 0),)",224,1,14,1,1,"((1, 0),)","((1, 0),)",224,1,14,1,1,"((1, 0),)","((1, 0),)",279,14,1,1,1,"((1, 0),)","((1, 0),)"
0,25050600171,plus,1,76,0,3,380,425,430,-1,1,1,-1,0,2,defined,435,301,25,1,1,"((0, 1),)","((0, 1),)",430,25,301,1,1,"((0, 1),)","((0, 1),)",430,25,301,1,1,"((0, 1),)","((0, 1),)",435,301,25,1,1,"((0, 1),)","((0, 1),)",430,25,301,1,1,"((0, 1),)","((0, 1),)",430,301,25,1,1,"((0, 1),)","((0, 1),)",430,301,25,1,1,"((0, 1),)","((0, 1),)",430,25,301,1,1,"((0, 1),)","((0, 1),)"
0,25050600171,minus,1,76,0,3,380,425,430,-1,1,1,-1,0,2,defined,435,200,0,1,1,"((0, 1),)","((0, 1),)",430,0,200,1,1,"((0, 1),)","((0, 1),)",430,0,200,1,1,"((0, 1),)","((0, 1),)",435,200,0,1,1,"((0, 1),)","((0, 1),)",430,0,200,1,1,"((0, 1),)","((0, 1),)",430,200,0,1,1,"((0, 1),)","((0, 1),)",430,200,0,1,1,"((0, 1),)","((0, 1),)",430,0,200,1,1,"((0, 1),)","((0, 1),)"
0,25050600188,plus,40,70,4,0,354,409,334,-1,1,1,-1,0,2,defined,334,6,2,1,1,"((1, 1),)","((1, 1),)",339,2,6,1,1,"((1, 1),)","((1, 1),)",339,2,6,1,1,"((1, 1),)","((1, 1),)",334,6,2,1,1,"((1, 1),)","((1, 1),)",334,2,6,1,1,"((1, 1),)","((1, 1),)",334,6,2,1,1,"((1, 1),)","((1, 1),)",334,6,2,1,1,"((1, 1),)","((1, 1),)",334,2,6,1,1,"((1, 1),)","((1, 1),)"
0,25050600189,minus,52,52,4,1,264,219,339,-1,1,-1,-1,2,0,defined,289,22,3,1,1,"((1, 0),)","((1, 0),)",339,3,22,1,1,"((1, 0),)","((1, 0),)",339,3,22,1,1,"((1, 0),)","((1, 0),)",289,22,3,1,1,"((1, 0),)","((1, 0),)",289,3,22,1,1,"((1, 0),)","((1, 0),)",339,22,3,1,1,"((1, 0),)","((1, 0),)",339,22,3,1,1,"((1, 0),)","((1, 0),)",289,3,22,1,1,"((1, 0),)","((1, 0),)"
0,25050600191,plus,8,26,4,3,134,179,29,-1,1,1,-1,0,2,defined,29,1,76,1,1,"((1, 0),)","((1, 0),)",34,76,1,1,1,"((1, 0),)","((1, 0),)",34,76,1,1,1,"((1, 0),)","((1, 0),)",29,1,76,1,1,"((1, 0),)","((1, 0),)",29,76,1,1,1,"((1, 0),)","((1, 0),)",29,1,76,1,1,"((1, 0),)","((1, 0),)",29,1,76,1,1,"((1, 0),)","((1, 0),)",29,76,1,1,1,"((1, 0),)","((1, 0),)"
0,25050600222,minus,46,61,1,2,306,251,81,-1,1,1,-1,0,2,defined,81,8,208,1,1,"((0, 1),)","((0, 1),)",86,208,8,1,1,"((0, 1),)","((0, 1),)",86,208,8,1,1,"((0, 1),)","((0, 1),)",81,8,208,1,1,"((0, 1),)","((0, 1),)",81,208,8,1,1,"((0, 1),)","((0, 1),)",81,8,208,1,1,"((0, 1),)","((0, 1),)",81,8,208,1,1,"((0, 1),)","((0, 1),)",81,208,8,1,1,"((0, 1),)","((0, 1),)"
0,25050600233,plus,43,16,3,1,83,38,213,1,1,1,1,0,0,defined,218,3,135,1,1,"((0, 1),)","((0, 1),)",223,135,3,1,1,"((0, 1),)","((0, 1),)",223,135,3,1,1,"((0, 1),)","((0, 1),)",218,3,135,1,1,"((0, 1),)","((0, 1),)",218,135,3,1,1,"((0, 1),)","((0, 1),)",223,3,135,1,1,"((0, 1),)","((0, 1),)",223,3,135,1,1,"((0, 1),)","((0, 1),)",218,135,3,1,1,"((0, 1),)","((0, 1),)"
0,25050600302,plus,35,46,2,2,232,177,467,-1,1,1,-1,0,2,defined,467,7,5,1,1,"((1, 0),)","((1, 0),)",472,5,7,1,1,"((1, 0),)","((1, 0),)",472,5,7,1,1,"((1, 0),)","((1, 0),)",467,7,5,1,1,"((1, 0),)","((1, 0),)",467,5,7,1,1,"((1, 0),)","((1, 0),)",467,7,5,1,1,"((1, 0),)","((1, 0),)",467,7,5,1,1,"((1, 0),)","((1, 0),)",467,5,7,1,1,"((1, 0),)","((1, 0),)"
0,25050600353,plus,59,64,2,1,322,277,242,-1,1,1,-1,0,2,defined,242,5,7,1,1,"((1, 0),)","((1, 0),)",192,7,5,1,1,"((1, 0),)","((1, 0),)",192,7,5,1,1,"((1, 0),)","((1, 0),)",242,5,7,1,1,"((1, 0),)","((1, 0),)",242,7,5,1,1,"((1, 0),)","((1, 0),)",242,5,7,1,1,"((1, 0),)","((1, 0),)",242,5,7,1,1,"((1, 0),)","((1, 0),)",242,7,5,1,1,"((1, 0),)","((1, 0),)"
0,25050600353,minus,59,64,2,1,322,277,242,-1,1,1,1,-2,0,defined,242,126,47,1,1,"((0, 1),)","((0, 1),)",192,47,126,1,1,"((0, 1),)","((0, 1),)",192,47,126,1,1,"((0, 1),)","((0, 1),)",242,126,47,1,1,"((0, 1),)","((0, 1),)",242,47,4,1,1,"((0, 1),)","((0, 1),)",192,126,47,1,1,"((0, 1),)","((0, 1),)",192,126,47,1,1,"((0, 1),)","((0, 1),)",242,47,4,1,1,"((0, 1),)","((0, 1),)"
0,25050600394,minus,47,62,1,2,311,256,136,-1,1,1,-1,0,2,defined,136,26,1,1,1,"((1, -1),)","((1, -1),)",141,1,26,1,1,"((1, -1),)","((1, -1),)",141,1,26,1,1,"((1, -1),)","((1, -1),)",136,26,1,1,1,"((1, -1),)","((1, -1),)",136,1,26,1,1,"((1, -1),)","((1, -1),)",136,26,1,1,1,"((1, -1),)","((1, -1),)",136,26,1,1,1,"((1, -1),)","((1, -1),)",136,1,26,1,1,"((1, -1),)","((1, -1),)"
0,25050600412,plus,55,39,4,0,199,252,424,-1,1,1,-1,0,2,defined,424,1,14,1,1,"((1, 0),)","((1, 0),)",419,14,1,1,1,"((1, 0),)","((1, 0),)",419,14,1,1,1,"((1, 0),)","((1, 0),)",424,1,14,1,1,"((1, 0),)","((1, 0),)",424,14,1,1,1,"((1, 0),)","((1, 0),)",424,1,14,1,1,"((1, 0),)","((1, 0),)",424,1,14,1,1,"((1, 0),)","((1, 0),)",424,14,1,1,1,"((1, 0),)","((1, 0),)"
0,25050600463,plus,40,29,2,3,147,192,127,0,0,0,0,0,0,defined,137,164,19,1,1,"((0, 1),)","((0, 1),)",242,19,164,1,1,"((0, 1),)","((0, 1),)",242,19,164,1,1,"((0, 1),)","((0, 1),)",137,164,19,1,1,"((0, 1),)","((0, 1),)",137,19,164,1,1,"((0, 1),)","((0, 1),)",137,164,52,1,0,"((0, 1),)",(),137,164,52,1,0,"((0, 1),)",(),137,19,164,1,1,"((0, 1),)","((0, 1),)"
0,25050600488,plus,25,86,1,0,431,486,166,-1,0,1,-1,-1,2,defined,166,50,7,1,1,"((1, 0),)","((1, 0),)",171,7,50,1,1,"((1, 0),)","((1, 0),)",171,7,50,1,1,"((1, 0),)","((1, 0),)",166,50,7,1,1,"((1, 0),)","((1, 0),)",166,7,50,1,1,"((1, 0),)","((1, 0),)",166,50,259,2,0,"((0, 1), (1, 0))",(),166,50,259,2,0,"((0, 1), (1, 0))",(),166,7,50,1,1,"((1, 0),)","((1, 0),)"
0,25050600491,minus,29,78,2,3,392,437,327,-1,-1,-1,-1,0,0,defined,287,41,3,1,1,"((0, 1),)","((0, 1),)",282,3,41,1,1,"((0, 1),)","((0, 1),)",282,3,41,1,1,"((0, 1),)","((0, 1),)",287,41,3,1,1,"((0, 1),)","((0, 1),)",337,3,41,1,1,"((0, 1),)","((0, 1),)",282,41,3,1,1,"((0, 1),)","((0, 1),)",282,41,3,1,1,"((0, 1),)","((0, 1),)",337,3,41,1,1,"((0, 1),)","((0, 1),)"
1,25050600529,plus,35,37,2,1,187,142,422,0,1,1,-1,1,2,defined,457,2,4,1,1,"((1, 0),)","((1, 0),)",462,4,2,1,1,"((1, 0),)","((1, 0),)",462,4,2,1,1,"((1, 0),)","((1, 0),)",457,2,4,1,1,"((1, 0),)","((1, 0),)",312,4,2,1,1,"((1, 0),)","((1, 0),)",422,2,4,1,1,"((1, 0),)","((1, 0),)",422,2,4,1,1,"((1, 0),)","((1, 0),)",312,4,2,1,1,"((1, 0),)","((1, 0),)"
1,25050600538,minus,1,27,0,2,135,80,185,-1,1,1,-1,0,2,defined,185,1,48,1,1,"((0, 1),)","((0, 1),)",190,48,1,1,1,"((0, 1),)","((0, 1),)",190,48,1,1,1,"((0, 1),)","((0, 1),)",185,1,48,1,1,"((0, 1),)","((0, 1),)",185,48,1,1,1,"((0, 1),)","((0, 1),)",185,1,48,1,1,"((0, 1),)","((0, 1),)",185,1,48,1,1,"((0, 1),)","((0, 1),)",185,48,1,1,1,"((0, 1),)","((0, 1),)"
1,25050600559,minus,2,39,2,3,197,242,297,-1,1,1,-1,0,2,defined,297,5,7,1,1,"((1, 0),)","((1, 0),)",292,7,5,1,1,"((1, 0),)","((1, 0),)",292,7,5,1,1,"((1, 0),)","((1, 0),)",297,5,7,1,1,"((1, 0),)","((1, 0),)",297,7,5,1,1,"((1, 0),)","((1, 0),)",297,5,348,1,0,"((1, 0),)",(),297,5,348,1,0,"((1, 0),)",(),297,7,5,1,1,"((1, 0),)","((1, 0),)"
1,25050600567,plus,17,63,1,3,316,361,156,-1,0,1,-1,-1,2,defined,156,8,14,1,1,"((1, 0),)","((1, 0),)",161,14,8,1,1,"((1, 0),)","((1, 0),)",161,14,8,1,1,"((1, 0),)","((1, 0),)",156,8,14,1,1,"((1, 0),)","((1, 0),)",156,14,8,1,1,"((1, 0),)","((1, 0),)",156,8,14,2,0,"((0, 1), (1, 0))",(),156,8,14,2,0,"((0, 1), (1, 0))",(),156,14,8,1,1,"((1, 0),)","((1, 0),)"
1,25050600567,minus,17,63,1,3,316,361,156,0,1,1,-1,1,2,defined,166,9,16,1,1,"((0, 1),)","((0, 1),)",161,16,9,1,1,"((0, 1),)","((0, 1),)",161,16,9,1,1,"((0, 1),)","((0, 1),)",166,9,16,1,1,"((0, 1),)","((0, 1),)",211,16,9,1,1,"((0, 1),)","((0, 1),)",156,9,16,1,1,"((0, 1),)","((0, 1),)",156,9,16,1,1,"((0, 1),)","((0, 1),)",211,16,9,1,1,"((0, 1),)","((0, 1),)"
1,25050600615,minus,26,66,0,3,330,375,115,0,1,1,0,0,1,defined,115,2,21,1,1,"((0, 1),)","((0, 1),)",65,21,2,1,1,"((0, 1),)","((0, 1),)",65,21,2,1,1,"((0, 1),)","((0, 1),)",115,2,21,1,1,"((0, 1),)","((0, 1),)",115,21,2,2,0,"((0, 1), (1, 0))",(),115,2,21,1,1,"((0, 1),)","((0, 1),)",115,2,21,1,1,"((0, 1),)","((0, 1),)",115,21,2,2,0,"((0, 1), (1, 0))",()
1,25050600636,minus,5,33,0,0,165,220,415,-1,1,1,1,-2,0,defined,415,14,5,1,1,"((1, 0),)","((1, 0),)",465,5,14,1,1,"((1, 0),)","((1, 0),)",465,5,14,1,1,"((1, 0),)","((1, 0),)",415,14,5,1,1,"((1, 0),)","((1, 0),)",415,5,14,1,1,"((1, 0),)","((1, 0),)",465,14,5,1,1,"((1, 0),)","((1, 0),)",465,14,5,1,1,"((1, 0),)","((1, 0),)",415,5,14,1,1,"((1, 0),)","((1, 0),)"
1,25050600723,minus,61,38,4,3,194,239,214,-1,-1,-1,-1,0,0,defined,204,8,18,1,1,"((0, 1),)","((0, 1),)",209,18,8,1,1,"((0, 1),)","((0, 1),)",209,18,8,1,1,"((0, 1),)","((0, 1),)",204,8,18,1,1,"((0, 1),)","((0, 1),)",159,18,8,1,1,"((0, 1),)","((0, 1),)",209,8,18,1,1,"((0, 1),)","((0, 1),)",209,8,18,1,1,"((0, 1),)","((0, 1),)",159,18,8,1,1,"((0, 1),)","((0, 1),)"
1,25050600793,minus,77,32,1,1,161,116,476,-1,1,1,-1,0,2,defined,476,2,165,1,1,"((0, 1),)","((0, 1),)",22,165,2,1,1,"((0, 1),)","((0, 1),)",22,165,2,1,1,"((0, 1),)","((0, 1),)",476,2,165,1,1,"((0, 1),)","((0, 1),)",476,165,2,1,1,"((0, 1),)","((0, 1),)",476,2,165,1,1,"((0, 1),)","((0, 1),)",476,2,165,1,1,"((0, 1),)","((0, 1),)",476,165,2,1,1,"((0, 1),)","((0, 1),)"
1,25050600887,plus,32,75,0,3,375,420,460,-1,1,1,-1,0,2,defined,460,4,1,1,1,"((1, 1),)","((1, 1),)",410,1,4,1,1,"((1, 1),)","((1, 1),)",410,1,4,1,1,"((1, 1),)","((1, 1),)",460,4,1,1,1,"((1, 1),)","((1, 1),)",460,1,4,1,1,"((1, 1),)","((1, 1),)",460,4,188,1,0,"((1, 1),)",(),460,4,188,1,0,"((1, 1),)",(),460,1,4,1,1,"((1, 1),)","((1, 1),)"
1,25050600910,plus,58,91,4,2,459,404,329,-1,1,1,-1,0,2,defined,329,75,11,1,1,"((0, 1),)","((0, 1),)",279,11,75,1,1,"((0, 1),)","((0, 1),)",279,11,75,1,1,"((0, 1),)","((0, 1),)",329,75,11,1,1,"((0, 1),)","((0, 1),)",329,11,75,1,1,"((0, 1),)","((0, 1),)",329,75,11,1,1,"((0, 1),)","((0, 1),)",329,75,11,1,1,"((0, 1),)","((0, 1),)",329,11,75,1,1,"((0, 1),)","((0, 1),)"
1,25050600926,plus,10,79,0,2,395,340,390,-1,1,1,-1,0,2,defined,390,47,4,1,1,"((0, 1),)","((0, 1),)",440,4,47,1,1,"((0, 1),)","((0, 1),)",440,4,47,1,1,"((0, 1),)","((0, 1),)",390,47,4,1,1,"((0, 1),)","((0, 1),)",390,4,47,1,1,"((0, 1),)","((0, 1),)",390,47,4,1,1,"((0, 1),)","((0, 1),)",390,47,4,1,1,"((0, 1),)","((0, 1),)",390,4,47,1,1,"((0, 1),)","((0, 1),)"
1,25050600987,plus,49,0,2,3,2,49,432,-1,1,-1,-1,2,0,defined,437,17,11,1,1,"((0, 1),)","((0, 1),)",432,11,17,1,1,"((0, 1),)","((0, 1),)",432,11,17,1,1,"((0, 1),)","((0, 1),)",437,17,11,1,1,"((0, 1),)","((0, 1),)",437,11,17,1,1,"((0, 1),)","((0, 1),)",432,17,11,1,1,"((0, 1),)","((0, 1),)",432,17,11,1,1,"((0, 1),)","((0, 1),)",437,11,17,1,1,"((0, 1),)","((0, 1),)"
1,25050600998,plus,69,67,3,2,338,283,253,-1,1,1,1,-2,0,defined,253,132,8,1,1,"((1, 0),)","((1, 0),)",308,8,132,1,1,"((1, 0),)","((1, 0),)",308,8,132,1,1,"((1, 0),)","((1, 0),)",253,132,8,1,1,"((1, 0),)","((1, 0),)",253,8,132,1,1,"((1, 0),)","((1, 0),)",258,132,8,1,1,"((1, 0),)","((1, 0),)",258,132,8,1,1,"((1, 0),)","((1, 0),)",253,8,132,1,1,"((1, 0),)","((1, 0),)"
1,25050600998,minus,69,67,3,2,338,283,253,-1,1,1,-1,0,2,defined,253,11,9,1,1,"((1, 0),)","((1, 0),)",246,9,11,1,1,"((1, 0),)","((1, 0),)",246,9,11,1,1,"((1, 0),)","((1, 0),)",253,11,9,1,1,"((1, 0),)","((1, 0),)",253,9,11,1,1,"((1, 0),)","((1, 0),)",253,12,9,1,0,"((1, 0),)",(),253,12,9,1,0,"((1, 0),)",(),253,9,11,1,1,"((1, 0),)","((1, 0),)"
2,25050601028,plus,24,89,0,0,445,503,130,0,0,1,0,-1,1,defined,484,90,5,1,1,"((0, 1),)","((0, 1),)",25,5,90,1,1,"((0, 1),)","((0, 1),)",25,5,90,1,1,"((0, 1),)","((0, 1),)",484,90,5,1,1,"((0, 1),)","((0, 1),)",280,5,90,1,1,"((0, 1),)","((0, 1),)",120,90,2,1,1,"((0, 1),)","((0, 1),)",120,90,2,1,1,"((0, 1),)","((0, 1),)",280,5,90,1,1,"((0, 1),)","((0, 1),)"
2,25050601058,plus,97,56,0,2,280,225,80,-1,1,1,-1,0,2,defined,80,0,95,1,1,"((0, 1),)","((0, 1),)",130,95,0,1,1,"((0, 1),)","((0, 1),)",130,95,0,1,1,"((0, 1),)","((0, 1),)",80,0,95,1,1,"((0, 1),)","((0, 1),)",80,95,0,1,1,"((0, 1),)","((0, 1),)",80,0,95,1,1,"((0, 1),)","((0, 1),)",80,0,95,1,1,"((0, 1),)","((0, 1),)",80,95,0,1,1,"((0, 1),)","((0, 1),)"
2,25050601058,minus,97,56,0,2,280,225,80,-1,1,1,-1,0,2,defined,80,9,94,1,1,"((1, 0),)","((1, 0),)",130,94,9,1,1,"((1, 0),)","((1, 0),)",130,94,9,1,1,"((1, 0),)","((1, 0),)",80,9,94,1,1,"((1, 0),)","((1, 0),)",80,94,9,1,1,"((1, 0),)","((1, 0),)",80,9,94,1,1,"((1, 0),)","((1, 0),)",80,9,94,1,1,"((1, 0),)","((1, 0),)",80,94,9,1,1,"((1, 0),)","((1, 0),)"
2,25050601071,plus,33,40,2,3,202,249,337,-1,1,1,-1,0,2,defined,337,4,108,1,1,"((0, 1),)","((0, 1),)",387,108,4,1,1,"((0, 1),)","((0, 1),)",387,108,4,1,1,"((0, 1),)","((0, 1),)",337,4,108,1,1,"((0, 1),)","((0, 1),)",337,108,4,1,0,"((0, 1),)",(),337,4,108,1,1,"((0, 1),)","((0, 1),)",337,4,108,1,1,"((0, 1),)","((0, 1),)",337,108,4,1,0,"((0, 1),)",()
2,25050601107,plus,9,52,1,3,261,306,206,-1,1,1,-1,0,2,defined,206,0,16,1,1,"((1, 1),)","((1, 1),)",211,16,0,1,1,"((1, 1),)","((1, 1),)",211,16,0,1,1,"((1, 1),)","((1, 1),)",206,0,16,1,1,"((1, 1),)","((1, 1),)",206,16,0,1,1,"((1, 1),)","((1, 1),)",206,0,16,1,1,"((1, 1),)","((1, 1),)",206,0,16,1,1,"((1, 1),)","((1, 1),)",206,16,0,1,1,"((1, 1),)","((1, 1),)"
2,25050601107,minus,9,52,1,3,261,306,206,-1,1,1,-1,0,2,defined,206,7,26,1,1,"((1, 0),)","((1, 0),)",211,26,7,1,1,"((1, 0),)","((1, 0),)",211,26,7,1,1,"((1, 0),)","((1, 0),)",206,7,26,1,1,"((1, 0),)","((1, 0),)",206,26,7,1,1,"((1, 0),)","((1, 0),)",206,7,26,1,1,"((1, 0),)","((1, 0),)",206,7,26,1,1,"((1, 0),)","((1, 0),)",206,26,7,1,1,"((1, 0),)","((1, 0),)"
2,25050601118,minus,3,30,2,2,152,95,302,-1,1,1,-1,0,2,defined,302,10,50,1,1,"((0, 1),)","((0, 1),)",252,50,10,1,1,"((0, 1),)","((0, 1),)",252,50,10,1,1,"((0, 1),)","((0, 1),)",302,10,50,1,1,"((0, 1),)","((0, 1),)",302,50,10,1,1,"((0, 1),)","((0, 1),)",302,10,50,1,1,"((0, 1),)","((0, 1),)",302,10,50,1,1,"((0, 1),)","((0, 1),)",302,50,10,1,1,"((0, 1),)","((0, 1),)"
