L,batch,samples,pairs,eligible_pairs,nonzero_pairs,sum_g16,sum_g16_shared0,sum_g16_shared1,sum_g16_shared2,sum_g16_shared3,sum_g16_shared4,pairs_shared0,pairs_shared1,pairs_shared2,pairs_shared3,pairs_shared4
64,84,1000,32000,5371,1,4,0,0,4,0,0,2239,3128,4,0,0
64,85,1000,32000,5379,0,0,0,0,0,0,0,2204,3174,1,0,0
64,86,1000,32000,5260,1,4,0,0,4,0,0,2219,3040,1,0,0
64,87,1000,32000,5336,0,0,0,0,0,0,0,2248,3087,1,0,0
64,88,1000,32000,5226,2,2,0,0,2,0,0,2107,3116,3,0,0
64,89,1000,32000,5065,3,16,0,0,16,0,0,1994,3066,5,0,0
64,90,1000,32000,5278,0,0,0,0,0,0,0,2151,3126,1,0,0
64,91,1000,32000,5398,0,0,0,0,0,0,0,2225,3172,1,0,0
64,92,1000,32000,5311,0,0,0,0,0,0,0,2267,3043,1,0,0
64,93,1000,32000,5336,0,0,0,0,0,0,0,2189,3147,0,0,0
64,94,1000,32000,5289,3,6,0,0,6,0,0,2181,3105,3,0,0
64,95,1000,32000,5146,1,4,0,0,4,0,0,2139,3006,1,0,0
64,96,1000,32000,5414,0,0,0,0,0,0,0,2215,3197,2,0,0
64,97,1000,32000,5341,1,4,0,0,4,0,0,2232,3108,1,0,0
64,98,1000,32000,5389,3,6,0,0,6,0,0,2198,3187,4,0,0
64,99,1000,32000,5264,3,6,0,0,6,0,0,2181,3078,5,0,0
64,100,1000,32000,5377,1,4,0,0,4,0,0,2261,3114,2,0,0
64,101,1000,32000,5172,4,16,0,0,16,0,0,2219,2946,7,0,0
64,102,1000,32000,5222,1,4,0,0,4,0,0,2151,3070,1,0,0
64,103,1000,32000,5353,0,0,0,0,0,0,0,2236,3116,1,0,0
64,104,1000,32000,5194,3,12,0,0,12,0,0,2209,2982,3,0,0
64,105,1000,32000,5318,3,12,0,0,12,0,0,2288,3024,6,0,0
64,106,1000,32000,5368,0,0,0,0,0,0,0,2217,3149,2,0,0
64,107,1000,32000,5402,0,0,0,0,0,0,0,2211,3190,1,0,0
64,108,1000,32000,5385,1,4,0,0,4,0,0,2303,3081,1,0,0
64,109,1000,32000,5247,1,4,0,0,4,0,0,2146,3100,1,0,0
64,110,1000,32000,5234,1,4,0,0,4,0,0,2157,3075,2,0,0
64,111,1000,32000,5200,2,10,0,0,10,0,0,2213,2983,4,0,0
64,112,1000,32000,5136,0,0,0,0,0,0,0,2139,2997,0,0,0
64,113,1000,32000,5412,0,0,0,0,0,0,0,2191,3221,0,0,0
64,114,1000,32000,5344,0,0,0,0,0,0,0,2251,3092,1,0,0
64,115,1000,32000,5307,4,28,0,0,28,0,0,2215,3084,8,0,0
64,116,1000,32000,5329,1,4,0,0,4,0,0,2135,3192,2,0,0
64,117,1000,32000,5322,3,12,0,0,12,0,0,2409,2909,4,0,0
64,118,1000,32000,5324,2,8,0,0,8,0,0,2292,3028,4,0,0
64,119,1000,32000,5208,1,4,0,0,4,0,0,2140,3065,3,0,0
64,120,1000,32000,5474,1,-2,0,0,-2,0,0,2206,3263,5,0,0
64,121,1000,32000,5364,3,12,0,0,12,0,0,2222,3137,5,0,0
64,122,1000,32000,5340,0,0,0,0,0,0,0,2220,3120,0,0,0
64,123,1000,32000,5296,2,8,0,0,8,0,0,2172,3122,2,0,0
64,124,1000,32000,5428,2,8,0,0,8,0,0,2309,3116,3,0,0
64,125,1000,32000,5386,0,0,0,0,0,0,0,2268,3117,1,0,0
64,126,1000,32000,5267,2,2,0,0,2,0,0,2277,2987,3,0,0
64,127,1000,32000,5210,0,0,0,0,0,0,0,2072,3138,0,0,0
64,128,1000,32000,5471,3,0,0,0,0,0,0,2256,3212,3,0,0
64,129,1000,32000,5454,1,4,0,0,4,0,0,2298,3155,1,0,0
64,130,1000,32000,5246,0,0,0,0,0,0,0,2120,3126,0,0,0
64,131,1000,32000,5233,0,0,0,0,0,0,0,2177,3053,3,0,0
64,132,1000,32000,5404,2,8,0,0,8,0,0,2288,3111,5,0,0
64,133,1000,32000,5580,2,8,0,0,8,0,0,2368,3208,4,0,0
64,134,1000,32000,5171,1,-2,0,0,-2,0,0,2105,3064,2,0,0
64,135,1000,32000,5329,1,4,0,0,4,0,0,2222,3105,2,0,0
64,136,1000,32000,5235,1,4,0,0,4,0,0,2156,3077,2,0,0
64,137,1000,32000,5350,0,0,0,0,0,0,0,2176,3173,1,0,0
64,138,1000,32000,5179,2,8,0,0,8,0,0,2093,3083,3,0,0
64,139,1000,32000,5183,2,8,0,0,8,0,0,2183,2998,2,0,0
64,140,1000,32000,5375,0,0,0,0,0,0,0,2171,3202,2,0,0
64,141,1000,32000,5310,3,6,0,0,6,0,0,2109,3198,3,0,0
64,142,1000,32000,5485,4,16,0,0,16,0,0,2277,3199,9,0,0
64,143,1000,32000,5416,1,4,0,0,4,0,0,2303,3111,2,0,0
64,144,1000,32000,5279,0,0,0,0,0,0,0,2213,3065,1,0,0
64,145,1000,32000,5216,0,0,0,0,0,0,0,2168,3045,3,0,0
64,146,1000,32000,5357,1,4,0,0,4,0,0,2269,3083,5,0,0
64,147,1000,32000,5332,0,0,0,0,0,0,0,2306,3025,1,0,0
64,148,1000,32000,5380,1,-2,0,0,-2,0,0,2231,3146,3,0,0
64,149,1000,32000,5336,0,0,0,0,0,0,0,2274,3061,1,0,0
64,150,1000,32000,5313,1,4,0,0,4,0,0,2152,3159,2,0,0
64,151,1000,32000,5346,0,0,0,0,0,0,0,2121,3224,1,0,0
64,152,1000,32000,5384,0,0,0,0,0,0,0,2322,3061,1,0,0
64,153,1000,32000,5470,0,0,0,0,0,0,0,2255,3214,1,0,0
64,154,1000,32000,5281,1,-2,0,0,-2,0,0,2228,3051,2,0,0
64,155,1000,32000,5249,0,0,0,0,0,0,0,2172,3075,2,0,0
64,156,1000,32000,5324,1,-2,0,0,-2,0,0,2188,3132,4,0,0
64,157,1000,32000,5337,1,4,0,0,4,0,0,2156,3179,2,0,0
64,158,1000,32000,5381,0,0,0,0,0,0,0,2165,3216,0,0,0
64,159,1000,32000,5239,2,8,0,0,8,0,0,2102,3134,3,0,0
64,160,1000,32000,5228,1,4,0,0,4,0,0,2150,3076,2,0,0
64,161,1000,32000,5253,3,12,0,0,12,0,0,2239,3008,6,0,0
64,162,1000,32000,5318,0,0,0,0,0,0,0,2255,3063,0,0,0
64,163,1000,32000,5420,2,-4,0,0,-4,0,0,2255,3163,2,0,0
64,164,1000,32000,5307,0,0,0,0,0,0,0,2291,3015,1,0,0
64,165,1000,32000,5192,1,4,0,0,4,0,0,2200,2991,1,0,0
64,166,1000,32000,5298,0,0,0,0,0,0,0,2177,3121,0,0,0
64,167,1000,32000,5365,1,4,0,0,4,0,0,2103,3260,2,0,0
64,168,1000,32000,5485,2,8,0,0,8,0,0,2428,3054,3,0,0
64,169,1000,32000,5205,0,0,0,0,0,0,0,2229,2976,0,0,0
64,170,1000,32000,5282,0,0,0,0,0,0,0,2207,3075,0,0,0
64,171,1000,32000,5365,0,0,0,0,0,0,0,2209,3155,1,0,0
64,172,1000,32000,5285,2,2,0,0,2,0,0,2115,3167,3,0,0
64,173,1000,32000,5249,0,0,0,0,0,0,0,2141,3107,1,0,0
64,174,1000,32000,5456,2,8,0,0,8,0,0,2298,3156,2,0,0
64,175,1000,32000,5214,1,4,0,0,4,0,0,2191,3021,2,0,0
64,176,1000,32000,5342,0,0,0,0,0,0,0,2201,3139,2,0,0
64,177,1000,32000,5324,1,4,0,0,4,0,0,2124,3197,3,0,0
64,178,1000,32000,5261,1,4,0,0,4,0,0,2128,3130,3,0,0
64,179,1000,32000,5289,0,0,0,0,0,0,0,2137,3151,1,0,0
64,180,1000,32000,5200,1,4,0,0,4,0,0,2181,3017,2,0,0
64,181,1000,32000,5321,1,4,0,0,4,0,0,2232,3087,2,0,0
64,182,1000,32000,5417,2,8,0,0,8,0,0,2216,3198,3,0,0
64,183,1000,32000,5402,1,4,0,0,4,0,0,2321,3079,2,0,0
64,184,1000,32000,5260,2,8,0,0,8,0,0,2178,3080,2,0,0
64,185,1000,32000,5251,0,0,0,0,0,0,0,2188,3060,3,0,0
64,186,1000,32000,5399,0,0,0,0,0,0,0,2248,3150,1,0,0
64,187,1000,32000,5192,0,0,0,0,0,0,0,2154,3038,0,0,0
64,188,1000,32000,5284,3,12,0,0,12,0,0,2122,3158,4,0,0
64,189,1000,32000,5334,2,8,0,0,8,0,0,2220,3109,5,0,0
64,190,1000,32000,5125,2,8,0,0,8,0,0,2145,2978,2,0,0
64,191,1000,32000,5437,2,8,0,0,8,0,0,2274,3160,3,0,0
64,192,1000,32000,5234,4,20,0,0,20,0,0,2195,3035,4,0,0
64,193,1000,32000,5210,3,12,0,0,12,0,0,2113,3093,4,0,0
64,194,1000,32000,5342,0,0,0,0,0,0,0,2298,3043,1,0,0
64,195,1000,32000,5341,1,1,0,0,1,0,0,2239,3101,1,0,0
64,196,1000,32000,5394,0,0,0,0,0,0,0,2210,3183,1,0,0
64,197,1000,32000,5339,0,0,0,0,0,0,0,2206,3132,1,0,0
64,198,1000,32000,5350,1,4,0,0,4,0,0,2268,3080,2,0,0
64,199,1000,32000,5365,2,2,0,0,2,0,0,2238,3125,2,0,0
