n,a,b,orientation,batch,samples,sum_k1,sum_k2,sum_i0,sum_i1,sum_i2,sum_k,sum_kk,sum_edges,sum_i0k,sum_i2k,sum_i0kk,sum_i2kk,sum_i0edges,sum_i2edges
65,8,1,first,31,200,7306,8378,71,78,51,7657,288596,8946,2515,2140,87324,88146,2669,2761
65,7,4,second,31,200,7320,8421,74,72,54,7657,288596,8933,2637,2265,92234,93184,2780,2921
65,8,1,first,32,200,7202,8380,60,79,61,7659,288560,8982,2098,2531,71684,103084,2169,3229
65,7,4,second,32,200,7195,8320,65,69,66,7659,288560,9011,2281,2747,78214,112174,2387,3554
65,8,1,first,33,200,7201,8325,60,70,70,7722,294174,9204,2099,2916,72066,119246,2219,3781
65,7,4,second,33,200,7370,8374,70,71,59,7722,294174,9135,2476,2476,86070,102040,2616,3205
65,8,1,first,34,200,7240,8417,62,80,58,7653,288300,9013,2161,2423,73784,99272,2274,3133
65,7,4,second,34,200,7235,8452,68,75,57,7653,288300,8986,2378,2377,81426,97178,2480,3042
65,8,1,first,35,200,7235,8288,60,71,69,7756,296172,9298,2112,2873,72978,117288,2285,3716
65,7,4,second,35,200,7265,8308,66,63,71,7756,296172,9318,2345,2955,81694,120604,2532,3829
65,8,1,first,36,200,7295,8344,70,72,58,7629,286820,8922,2457,2430,84618,99890,2574,3135
65,7,4,second,36,200,7380,8352,75,71,54,7629,286820,8956,2649,2250,91726,92052,2805,2921
65,8,1,first,37,200,7204,8262,60,69,71,7752,296188,9223,2106,3000,72214,124602,2191,3938
65,7,4,second,37,200,7171,8242,54,70,76,7752,296188,9273,1890,3208,64640,133136,1963,4217
65,8,1,first,38,200,7273,8468,60,79,61,7760,296514,9263,2113,2574,72724,106578,2216,3363
65,7,4,second,38,200,7317,8352,66,66,68,7760,296514,9259,2365,2861,83008,118160,2532,3745
65,8,1,first,39,200,7116,8223,56,84,60,7676,290026,9048,1954,2491,66874,101410,2023,3181
65,7,4,second,39,200,7326,8412,70,70,60,7676,290026,8958,2484,2518,86532,103558,2623,3232
65,8,1,first,40,200,7316,8395,73,72,55,7676,290284,9007,2556,2301,87606,94482,2675,2981
65,7,4,second,40,200,7176,8382,64,79,57,7676,290284,9078,2234,2398,76296,98926,2381,3099
65,8,1,first,41,200,7224,8256,55,66,79,7752,296246,9262,1925,3303,66116,135566,2016,4279
65,7,4,second,41,200,7262,8342,61,73,66,7752,296246,9231,2171,2779,76030,114906,2322,3594
65,8,1,first,42,200,7204,8288,61,72,67,7733,294348,9170,2174,2802,75980,114964,2309,3583
65,7,4,second,42,200,7229,8425,63,78,59,7733,294348,9201,2236,2476,77766,101962,2414,3216
65,8,1,first,43,200,7248,8345,60,73,67,7733,294380,9192,2122,2804,73530,115144,2261,3629
65,7,4,second,43,200,7336,8445,70,76,54,7733,294380,9137,2526,2272,89438,93850,2731,2929
65,8,1,first,44,200,7126,8288,48,74,78,7821,301430,9353,1687,3289,58056,136138,1735,4285
65,7,4,second,44,200,7317,8378,64,72,64,7821,301430,9359,2274,2731,79158,114396,2405,3591
65,8,1,first,45,200,7284,8387,62,78,60,7801,299750,9355,2243,2548,79626,106368,2399,3384
65,7,4,second,45,200,7214,8342,59,77,64,7801,299750,9383,2103,2727,73430,114132,2225,3593
65,8,1,first,46,200,7220,8413,62,80,58,7748,295270,9224,2225,2434,78234,100148,2399,3161
65,7,4,second,46,200,7215,8323,62,71,67,7748,295270,9203,2226,2773,78136,112570,2398,3546
65,8,1,first,47,200,7365,8481,73,79,48,7674,289132,9027,2642,2001,93494,81718,2870,2571
65,7,4,second,47,200,7234,8414,64,82,54,7674,289132,8988,2288,2218,79904,89368,2471,2796
65,8,1,first,48,200,7280,8413,67,72,61,7710,292762,9135,2378,2531,82614,103238,2528,3275
65,7,4,second,48,200,7330,8448,67,77,56,7710,292762,9116,2376,2366,82474,98094,2506,3097
65,8,1,first,49,200,7214,8390,59,82,59,7702,292564,9105,2090,2484,72616,102748,2203,3254
65,7,4,second,49,200,7222,8335,64,72,64,7702,292564,9117,2216,2680,75118,110140,2292,3488
65,8,1,first,50,200,7206,8398,57,78,65,7732,294248,9284,1976,2726,67020,112070,2080,3546
65,7,4,second,50,200,7166,8333,43,96,61,7732,294248,9208,1503,2527,51574,102574,1562,3227
65,8,1,first,51,200,7218,8289,57,68,75,7766,297072,9318,1996,3157,68468,130298,2108,4139
65,7,4,second,51,200,7244,8335,64,61,75,7766,297072,9237,2257,3141,77928,129052,2343,4064
65,8,1,first,52,200,7271,8308,64,78,58,7727,293828,9240,2295,2460,80688,102396,2510,3236
65,7,4,second,52,200,7335,8411,68,75,57,7727,293828,9180,2415,2388,83904,98378,2555,3074
65,8,1,first,53,200,7299,8329,71,72,57,7662,288976,8943,2495,2389,85758,98292,2593,3094
65,7,4,second,53,200,7187,8409,67,76,57,7662,288976,8970,2329,2364,79014,96344,2414,3014
65,8,1,first,54,200,7083,8417,44,89,67,7777,297432,9292,1553,2801,53724,114802,1633,3635
65,7,4,second,54,200,7202,8393,58,79,63,7777,297432,9338,2075,2642,72772,108720,2237,3447
65,8,1,first,55,200,7286,8361,73,61,66,7649,288676,9005,2560,2755,88168,112832,2701,3547
65,7,4,second,55,200,7195,8344,58,84,58,7649,288676,9024,1985,2437,66524,100458,2047,3177
65,8,1,first,56,200,7300,8346,57,71,72,7720,293774,9211,1975,2987,67170,121728,2057,3855
65,7,4,second,56,200,7295,8359,68,71,61,7720,293774,9186,2392,2582,82562,107122,2526,3379
65,8,1,first,57,200,7305,8442,57,87,56,7750,295530,9168,2048,2362,72152,97798,2193,3073
65,7,4,second,57,200,7215,8436,55,83,62,7750,295530,9255,1923,2575,65704,104940,2007,3319
65,8,1,first,58,200,7258,8288,61,72,67,7722,293748,9101,2159,2793,74900,114262,2316,3577
65,7,4,second,58,200,7331,8363,61,84,55,7722,293748,9165,2133,2305,72996,94832,2232,2992
65,8,1,first,59,200,7221,8340,67,75,58,7660,288670,9021,2349,2407,80658,97866,2493,3071
65,7,4,second,59,200,7260,8371,63,67,70,7660,288670,9017,2197,2868,75004,115062,2310,3633
65,8,1,first,60,200,7246,8261,61,73,66,7664,289420,9024,2129,2720,72954,110042,2232,3479
65,7,4,second,60,200,7397,8438,74,72,54,7664,289420,8995,2629,2249,91702,91834,2792,2861
65,8,1,first,61,200,7309,8438,64,79,57,7715,293350,9189,2264,2405,78504,99476,2412,3129
65,7,4,second,61,200,7261,8334,68,67,65,7715,293350,9185,2388,2727,82090,112298,2547,3540
65,8,1,first,62,200,7213,8328,60,71,69,7710,292984,9164,2107,2913,72444,120720,2231,3817
65,7,4,second,62,200,7303,8411,73,60,67,7710,292984,9169,2564,2824,88086,116816,2696,3704
65,8,1,first,63,200,7269,8393,70,69,61,7647,287462,8998,2471,2518,85494,101782,2653,3211
65,7,4,second,63,200,7239,8322,74,63,63,7647,287462,8966,2626,2599,91212,104956,2782,3292
65,8,1,first,64,200,7195,8333,62,78,60,7676,290530,9089,2165,2522,74034,104184,2297,3306
65,7,4,second,64,200,7282,8376,73,65,62,7676,290530,9104,2586,2614,89780,108388,2763,3438
65,8,1,first,65,200,7163,8280,52,72,76,7770,297568,9369,1833,3180,63428,130608,1933,4127
65,7,4,second,65,200,7315,8397,61,73,66,7770,297568,9324,2118,2788,71954,115560,2193,3650
65,8,1,first,66,200,7153,8396,47,94,59,7779,297702,9340,1665,2471,57664,101688,1771,3222
65,7,4,second,66,200,7154,8323,51,85,64,7779,297702,9335,1805,2695,62488,111378,1902,3531
65,8,1,first,67,200,7231,8385,59,82,59,7700,291518,9075,2100,2438,73216,98810,2223,3105
65,7,4,second,67,200,7230,8313,57,75,68,7700,291518,9108,2017,2805,69942,113526,2149,3577
65,8,1,first,68,200,7223,8356,51,89,60,7810,299900,9360,1832,2539,64304,105358,1963,3285
65,7,4,second,68,200,7300,8388,59,69,72,7810,299900,9355,2128,3010,75138,123330,2311,3890
65,8,1,first,69,200,7326,8368,57,75,68,7801,299906,9371,2015,2872,69972,119110,2185,3734
65,7,4,second,69,200,7213,8447,56,86,58,7801,299906,9299,1983,2440,68886,100808,2106,3145
65,8,1,first,70,200,7080,8342,68,75,57,7623,286424,8897,2372,2390,81070,98394,2460,3086
65,7,4,second,70,200,7156,8327,69,68,63,7623,286424,8939,2414,2623,82804,107330,2542,3376
65,8,1,first,71,200,7267,8390,64,70,66,7734,294678,9140,2252,2772,77682,114268,2373,3574
65,7,4,second,71,200,7328,8421,64,78,58,7734,294678,9197,2282,2445,79826,101286,2445,3165
65,8,1,first,72,200,7299,8261,60,77,63,7735,294524,9220,2120,2621,73280,106996,2249,3359
65,7,4,second,72,200,7218,8381,59,74,67,7735,294524,9224,2085,2785,72104,113752,2212,3594
65,8,1,first,73,200,7209,8319,55,83,62,7703,291922,9084,1978,2598,69738,106724,2097,3331
65,7,4,second,73,200,7273,8355,59,76,65,7703,291922,9107,2093,2707,72772,110572,2241,3475
65,8,1,first,74,200,7359,8418,70,72,58,7707,292424,9114,2490,2418,86798,99108,2655,3093
65,7,4,second,74,200,7262,8303,59,73,68,7707,292424,9149,2074,2816,71420,114572,2187,3613
65,8,1,first,75,200,7102,8342,59,86,55,7700,291270,9119,2105,2286,73430,93154,2230,2938
65,7,4,second,75,200,7225,8354,70,75,55,7700,291270,9138,2515,2288,88330,93310,2714,2982
65,8,1,first,76,200,7325,8418,65,74,61,7706,293026,9138,2275,2575,78048,106774,2370,3337
65,7,4,second,76,200,7279,8345,65,72,63,7706,293026,9104,2264,2661,77278,110448,2328,3477
65,8,1,first,77,200,7206,8316,59,79,62,7761,296506,9223,2099,2630,73102,109628,2262,3430
65,7,4,second,77,200,7286,8369,61,81,58,7761,296506,9227,2185,2459,76570,102468,2321,3219
65,8,1,first,78,200,7217,8335,55,79,66,7752,295576,9259,1950,2748,67584,112364,2059,3548
65,7,4,second,78,200,7238,8353,58,82,60,7752,295576,9298,2075,2523,72666,104132,2259,3287
65,8,1,first,79,200,7249,8279,56,79,65,7709,292320,9160,1962,2678,67264,108302,2106,3418
65,7,4,second,79,200,7292,8352,69,73,58,7709,292320,9140,2456,2405,85664,97782,2646,3076
65,8,1,first,80,200,7277,8406,70,74,56,7682,290182,9063,2489,2339,86502,95894,2638,3015
65,7,4,second,80,200,7277,8330,68,71,61,7682,290182,9082,2433,2511,85084,101518,2599,3230
65,8,1,first,81,200,7271,8287,66,73,61,7680,290432,9089,2299,2531,78486,102914,2406,3268
65,7,4,second,81,200,7214,8264,63,70,67,7680,290432,9100,2217,2792,76428,114120,2361,3626
65,8,1,first,82,200,7149,8314,60,83,57,7593,282872,8921,2136,2281,74428,89486,2310,2834
65,7,4,second,82,200,7254,8456,70,83,47,7593,282872,8879,2496,1909,87142,75918,2682,2403
65,8,1,first,83,200,7083,8235,51,76,73,7763,297132,9345,1749,3078,58686,127328,1811,4056
65,7,4,second,83,200,7244,8356,60,76,64,7763,297132,9284,2085,2721,70830,113522,2182,3527
65,8,1,first,84,200,7194,8358,61,67,72,7762,297052,9317,2142,3016,73558,124220,2275,3911
65,7,4,second,84,200,7264,8300,61,64,75,7762,297052,9261,2138,3146,73278,129690,2236,4079
65,8,1,first,85,200,7185,8390,57,86,57,7663,288772,9000,2025,2366,70364,96346,2135,3031
65,7,4,second,85,200,7354,8358,72,75,53,7663,288772,8918,2570,2211,89922,90478,2715,2833
65,8,1,first,86,200,7259,8363,65,83,52,7745,295352,9163,2300,2198,79578,91246,2426,2843
65,7,4,second,86,200,7182,8331,58,74,68,7745,295352,9222,2036,2857,69844,117766,2144,3696
65,8,1,first,87,200,7233,8325,60,70,70,7788,298638,9377,2133,2930,74438,120364,2290,3839
65,7,4,second,87,200,7289,8355,56,80,64,7788,298638,9377,2001,2679,70186,110122,2159,3489
65,8,1,first,88,200,7268,8366,69,73,58,7643,287596,8995,2424,2404,83534,97682,2569,3088
65,7,4,second,88,200,7201,8349,65,86,49,7643,287596,8983,2263,2042,77198,83504,2348,2628
65,8,1,first,89,200,7214,8351,66,80,54,7643,287550,8997,2325,2256,80236,92550,2465,2922
65,7,4,second,89,200,7235,8434,60,89,51,7643,287550,8984,2088,2113,71126,85922,2173,2736
65,8,1,first,90,200,7103,8265,55,85,60,7659,288964,9009,1922,2520,65746,103750,2000,3273
65,7,4,second,90,200,7230,8381,63,74,63,7659,288964,8950,2177,2628,73642,107528,2224,3376
65,8,1,first,91,200,7171,8357,53,83,64,7762,296328,9275,1880,2647,65278,107400,2005,3397
65,7,4,second,91,200,7282,8423,63,80,57,7762,296328,9231,2268,2388,79976,98088,2463,3081
65,8,1,first,92,200,7242,8246,54,70,76,7788,298770,9284,1890,3173,64670,130000,1937,4112
65,7,4,second,92,200,7334,8275,64,67,69,7788,298770,9295,2279,2920,79586,121284,2425,3810
65,8,1,first,93,200,7210,8307,60,78,62,7702,291600,9188,2142,2537,74978,101796,2323,3247
65,7,4,second,93,200,7232,8360,60,71,69,7702,291600,9148,2130,2848,74026,115306,2317,3642
65,8,1,first,94,200,7263,8271,64,68,68,7748,295950,9288,2259,2862,78360,118202,2401,3739
65,7,4,second,94,200,7322,8426,68,66,66,7748,295950,9178,2394,2784,82718,115208,2513,3610
65,8,1,first,95,200,7151,8383,66,71,63,7706,292640,9112,2314,2627,79708,107392,2426,3379
65,7,4,second,95,200,7280,8287,54,78,68,7706,292640,9144,1866,2830,63458,115472,1926,3653
65,8,1,first,96,200,7265,8363,65,73,62,7719,293616,9172,2287,2589,78986,106098,2418,3347
65,7,4,second,96,200,7215,8388,62,81,57,7719,293616,9163,2196,2376,76376,97192,2310,3065
65,8,1,first,97,200,7305,8430,68,76,56,7678,290424,9128,2399,2351,82926,96888,2600,3055
65,7,4,second,97,200,7183,8321,60,73,67,7678,290424,9086,2110,2774,72712,112680,2243,3544
65,8,1,first,98,200,7179,8235,51,81,68,7731,294020,9217,1791,2836,61568,115992,1873,3670
65,7,4,second,98,200,7130,8326,50,79,71,7731,294020,9231,1770,2961,61310,121122,1885,3814
65,8,1,first,99,200,7295,8384,60,81,59,7689,290600,9077,2124,2437,73564,98680,2259,3093
65,7,4,second,99,200,7173,8428,68,75,57,7689,290600,9061,2439,2366,85694,96220,2623,3041
