geom,N,a,b,batch,replicas,sum_km,sum_kp,sum_km2,sum_kp2,sum_kmkp,sum_gap,sum_gap2,kminus_le_kplus,kminus_gt_kplus
g_11_3,130,11,3,26,50000,3656020,4088122,269612372,336348780,299945964,432102,6069224,50000,0
g_11_3,130,11,3,27,50000,3654792,4090264,269476594,336714370,300018903,435472,6153158,50000,0
g_11_3,130,11,3,28,50000,3655486,4089516,269579246,336603954,300025512,434030,6132176,50000,0
g_11_3,130,11,3,29,50000,3654998,4091569,269526534,336919629,300126051,436571,6194061,50000,0
g_11_3,130,11,3,30,50000,3654119,4091873,269396821,336974119,300069915,437754,6231110,50000,0
g_11_3,130,11,3,31,50000,3654718,4087387,269474586,336215503,299809239,432669,6071611,50000,0
g_11_3,130,11,3,32,50000,3655736,4090519,269626288,336766683,300107322,434783,6178327,50000,0
g_11_3,130,11,3,33,50000,3655289,4090899,269541835,336810863,300076745,435610,6199208,50000,0
g_11_3,130,11,3,34,50000,3654918,4089912,269506568,336665398,300000437,434994,6171092,50000,0
g_11_3,130,11,3,35,50000,3654688,4089571,269465562,336602065,299957897,434883,6151833,50000,0
g_11_3,130,11,3,36,50000,3657749,4091282,269909155,336870480,300332145,433533,6115345,50000,0
g_11_3,130,11,3,37,50000,3656243,4090409,269700621,336734795,300147611,434166,6140194,50000,0
g_11_3,130,11,3,38,50000,3654835,4089250,269509673,336539060,299948622,434415,6151489,50000,0
g_11_3,130,11,3,39,50000,3657617,4092615,269863749,337080105,300398545,434998,6146764,50000,0
g_11_7,170,11,7,0,50000,4799581,5317642,464099675,568662876,511967236,518061,8828079,50000,0
g_11_7,170,11,7,1,50000,4804838,5317329,465140944,568614229,512550340,512491,8654493,50000,0
g_11_7,170,11,7,2,50000,4800719,5318849,464356353,568968191,512283376,518130,8757792,50000,0
g_11_7,170,11,7,3,50000,4802132,5316339,464626020,568385399,512177577,514207,8656265,50000,0
g_11_7,170,11,7,4,50000,4802771,5316576,464681827,568447860,512230830,513805,8668027,50000,0
g_11_7,170,11,7,5,50000,4796395,5312914,463556013,567681296,511223054,516519,8791201,50000,0
g_11_7,170,11,7,6,50000,4802477,5318359,464651697,568827439,512373931,515882,8731274,50000,0
g_11_7,170,11,7,7,50000,4801935,5317953,464539963,568737419,512282396,516018,8712590,50000,0
g_11_7,170,11,7,8,50000,4799442,5315506,464063120,568222276,511759303,516064,8766790,50000,0
g_11_7,170,11,7,9,50000,4800513,5317109,464268015,568562647,512030724,516596,8769214,50000,0
g_11_7,170,11,7,10,50000,4802290,5318596,464633892,568903442,512385504,516306,8766326,50000,0
g_11_7,170,11,7,11,50000,4798206,5315315,463846292,568165205,511638227,517109,8735043,50000,0
g_11_7,170,11,7,12,50000,4801133,5318984,464405961,568979212,512291670,517851,8801833,50000,0
g_11_7,170,11,7,13,50000,4800518,5318079,464256262,568787977,512150771,517561,8742697,50000,0
g_11_7,170,11,7,14,50000,4802176,5320310,464621090,569238414,512521375,518134,8816754,50000,0
g_11_7,170,11,7,15,50000,4798512,5317063,463926078,568562567,511834672,518551,8819301,50000,0
g_11_7,170,11,7,16,50000,4800128,5317057,464217080,568560875,512009543,516929,8758869,50000,0
g_11_7,170,11,7,17,50000,4801715,5317050,464533819,568531360,512170362,515335,8724455,50000,0
g_11_7,170,11,7,18,50000,4798387,5313899,463876281,567860423,511514551,515512,8707602,50000,0
g_11_7,170,11,7,19,50000,4802169,5318736,464567049,568891682,512361095,516567,8736541,50000,0
g_11_7,170,11,7,20,50000,4799910,5315162,464194872,568160808,511821518,515252,8712644,50000,0
g_11_7,170,11,7,21,50000,4797937,5313891,463801087,567879199,511464368,515954,8751550,50000,0
g_11_7,170,11,7,22,50000,4799273,5316305,464045851,568363435,511824911,517032,8759464,50000,0
g_11_7,170,11,7,23,50000,4802142,5319235,464596068,569017059,512412732,517093,8787663,50000,0
g_11_7,170,11,7,24,50000,4800677,5319744,464345643,569151566,512323665,519067,8849879,50000,0
g_11_7,170,11,7,25,50000,4800243,5315143,464279559,568153643,511838889,514900,8755424,50000,0
g_11_7,170,11,7,26,50000,4801321,5316384,464478083,568410316,512085935,515063,8716529,50000,0
g_11_7,170,11,7,27,50000,4798936,5318381,463983456,568842027,512001987,519445,8821509,50000,0
g_11_7,170,11,7,28,50000,4799919,5317377,464184005,568651665,512016160,517458,8803350,50000,0
g_11_7,170,11,7,29,50000,4800376,5316953,464260732,568528037,512016638,516577,8755493,50000,0
g_11_7,170,11,7,30,50000,4799512,5318872,464089628,568986520,512111439,519360,8853270,50000,0
g_11_7,170,11,7,31,50000,4798734,5315232,463957580,568187814,511690255,516498,8764884,50000,0
g_11_7,170,11,7,32,50000,4799895,5318352,464149495,568811174,512075400,518457,8809869,50000,0
g_11_7,170,11,7,33,50000,4802851,5317455,464730443,568629319,512325966,514604,8707830,50000,0
g_11_7,170,11,7,34,50000,4805009,5317938,465102213,568760824,512621458,512929,8620121,50000,0
g_11_7,170,11,7,35,50000,4799157,5315799,464019227,568305533,511775070,516642,8774620,50000,0
g_11_7,170,11,7,36,50000,4801048,5315570,464383830,568218106,511940265,514522,8721406,50000,0
g_11_7,170,11,7,37,50000,4800239,5316966,464261273,568567188,512051245,516727,8725971,50000,0
g_11_7,170,11,7,38,50000,4798218,5317223,463826556,568611631,511806683,519005,8824821,50000,0
g_11_7,170,11,7,39,50000,4798494,5315511,463927542,568216027,511678535,517017,8786499,50000,0
g_12_1,145,12,1,0,50000,4083768,4552320,336270488,416972822,373051388,468552,7140534,50000,0
g_12_1,145,12,1,1,50000,4085565,4551936,336568767,416892188,373186738,466371,7087479,50000,0
g_12_1,145,12,1,2,50000,4083577,4550000,336252385,416541782,372813381,466423,7167405,50000,0
g_12_1,145,12,1,3,50000,4084586,4552267,336420276,416950169,373121196,467681,7128053,50000,0
g_12_1,145,12,1,4,50000,4081904,4548300,336020034,416200138,372547568,466396,7125036,50000,0
g_12_1,145,12,1,5,50000,4085415,4547193,336542361,415999065,372786875,461778,6967676,50000,0
g_12_1,145,12,1,6,50000,4084592,4549523,336407434,416421901,372889589,464931,7050157,50000,0
g_12_1,145,12,1,7,50000,4080854,4547770,335778682,416115888,372389415,466916,7115740,50000,0
g_12_1,145,12,1,8,50000,4085455,4552931,336560749,417065021,373254175,467476,7117420,50000,0
g_12_1,145,12,1,9,50000,4084804,4550169,336435568,416545629,372950598,465365,7080001,50000,0
g_12_1,145,12,1,10,50000,4082004,4551903,336000374,416877255,372836205,469899,7205219,50000,0
g_12_1,145,12,1,11,50000,4085378,4550485,336551868,416589611,373035635,465107,7070209,50000,0
g_12_1,145,12,1,12,50000,4082473,4550522,336080347,416617034,372773007,468049,7151367,50000,0
g_12_1,145,12,1,13,50000,4079027,4546442,335491085,415853842,372116266,467415,7112395,50000,0
g_12_1,145,12,1,14,50000,4085686,4550865,336561082,416685715,373091144,465179,7064509,50000,0
g_12_1,145,12,1,15,50000,4083203,4548780,336184683,416305220,372716067,465577,7057769,50000,0
g_12_1,145,12,1,16,50000,4083403,4551847,336219821,416824367,372955695,468444,7132798,50000,0
g_12_1,145,12,1,17,50000,4083830,4552230,336282520,416910500,373018716,468400,7155588,50000,0
g_12_1,145,12,1,18,50000,4085179,4551741,336524081,416805557,373103890,466562,7121858,50000,0
g_12_1,145,12,1,19,50000,4084037,4551535,336327677,416771635,372968049,467498,7163214,50000,0
g_12_1,145,12,1,20,50000,4085246,4552196,336529450,416914680,373151714,466950,7140702,50000,0
g_12_1,145,12,1,21,50000,4085937,4552057,336632913,416877207,373197326,466120,7115468,50000,0
g_12_1,145,12,1,22,50000,4083128,4548013,336145310,416165659,372615823,464885,7079323,50000,0
g_12_1,145,12,1,23,50000,4079614,4550535,335599790,416594189,372487431,470921,7219117,50000,0
g_12_1,145,12,1,24,50000,4081342,4547365,335873012,416047243,372403621,466023,7113013,50000,0
g_12_1,145,12,1,25,50000,4084433,4550622,336381711,416630824,372956234,466189,7100067,50000,0
g_12_1,145,12,1,26,50000,4080798,4550564,335815532,416616022,372614457,469766,7202640,50000,0
g_12_1,145,12,1,27,50000,4083239,4550952,336174601,416680552,372850066,467713,7155021,50000,0
g_12_1,145,12,1,28,50000,4082087,4550017,335978495,416518509,372664318,467930,7168368,50000,0
g_12_1,145,12,1,29,50000,4081491,4551707,335900741,416815459,372765054,470216,7186092,50000,0
g_12_1,145,12,1,30,50000,4083256,4549337,336215202,416417823,372753197,466081,7126631,50000,0
g_12_1,145,12,1,31,50000,4083529,4549114,336220697,416338612,372745521,465585,7068267,50000,0
g_12_1,145,12,1,32,50000,4081011,4545987,335846973,415813515,372286030,464976,7088428,50000,0
g_12_1,145,12,1,33,50000,4081981,4549300,335950893,416383140,372616035,467319,7101963,50000,0
g_12_1,145,12,1,34,50000,4081884,4551674,335945130,416820916,372799205,469790,7167636,50000,0
g_12_1,145,12,1,35,50000,4083319,4551060,336218373,416678230,372875127,467741,7146349,50000,0
g_12_1,145,12,1,36,50000,4084287,4551087,336329209,416692883,372975173,466800,7071746,50000,0
g_12_1,145,12,1,37,50000,4084913,4551226,336451067,416745402,373034610,466313,7127249,50000,0
g_12_1,145,12,1,38,50000,4082718,4548899,336080730,416337631,372654472,466181,7109417,50000,0
g_12_1,145,12,1,39,50000,4084527,4554151,336393711,417278613,373246175,469624,7179974,50000,0
g_13_1,170,13,1,0,50000,4801569,5316753,464505405,568474517,512130978,515184,8717966,50000,0
g_13_1,170,13,1,1,50000,4797070,5314223,463673666,567938495,511416398,517153,8779365,50000,0
g_13_1,170,13,1,2,50000,4798471,5313050,463909197,567675080,511433907,514579,8716463,50000,0
g_13_1,170,13,1,3,50000,4800009,5316438,464217683,568415858,511919268,516429,8795005,50000,0
g_13_1,170,13,1,4,50000,4799998,5317215,464220104,568569403,512016761,517217,8755985,50000,0
g_13_1,170,13,1,5,50000,4792851,5313392,462887355,567765490,510886812,520541,8879221,50000,0
g_13_1,170,13,1,6,50000,4795395,5314837,463340803,568079591,511282162,519442,8856070,50000,0
g_13_1,170,13,1,7,50000,4799264,5316241,464062482,568360991,511833759,516977,8755955,50000,0
g_13_1,170,13,1,8,50000,4798727,5314864,463989697,568050342,511647654,516137,8744731,50000,0
g_13_1,170,13,1,9,50000,4797364,5311994,463755566,567487476,511273565,514630,8695912,50000,0
g_13_1,170,13,1,10,50000,4798999,5313959,463981869,567838231,511552620,514960,8714860,50000,0
g_13_1,170,13,1,11,50000,4799232,5316998,464085024,568556058,511912242,517766,8816598,50000,0
g_13_1,170,13,1,12,50000,4802344,5317856,464669082,568715234,512323474,515512,8737368,50000,0
g_13_1,170,13,1,13,50000,4800470,5316023,464314108,568315377,511954656,515553,8720173,50000,0
g_13_1,170,13,1,14,50000,4800192,5316640,464295052,568432940,511972765,516448,8782462,50000,0
g_13_1,170,13,1,15,50000,4797015,5319165,463672827,568977853,511850116,522150,8950448,50000,0
g_13_1,170,13,1,16,50000,4797079,5313894,463660071,567849828,511396156,516815,8717587,50000,0
g_13_1,170,13,1,17,50000,4798857,5314017,464001613,567901559,511587095,515160,8728982,50000,0
g_13_1,170,13,1,18,50000,4797527,5314266,463754569,567930422,511452126,516739,8780739,50000,0
g_13_1,170,13,1,19,50000,4799412,5314848,464071356,568057812,511692067,515436,8745034,50000,0
g_13_1,170,13,1,20,50000,4801624,5317708,464546076,568633702,512208361,516084,8763056,50000,0
g_13_1,170,13,1,21,50000,4796937,5316926,463676221,568493908,511648818,519989,8872493,50000,0
g_13_1,170,13,1,22,50000,4800149,5313917,464236861,567853981,511718428,513768,8653986,50000,0
g_13_1,170,13,1,23,50000,4800076,5319989,464206858,569152613,512248934,519913,8861603,50000,0
g_13_1,170,13,1,24,50000,4796821,5317392,463638241,568633250,511688606,520571,8894279,50000,0
g_13_1,170,13,1,25,50000,4798584,5316083,463979652,568351717,511779340,517499,8772689,50000,0
g_13_1,170,13,1,26,50000,4799098,5315657,464041594,568289465,511787643,516559,8755773,50000,0
g_13_1,170,13,1,27,50000,4799109,5315998,464039987,568277278,511787019,516889,8743227,50000,0
g_13_1,170,13,1,28,50000,4799475,5314694,464176977,568045898,511738714,515219,8745447,50000,0
g_13_1,170,13,1,29,50000,4799191,5316586,464052185,568430158,511854076,517395,8774191,50000,0
g_13_1,170,13,1,30,50000,4798230,5316973,463857358,568536331,511784758,518743,8824173,50000,0
g_13_1,170,13,1,31,50000,4801476,5315390,464471126,568210626,512016437,513914,8648878,50000,0
g_13_1,170,13,1,32,50000,4801002,5318275,464419732,568788359,512211781,517273,8784529,50000,0
g_13_1,170,13,1,33,50000,4800852,5317711,464443384,568690303,512157910,516859,8817867,50000,0
g_13_1,170,13,1,34,50000,4798855,5314007,464017825,567904471,511602567,515152,8717162,50000,0
g_13_1,170,13,1,35,50000,4798919,5316125,464015743,568330855,511786963,517206,8772672,50000,0
g_13_1,170,13,1,36,50000,4795617,5313244,463381833,567714920,511163970,517627,8768813,50000,0
g_13_1,170,13,1,37,50000,4800611,5316497,464335713,568446455,512023710,515886,8734748,50000,0
g_13_1,170,13,1,38,50000,4799936,5316682,464187538,568440872,511944015,516746,8740380,50000,0
g_13_1,170,13,1,39,50000,4792571,5314266,462806191,567962430,510946759,521695,8875103,50000,0
g_7_4,65,7,4,0,50000,1810620,2086322,66400704,87794952,75890230,275702,2415196,50000,0
g_7_4,65,7,4,1,50000,1809333,2087069,66301563,87864383,75861674,277736,2442598,50000,0
g_7_4,65,7,4,2,50000,1811005,2087970,66432345,87949084,75976537,276965,2428355,50000,0
g_7_4,65,7,4,3,50000,1811229,2088318,66449395,87975416,75996241,277089,2432329,50000,0
g_7_4,65,7,4,4,50000,1809985,2086523,66350383,87816273,75871075,276538,2424506,50000,0
g_7_4,65,7,4,5,50000,1810453,2087357,66386629,87893739,75921225,276904,2437918,50000,0
g_7_4,65,7,4,6,50000,1809505,2086362,66330013,87811324,75857722,276857,2425893,50000,0
g_7_4,65,7,4,7,50000,1810750,2085556,66395202,87738606,75871419,274806,2390970,50000,0
g_7_4,65,7,4,8,50000,1811346,2087998,66449168,87940340,75985039,276652,2419430,50000,0
g_7_4,65,7,4,9,50000,1809603,2086888,66329395,87853576,75872649,277285,2437673,50000,0
g_7_4,65,7,4,10,50000,1810566,2086332,66398136,87799146,75898175,275766,2400932,50000,0
g_7_4,65,7,4,11,50000,1812166,2088604,66508964,87993394,76044449,276438,2413460,50000,0
g_7_4,65,7,4,12,50000,1810112,2085907,66355250,87759443,75856948,275795,2400797,50000,0
g_7_4,65,7,4,13,50000,1810668,2087107,66405284,87866971,75927085,276439,2418085,50000,0
g_7_4,65,7,4,14,50000,1810735,2088432,66408271,87976582,75975247,277697,2434359,50000,0
g_7_4,65,7,4,15,50000,1811578,2088273,66457126,87967861,76002338,276695,2420311,50000,0
g_7_4,65,7,4,16,50000,1812070,2086899,66492768,87844175,75976351,274829,2384241,50000,0
g_7_4,65,7,4,17,50000,1809179,2086979,66292883,87854991,75858536,277800,2430802,50000,0
g_7_4,65,7,4,18,50000,1808867,2086359,66275025,87800325,75823971,277492,2427408,50000,0
g_7_4,65,7,4,19,50000,1811565,2087449,66457241,87899727,75973424,275884,2410120,50000,0
g_7_4,65,7,4,20,50000,1811593,2088489,66471269,87979401,76013291,276896,2424088,50000,0
g_7_4,65,7,4,21,50000,1811417,2087663,66449427,87913997,75975576,276246,2412272,50000,0
g_7_4,65,7,4,22,50000,1811453,2087099,66442919,87875633,75955175,275646,2408202,50000,0
g_7_4,65,7,4,23,50000,1809569,2086779,66332279,87841939,75868078,277210,2438062,50000,0
g_7_4,65,7,4,24,50000,1809775,2087284,66342973,87876774,75888215,277509,2443317,50000,0
g_7_4,65,7,4,25,50000,1809136,2086383,66283998,87806887,75830490,277247,2429905,50000,0
g_7_4,65,7,4,26,50000,1810628,2088384,66396616,87976276,75972708,277756,2427476,50000,0
g_7_4,65,7,4,27,50000,1809088,2085497,66276316,87742005,75804158,276409,2410005,50000,0
g_7_4,65,7,4,28,50000,1810951,2088257,66427599,87964801,75974060,277306,2444280,50000,0
g_7_4,65,7,4,29,50000,1810512,2086661,66379882,87825173,75895640,276149,2413775,50000,0
g_7_4,65,7,4,30,50000,1810682,2087943,66406162,87939577,75953374,277261,2438991,50000,0
g_7_4,65,7,4,31,50000,1811055,2088324,66434699,87972366,75988526,277269,2430013,50000,0
g_7_4,65,7,4,32,50000,1811050,2087126,66437102,87867126,75943163,276076,2417902,50000,0
g_7_4,65,7,4,33,50000,1809863,2087510,66352711,87901326,75903515,277647,2447007,50000,0
g_7_4,65,7,4,34,50000,1809610,2087122,66327048,87869830,75876632,277512,2443614,50000,0
g_7_4,65,7,4,35,50000,1809648,2088036,66335012,87942818,75916979,278388,2443872,50000,0
g_7_4,65,7,4,36,50000,1810607,2088905,66393909,88025235,75986735,278298,2445674,50000,0
g_7_4,65,7,4,37,50000,1810846,2088839,66415846,88012581,75994763,277993,2438901,50000,0
g_7_4,65,7,4,38,50000,1808605,2085737,66249803,87750363,75782253,277132,2435660,50000,0
g_7_4,65,7,4,39,50000,1808632,2086828,66263360,87849106,75832286,278196,2447894,50000,0
g_7_6,85,7,6,0,50000,2376183,2705473,114167747,147526613,129106988,329290,3480384,50000,0
g_7_6,85,7,6,1,50000,2377134,2707267,114261886,147728583,129246530,330133,3497409,50000,0
g_7_6,85,7,6,2,50000,2376948,2708227,114228200,147808281,129266944,331279,3502593,50000,0
g_7_6,85,7,6,3,50000,2376469,2706427,114186693,147636937,129173166,329958,3477298,50000,0
g_7_6,85,7,6,4,50000,2376899,2706649,114227497,147652453,129202944,329750,3474062,50000,0
g_7_6,85,7,6,5,50000,2376793,2707845,114213899,147786679,129251930,331052,3496718,50000,0
g_7_6,85,7,6,6,50000,2376906,2707439,114237758,147737775,129242462,330533,3490609,50000,0
g_7_6,85,7,6,7,50000,2376116,2708094,114163276,147819988,129226660,331978,3529944,50000,0
g_7_6,85,7,6,8,50000,2377235,2707445,114252185,147745263,129250357,330210,3496734,50000,0
g_7_6,85,7,6,9,50000,2375242,2705344,114071110,147520316,129056575,330102,3478276,50000,0
g_7_6,85,7,6,10,50000,2375948,2706152,114137702,147600456,129120589,330204,3496980,50000,0
g_7_6,85,7,6,11,50000,2377106,2707651,114236022,147762219,129258230,330545,3481781,50000,0
g_7_6,85,7,6,12,50000,2377097,2705801,114253339,147576785,129176148,328704,3477828,50000,0
g_7_6,85,7,6,13,50000,2377313,2708016,114265947,147802910,129278962,330703,3510933,50000,0
g_7_6,85,7,6,14,50000,2377322,2707649,114268382,147750875,129262037,330327,3495183,50000,0
g_7_6,85,7,6,15,50000,2376670,2705860,114201832,147574396,129157876,329190,3460476,50000,0
g_7_6,85,7,6,16,50000,2375915,2705539,114138255,147535803,129097235,329624,3479588,50000,0
g_7_6,85,7,6,17,50000,2377506,2708125,114296704,147823959,129310059,330619,3500545,50000,0
g_7_6,85,7,6,18,50000,2377366,2706627,114266868,147657001,129222092,329261,3479685,50000,0
g_7_6,85,7,6,19,50000,2377345,2707328,114275403,147716304,129250988,329983,3489731,50000,0
g_7_6,85,7,6,20,50000,2377251,2706332,114253297,147606288,129197244,329081,3465097,50000,0
g_7_6,85,7,6,21,50000,2375479,2707378,114111171,147734560,129161975,331899,3521781,50000,0
g_7_6,85,7,6,22,50000,2376332,2707260,114178666,147715288,129194472,330928,3505010,50000,0
g_7_6,85,7,6,23,50000,2375492,2705385,114082448,147508933,129059754,329893,3471873,50000,0
g_7_6,85,7,6,24,50000,2377850,2708242,114319596,147816778,129324832,330392,3486710,50000,0
g_7_6,85,7,6,25,50000,2375838,2707709,114131734,147750845,129181423,331871,3519733,50000,0
g_7_6,85,7,6,26,50000,2377296,2706381,114276770,147614947,129214438,329085,3462841,50000,0
g_7_6,85,7,6,27,50000,2376947,2708293,114251801,147833207,129277359,331346,3530290,50000,0
g_7_6,85,7,6,28,50000,2377309,2706638,114258127,147647928,129219830,329329,3466395,50000,0
g_7_6,85,7,6,29,50000,2376108,2704753,114159492,147434813,129074858,328645,3444589,50000,0
g_7_6,85,7,6,30,50000,2376870,2706242,114217908,147611906,129177747,329372,3474320,50000,0
g_7_6,85,7,6,31,50000,2376203,2706454,114163643,147637256,129150779,330251,3499341,50000,0
g_7_6,85,7,6,32,50000,2377782,2706980,114303108,147703840,129271063,329198,3464822,50000,0
g_7_6,85,7,6,33,50000,2377769,2707093,114306701,147698453,129265035,329324,3475084,50000,0
g_7_6,85,7,6,34,50000,2375974,2706273,114132114,147611451,129123808,330299,3495949,50000,0
g_7_6,85,7,6,35,50000,2377263,2706842,114260201,147667758,129229261,329579,3469437,50000,0
g_7_6,85,7,6,36,50000,2376229,2706842,114178313,147672022,129174788,330613,3500759,50000,0
g_7_6,85,7,6,37,50000,2375106,2707691,114060936,147776049,129150400,332585,3536185,50000,0
g_7_6,85,7,6,38,50000,2376847,2705847,114220377,147565923,129170920,329000,3444460,50000,0
g_7_6,85,7,6,39,50000,2374761,2706044,114019703,147582012,129045409,331283,3510897,50000,0
g_8_1,65,8,1,0,50000,1808376,2085670,66266660,87732050,75777109,277294,2444492,50000,0
g_8_1,65,8,1,1,50000,1809117,2085519,66321371,87720977,75811288,276402,2419772,50000,0
g_8_1,65,8,1,2,50000,1808515,2086176,66270601,87773640,75796240,277661,2451761,50000,0
g_8_1,65,8,1,3,50000,1806754,2086334,66153180,87799910,75740955,279580,2471180,50000,0
g_8_1,65,8,1,4,50000,1808703,2086195,66282581,87773733,75807654,277492,2441006,50000,0
g_8_1,65,8,1,5,50000,1808857,2087411,66305917,87876385,75864767,278554,2452768,50000,0
g_8_1,65,8,1,6,50000,1807840,2086756,66226750,87826372,75791337,278916,2470448,50000,0
g_8_1,65,8,1,7,50000,1808516,2086605,66274046,87813431,75820172,278089,2447133,50000,0
g_8_1,65,8,1,8,50000,1808559,2086091,66275381,87771685,75800406,277532,2446254,50000,0
g_8_1,65,8,1,9,50000,1808345,2085850,66260919,87748984,75781339,277505,2447225,50000,0
g_8_1,65,8,1,10,50000,1808526,2087500,66279004,87887004,75849922,278974,2466164,50000,0
g_8_1,65,8,1,11,50000,1807797,2086482,66221591,87802716,75778789,278685,2466729,50000,0
g_8_1,65,8,1,12,50000,1807310,2085906,66188610,87747552,75737338,278596,2461486,50000,0
g_8_1,65,8,1,13,50000,1808902,2086894,66302772,87836588,75845636,277992,2448088,50000,0
g_8_1,65,8,1,14,50000,1809137,2086935,66306419,87837269,75850363,277798,2442962,50000,0
g_8_1,65,8,1,15,50000,1808597,2085794,66280121,87748788,75796373,277197,2436163,50000,0
g_8_1,65,8,1,16,50000,1808252,2086944,66253300,87845468,75818547,278692,2461674,50000,0
g_8_1,65,8,1,17,50000,1808264,2085993,66254940,87755445,75780449,277729,2449487,50000,0
g_8_1,65,8,1,18,50000,1808379,2087732,66269033,87913116,75857077,279353,2467995,50000,0
g_8_1,65,8,1,19,50000,1808033,2086365,66232465,87801217,75792803,278332,2448076,50000,0
g_8_1,65,8,1,20,50000,1809275,2085752,66312459,87742750,75817342,276477,2420525,50000,0
g_8_1,65,8,1,21,50000,1808355,2086329,66262381,87792415,75803131,277974,2448534,50000,0
g_8_1,65,8,1,22,50000,1808897,2086836,66288599,87830618,75838178,277939,2442861,50000,0
g_8_1,65,8,1,23,50000,1810055,2086232,66377871,87774832,75869744,276177,2413215,50000,0
g_8_1,65,8,1,24,50000,1808953,2086828,66298729,87828854,75842593,277875,2442397,50000,0
g_8_1,65,8,1,25,50000,1808507,2085757,66272905,87745643,75789130,277250,2440288,50000,0
g_8_1,65,8,1,26,50000,1808001,2086056,66230491,87761908,75775298,278055,2441803,50000,0
g_8_1,65,8,1,27,50000,1807668,2086857,66209730,87835941,75783001,279189,2479669,50000,0
g_8_1,65,8,1,28,50000,1807163,2086556,66177709,87808052,75760604,279393,2464553,50000,0
g_8_1,65,8,1,29,50000,1809314,2086478,66329632,87800332,75847666,277164,2434632,50000,0
g_8_1,65,8,1,30,50000,1810249,2087277,66398769,87863865,75913647,277028,2435340,50000,0
g_8_1,65,8,1,31,50000,1809123,2087697,66331681,87910193,75888519,278574,2464836,50000,0
g_8_1,65,8,1,32,50000,1808848,2086634,66305060,87811426,75837358,277786,2441770,50000,0
g_8_1,65,8,1,33,50000,1809237,2086671,66329199,87813547,75851222,277434,2440302,50000,0
g_8_1,65,8,1,34,50000,1808870,2085964,66294614,87752884,75807758,277094,2431982,50000,0
g_8_1,65,8,1,35,50000,1807268,2086227,66194016,87795069,75762899,278959,2463287,50000,0
g_8_1,65,8,1,36,50000,1809722,2087249,66355750,87861797,75888754,277527,2440039,50000,0
g_8_1,65,8,1,37,50000,1809891,2086348,66374583,87787728,75865118,276457,2432075,50000,0
g_8_1,65,8,1,38,50000,1808314,2085853,66256520,87754703,75783625,277539,2443973,50000,0
g_8_1,65,8,1,39,50000,1807892,2087923,66227466,87918869,75834709,280031,2476917,50000,0
g_9_2,85,9,2,0,50000,2374222,2704624,114000564,147418576,128957415,330402,3504310,50000,0
g_9_2,85,9,2,1,50000,2374901,2705862,114053855,147542784,129047609,330961,3501421,50000,0
