label,n,m00,m01,m10,m11,smith1,smith2,radius,batch,counter_first,counter_last_exclusive,samples,common_field_digest,primal_pivotal,matching_pivotal,primal_h4,matching_h4,h4_plus,h4_minus
n520_second,520,18,-14,14,18,2,260,2,14,26725314000,26725315000,1000,10912618800189324559,16,25,0,-7,-7,7
n85_first,85,9,-2,2,9,1,85,2,14,26725314000,26725315000,1000,14882413727925826734,73,61,-8,-2,-10,-6
n85_second,85,7,-6,6,7,1,85,2,14,26725314000,26725315000,1000,14882413727925826734,58,41,-8,-10,-18,2
n170_first,170,13,-1,1,13,1,170,2,14,26725314000,26725315000,1000,16658262263823957889,29,43,-2,-4,-6,2
n170_second,170,11,-7,7,11,1,170,2,14,26725314000,26725315000,1000,16658262263823957889,27,31,-6,-9,-15,3
n340_first,340,18,-4,4,18,2,170,2,14,26725314000,26725315000,1000,13348837569786535907,28,28,-3,-4,-7,1
n340_second,340,14,-12,12,14,2,170,2,14,26725314000,26725315000,1000,13348837569786535907,23,15,-1,-1,-2,0
n680_first,680,26,-2,2,26,2,340,2,14,26725314000,26725315000,1000,2628475360111946973,15,19,1,-1,0,2
n680_second,680,22,-14,14,22,2,340,2,14,26725314000,26725315000,1000,2628475360111946973,15,12,-4,0,-4,-4
n65_first,65,8,-1,1,8,1,65,2,15,26725315000,26725316000,1000,2356666232513256852,61,60,-5,0,-5,-5
n65_second,65,7,-4,4,7,1,65,2,15,26725315000,26725316000,1000,2356666232513256852,65,71,-9,-5,-14,-4
n130_first,130,11,-3,3,11,1,130,2,15,26725315000,26725316000,1000,8349017698147342965,45,45,-5,-6,-11,1
n130_second,130,9,-7,7,9,1,130,2,15,26725315000,26725316000,1000,8349017698147342965,48,36,-14,-1,-15,-13
n260_first,260,16,-2,2,16,2,130,2,15,26725315000,26725316000,1000,10622719904922750723,24,20,-3,-6,-9,3
n260_second,260,14,-8,8,14,2,130,2,15,26725315000,26725316000,1000,10622719904922750723,30,27,-4,0,-4,-4
n520_first,520,22,-6,6,22,2,260,2,15,26725315000,26725316000,1000,10653122797696118379,25,28,0,-5,-5,5
n520_second,520,18,-14,14,18,2,260,2,15,26725315000,26725316000,1000,10653122797696118379,17,17,-4,0,-4,-4
n85_first,85,9,-2,2,9,1,85,2,15,26725315000,26725316000,1000,7075497145505809359,61,46,-10,-1,-11,-9
n85_second,85,7,-6,6,7,1,85,2,15,26725315000,26725316000,1000,7075497145505809359,57,58,-10,-16,-26,6
n170_first,170,13,-1,1,13,1,170,2,15,26725315000,26725316000,1000,4720928143044507335,33,32,-6,-9,-15,3
n170_second,170,11,-7,7,11,1,170,2,15,26725315000,26725316000,1000,4720928143044507335,37,35,-1,-8,-9,7
n340_first,340,18,-4,4,18,2,170,2,15,26725315000,26725316000,1000,4624135807997330838,17,28,-1,-4,-5,3
n340_second,340,14,-12,12,14,2,170,2,15,26725315000,26725316000,1000,4624135807997330838,18,19,-4,-1,-5,-3
n680_first,680,26,-2,2,26,2,340,2,15,26725315000,26725316000,1000,16969152123057442099,13,13,-4,-4,-8,0
n680_second,680,22,-14,14,22,2,340,2,15,26725315000,26725316000,1000,16969152123057442099,11,12,-2,0,-2,-2
n65_first,65,8,-1,1,8,1,65,2,16,26725316000,26725317000,1000,8073393938695211300,65,55,-7,-10,-17,3
n65_second,65,7,-4,4,7,1,65,2,16,26725316000,26725317000,1000,8073393938695211300,42,80,-1,-5,-6,4
n130_first,130,11,-3,3,11,1,130,2,16,26725316000,26725317000,1000,17022580894411493793,32,39,-3,-3,-6,0
n130_second,130,9,-7,7,9,1,130,2,16,26725316000,26725317000,1000,17022580894411493793,36,44,-2,-6,-8,4
n260_first,260,16,-2,2,16,2,130,2,16,26725316000,26725317000,1000,3033484327301589005,27,25,-6,-1,-7,-5
n260_second,260,14,-8,8,14,2,130,2,16,26725316000,26725317000,1000,3033484327301589005,27,20,-2,-6,-8,4
n520_first,520,22,-6,6,22,2,260,2,16,26725316000,26725317000,1000,12636425266526035076,14,20,-4,-3,-7,-1
n520_second,520,18,-14,14,18,2,260,2,16,26725316000,26725317000,1000,12636425266526035076,11,14,-2,-1,-3,-1
n85_first,85,9,-2,2,9,1,85,2,16,26725316000,26725317000,1000,11475665291627766013,58,54,-9,-12,-21,3
n85_second,85,7,-6,6,7,1,85,2,16,26725316000,26725317000,1000,11475665291627766013,52,64,-6,-10,-16,4
n170_first,170,13,-1,1,13,1,170,2,16,26725316000,26725317000,1000,14647567551088929080,46,34,-2,-10,-12,8
n170_second,170,11,-7,7,11,1,170,2,16,26725316000,26725317000,1000,14647567551088929080,33,39,-2,-5,-7,3
n340_first,340,18,-4,4,18,2,170,2,16,26725316000,26725317000,1000,15781223264816872633,31,22,-3,-4,-7,1
n340_second,340,14,-12,12,14,2,170,2,16,26725316000,26725317000,1000,15781223264816872633,26,18,-6,1,-5,-7
n680_first,680,26,-2,2,26,2,340,2,16,26725316000,26725317000,1000,1491731830450219409,12,12,-2,-2,-4,0
n680_second,680,22,-14,14,22,2,340,2,16,26725316000,26725317000,1000,1491731830450219409,10,18,-1,-5,-6,4
n65_first,65,8,-1,1,8,1,65,2,17,26725317000,26725318000,1000,16462107150699365970,52,64,-3,-7,-10,4
n65_second,65,7,-4,4,7,1,65,2,17,26725317000,26725318000,1000,16462107150699365970,57,80,-9,-11,-20,2
n130_first,130,11,-3,3,11,1,130,2,17,26725317000,26725318000,1000,4992986093760577904,47,38,-6,-5,-11,-1
n130_second,130,9,-7,7,9,1,130,2,17,26725317000,26725318000,1000,4992986093760577904,45,42,0,-3,-3,3
n260_first,260,16,-2,2,16,2,130,2,17,26725317000,26725318000,1000,16485655610337317307,28,23,-6,-2,-8,-4
n260_second,260,14,-8,8,14,2,130,2,17,26725317000,26725318000,1000,16485655610337317307,29,26,-4,-3,-7,-1
n520_first,520,22,-6,6,22,2,260,2,17,26725317000,26725318000,1000,12152704161682868917,19,17,-1,-2,-3,1
n520_second,520,18,-14,14,18,2,260,2,17,26725317000,26725318000,1000,12152704161682868917,15,19,-2,-4,-6,2
n85_first,85,9,-2,2,9,1,85,2,17,26725317000,26725318000,1000,90233875393207226,54,54,-5,-4,-9,-1
n85_second,85,7,-6,6,7,1,85,2,17,26725317000,26725318000,1000,90233875393207226,52,51,-7,-8,-15,1
n170_first,170,13,-1,1,13,1,170,2,17,26725317000,26725318000,1000,685104773077980956,34,30,-2,-8,-10,6
n170_second,170,11,-7,7,11,1,170,2,17,26725317000,26725318000,1000,685104773077980956,31,48,-3,-8,-11,5
n340_first,340,18,-4,4,18,2,170,2,17,26725317000,26725318000,1000,1717378229034216665,22,21,0,-4,-4,4
n340_second,340,14,-12,12,14,2,170,2,17,26725317000,26725318000,1000,1717378229034216665,22,24,-6,-3,-9,-3
n680_first,680,26,-2,2,26,2,340,2,17,26725317000,26725318000,1000,15541939513459620638,11,17,-3,-3,-6,0
n680_second,680,22,-14,14,22,2,340,2,17,26725317000,26725318000,1000,15541939513459620638,15,11,-2,2,0,-4
n65_first,65,8,-1,1,8,1,65,2,18,26725318000,26725319000,1000,6415122539979150773,62,64,-14,-9,-23,-5
n65_second,65,7,-4,4,7,1,65,2,18,26725318000,26725319000,1000,6415122539979150773,57,63,-7,-6,-13,-1
n130_first,130,11,-3,3,11,1,130,2,18,26725318000,26725319000,1000,4225928301087976798,37,40,3,-8,-5,11
n130_second,130,9,-7,7,9,1,130,2,18,26725318000,26725319000,1000,4225928301087976798,39,50,-8,-7,-15,-1
n260_first,260,16,-2,2,16,2,130,2,18,26725318000,26725319000,1000,8785041720745208067,28,22,-2,1,-1,-3
n260_second,260,14,-8,8,14,2,130,2,18,26725318000,26725319000,1000,8785041720745208067,21,18,-5,-2,-7,-3
n520_first,520,22,-6,6,22,2,260,2,18,26725318000,26725319000,1000,9280962069030891180,22,21,-2,0,-2,-2
n520_second,520,18,-14,14,18,2,260,2,18,26725318000,26725319000,1000,9280962069030891180,13,24,-5,-3,-8,-2
n85_first,85,9,-2,2,9,1,85,2,18,26725318000,26725319000,1000,8472119284290169994,75,58,-7,-3,-10,-4
n85_second,85,7,-6,6,7,1,85,2,18,26725318000,26725319000,1000,8472119284290169994,55,58,-7,-11,-18,4
n170_first,170,13,-1,1,13,1,170,2,18,26725318000,26725319000,1000,11059010511126360856,35,30,0,-4,-4,4
n170_second,170,11,-7,7,11,1,170,2,18,26725318000,26725319000,1000,11059010511126360856,21,44,-7,-9,-16,2
n340_first,340,18,-4,4,18,2,170,2,18,26725318000,26725319000,1000,4307125273603548613,24,30,-3,0,-3,-3
n340_second,340,14,-12,12,14,2,170,2,18,26725318000,26725319000,1000,4307125273603548613,18,14,2,0,2,2
n680_first,680,26,-2,2,26,2,340,2,18,26725318000,26725319000,1000,12956692380233828174,14,12,-2,-1,-3,-1
n680_second,680,22,-14,14,22,2,340,2,18,26725318000,26725319000,1000,12956692380233828174,17,21,-1,0,-1,-1
n65_first,65,8,-1,1,8,1,65,2,19,26725319000,26725320000,1000,8334050273220678754,62,61,-16,-5,-21,-11
n65_second,65,7,-4,4,7,1,65,2,19,26725319000,26725320000,1000,8334050273220678754,64,53,-11,-9,-20,-2
n130_first,130,11,-3,3,11,1,130,2,19,26725319000,26725320000,1000,263789479821459185,54,42,-4,-10,-14,6
n130_second,130,9,-7,7,9,1,130,2,19,26725319000,26725320000,1000,263789479821459185,44,40,-9,-7,-16,-2
n260_first,260,16,-2,2,16,2,130,2,19,26725319000,26725320000,1000,13381029093206618704,22,21,-4,-3,-7,-1
n260_second,260,14,-8,8,14,2,130,2,19,26725319000,26725320000,1000,13381029093206618704,27,31,-5,-4,-9,-1
n520_first,520,22,-6,6,22,2,260,2,19,26725319000,26725320000,1000,7763731380756346072,13,14,-1,-3,-4,2
n520_second,520,18,-14,14,18,2,260,2,19,26725319000,26725320000,1000,7763731380756346072,16,22,-3,-6,-9,3
n85_first,85,9,-2,2,9,1,85,2,19,26725319000,26725320000,1000,8407524527422190456,61,54,-14,-2,-16,-12
n85_second,85,7,-6,6,7,1,85,2,19,26725319000,26725320000,1000,8407524527422190456,52,62,-5,-16,-21,11
n170_first,170,13,-1,1,13,1,170,2,19,26725319000,26725320000,1000,12196583346556805886,22,37,-3,-4,-7,1
n170_second,170,11,-7,7,11,1,170,2,19,26725319000,26725320000,1000,12196583346556805886,35,40,-4,-2,-6,-2
n340_first,340,18,-4,4,18,2,170,2,19,26725319000,26725320000,1000,6127629154495657056,19,17,0,-4,-4,4
n340_second,340,14,-12,12,14,2,170,2,19,26725319000,26725320000,1000,6127629154495657056,25,23,-1,-2,-3,1
n680_first,680,26,-2,2,26,2,340,2,19,26725319000,26725320000,1000,4764177256525618179,13,21,-1,-6,-7,5
n680_second,680,22,-14,14,22,2,340,2,19,26725319000,26725320000,1000,4764177256525618179,12,10,-1,0,-1,-1
n65_first,65,8,-1,1,8,1,65,2,20,26725320000,26725321000,1000,6849268617903254263,59,53,-7,-7,-14,0
n65_second,65,7,-4,4,7,1,65,2,20,26725320000,26725321000,1000,6849268617903254263,59,73,-8,-12,-20,4
n130_first,130,11,-3,3,11,1,130,2,20,26725320000,26725321000,1000,13927344265494218206,40,42,-4,-3,-7,-1
n130_second,130,9,-7,7,9,1,130,2,20,26725320000,26725321000,1000,13927344265494218206,39,46,-1,-6,-7,5
n260_first,260,16,-2,2,16,2,130,2,20,26725320000,26725321000,1000,9472245000057538926,25,26,-4,-5,-9,1
n260_second,260,14,-8,8,14,2,130,2,20,26725320000,26725321000,1000,9472245000057538926,42,26,-5,1,-4,-6
n520_first,520,22,-6,6,22,2,260,2,20,26725320000,26725321000,1000,11958232462011182547,24,12,-3,-1,-4,-2
n520_second,520,18,-14,14,18,2,260,2,20,26725320000,26725321000,1000,11958232462011182547,16,18,-1,-3,-4,2
n85_first,85,9,-2,2,9,1,85,2,20,26725320000,26725321000,1000,10578767032370944148,61,45,-5,-3,-8,-2
n85_second,85,7,-6,6,7,1,85,2,20,26725320000,26725321000,1000,10578767032370944148,54,59,-4,-13,-17,9
n170_first,170,13,-1,1,13,1,170,2,20,26725320000,26725321000,1000,13770033147885721467,33,35,-8,-4,-12,-4
n170_second,170,11,-7,7,11,1,170,2,20,26725320000,26725321000,1000,13770033147885721467,30,41,-4,-3,-7,-1
n340_first,340,18,-4,4,18,2,170,2,20,26725320000,26725321000,1000,10433006894998688568,32,29,-4,-2,-6,-2
n340_second,340,14,-12,12,14,2,170,2,20,26725320000,26725321000,1000,10433006894998688568,26,20,-4,-3,-7,-1
n680_first,680,26,-2,2,26,2,340,2,20,26725320000,26725321000,1000,1321912892159801590,12,16,-3,0,-3,-3
n680_second,680,22,-14,14,22,2,340,2,20,26725320000,26725321000,1000,1321912892159801590,18,14,-7,-3,-10,-4
n65_first,65,8,-1,1,8,1,65,2,21,26725321000,26725322000,1000,7033908879834865879,62,71,-8,-6,-14,-2
n65_second,65,7,-4,4,7,1,65,2,21,26725321000,26725322000,1000,7033908879834865879,57,72,-7,-10,-17,3
n130_first,130,11,-3,3,11,1,130,2,21,26725321000,26725322000,1000,1098000016953503099,36,37,-7,-5,-12,-2
n130_second,130,9,-7,7,9,1,130,2,21,26725321000,26725322000,1000,1098000016953503099,38,40,-8,-7,-15,-1
n260_first,260,16,-2,2,16,2,130,2,21,26725321000,26725322000,1000,15744395456644995824,29,17,-4,-1,-5,-3
n260_second,260,14,-8,8,14,2,130,2,21,26725321000,26725322000,1000,15744395456644995824,24,31,0,-3,-3,3
n520_first,520,22,-6,6,22,2,260,2,21,26725321000,26725322000,1000,7081622565544543242,20,12,-3,-4,-7,1
n520_second,520,18,-14,14,18,2,260,2,21,26725321000,26725322000,1000,7081622565544543242,14,16,-4,1,-3,-5
n85_first,85,9,-2,2,9,1,85,2,21,26725321000,26725322000,1000,14208663643046616807,53,53,-12,-7,-19,-5
n85_second,85,7,-6,6,7,1,85,2,21,26725321000,26725322000,1000,14208663643046616807,48,59,-5,-11,-16,6
n170_first,170,13,-1,1,13,1,170,2,21,26725321000,26725322000,1000,8482859971542000934,24,32,-7,-4,-11,-3
n170_second,170,11,-7,7,11,1,170,2,21,26725321000,26725322000,1000,8482859971542000934,43,29,-6,-1,-7,-5
n340_first,340,18,-4,4,18,2,170,2,21,26725321000,26725322000,1000,15871837050672373799,17,18,-2,-3,-5,1
n340_second,340,14,-12,12,14,2,170,2,21,26725321000,26725322000,1000,15871837050672373799,23,25,-2,-5,-7,3
n680_first,680,26,-2,2,26,2,340,2,21,26725321000,26725322000,1000,7523072635199138556,13,10,-2,-1,-3,-1
n680_second,680,22,-14,14,22,2,340,2,21,26725321000,26725322000,1000,7523072635199138556,8,18,-1,-1,-2,0
n65_first,65,8,-1,1,8,1,65,2,22,26725322000,26725323000,1000,7785735992128352177,55,72,-12,-19,-31,7
n65_second,65,7,-4,4,7,1,65,2,22,26725322000,26725323000,1000,7785735992128352177,62,52,-4,-12,-16,8
n130_first,130,11,-3,3,11,1,130,2,22,26725322000,26725323000,1000,5306450542909069177,38,41,-5,-5,-10,0
n130_second,130,9,-7,7,9,1,130,2,22,26725322000,26725323000,1000,5306450542909069177,40,53,-6,-7,-13,1
n260_first,260,16,-2,2,16,2,130,2,22,26725322000,26725323000,1000,15613422373617217653,36,32,-1,-1,-2,0
n260_second,260,14,-8,8,14,2,130,2,22,26725322000,26725323000,1000,15613422373617217653,31,36,0,-2,-2,2
n520_first,520,22,-6,6,22,2,260,2,22,26725322000,26725323000,1000,10742053992582697517,24,19,-3,0,-3,-3
n520_second,520,18,-14,14,18,2,260,2,22,26725322000,26725323000,1000,10742053992582697517,26,15,-8,-1,-9,-7
n85_first,85,9,-2,2,9,1,85,2,22,26725322000,26725323000,1000,2973414885460554019,53,53,-6,-14,-20,8
n85_second,85,7,-6,6,7,1,85,2,22,26725322000,26725323000,1000,2973414885460554019,61,57,-10,-4,-14,-6
n170_first,170,13,-1,1,13,1,170,2,22,26725322000,26725323000,1000,15474473420928013253,36,23,-2,-2,-4,0
n170_second,170,11,-7,7,11,1,170,2,22,26725322000,26725323000,1000,15474473420928013253,32,34,-6,-4,-10,-2
n340_first,340,18,-4,4,18,2,170,2,22,26725322000,26725323000,1000,9714833757817794543,28,23,-3,-3,-6,0
n340_second,340,14,-12,12,14,2,170,2,22,26725322000,26725323000,1000,9714833757817794543,20,24,-4,-6,-10,2
n680_first,680,26,-2,2,26,2,340,2,22,26725322000,26725323000,1000,10107442188788267198,14,18,-3,-1,-4,-2
n680_second,680,22,-14,14,22,2,340,2,22,26725322000,26725323000,1000,10107442188788267198,14,13,-2,-2,-4,0
n65_first,65,8,-1,1,8,1,65,2,23,26725323000,26725324000,1000,14541320667451534105,57,68,-12,-10,-22,-2
n65_second,65,7,-4,4,7,1,65,2,23,26725323000,26725324000,1000,14541320667451534105,63,57,-9,-7,-16,-2
n130_first,130,11,-3,3,11,1,130,2,23,26725323000,26725324000,1000,1040053161877407657,29,32,-2,-4,-6,2
n130_second,130,9,-7,7,9,1,130,2,23,26725323000,26725324000,1000,1040053161877407657,32,45,-7,-5,-12,-2
n260_first,260,16,-2,2,16,2,130,2,23,26725323000,26725324000,1000,2138119035904740878,28,23,-5,-6,-11,1
n260_second,260,14,-8,8,14,2,130,2,23,26725323000,26725324000,1000,2138119035904740878,18,26,1,-7,-6,8
n520_first,520,22,-6,6,22,2,260,2,23,26725323000,26725324000,1000,10444067147514376190,13,19,-2,-3,-5,1
n520_second,520,18,-14,14,18,2,260,2,23,26725323000,26725324000,1000,10444067147514376190,11,11,-1,-6,-7,5
n85_first,85,9,-2,2,9,1,85,2,23,26725323000,26725324000,1000,3919225213905260988,52,46,-5,-4,-9,-1
n85_second,85,7,-6,6,7,1,85,2,23,26725323000,26725324000,1000,3919225213905260988,58,46,-5,-11,-16,6
n170_first,170,13,-1,1,13,1,170,2,23,26725323000,26725324000,1000,3577756240283406593,49,34,-3,-10,-13,7
n170_second,170,11,-7,7,11,1,170,2,23,26725323000,26725324000,1000,3577756240283406593,41,37,-7,-6,-13,-1
n340_first,340,18,-4,4,18,2,170,2,23,26725323000,26725324000,1000,17321627505674780442,24,21,-2,-4,-6,2
n340_second,340,14,-12,12,14,2,170,2,23,26725323000,26725324000,1000,17321627505674780442,26,18,-4,-2,-6,-2
n680_first,680,26,-2,2,26,2,340,2,23,26725323000,26725324000,1000,1539305719921293415,17,17,-1,-5,-6,4
n680_second,680,22,-14,14,22,2,340,2,23,26725323000,26725324000,1000,1539305719921293415,11,10,-2,-1,-3,-1
n65_first,65,8,-1,1,8,1,65,2,24,26725324000,26725325000,1000,16435772008473696422,57,64,-7,-5,-12,-2
n65_second,65,7,-4,4,7,1,65,2,24,26725324000,26725325000,1000,16435772008473696422,69,52,-11,-11,-22,0
n130_first,130,11,-3,3,11,1,130,2,24,26725324000,26725325000,1000,6083553872451069649,37,40,-9,-5,-14,-4
n130_second,130,9,-7,7,9,1,130,2,24,26725324000,26725325000,1000,6083553872451069649,38,36,-8,-4,-12,-4
n260_first,260,16,-2,2,16,2,130,2,24,26725324000,26725325000,1000,7703964208969562032,19,24,-3,-2,-5,-1
n260_second,260,14,-8,8,14,2,130,2,24,26725324000,26725325000,1000,7703964208969562032,27,26,0,-5,-5,5
n520_first,520,22,-6,6,22,2,260,2,24,26725324000,26725325000,1000,8081132839007830827,14,19,-2,-1,-3,-1
n520_second,520,18,-14,14,18,2,260,2,24,26725324000,26725325000,1000,8081132839007830827,11,18,-5,0,-5,-5
n85_first,85,9,-2,2,9,1,85,2,24,26725324000,26725325000,1000,9168284128759111861,58,66,-4,-9,-13,5
n85_second,85,7,-6,6,7,1,85,2,24,26725324000,26725325000,1000,9168284128759111861,57,53,-9,-3,-12,-6
n170_first,170,13,-1,1,13,1,170,2,24,26725324000,26725325000,1000,11063899648736333916,34,39,0,-1,-1,1
n170_second,170,11,-7,7,11,1,170,2,24,26725324000,26725325000,1000,11063899648736333916,47,36,-5,-5,-10,0
n340_first,340,18,-4,4,18,2,170,2,24,26725324000,26725325000,1000,11116479612572283825,17,26,-1,-1,-2,0
n340_second,340,14,-12,12,14,2,170,2,24,26725324000,26725325000,1000,11116479612572283825,25,34,-1,-4,-5,3
n680_first,680,26,-2,2,26,2,340,2,24,26725324000,26725325000,1000,14270816309194274173,14,19,-7,-5,-12,-2
n680_second,680,22,-14,14,22,2,340,2,24,26725324000,26725325000,1000,14270816309194274173,16,17,-5,-1,-6,-4
n65_first,65,8,-1,1,8,1,65,2,25,26725325000,26725326000,1000,737875445361554433,59,51,-11,-7,-18,-4
n65_second,65,7,-4,4,7,1,65,2,25,26725325000,26725326000,1000,737875445361554433,60,69,-3,-13,-16,10
n130_first,130,11,-3,3,11,1,130,2,25,26725325000,26725326000,1000,6138844776808899988,31,44,-4,0,-4,-4
n130_second,130,9,-7,7,9,1,130,2,25,26725325000,26725326000,1000,6138844776808899988,54,44,-12,-8,-20,-4
n260_first,260,16,-2,2,16,2,130,2,25,26725325000,26725326000,1000,9388758006809668536,30,20,-5,-4,-9,-1
n260_second,260,14,-8,8,14,2,130,2,25,26725325000,26725326000,1000,9388758006809668536,26,23,-2,-2,-4,0
n520_first,520,22,-6,6,22,2,260,2,25,26725325000,26725326000,1000,16816421091316794819,20,21,-3,-2,-5,-1
n520_second,520,18,-14,14,18,2,260,2,25,26725325000,26725326000,1000,16816421091316794819,25,24,-4,-7,-11,3
n85_first,85,9,-2,2,9,1,85,2,25,26725325000,26725326000,1000,9706169744434858790,55,51,-6,-4,-10,-2
n85_second,85,7,-6,6,7,1,85,2,25,26725325000,26725326000,1000,9706169744434858790,56,45,-9,-2,-11,-7
n170_first,170,13,-1,1,13,1,170,2,25,26725325000,26725326000,1000,17913690120640928311,34,43,-5,-9,-14,4
n170_second,170,11,-7,7,11,1,170,2,25,26725325000,26725326000,1000,17913690120640928311,44,33,-6,0,-6,-6
n340_first,340,18,-4,4,18,2,170,2,25,26725325000,26725326000,1000,5898886007606444112,21,20,-6,-2,-8,-4
n340_second,340,14,-12,12,14,2,170,2,25,26725325000,26725326000,1000,5898886007606444112,15,25,-5,-4,-9,-1
n680_first,680,26,-2,2,26,2,340,2,25,26725325000,26725326000,1000,5784204654673350248,10,21,-3,0,-3,-3
n680_second,680,22,-14,14,22,2,340,2,25,26725325000,26725326000,1000,5784204654673350248,11,20,-5,-4,-9,-1
n65_first,65,8,-1,1,8,1,65,2,26,26725326000,26725327000,1000,17853388403331876788,50,60,-7,-11,-18,4
n65_second,65,7,-4,4,7,1,65,2,26,26725326000,26725327000,1000,17853388403331876788,73,75,-7,-1,-8,-6
n130_first,130,11,-3,3,11,1,130,2,26,26725326000,26725327000,1000,9168525417849455302,31,45,-7,-6,-13,-1
n130_second,130,9,-7,7,9,1,130,2,26,26725326000,26725327000,1000,9168525417849455302,38,42,0,-3,-3,3
n260_first,260,16,-2,2,16,2,130,2,26,26725326000,26725327000,1000,9042910796500278750,21,25,0,-9,-9,9
n260_second,260,14,-8,8,14,2,130,2,26,26725326000,26725327000,1000,9042910796500278750,28,22,-5,-3,-8,-2
n520_first,520,22,-6,6,22,2,260,2,26,26725326000,26725327000,1000,18012151814731592853,11,22,-2,-3,-5,1
n520_second,520,18,-14,14,18,2,260,2,26,26725326000,26725327000,1000,18012151814731592853,21,19,-1,3,2,-4
n85_first,85,9,-2,2,9,1,85,2,26,26725326000,26725327000,1000,8105666857107645199,52,56,-8,-2,-10,-6
n85_second,85,7,-6,6,7,1,85,2,26,26725326000,26725327000,1000,8105666857107645199,53,54,-6,-4,-10,-2
n170_first,170,13,-1,1,13,1,170,2,26,26725326000,26725327000,1000,4387922925511578526,23,32,-4,1,-3,-5
n170_second,170,11,-7,7,11,1,170,2,26,26725326000,26725327000,1000,4387922925511578526,39,41,-6,-2,-8,-4
n340_first,340,18,-4,4,18,2,170,2,26,26725326000,26725327000,1000,8703304332030904878,27,32,-1,-9,-10,8
n340_second,340,14,-12,12,14,2,170,2,26,26725326000,26725327000,1000,8703304332030904878,26,28,1,-1,0,2
n680_first,680,26,-2,2,26,2,340,2,26,26725326000,26725327000,1000,8586511666468159896,11,16,-4,-2,-6,-2
n680_second,680,22,-14,14,22,2,340,2,26,26725326000,26725327000,1000,8586511666468159896,15,13,-3,0,-3,-3
n65_first,65,8,-1,1,8,1,65,2,27,26725327000,26725328000,1000,14560253284011412452,69,54,-10,-5,-15,-5
n65_second,65,7,-4,4,7,1,65,2,27,26725327000,26725328000,1000,14560253284011412452,82,61,-15,-10,-25,-5
