label,n,m00,m01,m10,m11,smith1,smith2,radius,batch,counter_first,counter_last_exclusive,samples,common_field_digest,primal_pivotal,matching_pivotal,primal_h4,matching_h4,h4_plus,h4_minus
n130_first,130,11,-3,3,11,1,130,2,39,26725339000,26725340000,1000,12754905474790930486,36,49,-8,-1,-9,-7
n130_second,130,9,-7,7,9,1,130,2,39,26725339000,26725340000,1000,12754905474790930486,44,40,-7,-7,-14,0
n260_first,260,16,-2,2,16,2,130,2,39,26725339000,26725340000,1000,12461578453251345558,24,27,-5,-5,-10,0
n260_second,260,14,-8,8,14,2,130,2,39,26725339000,26725340000,1000,12461578453251345558,30,18,-8,-4,-12,-4
n520_first,520,22,-6,6,22,2,260,2,39,26725339000,26725340000,1000,2830101347642517621,24,18,-2,0,-2,-2
n520_second,520,18,-14,14,18,2,260,2,39,26725339000,26725340000,1000,2830101347642517621,19,19,-1,0,-1,-1
n85_first,85,9,-2,2,9,1,85,2,39,26725339000,26725340000,1000,8635603199481463775,49,52,-9,-8,-17,-1
n85_second,85,7,-6,6,7,1,85,2,39,26725339000,26725340000,1000,8635603199481463775,50,55,-4,-6,-10,2
n170_first,170,13,-1,1,13,1,170,2,39,26725339000,26725340000,1000,6685775018061569526,36,34,-10,-3,-13,-7
n170_second,170,11,-7,7,11,1,170,2,39,26725339000,26725340000,1000,6685775018061569526,37,27,-6,3,-3,-9
n340_first,340,18,-4,4,18,2,170,2,39,26725339000,26725340000,1000,5280468975137512746,21,25,2,-3,-1,5
n340_second,340,14,-12,12,14,2,170,2,39,26725339000,26725340000,1000,5280468975137512746,30,24,-6,-4,-10,-2
n680_first,680,26,-2,2,26,2,340,2,39,26725339000,26725340000,1000,8147571797651062417,12,10,0,-2,-2,2
n680_second,680,22,-14,14,22,2,340,2,39,26725339000,26725340000,1000,8147571797651062417,14,18,-1,-3,-4,2
n65_first,65,8,-1,1,8,1,65,2,40,26725340000,26725341000,1000,9550314326833590943,75,52,-4,-5,-9,1
n65_second,65,7,-4,4,7,1,65,2,40,26725340000,26725341000,1000,9550314326833590943,54,73,-3,-2,-5,-1
n130_first,130,11,-3,3,11,1,130,2,40,26725340000,26725341000,1000,5524373201162909509,34,41,-5,1,-4,-6
n130_second,130,9,-7,7,9,1,130,2,40,26725340000,26725341000,1000,5524373201162909509,34,47,-9,-10,-19,1
n260_first,260,16,-2,2,16,2,130,2,40,26725340000,26725341000,1000,16059645503662978039,27,19,-3,-2,-5,-1
n260_second,260,14,-8,8,14,2,130,2,40,26725340000,26725341000,1000,16059645503662978039,23,28,-9,-2,-11,-7
n520_first,520,22,-6,6,22,2,260,2,40,26725340000,26725341000,1000,5609511476669960236,19,29,-5,-1,-6,-4
n520_second,520,18,-14,14,18,2,260,2,40,26725340000,26725341000,1000,5609511476669960236,19,20,0,-1,-1,1
n85_first,85,9,-2,2,9,1,85,2,40,26725340000,26725341000,1000,810218020553149177,55,51,-5,-5,-10,0
n85_second,85,7,-6,6,7,1,85,2,40,26725340000,26725341000,1000,810218020553149177,41,53,-3,-12,-15,9
n170_first,170,13,-1,1,13,1,170,2,40,26725340000,26725341000,1000,16561475522616049804,26,31,-1,4,3,-5
n170_second,170,11,-7,7,11,1,170,2,40,26725340000,26725341000,1000,16561475522616049804,37,29,-2,-1,-3,-1
n340_first,340,18,-4,4,18,2,170,2,40,26725340000,26725341000,1000,3334291277526835827,26,24,-3,-4,-7,1
n340_second,340,14,-12,12,14,2,170,2,40,26725340000,26725341000,1000,3334291277526835827,21,31,-7,-3,-10,-4
n680_first,680,26,-2,2,26,2,340,2,40,26725340000,26725341000,1000,11947971463221442035,15,19,-2,3,1,-5
n680_second,680,22,-14,14,22,2,340,2,40,26725340000,26725341000,1000,11947971463221442035,20,20,1,-3,-2,4
n65_first,65,8,-1,1,8,1,65,2,41,26725341000,26725342000,1000,2279260182252886501,62,68,-5,-10,-15,5
n65_second,65,7,-4,4,7,1,65,2,41,26725341000,26725342000,1000,2279260182252886501,61,55,-6,-6,-12,0
n130_first,130,11,-3,3,11,1,130,2,41,26725341000,26725342000,1000,1018662374207889623,44,46,-1,-2,-3,1
n130_second,130,9,-7,7,9,1,130,2,41,26725341000,26725342000,1000,1018662374207889623,44,44,-5,-8,-13,3
n260_first,260,16,-2,2,16,2,130,2,41,26725341000,26725342000,1000,499846793303769358,27,36,-5,-3,-8,-2
n260_second,260,14,-8,8,14,2,130,2,41,26725341000,26725342000,1000,499846793303769358,23,28,-3,-1,-4,-2
n520_first,520,22,-6,6,22,2,260,2,41,26725341000,26725342000,1000,6933633989596673245,15,18,-5,-4,-9,-1
n520_second,520,18,-14,14,18,2,260,2,41,26725341000,26725342000,1000,6933633989596673245,15,13,-2,2,0,-4
n85_first,85,9,-2,2,9,1,85,2,41,26725341000,26725342000,1000,10152721871991810833,50,53,-12,-11,-23,-1
n85_second,85,7,-6,6,7,1,85,2,41,26725341000,26725342000,1000,10152721871991810833,54,59,-10,-7,-17,-3
n170_first,170,13,-1,1,13,1,170,2,41,26725341000,26725342000,1000,11805393945282463616,38,29,-3,-6,-9,3
n170_second,170,11,-7,7,11,1,170,2,41,26725341000,26725342000,1000,11805393945282463616,37,38,-1,-5,-6,4
n340_first,340,18,-4,4,18,2,170,2,41,26725341000,26725342000,1000,8569495079206445061,25,28,-3,4,1,-7
n340_second,340,14,-12,12,14,2,170,2,41,26725341000,26725342000,1000,8569495079206445061,21,19,3,-7,-4,10
n680_first,680,26,-2,2,26,2,340,2,41,26725341000,26725342000,1000,6503786696993612211,14,18,-3,1,-2,-4
n680_second,680,22,-14,14,22,2,340,2,41,26725341000,26725342000,1000,6503786696993612211,8,16,-2,-6,-8,4
n65_first,65,8,-1,1,8,1,65,2,42,26725342000,26725343000,1000,9025003110082087799,72,77,-11,-7,-18,-4
n65_second,65,7,-4,4,7,1,65,2,42,26725342000,26725343000,1000,9025003110082087799,52,71,-7,-9,-16,2
n130_first,130,11,-3,3,11,1,130,2,42,26725342000,26725343000,1000,18231707435486775541,45,41,-2,-6,-8,4
n130_second,130,9,-7,7,9,1,130,2,42,26725342000,26725343000,1000,18231707435486775541,34,40,-4,-8,-12,4
n260_first,260,16,-2,2,16,2,130,2,42,26725342000,26725343000,1000,10705526540792355798,30,27,-5,-1,-6,-4
n260_second,260,14,-8,8,14,2,130,2,42,26725342000,26725343000,1000,10705526540792355798,23,36,-5,-5,-10,0
n520_first,520,22,-6,6,22,2,260,2,42,26725342000,26725343000,1000,3273641106730596316,14,27,0,-4,-4,4
n520_second,520,18,-14,14,18,2,260,2,42,26725342000,26725343000,1000,3273641106730596316,14,19,-1,-6,-7,5
n85_first,85,9,-2,2,9,1,85,2,42,26725342000,26725343000,1000,3903791330146855393,48,66,-9,-7,-16,-2
n85_second,85,7,-6,6,7,1,85,2,42,26725342000,26725343000,1000,3903791330146855393,55,69,-8,-13,-21,5
n170_first,170,13,-1,1,13,1,170,2,42,26725342000,26725343000,1000,14082899266776518544,29,46,-1,-6,-7,5
n170_second,170,11,-7,7,11,1,170,2,42,26725342000,26725343000,1000,14082899266776518544,36,42,-7,-2,-9,-5
n340_first,340,18,-4,4,18,2,170,2,42,26725342000,26725343000,1000,1305423055108936285,40,29,-6,-1,-7,-5
n340_second,340,14,-12,12,14,2,170,2,42,26725342000,26725343000,1000,1305423055108936285,27,21,-4,-6,-10,2
n680_first,680,26,-2,2,26,2,340,2,42,26725342000,26725343000,1000,16581073255856140214,17,12,-1,-4,-5,3
n680_second,680,22,-14,14,22,2,340,2,42,26725342000,26725343000,1000,16581073255856140214,8,14,0,-1,-1,1
n65_first,65,8,-1,1,8,1,65,2,43,26725343000,26725344000,1000,15318433084385572291,68,66,-7,-7,-14,0
n65_second,65,7,-4,4,7,1,65,2,43,26725343000,26725344000,1000,15318433084385572291,43,71,1,-11,-10,12
n130_first,130,11,-3,3,11,1,130,2,43,26725343000,26725344000,1000,690851398330830410,38,42,0,-14,-14,14
n130_second,130,9,-7,7,9,1,130,2,43,26725343000,26725344000,1000,690851398330830410,39,45,-7,-12,-19,5
n260_first,260,16,-2,2,16,2,130,2,43,26725343000,26725344000,1000,18143244017653396102,27,29,-5,-3,-8,-2
n260_second,260,14,-8,8,14,2,130,2,43,26725343000,26725344000,1000,18143244017653396102,18,27,1,-8,-7,9
n520_first,520,22,-6,6,22,2,260,2,43,26725343000,26725344000,1000,10058307540400617201,19,22,-6,-6,-12,0
n520_second,520,18,-14,14,18,2,260,2,43,26725343000,26725344000,1000,10058307540400617201,15,21,-1,-4,-5,3
n85_first,85,9,-2,2,9,1,85,2,43,26725343000,26725344000,1000,13165740518574971748,54,47,-9,-7,-16,-2
n85_second,85,7,-6,6,7,1,85,2,43,26725343000,26725344000,1000,13165740518574971748,53,46,-6,-11,-17,5
n170_first,170,13,-1,1,13,1,170,2,43,26725343000,26725344000,1000,17423053910162963870,33,37,-5,-6,-11,1
n170_second,170,11,-7,7,11,1,170,2,43,26725343000,26725344000,1000,17423053910162963870,26,42,-4,-4,-8,0
n340_first,340,18,-4,4,18,2,170,2,43,26725343000,26725344000,1000,18368692327080758296,22,25,-3,-2,-5,-1
n340_second,340,14,-12,12,14,2,170,2,43,26725343000,26725344000,1000,18368692327080758296,21,22,-7,-5,-12,-2
n680_first,680,26,-2,2,26,2,340,2,43,26725343000,26725344000,1000,6876930395818348156,19,11,1,0,1,1
n680_second,680,22,-14,14,22,2,340,2,43,26725343000,26725344000,1000,6876930395818348156,15,12,-5,-1,-6,-4
n65_first,65,8,-1,1,8,1,65,2,44,26725344000,26725345000,1000,794699290671794983,60,77,-12,-9,-21,-3
n65_second,65,7,-4,4,7,1,65,2,44,26725344000,26725345000,1000,794699290671794983,69,51,-9,-5,-14,-4
n130_first,130,11,-3,3,11,1,130,2,44,26725344000,26725345000,1000,6087762672133271176,48,36,-3,-1,-4,-2
n130_second,130,9,-7,7,9,1,130,2,44,26725344000,26725345000,1000,6087762672133271176,56,40,-10,-4,-14,-6
n260_first,260,16,-2,2,16,2,130,2,44,26725344000,26725345000,1000,13302097599910564572,16,28,-2,-3,-5,1
n260_second,260,14,-8,8,14,2,130,2,44,26725344000,26725345000,1000,13302097599910564572,34,25,-3,-3,-6,0
n520_first,520,22,-6,6,22,2,260,2,44,26725344000,26725345000,1000,15670191569718868094,20,23,0,-2,-2,2
n520_second,520,18,-14,14,18,2,260,2,44,26725344000,26725345000,1000,15670191569718868094,13,15,0,-4,-4,4
n85_first,85,9,-2,2,9,1,85,2,44,26725344000,26725345000,1000,7513160800153368595,61,54,-2,-9,-11,7
n85_second,85,7,-6,6,7,1,85,2,44,26725344000,26725345000,1000,7513160800153368595,60,61,-4,-12,-16,8
n170_first,170,13,-1,1,13,1,170,2,44,26725344000,26725345000,1000,15360198114789132844,33,33,-4,-2,-6,-2
n170_second,170,11,-7,7,11,1,170,2,44,26725344000,26725345000,1000,15360198114789132844,34,39,-2,1,-1,-3
n340_first,340,18,-4,4,18,2,170,2,44,26725344000,26725345000,1000,5549958288920748217,25,21,-4,-3,-7,-1
n340_second,340,14,-12,12,14,2,170,2,44,26725344000,26725345000,1000,5549958288920748217,21,25,-2,-3,-5,1
n680_first,680,26,-2,2,26,2,340,2,44,26725344000,26725345000,1000,587609949076600701,18,11,-4,-2,-6,-2
n680_second,680,22,-14,14,22,2,340,2,44,26725344000,26725345000,1000,587609949076600701,19,14,-2,-2,-4,0
n65_first,65,8,-1,1,8,1,65,2,45,26725345000,26725346000,1000,1551475365513969235,78,64,-8,-6,-14,-2
n65_second,65,7,-4,4,7,1,65,2,45,26725345000,26725346000,1000,1551475365513969235,53,70,-8,-7,-15,-1
n130_first,130,11,-3,3,11,1,130,2,45,26725345000,26725346000,1000,8524487089934015690,57,40,-8,-3,-11,-5
n130_second,130,9,-7,7,9,1,130,2,45,26725345000,26725346000,1000,8524487089934015690,47,33,-2,-4,-6,2
n260_first,260,16,-2,2,16,2,130,2,45,26725345000,26725346000,1000,82740132669608302,32,31,-2,-5,-7,3
n260_second,260,14,-8,8,14,2,130,2,45,26725345000,26725346000,1000,82740132669608302,28,33,-5,-3,-8,-2
n520_first,520,22,-6,6,22,2,260,2,45,26725345000,26725346000,1000,4614599144104848570,20,11,2,-1,1,3
n520_second,520,18,-14,14,18,2,260,2,45,26725345000,26725346000,1000,4614599144104848570,21,16,1,-5,-4,6
n85_first,85,9,-2,2,9,1,85,2,45,26725345000,26725346000,1000,10367734449437049803,54,53,-4,1,-3,-5
n85_second,85,7,-6,6,7,1,85,2,45,26725345000,26725346000,1000,10367734449437049803,56,46,-8,-4,-12,-4
n170_first,170,13,-1,1,13,1,170,2,45,26725345000,26725346000,1000,2270710514550890543,35,30,-9,-4,-13,-5
n170_second,170,11,-7,7,11,1,170,2,45,26725345000,26725346000,1000,2270710514550890543,39,31,-8,-5,-13,-3
n340_first,340,18,-4,4,18,2,170,2,45,26725345000,26725346000,1000,7468572964489407710,26,16,-11,-1,-12,-10
n340_second,340,14,-12,12,14,2,170,2,45,26725345000,26725346000,1000,7468572964489407710,34,22,-3,0,-3,-3
n680_first,680,26,-2,2,26,2,340,2,45,26725345000,26725346000,1000,15018477230596043557,10,22,-2,-9,-11,7
n680_second,680,22,-14,14,22,2,340,2,45,26725345000,26725346000,1000,15018477230596043557,10,13,-3,-2,-5,-1
n65_first,65,8,-1,1,8,1,65,2,46,26725346000,26725347000,1000,8316550700530595312,47,70,-7,-6,-13,-1
n65_second,65,7,-4,4,7,1,65,2,46,26725346000,26725347000,1000,8316550700530595312,63,68,-7,-7,-14,0
n130_first,130,11,-3,3,11,1,130,2,46,26725346000,26725347000,1000,6663489641382593943,37,42,-11,-4,-15,-7
n130_second,130,9,-7,7,9,1,130,2,46,26725346000,26725347000,1000,6663489641382593943,40,34,-4,-7,-11,3
n260_first,260,16,-2,2,16,2,130,2,46,26725346000,26725347000,1000,1407993956711086196,21,19,-1,0,-1,-1
n260_second,260,14,-8,8,14,2,130,2,46,26725346000,26725347000,1000,1407993956711086196,35,32,-9,-5,-14,-4
n520_first,520,22,-6,6,22,2,260,2,46,26725346000,26725347000,1000,15009321846155344131,20,20,0,-4,-4,4
n520_second,520,18,-14,14,18,2,260,2,46,26725346000,26725347000,1000,15009321846155344131,14,19,0,0,0,0
n85_first,85,9,-2,2,9,1,85,2,46,26725346000,26725347000,1000,13324505171635398731,60,63,-16,-12,-28,-4
n85_second,85,7,-6,6,7,1,85,2,46,26725346000,26725347000,1000,13324505171635398731,57,51,-5,-5,-10,0
n170_first,170,13,-1,1,13,1,170,2,46,26725346000,26725347000,1000,1108515048434941142,40,33,-11,-5,-16,-6
n170_second,170,11,-7,7,11,1,170,2,46,26725346000,26725347000,1000,1108515048434941142,36,40,-6,-7,-13,1
n340_first,340,18,-4,4,18,2,170,2,46,26725346000,26725347000,1000,6212555487475689731,28,16,3,-2,1,5
n340_second,340,14,-12,12,14,2,170,2,46,26725346000,26725347000,1000,6212555487475689731,23,21,-2,-8,-10,6
n680_first,680,26,-2,2,26,2,340,2,46,26725346000,26725347000,1000,13190255256706233673,17,13,-2,-5,-7,3
n680_second,680,22,-14,14,22,2,340,2,46,26725346000,26725347000,1000,13190255256706233673,16,15,-5,-5,-10,0
n65_first,65,8,-1,1,8,1,65,2,47,26725347000,26725348000,1000,7218287290728304908,75,59,-6,-7,-13,1
n65_second,65,7,-4,4,7,1,65,2,47,26725347000,26725348000,1000,7218287290728304908,66,78,-7,-13,-20,6
n130_first,130,11,-3,3,11,1,130,2,47,26725347000,26725348000,1000,7815075157135305832,64,44,-4,-1,-5,-3
n130_second,130,9,-7,7,9,1,130,2,47,26725347000,26725348000,1000,7815075157135305832,52,39,-7,-8,-15,1
n260_first,260,16,-2,2,16,2,130,2,47,26725347000,26725348000,1000,15841143691178346694,31,26,-4,-3,-7,-1
n260_second,260,14,-8,8,14,2,130,2,47,26725347000,26725348000,1000,15841143691178346694,30,30,-5,-3,-8,-2
n520_first,520,22,-6,6,22,2,260,2,47,26725347000,26725348000,1000,241572468748809699,20,17,0,3,3,-3
n520_second,520,18,-14,14,18,2,260,2,47,26725347000,26725348000,1000,241572468748809699,17,19,0,-2,-2,2
n85_first,85,9,-2,2,9,1,85,2,47,26725347000,26725348000,1000,8346069455337524023,70,53,-10,3,-7,-13
n85_second,85,7,-6,6,7,1,85,2,47,26725347000,26725348000,1000,8346069455337524023,61,46,-11,-4,-15,-7
n170_first,170,13,-1,1,13,1,170,2,47,26725347000,26725348000,1000,7607920926694244994,34,25,-7,-3,-10,-4
n170_second,170,11,-7,7,11,1,170,2,47,26725347000,26725348000,1000,7607920926694244994,43,45,-9,-4,-13,-5
n340_first,340,18,-4,4,18,2,170,2,47,26725347000,26725348000,1000,4947073083763122171,20,17,-2,-2,-4,0
n340_second,340,14,-12,12,14,2,170,2,47,26725347000,26725348000,1000,4947073083763122171,21,21,-3,-4,-7,1
n680_first,680,26,-2,2,26,2,340,2,47,26725347000,26725348000,1000,13479580002425711053,15,13,-5,-3,-8,-2
n680_second,680,22,-14,14,22,2,340,2,47,26725347000,26725348000,1000,13479580002425711053,18,14,-1,-1,-2,0
n65_first,65,8,-1,1,8,1,65,2,48,26725348000,26725349000,1000,11975698475341969183,63,61,-4,-10,-14,6
n65_second,65,7,-4,4,7,1,65,2,48,26725348000,26725349000,1000,11975698475341969183,58,72,-14,-15,-29,1
n130_first,130,11,-3,3,11,1,130,2,48,26725348000,26725349000,1000,4445645694838354456,41,36,-9,-2,-11,-7
n130_second,130,9,-7,7,9,1,130,2,48,26725348000,26725349000,1000,4445645694838354456,45,43,-5,-7,-12,2
n260_first,260,16,-2,2,16,2,130,2,48,26725348000,26725349000,1000,18233798991481321109,35,30,-6,-2,-8,-4
n260_second,260,14,-8,8,14,2,130,2,48,26725348000,26725349000,1000,18233798991481321109,32,25,-2,-1,-3,-1
n520_first,520,22,-6,6,22,2,260,2,48,26725348000,26725349000,1000,16009989922244802964,16,22,-1,-3,-4,2
n520_second,520,18,-14,14,18,2,260,2,48,26725348000,26725349000,1000,16009989922244802964,23,11,-4,0,-4,-4
n85_first,85,9,-2,2,9,1,85,2,48,26725348000,26725349000,1000,2839746187374052941,72,55,-11,-11,-22,0
n85_second,85,7,-6,6,7,1,85,2,48,26725348000,26725349000,1000,2839746187374052941,52,68,-1,-12,-13,11
n170_first,170,13,-1,1,13,1,170,2,48,26725348000,26725349000,1000,3335200600982441922,41,37,-7,-3,-10,-4
n170_second,170,11,-7,7,11,1,170,2,48,26725348000,26725349000,1000,3335200600982441922,31,30,-3,-4,-7,1
n340_first,340,18,-4,4,18,2,170,2,48,26725348000,26725349000,1000,16242882768927669101,20,15,-3,-3,-6,0
n340_second,340,14,-12,12,14,2,170,2,48,26725348000,26725349000,1000,16242882768927669101,17,17,-1,-2,-3,1
n680_first,680,26,-2,2,26,2,340,2,48,26725348000,26725349000,1000,9921590991342804258,18,16,-3,-1,-4,-2
n680_second,680,22,-14,14,22,2,340,2,48,26725348000,26725349000,1000,9921590991342804258,13,13,-2,2,0,-4
n65_first,65,8,-1,1,8,1,65,2,49,26725349000,26725350000,1000,9057738999864613996,64,76,-5,-14,-19,9
n65_second,65,7,-4,4,7,1,65,2,49,26725349000,26725350000,1000,9057738999864613996,57,58,-14,-6,-20,-8
n130_first,130,11,-3,3,11,1,130,2,49,26725349000,26725350000,1000,1271278997124004529,38,44,0,-4,-4,4
n130_second,130,9,-7,7,9,1,130,2,49,26725349000,26725350000,1000,1271278997124004529,54,51,-7,-7,-14,0
n260_first,260,16,-2,2,16,2,130,2,49,26725349000,26725350000,1000,9704818700884732242,34,24,-5,-2,-7,-3
n260_second,260,14,-8,8,14,2,130,2,49,26725349000,26725350000,1000,9704818700884732242,20,26,2,3,5,-1
n520_first,520,22,-6,6,22,2,260,2,49,26725349000,26725350000,1000,10532310239826882782,17,16,-2,-1,-3,-1
n520_second,520,18,-14,14,18,2,260,2,49,26725349000,26725350000,1000,10532310239826882782,13,17,-4,-2,-6,-2
n85_first,85,9,-2,2,9,1,85,2,49,26725349000,26725350000,1000,7851622565211100002,57,62,-4,-6,-10,2
n85_second,85,7,-6,6,7,1,85,2,49,26725349000,26725350000,1000,7851622565211100002,54,51,-4,-3,-7,-1
n170_first,170,13,-1,1,13,1,170,2,49,26725349000,26725350000,1000,7385790017558615766,40,42,-5,-10,-15,5
n170_second,170,11,-7,7,11,1,170,2,49,26725349000,26725350000,1000,7385790017558615766,40,34,-9,-2,-11,-7
n340_first,340,18,-4,4,18,2,170,2,49,26725349000,26725350000,1000,14469791264537884132,21,25,-5,-6,-11,1
n340_second,340,14,-12,12,14,2,170,2,49,26725349000,26725350000,1000,14469791264537884132,24,20,-6,-1,-7,-5
n680_first,680,26,-2,2,26,2,340,2,49,26725349000,26725350000,1000,16151668539502187633,16,25,0,-2,-2,2
n680_second,680,22,-14,14,22,2,340,2,49,26725349000,26725350000,1000,16151668539502187633,15,14,1,-3,-2,4
n65_first,65,8,-1,1,8,1,65,2,50,26725350000,26725351000,1000,15168005938831007282,52,64,-7,-4,-11,-3
n65_second,65,7,-4,4,7,1,65,2,50,26725350000,26725351000,1000,15168005938831007282,56,64,-7,-6,-13,-1
n130_first,130,11,-3,3,11,1,130,2,50,26725350000,26725351000,1000,10749399001448812397,52,36,-7,-3,-10,-4
n130_second,130,9,-7,7,9,1,130,2,50,26725350000,26725351000,1000,10749399001448812397,42,42,-10,-5,-15,-5
n260_first,260,16,-2,2,16,2,130,2,50,26725350000,26725351000,1000,7393016450331948298,26,37,0,-4,-4,4
n260_second,260,14,-8,8,14,2,130,2,50,26725350000,26725351000,1000,7393016450331948298,23,30,-4,-3,-7,-1
n520_first,520,22,-6,6,22,2,260,2,50,26725350000,26725351000,1000,491999198015251535,17,21,0,-5,-5,5
n520_second,520,18,-14,14,18,2,260,2,50,26725350000,26725351000,1000,491999198015251535,19,11,1,-2,-1,3
n85_first,85,9,-2,2,9,1,85,2,50,26725350000,26725351000,1000,5114614948054160613,48,63,-4,-5,-9,1
n85_second,85,7,-6,6,7,1,85,2,50,26725350000,26725351000,1000,5114614948054160613,57,69,-3,-9,-12,6
n170_first,170,13,-1,1,13,1,170,2,50,26725350000,26725351000,1000,15601857064882020225,30,33,-5,-6,-11,1
n170_second,170,11,-7,7,11,1,170,2,50,26725350000,26725351000,1000,15601857064882020225,28,38,-3,-7,-10,4
n340_first,340,18,-4,4,18,2,170,2,50,26725350000,26725351000,1000,11171368771047738227,26,23,-2,2,0,-4
n340_second,340,14,-12,12,14,2,170,2,50,26725350000,26725351000,1000,11171368771047738227,22,28,-3,-3,-6,0
n680_first,680,26,-2,2,26,2,340,2,50,26725350000,26725351000,1000,14155595055806546048,20,10,-1,0,-1,-1
n680_second,680,22,-14,14,22,2,340,2,50,26725350000,26725351000,1000,14155595055806546048,13,17,-2,-3,-5,1
n65_first,65,8,-1,1,8,1,65,2,51,26725351000,26725352000,1000,3602573478452204057,66,52,-3,-6,-9,3
n65_second,65,7,-4,4,7,1,65,2,51,26725351000,26725352000,1000,3602573478452204057,57,69,-6,-5,-11,-1
n130_first,130,11,-3,3,11,1,130,2,51,26725351000,26725352000,1000,4262007785023446650,54,35,-6,-2,-8,-4
n130_second,130,9,-7,7,9,1,130,2,51,26725351000,26725352000,1000,4262007785023446650,43,40,-7,-6,-13,-1
n260_first,260,16,-2,2,16,2,130,2,51,26725351000,26725352000,1000,8466218674881920396,27,23,-1,-3,-4,2
n260_second,260,14,-8,8,14,2,130,2,51,26725351000,26725352000,1000,8466218674881920396,30,27,-6,-6,-12,0
n520_first,520,22,-6,6,22,2,260,2,51,26725351000,26725352000,1000,155201715088577673,22,15,-1,0,-1,-1
n520_second,520,18,-14,14,18,2,260,2,51,26725351000,26725352000,1000,155201715088577673,23,13,3,-1,2,4
n85_first,85,9,-2,2,9,1,85,2,51,26725351000,26725352000,1000,6216004266206599929,41,41,-7,-10,-17,3
n85_second,85,7,-6,6,7,1,85,2,51,26725351000,26725352000,1000,6216004266206599929,47,62,-3,-9,-12,6
n170_first,170,13,-1,1,13,1,170,2,51,26725351000,26725352000,1000,890312353177888608,36,33,1,-8,-7,9
n170_second,170,11,-7,7,11,1,170,2,51,26725351000,26725352000,1000,890312353177888608,26,25,0,-1,-1,1
n340_first,340,18,-4,4,18,2,170,2,51,26725351000,26725352000,1000,16618892950304549599,26,24,-2,-5,-7,3
n340_second,340,14,-12,12,14,2,170,2,51,26725351000,26725352000,1000,16618892950304549599,24,23,-2,-4,-6,2
n680_first,680,26,-2,2,26,2,340,2,51,26725351000,26725352000,1000,16416550680816916923,18,16,-4,-4,-8,0
n680_second,680,22,-14,14,22,2,340,2,51,26725351000,26725352000,1000,16416550680816916923,17,18,-3,-2,-5,-1
n65_first,65,8,-1,1,8,1,65,2,52,26725352000,26725353000,1000,6091952706129814215,70,70,-11,-7,-18,-4
n65_second,65,7,-4,4,7,1,65,2,52,26725352000,26725353000,1000,6091952706129814215,69,67,-6,-11,-17,5
n130_first,130,11,-3,3,11,1,130,2,52,26725352000,26725353000,1000,4194095147115311508,48,49,-3,-3,-6,0
n130_second,130,9,-7,7,9,1,130,2,52,26725352000,26725353000,1000,4194095147115311508,40,46,-4,1,-3,-5
n260_first,260,16,-2,2,16,2,130,2,52,26725352000,26725353000,1000,13810227146256513525,22,25,-8,-6,-14,-2
n260_second,260,14,-8,8,14,2,130,2,52,26725352000,26725353000,1000,13810227146256513525,31,23,-6,0,-6,-6
n520_first,520,22,-6,6,22,2,260,2,52,26725352000,26725353000,1000,9373574462272763482,21,14,-1,-1,-2,0
n520_second,520,18,-14,14,18,2,260,2,52,26725352000,26725353000,1000,9373574462272763482,21,10,-2,-2,-4,0
n85_first,85,9,-2,2,9,1,85,2,52,26725352000,26725353000,1000,4992331599936085004,62,60,-8,-5,-13,-3
n85_second,85,7,-6,6,7,1,85,2,52,26725352000,26725353000,1000,4992331599936085004,46,65,-2,-14,-16,12
n170_first,170,13,-1,1,13,1,170,2,52,26725352000,26725353000,1000,14242065361275087759,40,35,-3,-12,-15,9
n170_second,170,11,-7,7,11,1,170,2,52,26725352000,26725353000,1000,14242065361275087759,42,32,-6,-8,-14,2
n340_first,340,18,-4,4,18,2,170,2,52,26725352000,26725353000,1000,5778311809684067125,18,19,-3,-5,-8,2
n340_second,340,14,-12,12,14,2,170,2,52,26725352000,26725353000,1000,5778311809684067125,24,20,-2,-4,-6,2
n680_first,680,26,-2,2,26,2,340,2,52,26725352000,26725353000,1000,8951108775976368013,14,15,-4,-4,-8,0
n680_second,680,22,-14,14,22,2,340,2,52,26725352000,26725353000,1000,8951108775976368013,17,16,-4,-1,-5,-3
n65_first,65,8,-1,1,8,1,65,2,53,26725353000,26725354000,1000,408950001195086662,67,66,-12,-9,-21,-3
n65_second,65,7,-4,4,7,1,65,2,53,26725353000,26725354000,1000,408950001195086662,73,61,-11,-9,-20,-2
n130_first,130,11,-3,3,11,1,130,2,53,26725353000,26725354000,1000,12245112855325736375,46,49,-4,-4,-8,0
n130_second,130,9,-7,7,9,1,130,2,53,26725353000,26725354000,1000,12245112855325736375,45,32,-8,-4,-12,-4
n260_first,260,16,-2,2,16,2,130,2,53,26725353000,26725354000,1000,3396969554674555672,21,26,-1,-4,-5,3
n260_second,260,14,-8,8,14,2,130,2,53,26725353000,26725354000,1000,3396969554674555672,27,28,-3,-4,-7,1
n520_first,520,22,-6,6,22,2,260,2,53,26725353000,26725354000,1000,5358221367829041623,17,18,-3,0,-3,-3
n520_second,520,18,-14,14,18,2,260,2,53,26725353000,26725354000,1000,5358221367829041623,23,14,-6,-2,-8,-4
n85_first,85,9,-2,2,9,1,85,2,53,26725353000,26725354000,1000,17298728988940290600,48,52,-11,-7,-18,-4
