dps,min_train,holdout,model,folds,median_rmse,worst_rmse,median_max_abs,intercept_median,intercept_range,full_fit_intercept,score,source
60,10,3,"4,6,8,10,12",2,3.43193863102123952104113654307e-12,3.50424214491763824848240840853e-12,5.19226583003112135711002056774e-12,0.592746050817177760695598490556,4.26114705978310530220529133407e-11,0.592746050847292954520075612872,-21.8349339639518,audit_dps060_nmin10_h03.json
60,10,4,4,5,0.0000000564074111141462851124671867565,0.0000000670923871731692495486470063454,0.0000000694244349127591075040572303843,0.592746064324819835519739037053,0.0000000501335953483050236235401258361,0.592746106301068478518392795004,-14.5485349809734,audit_dps060_nmin10_h04.json
60,10,4,"4,6",4,9.81812814062221606900882809599e-11,1.55582271180415013625624342377e-10,1.57641405542128804246704257217e-10,0.592746051139031294321231149256,4.91838613201673145050853785528e-10,0.592746051446620830776730697718,-19.3161486827590,audit_dps060_nmin10_h04.json
60,10,4,"4,6,8",3,1.96373116437756186325110626016e-10,2.14424627325947323541871812479e-10,2.89280996538954476495115936182e-10,0.592746050927992832172506874763,4.48801965056986830631290054051e-10,0.592746051297372589923831518815,-19.0548632177880,audit_dps060_nmin10_h04.json
60,10,4,"4,6,8,10",2,1.36320987161626944171214241450e-11,1.39508196066394346459864512292e-11,2.17118624768755786200495400393e-11,0.592746050838722994175153102945,8.06373067949757302337263524974e-11,0.592746050895602233645647857719,-20.9589012632998,audit_dps060_nmin10_h04.json
60,10,4,"4,6,8,10,12",1,5.11098607454831040621666164887e-12,5.11098607454831040621666164887e-12,8.40400322800102573569022318393e-12,0.592746050817177760695598490556,4.26114705978310530220529133407e-11,0.592746050847292954520075612872,-21.6619687795909,audit_dps060_nmin10_h04.json
100,5,2,4,12,0.00000236135884354065668071159433313,0.00000448292524520491706274311086762,0.00000242572928000385383883687734977,0.592746077752569403271517899088,0.00000144106324511479860914143671616,0.592747497230718245011978312900,-11.4681549689432,audit_dps100_nmin05_h02.json
100,5,2,"4,6",11,0.0000000520214282215381612481711063740,0.0000000603850706758667836875635954324,0.0000000571544646784142888603199846602,0.592746051050149101266756468072,0.0000000473107068129398360259730746925,0.592746004135914017836894671744,-14.6088582922712,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8",10,0.0000000346583337396049010668107459199,0.0000000836999028705136771042507248117,0.0000000371791697195625081842031249802,0.592746051008845159102806615412,0.0000000293452897502463322967706252911,0.592746029958681839743514733314,-14.9926539185735,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10",9,0.0000000156200519193683396895272134360,0.0000000271339389265388804405333031787,0.0000000176075376578098291638689446674,0.592746050883526152229541174535,0.0000000167504819702663374270984689624,0.592746067565446897117009554584,-15.5822902191763,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10,12",8,0.00000000251483586785186123485123579175,0.00000000450069949745480556236410509763,0.00000000293365010172037255806856768465,0.592746050820816422875007240035,0.00000000380657573907357480125212277950,0.592746047507283830658868613795,-17.0189558788206,audit_dps100_nmin05_h02.json
100,5,3,4,11,0.00000253559386151486161469166600988,0.00000495553427941205065134212772281,0.00000265789750200145609079352766244,0.592746077752569403271517899088,0.00000144106324511479860914143671616,0.592747497230718245011978312900,-11.4372372668262,audit_dps100_nmin05_h03.json
100,5,3,"4,6",10,0.0000000587606207611387274912388262477,0.0000000683955837010150607272825117482,0.0000000698157594013529690089685633766,0.592746051050149101266756468072,0.0000000473107068129398360259730746925,0.592746004135914017836894671744,-14.5559541884938,audit_dps100_nmin05_h03.json
100,5,3,"4,6,8",9,0.0000000399431239759505502309716592171,0.000000100747812575351901466479912690,0.0000000449368868320950519810830660535,0.592746051008845159102806615412,0.0000000293452897502463322967706252911,0.592746029958681839743514733314,-14.9310195696838,audit_dps100_nmin05_h03.json
100,5,3,"4,6,8,10",8,0.0000000189866734971474425865203015789,0.0000000354872245626798913521826138672,0.0000000231294761231500209048399882162,0.592746050883526152229541174535,0.0000000167504819702663374270984689624,0.592746067565446897117009554584,-15.4975238101208,audit_dps100_nmin05_h03.json
100,5,3,"4,6,8,10,12",7,0.00000000322835133354213690284657397049,0.00000000618471900533739136115038482788,0.00000000412058916825660205801318334210,0.592746050820816422875007240035,0.00000000380657573907357480125212277950,0.592746047507283830658868613795,-16.9104847328457,audit_dps100_nmin05_h03.json
100,5,4,4,10,0.00000274282591456471168032388229310,0.00000532299895247270045744967319977,0.00000292391474500086980355612370284,0.592746077752569403271517899088,0.00000144106324511479860914143671616,0.592747497230718245011978312900,-11.4031187144509,audit_dps100_nmin05_h04.json
100,5,4,"4,6",9,0.0000000638683369387251543468797572319,0.0000000763708179608194358113063401692,0.0000000801935966931962266068150496709,0.592746051050149101266756468072,0.0000000473107068129398360259730746925,0.592746004135914017836894671744,-14.5197549558718,audit_dps100_nmin05_h04.json
100,5,4,"4,6,8",8,0.0000000468253419433153329448944808822,0.000000115133815164462083054352327193,0.0000000546210910038699153216964381706,0.592746051008845159102806615412,0.0000000293452897502463322967706252911,0.592746029958681839743514733314,-14.8619806404757,audit_dps100_nmin05_h04.json
100,5,4,"4,6,8,10",7,0.0000000228261900365097063233154523865,0.0000000431799453393893895384169327644,0.0000000291911598399003910594279646971,0.592746050883526152229541174535,0.0000000167504819702663374270984689624,0.592746067565446897117009554584,-15.4175392636600,audit_dps100_nmin05_h04.json
