n,a,b,orientation,batch,samples,endpoint_failures,site_failures,line_failures,local_mark_failures,index_mismatches
65,8,1,first,58,50000,0,0,0,0,0
65,7,4,second,58,50000,0,0,0,0,0
65,8,1,first,59,50000,0,0,0,0,0
65,7,4,second,59,50000,0,0,0,0,0
65,8,1,first,60,50000,0,0,0,0,0
65,7,4,second,60,50000,0,0,0,0,0
65,8,1,first,61,50000,0,0,0,0,0
65,7,4,second,61,50000,0,0,0,0,0
65,8,1,first,62,50000,0,0,0,0,0
65,7,4,second,62,50000,0,0,0,0,0
65,8,1,first,63,50000,0,0,0,0,0
65,7,4,second,63,50000,0,0,0,0,0
65,8,1,first,64,50000,0,0,0,0,0
65,7,4,second,64,50000,0,0,0,0,0
65,8,1,first,65,50000,0,0,0,0,0
65,7,4,second,65,50000,0,0,0,0,0
65,8,1,first,66,50000,0,0,0,0,0
65,7,4,second,66,50000,0,0,0,0,0
65,8,1,first,67,50000,0,0,0,0,0
65,7,4,second,67,50000,0,0,0,0,0
65,8,1,first,68,50000,0,0,0,0,0
65,7,4,second,68,50000,0,0,0,0,0
65,8,1,first,69,50000,0,0,0,0,0
65,7,4,second,69,50000,0,0,0,0,0
65,8,1,first,70,50000,0,0,0,0,0
65,7,4,second,70,50000,0,0,0,0,0
65,8,1,first,71,50000,0,0,0,0,0
65,7,4,second,71,50000,0,0,0,0,0
65,8,1,first,72,50000,0,0,0,0,0
65,7,4,second,72,50000,0,0,0,0,0
65,8,1,first,73,50000,0,0,0,0,0
65,7,4,second,73,50000,0,0,0,0,0
65,8,1,first,74,50000,0,0,0,0,0
65,7,4,second,74,50000,0,0,0,0,0
65,8,1,first,75,50000,0,0,0,0,0
65,7,4,second,75,50000,0,0,0,0,0
65,8,1,first,76,50000,0,0,0,0,0
65,7,4,second,76,50000,0,0,0,0,0
65,8,1,first,77,50000,0,0,0,0,0
65,7,4,second,77,50000,0,0,0,0,0
65,8,1,first,78,50000,0,0,0,0,0
65,7,4,second,78,50000,0,0,0,0,0
65,8,1,first,79,50000,0,0,0,0,0
65,7,4,second,79,50000,0,0,0,0,0
65,8,1,first,80,50000,0,0,0,0,0
65,7,4,second,80,50000,0,0,0,0,0
65,8,1,first,81,50000,0,0,0,0,0
65,7,4,second,81,50000,0,0,0,0,0
65,8,1,first,82,50000,0,0,0,0,0
65,7,4,second,82,50000,0,0,0,0,0
65,8,1,first,83,50000,0,0,0,0,0
65,7,4,second,83,50000,0,0,0,0,0
65,8,1,first,84,50000,0,0,0,0,0
65,7,4,second,84,50000,0,0,0,0,0
65,8,1,first,85,50000,0,0,0,0,0
65,7,4,second,85,50000,0,0,0,0,0
65,8,1,first,86,50000,0,0,0,0,0
65,7,4,second,86,50000,0,0,0,0,0
65,8,1,first,87,50000,0,0,0,0,0
65,7,4,second,87,50000,0,0,0,0,0
65,8,1,first,88,50000,0,0,0,0,0
65,7,4,second,88,50000,0,0,0,0,0
65,8,1,first,89,50000,0,0,0,0,0
65,7,4,second,89,50000,0,0,0,0,0
65,8,1,first,90,50000,0,0,0,0,0
65,7,4,second,90,50000,0,0,0,0,0
65,8,1,first,91,50000,0,0,0,0,0
65,7,4,second,91,50000,0,0,0,0,0
65,8,1,first,92,50000,0,0,0,0,0
65,7,4,second,92,50000,0,0,0,0,0
65,8,1,first,93,50000,0,0,0,0,0
65,7,4,second,93,50000,0,0,0,0,0
65,8,1,first,94,50000,0,0,0,0,0
65,7,4,second,94,50000,0,0,0,0,0
65,8,1,first,95,50000,0,0,0,0,0
65,7,4,second,95,50000,0,0,0,0,0
65,8,1,first,96,50000,0,0,0,0,0
65,7,4,second,96,50000,0,0,0,0,0
65,8,1,first,97,50000,0,0,0,0,0
65,7,4,second,97,50000,0,0,0,0,0
65,8,1,first,98,50000,0,0,0,0,0
65,7,4,second,98,50000,0,0,0,0,0
65,8,1,first,99,50000,0,0,0,0,0
65,7,4,second,99,50000,0,0,0,0,0
